ZAVSIFMAT,ZAVMATNAZ,ZAVSIF,ZAVNAZ,KAT_MAT,KATEGORIJA,REGIJA,OBCINA,DAT_OD,DAT_DO,VNOS,OBD_SIF,OBDOBJE,STEV_UCENCEV,DOG_SIF,DOGODEK,VZROK_SIF,VZROK
200,Osnovna šola Frana Albrehta Kamnik,200,Osnovna šola Frana Albrehta Kamnik,2010,2010,Osrednjeslovenska,Kamnik,17.09.2020,18.10.2020,18.10.2020,1010,7. razred,24,2004,Karantena za celoten oddelek - pouk poteka na daljavo,3016,Okužba s Covid-19 pri učencu ali več učencih oddelka
200,Osnovna šola Frana Albrehta Kamnik,915,Osnovna šola Frana Albrehta Kamnik Podružnica Tunjice,2010,2010,Osrednjeslovenska,Kamnik,19.10.2020,29.10.2020,19.10.2020,1008,5. razred,11,2004,Karantena za celoten oddelek - pouk poteka na daljavo,3016,Okužba s Covid-19 pri učencu ali več učencih oddelka
20110,Šolski center Kranj,20134,"Šolski center Kranj, Srednja ekonomska, storitvena in gradbena šola",3010,3010,Gorenjska,Kranj,12.10.2020,18.10.2020,12.10.2020,1028,1. letnik,19,2008,Karantena za celoten oddelek - pouk poteka na daljavo,3032,Okužba s Covid-19 pri dijaku ali več dijakih oddelka
20110,Šolski center Kranj,20134,"Šolski center Kranj, Srednja ekonomska, storitvena in gradbena šola",3010,3010,Gorenjska,Kranj,12.10.2020,21.10.2020,15.10.2020,1038,Vzgojna skupina v DD,1,2008,Karantena za celoten oddelek - pouk poteka na daljavo,3029,Okužba s Covid-19 pri učitelju
20110,Šolski center Kranj,20134,"Šolski center Kranj, Srednja ekonomska, storitvena in gradbena šola",3010,3010,Gorenjska,Kranj,13.10.2020,15.10.2020,12.10.2020,1029,2. letnik,4,2008,Karantena za celoten oddelek - pouk poteka na daljavo,3028,Sum na okužbo s Covid-19 pri dijaku ali več dijakih oddelka
20110,Šolski center Kranj,20134,"Šolski center Kranj, Srednja ekonomska, storitvena in gradbena šola",3010,3010,Gorenjska,Kranj,28.09.2020,08.10.2020,28.09.2020,1031,4. letnik,27,2008,Karantena za celoten oddelek - pouk poteka na daljavo,3030,Okužba s Covid-19 pri drugem strokovnem delavcu
20110,Šolski center Kranj,20163,"Šolski center Kranj, Srednja tehniška šola",3010,3010,Gorenjska,Kranj,08.10.2020,17.10.2020,12.10.2020,1029,2. letnik,26,2008,Karantena za celoten oddelek - pouk poteka na daljavo,3032,Okužba s Covid-19 pri dijaku ali več dijakih oddelka
20110,Šolski center Kranj,20163,"Šolski center Kranj, Srednja tehniška šola",3010,3010,Gorenjska,Kranj,09.10.2020,18.10.2020,12.10.2020,1029,2. letnik,28,2008,Karantena za celoten oddelek - pouk poteka na daljavo,3032,Okužba s Covid-19 pri dijaku ali več dijakih oddelka
20110,Šolski center Kranj,20163,"Šolski center Kranj, Srednja tehniška šola",3010,3010,Gorenjska,Kranj,12.10.2020,18.10.2020,12.10.2020,1029,2. letnik,16,2008,Karantena za celoten oddelek - pouk poteka na daljavo,3032,Okužba s Covid-19 pri dijaku ali več dijakih oddelka
20110,Šolski center Kranj,20163,"Šolski center Kranj, Srednja tehniška šola",3010,3010,Gorenjska,Kranj,13.10.2020,18.10.2020,16.10.2020,1028,1. letnik,29,2008,Karantena za celoten oddelek - pouk poteka na daljavo,3032,Okužba s Covid-19 pri dijaku ali več dijakih oddelka
20110,Šolski center Kranj,20163,"Šolski center Kranj, Srednja tehniška šola",3010,3010,Gorenjska,Kranj,15.10.2020,18.10.2020,16.10.2020,1028,1. letnik,28,2008,Karantena za celoten oddelek - pouk poteka na daljavo,3032,Okužba s Covid-19 pri dijaku ali več dijakih oddelka
20112,Srednja šola Izola,20112,Srednja šola Izola,3010,3010,Obalno-kraška,Izola,12.10.2020,18.10.2020,12.10.2020,1031,4. letnik,20,2008,Karantena za celoten oddelek - pouk poteka na daljavo,3032,Okužba s Covid-19 pri dijaku ali več dijakih oddelka
20112,Srednja šola Izola,20112,Srednja šola Izola,3010,3010,Obalno-kraška,Izola,12.10.2020,18.10.2020,12.10.2020,1031,4. letnik,22,2008,Karantena za celoten oddelek - pouk poteka na daljavo,3032,Okužba s Covid-19 pri dijaku ali več dijakih oddelka
20113,Ekonomska šola Celje,20132,"Ekonomska šola Celje, Gimnazija in srednja šola",3010,3010,Savinjska,Celje,05.10.2020,14.10.2020,07.10.2020,1031,4. letnik,13,2008,Karantena za celoten oddelek - pouk poteka na daljavo,3032,Okužba s Covid-19 pri dijaku ali več dijakih oddelka
20113,Ekonomska šola Celje,20132,"Ekonomska šola Celje, Gimnazija in srednja šola",3010,3010,Savinjska,Celje,07.09.2020,18.09.2020,15.09.2020,1028,1. letnik,30,2008,Karantena za celoten oddelek - pouk poteka na daljavo,3030,Okužba s Covid-19 pri drugem strokovnem delavcu
20157,Gimnazija Franceta Prešerna,20157,Gimnazija Franceta Prešerna,3010,3010,Gorenjska,Kranj,03.09.2020,15.09.2020,16.09.2020,1031,4. letnik,29,2008,Karantena za celoten oddelek - pouk poteka na daljavo,3030,Okužba s Covid-19 pri drugem strokovnem delavcu
20157,Gimnazija Franceta Prešerna,20157,Gimnazija Franceta Prešerna,3010,3010,Gorenjska,Kranj,05.10.2020,15.10.2020,12.10.2020,1029,2. letnik,19,2008,Karantena za celoten oddelek - pouk poteka na daljavo,3028,Sum na okužbo s Covid-19 pri dijaku ali več dijakih oddelka
20157,Gimnazija Franceta Prešerna,20157,Gimnazija Franceta Prešerna,3010,3010,Gorenjska,Kranj,12.10.2020,14.10.2020,12.10.2020,1030,3. letnik,30,2008,Karantena za celoten oddelek - pouk poteka na daljavo,3028,Sum na okužbo s Covid-19 pri dijaku ali več dijakih oddelka
20157,Gimnazija Franceta Prešerna,20157,Gimnazija Franceta Prešerna,3010,3010,Gorenjska,Kranj,14.10.2020,18.10.2020,14.10.2020,1030,3. letnik,21,2008,Karantena za celoten oddelek - pouk poteka na daljavo,3028,Sum na okužbo s Covid-19 pri dijaku ali več dijakih oddelka
202,Osnovna šola 27. julij,202,Osnovna šola 27. julij,2020,2020,Osrednjeslovenska,Kamnik,14.01.2021,21.01.2021,14.01.2021,1016,4. razred,4,2006,Karantena za celoten oddelek - pouk poteka na daljavo,3021,Okužba s Covid-19 pri učitelju
202,Osnovna šola 27. julij,202,Osnovna šola 27. julij,2020,2020,Osrednjeslovenska,Kamnik,14.01.2021,21.01.2021,14.01.2021,1017,5. razred,1,2006,Karantena za celoten oddelek - pouk poteka na daljavo,3021,Okužba s Covid-19 pri učitelju
202,Osnovna šola 27. julij,202,Osnovna šola 27. julij,2020,2020,Osrednjeslovenska,Kamnik,14.01.2021,21.01.2021,14.01.2021,1018,6. razred,10,2006,Karantena za celoten oddelek - pouk poteka na daljavo,3021,Okužba s Covid-19 pri učitelju
202,Osnovna šola 27. julij,202,Osnovna šola 27. julij,2020,2020,Osrednjeslovenska,Kamnik,14.01.2021,21.01.2021,14.01.2021,1019,7. razred,5,2006,Karantena za celoten oddelek - pouk poteka na daljavo,3021,Okužba s Covid-19 pri učitelju
202,Osnovna šola 27. julij,202,Osnovna šola 27. julij,2020,2020,Osrednjeslovenska,Kamnik,14.01.2021,21.01.2021,14.01.2021,1020,8. razred,7,2006,Karantena za celoten oddelek - pouk poteka na daljavo,3021,Okužba s Covid-19 pri učitelju
202,Osnovna šola 27. julij,202,Osnovna šola 27. julij,2020,2020,Osrednjeslovenska,Kamnik,14.01.2021,21.01.2021,14.01.2021,1021,9. razred,5,2006,Karantena za celoten oddelek - pouk poteka na daljavo,3021,Okužba s Covid-19 pri učitelju
203,Glasbena šola Kamnik,203,Glasbena šola Kamnik,2030,2030,Osrednjeslovenska,Kamnik,20.09.2020,25.09.2020,22.09.2020,1507,Harmonika,16,2015,"Pouk poteka na prilagojen / spremenjen način (manjše skupine, zaščitne maske, dodatna razkuževanja ...)",3041,Sum na okužbo s Covid-19 pri učitelju
203,Glasbena šola Kamnik,203,Glasbena šola Kamnik,2030,2030,Osrednjeslovenska,Kamnik,20.09.2020,25.09.2020,22.09.2020,1510,Klavir,10,2015,"Pouk poteka na prilagojen / spremenjen način (manjše skupine, zaščitne maske, dodatna razkuževanja ...)",3041,Sum na okužbo s Covid-19 pri učitelju
203,Glasbena šola Kamnik,203,Glasbena šola Kamnik,2030,2030,Osrednjeslovenska,Kamnik,20.09.2020,25.09.2020,22.09.2020,1515,Petje,17,2015,"Pouk poteka na prilagojen / spremenjen način (manjše skupine, zaščitne maske, dodatna razkuževanja ...)",3041,Sum na okužbo s Covid-19 pri učitelju
203,Glasbena šola Kamnik,203,Glasbena šola Kamnik,2030,2030,Osrednjeslovenska,Kamnik,20.09.2020,25.09.2020,22.09.2020,1517,Rog,4,2015,"Pouk poteka na prilagojen / spremenjen način (manjše skupine, zaščitne maske, dodatna razkuževanja ...)",3041,Sum na okužbo s Covid-19 pri učitelju
203,Glasbena šola Kamnik,203,Glasbena šola Kamnik,2030,2030,Osrednjeslovenska,Kamnik,20.09.2020,25.09.2020,22.09.2020,1524,Violina,16,2015,"Pouk poteka na prilagojen / spremenjen način (manjše skupine, zaščitne maske, dodatna razkuževanja ...)",3041,Sum na okužbo s Covid-19 pri učitelju
204,Osnovna šola Stranje,204,Osnovna šola Stranje,2010,2010,Osrednjeslovenska,Kamnik,08.10.2020,17.10.2020,14.10.2020,1012,9. razred,21,2004,Karantena za celoten oddelek - pouk poteka na daljavo,3016,Okužba s Covid-19 pri učencu ali več učencih oddelka
204,Osnovna šola Stranje,204,Osnovna šola Stranje,2010,2010,Osrednjeslovenska,Kamnik,22.10.2020,01.11.2020,27.10.2020,1004,1. razred,17,2004,Karantena za celoten oddelek - pouk poteka na daljavo,3016,Okužba s Covid-19 pri učencu ali več učencih oddelka
204,Osnovna šola Stranje,204,Osnovna šola Stranje,2010,2010,Osrednjeslovenska,Kamnik,22.10.2020,01.11.2020,27.10.2020,1007,4. razred,23,2004,Karantena za celoten oddelek - pouk poteka na daljavo,3016,Okužba s Covid-19 pri učencu ali več učencih oddelka
204,Osnovna šola Stranje,204,Osnovna šola Stranje,2010,2010,Osrednjeslovenska,Kamnik,29.01.2021,07.02.2021,29.01.2021,1004,1. razred,18,2004,Karantena za celoten oddelek - pouk poteka na daljavo,3013,Okužba s Covid-19 pri učitelju
205,Osnovna šola Zbora odposlancev Kočevje,205,Osnovna šola Zbora odposlancev Kočevje,2010,2010,Jugovzhodna Slovenija,Kočevje,13.10.2020,14.10.2020,13.10.2020,1008,5. razred,23,2004,Karantena za celoten oddelek - pouk poteka na daljavo,3013,Okužba s Covid-19 pri učitelju
205,Osnovna šola Zbora odposlancev Kočevje,205,Osnovna šola Zbora odposlancev Kočevje,2010,2010,Jugovzhodna Slovenija,Kočevje,13.10.2020,18.10.2020,13.10.2020,1008,5. razred,24,2004,Karantena za celoten oddelek - pouk poteka na daljavo,3016,Okužba s Covid-19 pri učencu ali več učencih oddelka
205,Osnovna šola Zbora odposlancev Kočevje,205,Osnovna šola Zbora odposlancev Kočevje,2010,2010,Jugovzhodna Slovenija,Kočevje,22.10.2020,23.10.2020,22.10.2020,1007,4. razred,21,2004,Karantena za celoten oddelek - pouk poteka na daljavo,3012,Sum na okužbo s Covid-19 pri učencu ali več učencih oddelka
20775,Srednja elektro-računalniška šola Maribor,20775,Srednja elektro-računalniška šola Maribor,3010,3010,Podravska,Maribor,02.10.2020,08.10.2020,01.10.2020,1031,4. letnik,31,2008,Karantena za celoten oddelek - pouk poteka na daljavo,3032,Okužba s Covid-19 pri dijaku ali več dijakih oddelka
20775,Srednja elektro-računalniška šola Maribor,20775,Srednja elektro-računalniška šola Maribor,3010,3010,Podravska,Maribor,05.10.2020,11.10.2020,05.10.2020,1029,2. letnik,30,2008,Karantena za celoten oddelek - pouk poteka na daljavo,3032,Okužba s Covid-19 pri dijaku ali več dijakih oddelka
20775,Srednja elektro-računalniška šola Maribor,20775,Srednja elektro-računalniška šola Maribor,3010,3010,Podravska,Maribor,07.10.2020,11.10.2020,07.10.2020,1028,1. letnik,30,2008,Karantena za celoten oddelek - pouk poteka na daljavo,3032,Okužba s Covid-19 pri dijaku ali več dijakih oddelka
20775,Srednja elektro-računalniška šola Maribor,20775,Srednja elektro-računalniška šola Maribor,3010,3010,Podravska,Maribor,07.10.2020,11.10.2020,07.10.2020,1028,1. letnik,30,2008,Karantena za celoten oddelek - pouk poteka na daljavo,3028,Sum na okužbo s Covid-19 pri dijaku ali več dijakih oddelka
20775,Srednja elektro-računalniška šola Maribor,20775,Srednja elektro-računalniška šola Maribor,3010,3010,Podravska,Maribor,12.10.2020,18.10.2020,12.10.2020,1030,3. letnik,14,2008,Karantena za celoten oddelek - pouk poteka na daljavo,3032,Okužba s Covid-19 pri dijaku ali več dijakih oddelka
207,Glasbena šola Kočevje,207,Glasbena šola Kočevje,2030,2030,Jugovzhodna Slovenija,Kočevje,14.09.2020,24.09.2020,14.09.2020,1515,Petje,1,2016,Karantena za celoten oddelek - pouk poteka na daljavo,3044,Sum na okužbo s Covid-19 pri učencu ali več učencih oddelka
207,Glasbena šola Kočevje,207,Glasbena šola Kočevje,2030,2030,Jugovzhodna Slovenija,Kočevje,14.09.2020,24.09.2020,14.09.2020,1515,Petje,1,2016,Karantena za celoten oddelek - pouk poteka na daljavo,3048,Okužba s Covid-19 pri učencu ali več učencih oddelka
21396,Tehniški šolski center Maribor,21398,"Tehniški šolski center Maribor, Srednja strojna šola",3010,3010,Podravska,Maribor,06.10.2020,15.10.2020,12.10.2020,1028,1. letnik,16,2008,Karantena za celoten oddelek - pouk poteka na daljavo,3032,Okužba s Covid-19 pri dijaku ali več dijakih oddelka
21396,Tehniški šolski center Maribor,21398,"Tehniški šolski center Maribor, Srednja strojna šola",3010,3010,Podravska,Maribor,21.09.2020,25.09.2020,21.09.2020,1030,3. letnik,21,2008,Karantena za celoten oddelek - pouk poteka na daljavo,3030,Okužba s Covid-19 pri drugem strokovnem delavcu
21396,Tehniški šolski center Maribor,21403,"Tehniški šolski center Maribor, Višja strokovna šola",3010,5040,Podravska,Maribor,14.10.2020,22.10.2020,14.10.2020,1033,1. letnik,27,2007,"Pouk poteka na prilagojen / spremenjen način (manjše skupine, zaščitne maske, dodatna razkuževanja ...)",3028,Sum na okužbo s Covid-19 pri dijaku ali več dijakih oddelka
21435,"Zavod Sv. Stanislava, Vrtec Dobrega pastirja",21435,"Zavod Sv. Stanislava, Vrtec Dobrega pastirja",1010,1010,Osrednjeslovenska,Ljubljana,19.10.2020,23.10.2020,20.10.2020,1002,2. star. obd.,22,2002,Otroci oddelka so v domači karanteni,3005,Okužba s Covid-19 pri vzgojitelju
21435,"Zavod Sv. Stanislava, Vrtec Dobrega pastirja",21435,"Zavod Sv. Stanislava, Vrtec Dobrega pastirja",1010,1010,Osrednjeslovenska,Ljubljana,19.10.2020,23.10.2020,20.10.2020,1002,2. star. obd.,21,2002,Otroci oddelka so v domači karanteni,3008,Okužba s Covid-19 pri otroku ali več otrocih skupine
21455,"Vrtec Zvezdica, zasebno varstvo otrok, d.o.o.",21455,"Vrtec Zvezdica, zasebno varstvo otrok, d.o.o.",1010,1010,Osrednjeslovenska,Ljubljana,24.10.2020,03.11.2020,28.10.2020,1002,2. star. obd.,20,2002,Otroci oddelka so v domači karanteni,3005,Okužba s Covid-19 pri vzgojitelju
21695,Zasebni vrtec Malček,21695,Zasebni vrtec Malček,1010,1010,Osrednjeslovenska,Grosuplje,06.01.2021,15.01.2021,07.01.2021,1003,Komb. 1. in 2. star. obd.,19,2002,Otroci oddelka so v domači karanteni,3005,Okužba s Covid-19 pri vzgojitelju
21695,Zasebni vrtec Malček,21695,Zasebni vrtec Malček,1010,1010,Osrednjeslovenska,Grosuplje,06.01.2021,15.01.2021,07.01.2021,1003,Komb. 1. in 2. star. obd.,19,2002,Otroci oddelka so v domači karanteni,3003,Sum na okužbo s Covid-19 pri drugem delavcu
219,Osnovna šola Šmarje pri Kopru,1130,Osnovna šola Šmarje pri Kopru - vrtec,2010,1010,Obalno-kraška,Koper,21.10.2020,04.11.2020,21.10.2020,1003,Komb. 1. in 2. star. obd.,15,2004,Karantena za celoten oddelek - pouk poteka na daljavo,3013,Okužba s Covid-19 pri učitelju
219,Osnovna šola Šmarje pri Kopru,1130,Osnovna šola Šmarje pri Kopru - vrtec,2010,1010,Obalno-kraška,Koper,28.10.2020,11.11.2020,29.10.2020,1002,2. star. obd.,21,2003,"Pouk poteka na prilagojen / spremenjen način (manjše skupine, zaščitne maske, dodatna razkuževanja ...)",3013,Okužba s Covid-19 pri učitelju
21,Elektrotehniško-računalniška strokovna šola in gimnazija Ljubljana,21,Elektrotehniško-računalniška strokovna šola in gimnazija Ljubljana,3010,3010,Osrednjeslovenska,Ljubljana,11.09.2020,20.09.2020,16.09.2020,1031,4. letnik,22,2008,Karantena za celoten oddelek - pouk poteka na daljavo,3032,Okužba s Covid-19 pri dijaku ali več dijakih oddelka
21,Elektrotehniško-računalniška strokovna šola in gimnazija Ljubljana,21,Elektrotehniško-računalniška strokovna šola in gimnazija Ljubljana,3010,3010,Osrednjeslovenska,Ljubljana,11.09.2020,20.09.2020,16.09.2020,1031,4. letnik,21,2008,Karantena za celoten oddelek - pouk poteka na daljavo,3032,Okužba s Covid-19 pri dijaku ali več dijakih oddelka
21,Elektrotehniško-računalniška strokovna šola in gimnazija Ljubljana,21,Elektrotehniško-računalniška strokovna šola in gimnazija Ljubljana,3010,3010,Osrednjeslovenska,Ljubljana,13.10.2020,18.10.2020,13.10.2020,1031,4. letnik,22,2008,Karantena za celoten oddelek - pouk poteka na daljavo,3032,Okužba s Covid-19 pri dijaku ali več dijakih oddelka
220,Osnovna šola dr. Aleš Bebler - Primož Hrvatini,220,Osnovna šola dr. Aleš Bebler - Primož Hrvatini,2010,2010,Obalno-kraška,Koper,21.10.2020,22.10.2020,21.10.2020,1008,5. razred,17,2004,Karantena za celoten oddelek - pouk poteka na daljavo,3013,Okužba s Covid-19 pri učitelju
220,Osnovna šola dr. Aleš Bebler - Primož Hrvatini,220,Osnovna šola dr. Aleš Bebler - Primož Hrvatini,2010,2010,Obalno-kraška,Koper,23.10.2020,23.10.2020,22.10.2020,1008,5. razred,17,2004,Karantena za celoten oddelek - pouk poteka na daljavo,3013,Okužba s Covid-19 pri učitelju
22215,"Vesolje malčkov, zasebni vrtec, d.o.o.",22215,"Vesolje malčkov, zasebni vrtec, d.o.o.",1010,1010,Osrednjeslovenska,Ljubljana,17.12.2020,26.12.2020,19.12.2020,1001,1. star. obd.,12,2002,Otroci oddelka so v domači karanteni,3005,Okužba s Covid-19 pri vzgojitelju
22215,"Vesolje malčkov, zasebni vrtec, d.o.o.",22215,"Vesolje malčkov, zasebni vrtec, d.o.o.",1010,1010,Osrednjeslovenska,Ljubljana,18.12.2020,24.12.2020,18.12.2020,1002,2. star. obd.,14,2002,Otroci oddelka so v domači karanteni,3005,Okužba s Covid-19 pri vzgojitelju
222,Osnovna šola Franceta Prešerna Kranj,222,Osnovna šola Franceta Prešerna Kranj,2010,2010,Gorenjska,Kranj,12.10.2020,15.10.2020,14.10.2020,1012,9. razred,21,2004,Karantena za celoten oddelek - pouk poteka na daljavo,3016,Okužba s Covid-19 pri učencu ali več učencih oddelka
222,Osnovna šola Franceta Prešerna Kranj,992,"Osnovna šola Franceta Prešerna Kranj, Podružnica Kokrica",2010,2010,Gorenjska,Kranj,22.10.2020,02.11.2020,22.10.2020,1004,1. razred,19,2004,Karantena za celoten oddelek - pouk poteka na daljavo,3016,Okužba s Covid-19 pri učencu ali več učencih oddelka
223,Osnovna šola Matije Čopa Kranj,223,Osnovna šola Matije Čopa Kranj,2010,2010,Gorenjska,Kranj,07.10.2020,09.10.2020,07.10.2020,1011,8. razred,21,2004,Karantena za celoten oddelek - pouk poteka na daljavo,3016,Okužba s Covid-19 pri učencu ali več učencih oddelka
223,Osnovna šola Matije Čopa Kranj,223,Osnovna šola Matije Čopa Kranj,2010,2010,Gorenjska,Kranj,07.10.2020,10.10.2020,07.10.2020,1011,8. razred,22,2004,Karantena za celoten oddelek - pouk poteka na daljavo,3016,Okužba s Covid-19 pri učencu ali več učencih oddelka
223,Osnovna šola Matije Čopa Kranj,223,Osnovna šola Matije Čopa Kranj,2010,2010,Gorenjska,Kranj,08.09.2020,18.09.2020,14.09.2020,1009,6. razred,23,2004,Karantena za celoten oddelek - pouk poteka na daljavo,3016,Okužba s Covid-19 pri učencu ali več učencih oddelka
223,Osnovna šola Matije Čopa Kranj,223,Osnovna šola Matije Čopa Kranj,2010,2010,Gorenjska,Kranj,08.09.2020,18.09.2020,14.09.2020,1009,6. razred,22,2004,Karantena za celoten oddelek - pouk poteka na daljavo,3016,Okužba s Covid-19 pri učencu ali več učencih oddelka
223,Osnovna šola Matije Čopa Kranj,223,Osnovna šola Matije Čopa Kranj,2010,2010,Gorenjska,Kranj,08.09.2020,18.09.2020,14.09.2020,1009,6. razred,23,2004,Karantena za celoten oddelek - pouk poteka na daljavo,3016,Okužba s Covid-19 pri učencu ali več učencih oddelka
223,Osnovna šola Matije Čopa Kranj,223,Osnovna šola Matije Čopa Kranj,2010,2010,Gorenjska,Kranj,09.09.2020,18.09.2020,14.09.2020,1009,6. razred,22,2004,Karantena za celoten oddelek - pouk poteka na daljavo,3016,Okužba s Covid-19 pri učencu ali več učencih oddelka
223,Osnovna šola Matije Čopa Kranj,223,Osnovna šola Matije Čopa Kranj,2010,2010,Gorenjska,Kranj,09.09.2020,18.09.2020,14.09.2020,1009,6. razred,23,2004,Karantena za celoten oddelek - pouk poteka na daljavo,3016,Okužba s Covid-19 pri učencu ali več učencih oddelka
223,Osnovna šola Matije Čopa Kranj,223,Osnovna šola Matije Čopa Kranj,2010,2010,Gorenjska,Kranj,09.09.2020,18.09.2020,14.09.2020,1010,7. razred,19,2004,Karantena za celoten oddelek - pouk poteka na daljavo,3013,Okužba s Covid-19 pri učitelju
223,Osnovna šola Matije Čopa Kranj,223,Osnovna šola Matije Čopa Kranj,2010,2010,Gorenjska,Kranj,09.09.2020,18.09.2020,14.09.2020,1010,7. razred,20,2004,Karantena za celoten oddelek - pouk poteka na daljavo,3013,Okužba s Covid-19 pri učitelju
223,Osnovna šola Matije Čopa Kranj,223,Osnovna šola Matije Čopa Kranj,2010,2010,Gorenjska,Kranj,09.09.2020,18.09.2020,14.09.2020,1010,7. razred,20,2004,Karantena za celoten oddelek - pouk poteka na daljavo,3013,Okužba s Covid-19 pri učitelju
223,Osnovna šola Matije Čopa Kranj,223,Osnovna šola Matije Čopa Kranj,2010,2010,Gorenjska,Kranj,09.09.2020,18.09.2020,14.09.2020,1011,8. razred,23,2004,Karantena za celoten oddelek - pouk poteka na daljavo,3013,Okužba s Covid-19 pri učitelju
223,Osnovna šola Matije Čopa Kranj,223,Osnovna šola Matije Čopa Kranj,2010,2010,Gorenjska,Kranj,09.09.2020,18.09.2020,14.09.2020,1011,8. razred,21,2004,Karantena za celoten oddelek - pouk poteka na daljavo,3013,Okužba s Covid-19 pri učitelju
223,Osnovna šola Matije Čopa Kranj,223,Osnovna šola Matije Čopa Kranj,2010,2010,Gorenjska,Kranj,09.09.2020,18.09.2020,14.09.2020,1012,9. razred,22,2004,Karantena za celoten oddelek - pouk poteka na daljavo,3013,Okužba s Covid-19 pri učitelju
223,Osnovna šola Matije Čopa Kranj,223,Osnovna šola Matije Čopa Kranj,2010,2010,Gorenjska,Kranj,09.09.2020,18.09.2020,14.09.2020,1012,9. razred,22,2004,Karantena za celoten oddelek - pouk poteka na daljavo,3013,Okužba s Covid-19 pri učitelju
224,Osnovna šola Simona Jenka Kranj,224,Osnovna šola Simona Jenka Kranj,2010,2010,Gorenjska,Kranj,26.01.2021,05.02.2021,27.01.2021,1004,1. razred,23,2004,Karantena za celoten oddelek - pouk poteka na daljavo,3009,Sum na okužbo s Covid-19 pri učitelju
229,Osnovna šola Helene Puhar Kranj,229,Osnovna šola Helene Puhar Kranj,2020,2020,Gorenjska,Kranj,16.10.2020,23.10.2020,16.10.2020,1019,7. razred,8,2006,Karantena za celoten oddelek - pouk poteka na daljavo,3021,Okužba s Covid-19 pri učitelju
229,Osnovna šola Helene Puhar Kranj,229,Osnovna šola Helene Puhar Kranj,2020,2020,Gorenjska,Kranj,19.10.2020,23.10.2020,19.10.2020,1018,6. razred,5,2006,Karantena za celoten oddelek - pouk poteka na daljavo,3018,Sum na okužbo s Covid-19 pri drugem strokovnem delavcu
229,Osnovna šola Helene Puhar Kranj,229,Osnovna šola Helene Puhar Kranj,2020,2020,Gorenjska,Kranj,19.10.2020,23.10.2020,19.10.2020,1020,8. razred,8,2006,Karantena za celoten oddelek - pouk poteka na daljavo,3017,Sum na okužbo s Covid-19 pri učitelju
229,Osnovna šola Helene Puhar Kranj,229,Osnovna šola Helene Puhar Kranj,2020,2020,Gorenjska,Kranj,19.10.2020,23.10.2020,19.10.2020,1020,8. razred,9,2006,Karantena za celoten oddelek - pouk poteka na daljavo,3017,Sum na okužbo s Covid-19 pri učitelju
229,Osnovna šola Helene Puhar Kranj,229,Osnovna šola Helene Puhar Kranj,2020,2020,Gorenjska,Kranj,19.10.2020,23.10.2020,19.10.2020,1021,9. razred,10,2006,Karantena za celoten oddelek - pouk poteka na daljavo,3018,Sum na okužbo s Covid-19 pri drugem strokovnem delavcu
229,Osnovna šola Helene Puhar Kranj,229,Osnovna šola Helene Puhar Kranj,2020,2020,Gorenjska,Kranj,29.01.2021,05.02.2021,29.01.2021,1022,I. stopnja,5,2006,Karantena za celoten oddelek - pouk poteka na daljavo,3024,Okužba s Covid-19 pri učencu ali več učencih oddelka
22,Srednja ekonomska šola Ljubljana,22,Srednja ekonomska šola Ljubljana,3010,3010,Osrednjeslovenska,Ljubljana,01.10.2020,08.10.2020,02.10.2020,1031,4. letnik,26,2008,Karantena za celoten oddelek - pouk poteka na daljavo,3032,Okužba s Covid-19 pri dijaku ali več dijakih oddelka
22,Srednja ekonomska šola Ljubljana,22,Srednja ekonomska šola Ljubljana,3010,3010,Osrednjeslovenska,Ljubljana,02.10.2020,09.10.2020,07.10.2020,1030,3. letnik,30,2008,Karantena za celoten oddelek - pouk poteka na daljavo,3028,Sum na okužbo s Covid-19 pri dijaku ali več dijakih oddelka
22,Srednja ekonomska šola Ljubljana,22,Srednja ekonomska šola Ljubljana,3010,3010,Osrednjeslovenska,Ljubljana,02.10.2020,10.10.2020,02.10.2020,1030,3. letnik,30,2008,Karantena za celoten oddelek - pouk poteka na daljavo,3032,Okužba s Covid-19 pri dijaku ali več dijakih oddelka
22,Srednja ekonomska šola Ljubljana,22,Srednja ekonomska šola Ljubljana,3010,3010,Osrednjeslovenska,Ljubljana,28.09.2020,30.09.2020,28.09.2020,1029,2. letnik,30,2008,Karantena za celoten oddelek - pouk poteka na daljavo,3030,Okužba s Covid-19 pri drugem strokovnem delavcu
230,Glasbena šola Kranj,230,Glasbena šola Kranj,2030,2030,Gorenjska,Kranj,08.09.2020,18.09.2020,14.09.2020,1508,Kitara,15,2016,Karantena za celoten oddelek - pouk poteka na daljavo,3048,Okužba s Covid-19 pri učencu ali več učencih oddelka
230,Glasbena šola Kranj,230,Glasbena šola Kranj,2030,2030,Gorenjska,Kranj,10.11.2020,19.11.2020,13.11.2020,1515,Petje,8,2015,"Pouk poteka na prilagojen / spremenjen način (manjše skupine, zaščitne maske, dodatna razkuževanja ...)",3045,Okužba s Covid-19 pri učitelju
