Manufacturer,Model Name,Model Code,RAM (TotalMem),Form Factor,System on Chip,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions
Cherry Mobile,Flare S8 Max,X970,3829MB,Phone,Mediatek MT6763,1080x2244,480,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Cherry Mobile,ZP785,ZP785,1901MB,Phone,Mediatek MT6735,1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,24,"3,1"
Cherry Mobile,H220,ctih220_sprout,1905-1908MB,Phone,Qualcomm MSM8916,720x1280,320,armeabi;armeabi-v7a,22;23;24;25,"3,0"
Cherry Mobile,Omega Lite 4,omega_lite_4,947MB,Phone,Mediatek MT6580,480x960,240,armeabi;armeabi-v7a,27,"2,0"
China Mobile,A3,M651G,877MB,Phone,Spreadtrum SC9832,720x1280,320,armeabi;armeabi-v7a,24,"2,0"
China Mobile,A5,M654G,860MB,Phone,Spreadtrum SC9850KA,720x1440,320,armeabi;armeabi-v7a,27,"3,2"
China Mobile,M762G,M762G,2708MB,Phone,Qualcomm SDM450,720x1500,320,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Chosunbiz,Chosunbiz,kPad,3778MB,Tablet,Spreadtrum SC9863A,1200x1920,320,arm64-v8a;armeabi;armeabi-v7a,29,"3,2"
Chuwi,Hi9,Hi9,3953MB,Tablet,Mediatek MT8173,1600x2560,360,arm64-v8a;armeabi;armeabi-v7a,24,"3,2"
Chuwi,CHUWI,Hi9Air,3682MB,Tablet,Mediatek MT6797,1600x2560,320,arm64-v8a;armeabi;armeabi-v7a,26,"3,2"
Chuwi,Hi9Pro,Hi9Pro,2678MB,Tablet,Mediatek MT6797,1600x2560,320,arm64-v8a;armeabi;armeabi-v7a,26,"3,2"
Chuwi,HipadX_eea_1,HipadX,5783MB,Tablet,Mediatek MT8788A,1200x1920,240,arm64-v8a;armeabi;armeabi-v7a,29,"3,2"
Chuwi,Surpad,Surpad,3747MB,Tablet,Mediatek MT6771,1920x1200,240,arm64-v8a;armeabi;armeabi-v7a,29,"3,2"
Cipherlab,Hera51,Hera51,1840MB,Phone,Qualcomm MSM8953,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Cipherlab,RK25,RK25,1860-1874MB,Phone,Qualcomm MSM8917,480x800,240,arm64-v8a;armeabi;armeabi-v7a,25;28,"3,0"
Cipherlab,RK25WO,RK25WO,1919MB,Phone,Qualcomm APQ8017,480x800,240,arm64-v8a;armeabi;armeabi-v7a,25,"3,0"
Cipherlab,RK95,RK95,3740MB,Phone,Qualcomm SDM660,480x800,240,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Cipherlab,RS31,RS31,1900MB,Phone,Mediatek MT8735,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,24,"3,1"
Cipherlab,RS35,RS35,2840MB,Phone,Qualcomm SDM450,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,29,"3,2"
Cipherlab,RS51_HS,RS51_HS,1840MB,Phone,Qualcomm MSM8953,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Citycall,Life Lite 4G,KL5011C,862MB,Phone,Mediatek MT6737,720x1280,320,armeabi;armeabi-v7a,24,"3,1"
Citycall,Life_10_Pro,Life_10_Pro,1904MB,Phone,Mediatek MT6580,720x1280,320,armeabi;armeabi-v7a,24,"2,0"
Citycall,Life Power 9,Life_Power_9,877MB,Phone,Spreadtrum SC9832,480x854,240,armeabi;armeabi-v7a,24,"2,0"
Citycall,Life_Pro_7,Life_Pro_7,888MB,Phone,Mediatek MT6580,720x1280,320,armeabi;armeabi-v7a,24,"2,0"
Clarmin,B5Pro,B5Pro,1909MB,Phone,Mediatek MT6737,1280x640,320,arm64-v8a;armeabi;armeabi-v7a,27,"3,1"
Clarmin,B8,B8,3804MB,Phone,Mediatek MT6755,1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,24,"3,2"
Clarmin,B8Lite,B8Lite,2893MB,Phone,Mediatek MT6753,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,24,"3,1"
Clarmin,B8plus,B8plus,3834MB,Phone,Mediatek MT6757,1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,24,"3,2"
Clarmin,CLARMIN C1,CLARMIN_C1,2875MB,Phone,Mediatek MT6739CW,1440x720,320,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Clementoni,CLEMPAD_2018,CLEMPAD_2018,889MB,Tablet,Mediatek MT8321,1280x800,160,armeabi;armeabi-v7a,27,"2,0"
Clementoni,Clemphone,ClemPhone,928MB,Phone,Mediatek MT6735,720x1280,320,armeabi;armeabi-v7a,23,"3,0"
Clementoni,Clemphone 7.0,ClemPhone_7,866MB,Phone,Mediatek MT6737,720x1280,320,armeabi;armeabi-v7a,24,"3,1"
Clementoni,Clempad_7_S,Clempad_7_S,958MB,Tablet,Mediatek MT8321,1024x600,160,armeabi;armeabi-v7a,24,"2,0"
Clementoni,Clempad 8,Clempad_8,953MB,Tablet,Mediatek MT6580,800x1280,160,armeabi;armeabi-v7a,24,"2,0"
Clementoni,Clempad_9,Clempad_9,1929MB,Tablet,Mediatek MT8321,1280x800,160,armeabi;armeabi-v7a,28,"2,0"
Clementoni,MFC_2018,MFC_2018,894MB,Tablet,Mediatek MT8321,1024x600,160,armeabi;armeabi-v7a,27,"2,0"
Clementoni,My First Clempad 7,MFC_7,958MB,Tablet,Mediatek MT6580,600x1024,160,armeabi;armeabi-v7a,24,"2,0"
Clementoni,MFC_8,MFC_8,889MB,Tablet,Mediatek MT8321,800x1280,160,armeabi;armeabi-v7a,27,"2,0"
Clementoni,MFClempadP_9,MFClempadP_9,1929MB,Tablet,Mediatek MT8321,1280x800,160,armeabi;armeabi-v7a,28,"2,0"
Clementoni,MFClempad_9,MFClempad_9,920MB,Tablet,Mediatek MT8321,600x1024,160,armeabi;armeabi-v7a,27,"2,0"
Clickonica Exclusive,iTabS10,iTabS10,964MB,Tablet,Mediatek MT8167B,800x1280,160,armeabi;armeabi-v7a,28,"3,2"
Clickonica Exclusive,itabx,itabx,979MB,Tablet,Mediatek MT8163,600x1024,160,armeabi;armeabi-v7a,27,"3,1"
Clicktabds,F19,F19,1962MB,Tablet,Mediatek MT8167B,800x1280,160,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
ClipSonic,DVI37BT,DVI37BT,981MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi;armeabi-v7a,27,"2,0"
Cloud (TruConnect),Cirrus_C2,Cirrus_C2,928MB,Phone,Mediatek MT6580,480x854,240,armeabi;armeabi-v7a,27,"2,0"
Cloud (TruConnect),Storm C3,Storm_C3,875-888MB,Phone,Mediatek MT6739WA,480x854,240,armeabi;armeabi-v7a,27;29,"3,2"
Cloud (TruConnect),Stratus_C5,Stratus_C5,874MB,Phone,Mediatek MT6739WA,480x960,240,armeabi;armeabi-v7a,27,"3,2"
CloudFone,CloudFone Excite Prime 2,Excite_Prime_2,2934MB,Phone,Mediatek MT6737,720x1280,320,armeabi;armeabi-v7a,24,"3,1"
CloudFone,Excite Prime 2 Pro,Excite_Prime_2_Pro,3615MB,Phone,Qualcomm MSM8937,1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,25,"3,2"
CloudFone,Go Connect Lite 2,Go_Connect_Lite_2,450MB,Phone,Spreadtrum SC7731E,480x800,240,armeabi;armeabi-v7a,27,"3,2"
CloudFone,Go SP 2,Go_SP_2,450MB,Phone,Spreadtrum SC7731E,480x854,240,armeabi;armeabi-v7a,27,"3,2"
CloudFone,Next Infinity,Next_Infinity,2860MB,Phone,Qualcomm MSM8917,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,25,"3,0"
CloudFone,Next Infinity Quattro,Next_Infinity_4,3864MB,Phone,Mediatek MT6757V,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,24,"3,2"
CloudFone,CloudFone Next Infinity Plus,Next_Infinity_Plus,2858MB,Phone,Qualcomm MSM8917,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,25,"3,0"
CloudFone,CloudFone Next Infinity Pro,Next_Infinity_Pro,2858MB,Phone,Qualcomm MSM8937,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,25,"3,2"
CloudFone,ThrillBoost2Plus,ThrillBoost2Plus,947MB,Phone,Mediatek MT6580M,480x960,240,armeabi;armeabi-v7a,27,"2,0"
CloudFone,Thrill Boost 2,Thrill_Boost_2,964MB,Phone,Mediatek MT6580M,480x854,240,armeabi;armeabi-v7a,24,"2,0"
CloudFone,CloudFone Thrill Boost 3,Thrill_Boost_3,963MB,Phone,Mediatek MT6580,480x960,240,armeabi;armeabi-v7a,24,"2,0"
CloudFone,CloudFone Thrill Plus 2,Thrill_Plus_2,1973MB,Phone,Mediatek MT6580,720x1280,320,armeabi;armeabi-v7a,24,"2,0"
CloudFone,Thrill Power N,Thrill_Power_N,964MB,Phone,Mediatek MT6580M,480x854,240,armeabi;armeabi-v7a,24,"2,0"
CloudFone,CloudFone Thrill Snap,Thrill_Snap,957MB,Phone,Mediatek MT6580,720x1280,320,armeabi;armeabi-v7a,24,"2,0"
CloudFone,Thrill View,Thrill_View,957MB,Phone,Mediatek MT6580,720x1280,320,armeabi;armeabi-v7a,24,"2,0"
CloudFone,Cloudpad One 6.95,one695_1_coho,886-888MB,Tablet,Intel Z3735G,600x1024,160,armeabi;armeabi-v7a;x86,21;22;23,"3,1"
CloudFone,Cloudpad One 7.0,one7_0_4_coho,908-913MB,Tablet,Intel Z3735G,800x1280,213,armeabi;armeabi-v7a;x86,21;22;23,"3,1"
CloudFone,Cloudpad One 8.0,one8_0_1_coho,886-888MB,Tablet,Intel Z3735G,1280x800,160;213,armeabi;armeabi-v7a;x86,21;22;23,"3,1"
CloudMinds,A1-901,A1-901,3660MB,Phone,Qualcomm MSM8996,1440x2560,560,arm64-v8a;armeabi;armeabi-v7a,25,"3,2"
Clout,Hind 5.1,Hind_5_1,884MB,Phone,Spreadtrum SC9832E,480x854,240,armeabi;armeabi-v7a,27,"3,2"
Clout,X425 Shavit,X425_Shavit,878MB,Phone,Spreadtrum SC9832,720x1280,320,armeabi;armeabi-v7a,24,"2,0"
Clout,X428 Astute,X428_Astute,1890MB,Phone,Spreadtrum SC9832,720x1280,320,armeabi;armeabi-v7a,24,"2,0"
Cobalt,Cobalt-T7_3G,Cobalt-T7_3G,961MB,Tablet,Mediatek MT8321,600x1024,160,armeabi;armeabi-v7a,24,"2,0"
Cobalt,SM5,Cobalt_SM_5,957MB,Phone,Mediatek MT6580,720x1280,320,armeabi;armeabi-v7a,24,"2,0"
Cobalt,SM55,Cobalt_SM_55,957MB,Phone,Mediatek MT6580,720x1280,320,armeabi;armeabi-v7a,24,"2,0"
Cobalt,SM6,Cobalt_SM_6,957MB,Phone,Mediatek MT6580,720x1280,320,armeabi;armeabi-v7a,24,"2,0"
Cobalt,Cobalt_T10_3G,Cobalt_T10_3G,956MB,Tablet,Mediatek MT8321,1280x800,160,armeabi;armeabi-v7a,24,"2,0"
Cobalt,Cobalt T10 wifi,Cobalt_T10_wifi,980MB,Tablet,Allwinner A64,1280x800,213,arm64-v8a;armeabi;armeabi-v7a,25,"2,0"
Cobalt,Cobalt_T7_wifi,Cobalt_T7_wifi,980MB,Tablet,Allwinner A64,1024x600,160,arm64-v8a;armeabi;armeabi-v7a,25,"2,0"
Cobalt,CP101P,POS,1960MB,Tablet,Rockchip RK3326,1280x800,160,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Coby,CTB761,CTB761,981MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi;armeabi-v7a,27,"2,0"
ColorsMobile,P50_Plus,Colors_P50_Plus,877MB,Phone,Spreadtrum SC9832,480x854,240,armeabi;armeabi-v7a,24,"2,0"
ColorsMobile,P65,Colors_P65,964MB,Phone,Mediatek MT6580M,480x854,240,armeabi;armeabi-v7a,24,"2,0"
ColorsMobile,S1,Colors_S1,897MB,Phone,Mediatek MT6580,720x1280,320,armeabi;armeabi-v7a,24,"2,0"
ColorsMobile,S11,Colors_S11,2872MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,24,"3,1"
ColorsMobile,S9,Colors_S9,1882MB,Phone,Mediatek MT6737,720x1280,320,armeabi;armeabi-v7a,24,"3,1"
ColorsMobile,P40_Pride_1,P40_Pride_1,450MB,Phone,Spreadtrum SC7731E,480x800,240,armeabi;armeabi-v7a,27,"3,2"
ColorsMobile,Pride 5C,P52_Pride5C,899MB,Phone,Spreadtrum SC7731E,480x960,240,armeabi;armeabi-v7a,27,"3,2"
ColorsMobile,PRIDE 5E,P60,859MB,Phone,Spreadtrum SC9850,480x960,240,armeabi;armeabi-v7a,27,"3,2"
ColorsMobile,P77_Pride_1E,P77_Pride_1E,869MB,Phone,Mediatek MT6739WA,720x1440,320,armeabi;armeabi-v7a,27,"3,2"
ColorsMobile,P88_Pride_1X,P88_Pride_1X,1914MB,Phone,Mediatek MT6739WA,720x1440,320,armeabi;armeabi-v7a,28,"3,2"
ColorsMobile,Pride5X,P90_Pride5X,1883MB,Phone,Mediatek MT6739WA,720x1440,320,armeabi;armeabi-v7a,27,"3,2"
ColorsMobile,P95_Pride_7s,P95_Pride_7s,2899MB,Phone,Mediatek MT6739WA,640x1280,320,armeabi;armeabi-v7a,28,"3,2"
ColorsMobile,Pride_1A,Pride_1A,450MB,Phone,Spreadtrum SC7731E,480x960,240,armeabi;armeabi-v7a,27,"3,2"
Comio,COMIO C1,ComioC1,925MB,Phone,Mediatek MT6737,720x1280,320,armeabi;armeabi-v7a,24,"3,1"
Comio,COMIO C1 Pro,ComioC1Pro,1347MB,Phone,Mediatek MT6739WW,720x1280,320,armeabi;armeabi-v7a,27,"3,2"
Comio,COMIO C2,ComioC2,1940MB,Phone,Mediatek MT6737,720x1280,320,armeabi;armeabi-v7a,24,"3,1"
Comio,COMIO C2 Lite,ComioC2Lite,1433MB,Phone,Mediatek MT6737,720x1280,320,armeabi;armeabi-v7a,24,"3,1"
Comio,COMIO P1,ComioP1,2893MB,Phone,Mediatek MT6737,720x1280,320,armeabi;armeabi-v7a,24,"3,1"
Comio,COMIO S1,ComioS1,1878MB,Phone,Mediatek MT6737,720x1280,320,armeabi;armeabi-v7a,24,"3,1"
Comio,COMIO S1 Lite,ComioS1Lite,1940MB,Phone,Mediatek MT6737M,720x1280,320,armeabi;armeabi-v7a,24,"3,1"
Comio,COMIO X1,ComioX1,1854MB,Phone,Mediatek MT6739WW,720x1440,320,armeabi;armeabi-v7a,27,"3,2"
Compaq,CT101,fireball,1992MB,Tablet,Mediatek MT8163,800x1280,160,armeabi;armeabi-v7a,27,"3,1"
Concord,C-708,C-708,1938MB,Tablet,Spreadtrum SC7731E,600x1024,160,armeabi;armeabi-v7a,28,"3,2"
Concord,Concord M15,Concord_M15,2894MB,Phone,Mediatek MT6739CW,720x1440,320,armeabi;armeabi-v7a,28,"3,2"
Concord,Concord_RANGE_HS,Concord_RANGE_HS,1996MB,Tablet,Allwinner A50,600x1024,160,armeabi;armeabi-v7a,29,"2,0"
Concord,Concord_Range_S9,Concord_Range_S9,1996MB,Tablet,Allwinner A50,1024x600,160,armeabi;armeabi-v7a,29,"2,0"
Concord,Dream_Edition_C-754,Dream_Edition_C-754,3832MB,Tablet,Spreadtrum SC9863A,800x1280,213,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Concord,Plus-7_C777,Plus-7_C777,981MB,Tablet,Rockchip RK3126C,1024x600,160,armeabi;armeabi-v7a,27,"2,0"
Concord,Plus-9_C778,Plus-9_C778,981MB,Phone,Rockchip RK3126C,480x800,160,armeabi;armeabi-v7a,27,"2,0"
Concord,Plus_M19_C779,Plus_M19_C779,1958MB,Tablet,Rockchip RK3326,1024x600,160,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Concord,SmartPad-3G_C-708,SmartPad_3G,955MB,Phone,Mediatek MT8321,600x1024,213,armeabi;armeabi-v7a,27,"2,0"
Condor,Allure M1,Allure_M1,3804MB,Phone,Mediatek MT6755,1920x1080,480,arm64-v8a;armeabi;armeabi-v7a,24,"3,2"
Condor,Allure M1 Plus,Allure_M1_Plus,3833-3834MB,Phone,Mediatek MT6757,1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,24;27,"3,2"
Condor,Allure M2,Allure_M2,3863-3864MB,Phone,Mediatek MT6757,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,24;27,"3,2"
Condor,Allure M3,Allure_M3,3765MB,Phone,Mediatek MT6771,1080x2246,480,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Condor,Allure M3 lite,Allure_M3_Lite,2828MB,Phone,Mediatek MT6762,720x1520,320,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Condor,Allure X,Allure_X,5732MB,Phone,Mediatek MT6771,1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Condor,Griffe T1,Griffe_T1,878MB,Phone,Spreadtrum SC9832A,480x854,240,armeabi;armeabi-v7a,24,"2,0"
Condor,Griffe_T5,Griffe_T5,904MB,Phone,Spreadtrum SC7731,480x960,240,armeabi;armeabi-v7a,27,"3,2"
Condor,Griffe T6,Griffe_T6,823MB,Phone,Spreadtrum SC9850,480x960,240,armeabi;armeabi-v7a,27,"3,2"
Condor,Griffe T7_TE,Griffe_T7,898-899MB,Phone,Mediatek MT6739WA,720x1440,320,armeabi;armeabi-v7a,27,"3,2"
Condor,Griffe T8,Griffe_T8,957MB,Phone,Spreadtrum SC7731E,480x960,240,armeabi;armeabi-v7a,27,"3,2"
Condor,Griffe T9,Griffe_T9,1819MB,Phone,Spreadtrum SC9863A,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Condor,Griffe T9 Plus,Griffe_T9_Plus,1819MB,Phone,Spreadtrum SC9863A,540x1132,240,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Condor,Infinity E5,Infinity_E5,1906MB,Phone,Mediatek MT6739WA,540x1132,240,armeabi;armeabi-v7a,28,"3,2"
Condor,Infinity E5 Pro,Infinity_E5_Pro,1812MB,Phone,Mediatek MT6761,600x1280,240,armeabi;armeabi-v7a,28,"3,2"
Condor,Infinity_a4,Infinity_a4,2806MB,Phone,Spreadtrum SC9832E,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Condor,Infinity_E4,Infinity_e4,1801MB,Phone,Spreadtrum SC9832E,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Condor,Infinity_i5,Infinity_i5,884MB,Phone,Mediatek MT6739WA,720x1440,320,armeabi;armeabi-v7a,27,"3,2"
Condor,Griffe G5 Plus,PAM524,937MB,Phone,Mediatek MT6737,480x854,240,armeabi;armeabi-v7a,23,"3,0"
Condor,PGN516,PGN516,918-927MB,Phone,Mediatek MT6735,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,21;23,"3,0"
Condor,PGN518,PGN518,1975-1976MB,Phone,Mediatek MT6580,720x1280,320,armeabi;armeabi-v7a,22;23,"2,0"
Condor,PGN522,PGN522,925MB,Phone,Mediatek MT6735,480x854,240,arm64-v8a;armeabi;armeabi-v7a,23,"3,0"
Condor,PGN523,PGN523,2933MB,Phone,Mediatek MT6735,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,23,"3,0"
Condor,Plume P4 Plus,PGN527,937MB,Phone,Mediatek MT6737M,480x854,240,armeabi;armeabi-v7a,23,"3,0"
Condor,Plume P6 Pro LTE,PGN528,1893-1915MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,23;24,"3,0;3,1"
Condor,PGN605,PGN605,1926-1928MB,Phone,Mediatek MT6753,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,22;23,"3,0"
Condor,PGN608,PGN608,2933-2935MB,Phone,Mediatek MT6735,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,22;23,"3,0"
Condor,Plume P8 Lite,PGN610,2902-2921MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,23;24,"3,0;3,1"
Condor,PGN611,PGN611,2878-2917MB,Phone,Mediatek MT6753,1080x1920;1920x1080,480,arm64-v8a;armeabi;armeabi-v7a,23;24,"3,0;3,1"
Condor,Plume A8 Plus,PGN612,3804-3811MB,Phone,Mediatek MT6755,1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,23;24,"3,0;3,2"
Condor,Allure A55 Plus,PGN613,3824MB,Phone,Mediatek MT6755,1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,23,"3,0"
Condor,PHQ525,PHQ525,926MB,Phone,Spreadtrum SC9832,480x854,240,armeabi;armeabi-v7a,23,"2,0"
Condor,G6 Pro,PHQ526,1928MB,Phone,Spreadtrum SC9832,720x1280,320,armeabi;armeabi-v7a,23,"2,0"
Condor,Plume L1 Plus,Plume_L1_Plus,875MB,Phone,Mediatek MT6739CW,720x1280,320,armeabi;armeabi-v7a,27,"3,2"
Condor,Plume L2,Plume_L2,2868MB,Phone,Mediatek MT6737,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,26,"3,1"
Condor,Plume_L2_Pro,Plume_L2_Pro,1849-2857MB,Phone,Mediatek MT6737,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,27,"3,1"
Condor,Plume L3,Plume_L3,2875MB,Phone,Mediatek MT6737,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Condor,Plume_L3_Plus,Plume_L3_Plus,2857MB,Phone,Qualcomm MSM8937,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Condor,Plume L4,Plume_L4,1819MB,Phone,Spreadtrum SC9863A,720x1520,320,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Condor,Plume_L4_Pro_EEA,Plume_L4_Pro,1819-2824MB,Phone,Spreadtrum SC9863A,720x1520,320,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Condor,Plume L6 Pro,Plume_L6_Pro,1812MB,Phone,Mediatek MT6762,720x1520,320,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Condor,Plume L8 Pro,Plume_L8_Pro,2794MB,Phone,Mediatek MT6765,1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Condor,Plume P8 Pro,Plume_P8_Pro,2794-2796MB,Phone,Mediatek MT6737,720x1280,320,armeabi;armeabi-v7a,24;27,"3,1"
Condor,SP530,SP530,877MB,Phone,Spreadtrum SC9832,720x1280,320,armeabi;armeabi-v7a,24,"2,0"
Condor,Griffe T4,SP531,964MB,Phone,Mediatek MT6580M,480x854,240,armeabi;armeabi-v7a,24,"2,0"
Condor,Plume H1,SP620,1846MB,Phone,Qualcomm MSM8953,1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,25,"3,2"
Condor,Plume L1,SP622,1912MB,Phone,Mediatek MT6737,720x1280,320,armeabi;armeabi-v7a,24,"3,1"
Condor,SP638,SP638,2826MB,Phone,Mediatek MT6762,720x1500,320,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Condor,Griffe T8 Plus,SP641,887MB,Phone,Mediatek MT6739WW,720x1440,320,armeabi;armeabi-v7a,27,"3,2"
Condor,TB105L,TB105L,893-915MB,Tablet,Mediatek MT8735,1280x800,160;213,armeabi;armeabi-v7a,24;27,"3,1"
Condor,TB717G_8_1,TB717G,951-954MB,Tablet,Mediatek MT8321,600x1024,160,armeabi;armeabi-v7a,24;27,"2,0"
Condor,TB717L,TB717L,899MB,Tablet,Mediatek MT8735,600x1024,160,armeabi;armeabi-v7a,24,"3,1"
Condor,TB802L,TB802L,893MB,Tablet,Mediatek MT8735B,800x1280,160,armeabi;armeabi-v7a,24,"3,1"
Condor,TFX711G,TFX711G,960MB,Tablet,Mediatek MT8321,600x1024,160,armeabi;armeabi-v7a,23,"2,0"
Condor,TFX712G,TFX712G,960MB,Tablet,Mediatek MT8321,600x1024,160,armeabi;armeabi-v7a,23,"2,0"
Condor,TFX713L,TFX713L,919MB,Tablet,Mediatek MT8735M,600x1024,160,arm64-v8a;armeabi;armeabi-v7a,23,"3,0"
Condor,TFX714L,TFX714L,919MB,Tablet,Mediatek MT8735M,600x1024,160,arm64-v8a;armeabi;armeabi-v7a,23,"3,0"
Condor,TGW102L,TGW102L,894-925MB,Tablet,Mediatek MT8735,1280x800;800x1280,160,armeabi;armeabi-v7a,22;24,"3,0;3,1"
Condor,TGW801L,TGW801L,898-927MB,Tablet,Mediatek MT8735,800x1280,160,armeabi;armeabi-v7a,22;24,"3,0;3,1"
Condor,TMK715L,TMK715L,923MB,Tablet,Mediatek MT8735,600x1024,160,arm64-v8a;armeabi;armeabi-v7a,23,"3,0"
Connectce,Connect Core 6,Connect_Core_6,960MB,Phone,Mediatek MT6580,720x1280,320,armeabi;armeabi-v7a,23,"2,0"
Connex,CTAB-1044,CTAB-1044,1969MB,Tablet,Mediatek MT8321,800x1280,213,armeabi;armeabi-v7a,24,"2,0"
Connex,CTAB1044hn,CTAB1044hn,1929MB,Tablet,Mediatek MT8321,1280x800,160,armeabi;armeabi-v7a,28,"2,0"
Conquest,CONQUEST S12Pro,S12Pro,5736MB,Phone,Mediatek MT6771T,1080x2160,480,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Conquest,S11,conquest-S11,5845MB,Phone,Mediatek MT6757,1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,24,"3,2"
Conquest,conquest_S16,conquest_S16,7628MB,Phone,Mediatek MT6779p90,1080x2280,480,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Contixo,CONTIXO_V8,CONTIXO-V8,982MB,Tablet,Allwinner A50,600x1024,160,armeabi;armeabi-v7a,27,"2,0"
Contixo,V9,CONTIXO-V9,1996MB,Tablet,Allwinner A50,1024x600,160,armeabi;armeabi-v7a,28,"2,0"
Contixo,K101,K101,1958MB,Tablet,Rockchip RK3326,1280x800,160,armeabi;armeabi-v7a,28,"3,2"
Contixo,	K101A,K101A,1973MB,Tablet,Allwinner A100,800x1280,160,armeabi;armeabi-v7a,29,"3,2"
Contixo,K4,K4,981MB,Tablet,Rockchip RK3126C,1024x600,160,armeabi;armeabi-v7a,27,"2,0"
Contixo,V80,V80,981MB,Tablet,Allwinner A50,1024x600,160,armeabi;armeabi-v7a,29,"2,0"
Contixo,V90,V90,1996MB,Tablet,Allwinner A50,1024x600,160,armeabi;armeabi-v7a,29,"2,0"
Coolpad,Coolpad 1821,1821,1848MB,Phone,Spreadtrum SC9850KA,720x1440,320,armeabi;armeabi-v7a,27,"3,2"
Coolpad,1825-I01,1825-I01,3072MB,Phone,Mediatek MT6761,720x1520,320,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Coolpad, 1826-I01,1826-I01,3776MB,Phone,Mediatek MT6762,720x1520,320,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Coolpad,1827,1827,3845MB,Phone,Mediatek MT6757V,1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Coolpad,1903,1903,946MB,Phone,Mediatek MT6580M,720x1440,320,armeabi;armeabi-v7a,27,"2,0"
Coolpad,1904,1904,930MB,Phone,Mediatek MT6580,720x1520,320,armeabi;armeabi-v7a,28,"2,0"
Coolpad,1921,1921,1882MB,Phone,Mediatek MT6739WA,720x1440,320,armeabi;armeabi-v7a,28,"3,2"
Coolpad,1932,1932,2845MB,Phone,Mediatek MT6763,720x1520,320,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Coolpad,coolpad N7 Air,2021,1926MB,Phone,Mediatek MT6737,540x1200,240,armeabi;armeabi-v7a,29,"3,1"
