Manufacturer,Model Name,Model Code,RAM (TotalMem),Form Factor,System on Chip,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions
Mafe,V9 ,V9,1906MB,Phone,Spreadtrum SC9832E,720x1440,320,armeabi;armeabi-v7a,29,"3,2"
Mafe,Z1,Z1,884MB,Phone,Spreadtrum SC9832E,480x960,240,armeabi;armeabi-v7a,27,"3,2"
Mafe,Z2,Z2,1906MB,Phone,Spreadtrum SC9832E,480x960,240,armeabi;armeabi-v7a,29,"3,2"
Majestic,TAB-714,TAB-714,1958MB,Tablet,Rockchip RK3326,1280x800,160,armeabi;armeabi-v7a,28,"3,2"
Majestic,TAB-746,TAB-746,1958MB,Tablet,Rockchip RK3326,1024x600,160,armeabi;armeabi-v7a,28,"3,2"
Majestic,TAB 611 3G,TAB_611_3G,957MB,Tablet,Mediatek MT8321,600x1024,160,armeabi;armeabi-v7a,24,"2,0"
Majestic,TAB_711_4G,TAB_711_4G,1910MB,Tablet,Mediatek MT6735,1280x800,213,armeabi;armeabi-v7a,24,"3,1"
Majestic,TAB_811_4G,TAB_811_4G,2896MB,Tablet,Mediatek MT8765B,1280x800,213,armeabi;armeabi-v7a,29,"3,2"
Majestic,TAB_847_3G,TAB_847_3G,1950MB,Phone,Mediatek MT8321,1024x600,240,armeabi;armeabi-v7a,29,"2,0"
Majestic,TAB_911_3G,TAB_911_3G,1950MB,Tablet,Mediatek MT8321,1024x600,160,armeabi;armeabi-v7a,29,"2,0"
Making Life Simple,iQ1019N,IQ1019N,1813MB,Tablet,Mediatek MT6753,1920x1200,240,arm64-v8a;armeabi;armeabi-v7a,24,"3,1"
Making Life Simple,iQ1012N,iQ1012N,954MB,Tablet,Mediatek MT8321,800x1280,213,armeabi;armeabi-v7a,24,"2,0"
Making Life Simple,MLS iQ1452aN,iQ1452aN,909MB,Phone,Mediatek MT8735M,480x854,213,armeabi;armeabi-v7a,24,"3,1"
Making Life Simple,iQ1805N,iQ1805N,967MB,Tablet,Mediatek MT8163,800x1280,160,arm64-v8a;armeabi;armeabi-v7a,24,"3,1"
Making Life Simple,MLS Novel 3G,iQ181011N,956MB,Tablet,Mediatek MT8321,800x1280,160,armeabi;armeabi-v7a,24,"2,0"
Making Life Simple,iQ5011_E,iQ5011_E,3767MB,Phone,Mediatek MT6762,720x1500,320,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Making Life Simple,iQ9013_4N,iQ9013_4N,968MB,Tablet,Mediatek MT8127,800x1280,213,armeabi;armeabi-v7a,24,"2,0"
Making Life Simple,iQA27X_E,iQA27X_E,2824MB,Phone,Mediatek MT6762,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Making Life Simple,iQD700,iQD700,1890MB,Phone,Spreadtrum SC9832,720x1280,320,armeabi;armeabi-v7a,24,"2,0"
Making Life Simple,iQF 200,iQF200,1864MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,24,"3,1"
Making Life Simple,iQK700,iQK700,3813MB,Phone,Mediatek MT6750T,1080x2160,480,arm64-v8a;armeabi;armeabi-v7a,24,"3,2"
Making Life Simple,Stage,iQM1001,901MB,Tablet,Mediatek MT8735,800x1280,160,armeabi;armeabi-v7a,24,"3,1"
Making Life Simple,Brace,iQM801,901MB,Tablet,Mediatek MT8735,800x1280,160,armeabi;armeabi-v7a,24,"3,1"
Making Life Simple,iQM960,iQM960,1953MB,Tablet,Mediatek MT6580,800x1280,160,armeabi;armeabi-v7a,24,"2,0"
Making Life Simple,iQS300,iQS300,1855MB,Phone,Mediatek MT6737T,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,24,"3,1"
Making Life Simple,MLS_iQT800,iQT800,1843MB,Tablet,Mediatek MT6753,1920x1200,320,arm64-v8a;armeabi;armeabi-v7a,24,"3,1"
Making Life Simple,iQW503,iQW503,909MB,Phone,Mediatek MT6737M,480x854,240,armeabi;armeabi-v7a,24,"3,1"
Making Life Simple,iQW553N,iQW553N,955MB,Phone,Mediatek MT8321,720x1280,320,armeabi;armeabi-v7a,24,"2,0"
Making Life Simple,iQW603,iQW603,961MB,Phone,Mediatek MT8321,540x960,213,armeabi;armeabi-v7a,24,"2,0"
Malata,UR5,UR5,893MB,Phone,Qualcomm MSM8909,240x320,120,armeabi;armeabi-v7a,27,"3,0"
Malata,UV350,UV350,1876MB,Phone,Qualcomm MSM8917,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,25,"3,0"
Mango,Mango_S5,Mango_S5,873MB,Phone,Mediatek MT6739WA,640x1280,320,armeabi;armeabi-v7a,27,"3,2"
Mango,Mango_SQ7,Mango_SQ7,943MB,Phone,Mediatek MT6580M,480x960,240,armeabi;armeabi-v7a,27,"2,0"
Mantra,MFSTAB,MFSTAB,958MB,Tablet,Mediatek MT8321,600x1024,160,armeabi;armeabi-v7a,27,"2,0"
Mantra,MFSTABII,MFSTABII,920MB,Tablet,Mediatek MT8321,600x1024,160,armeabi;armeabi-v7a,27,"2,0"
Mantra,MFSTAB_74G,MFSTAB_74G,1927MB,Tablet,Mediatek MT8735,600x1024,160,arm64-v8a;armeabi;armeabi-v7a,27,"3,1"
Mantra,MISTAB_74G,MISTAB_74G,1906MB,Tablet,Mediatek MT8765B,600x1024,160,armeabi;armeabi-v7a,28,"3,2"
Mantra,mTerminal100,Start,903MB,Tablet,Mediatek MT8735,1024x600,160,armeabi;armeabi-v7a,27,"3,1"
Mara Phones,Mara Phones R,MaraPhones_R,1910MB,Phone,Mediatek MT6739WW,720x1280,320,armeabi;armeabi-v7a,29,"3,2"
Mara Phones,Mara S,Mara_S,957MB,Phone,Mediatek MT6580,480x960,240,armeabi;armeabi-v7a,29,"2,0"
Mara Phones,Mara X dual,Mara_X,877MB,Phone,Mediatek MT6739WW,720x1440,320,armeabi;armeabi-v7a,27,"3,2"
Mara Phones,	Mara X1,Mara_X1,2797MB,Phone,Mediatek MT6761,720x1560,320,arm64-v8a;armeabi;armeabi-v7a,29,"3,2"
Mara Phones,Mara X1 d,Mara_X1_d,2797MB,Phone,Mediatek MT6761,720x1560,320,arm64-v8a;armeabi;armeabi-v7a,29,"3,2"
Mara Phones,Mara X,Mara_X_sc,877MB,Phone,Mediatek MT6739WW,720x1440,320,armeabi;armeabi-v7a,27,"3,2"
Mara Phones,	Mara  Z1,Mara_Z1,3804MB,Phone,Mediatek MT6762d,720x1600,320,arm64-v8a;armeabi;armeabi-v7a,29,"3,2"
Mara Phones,Mara Z1 d,Mara_Z1_d,3804MB,Phone,Mediatek MT6762d,720x1600,320,arm64-v8a;armeabi;armeabi-v7a,29,"3,2"
Mara Phones,Mara Z d,Mara_Z_d_sprout,2824-2828MB,Phone,Qualcomm MSM8940,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,27;28,"3,2"
Mara Phones,MARA Z,Mara_Z_sprout,2824-2828MB,Phone,Qualcomm MSM8940,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,27;28,"3,2"
Marvie,MARVIE_CT4,MARVIE-CT4,1997MB,Tablet,Allwinner A50,1024x600,160,armeabi;armeabi-v7a,28,"2,0"
Mascom,Mascom_L850,Mascom_L850,884MB,Phone,Spreadtrum SC9832E,480x854,240,armeabi;armeabi-v7a,27,"3,2"
Mascom,Mascom_S750,Mascom_S750,450MB,Phone,Spreadtrum SC7731E,480x800,240,armeabi;armeabi-v7a,27,"3,2"
Masstel,Masstel Tab7,3G_Tablet_PC,958MB,Tablet,Mediatek MT8123,600x1024,160,armeabi;armeabi-v7a,24,"2,0"
Masstel,Masstel_Juno_Q3,Masstel_Juno_Q3,958MB,Phone,Mediatek MT6580,480x854,240,armeabi;armeabi-v7a,27,"2,0"
Masstel,Masstel_Juno_Q5,Masstel_Juno_Q5,957MB,Phone,Mediatek MT6580,720x1280,320,armeabi;armeabi-v7a,24,"2,0"
Masstel,Masstel Juno Q5 Plus,Masstel_Juno_Q5Plus,902MB,Phone,Mediatek MT6737,720x1280,320,armeabi;armeabi-v7a,24,"3,1"
Masstel,Juno_Q6,Masstel_Juno_Q6,896MB,Phone,Mediatek MT6580,720x1280,320,armeabi;armeabi-v7a,24,"2,0"
Masstel,Masstel Juno Q7,Masstel_Juno_Q7,903MB,Phone,Mediatek MT6580M,960x480,240,armeabi;armeabi-v7a,24,"2,0"
Masstel,Masstel Juno S6,Masstel_Juno_S6,1862MB,Phone,Mediatek MT6737T,1080x1920,480,armeabi;armeabi-v7a,24,"3,1"
Masstel,LT52,Masstel_LT52,901MB,Phone,Mediatek MT6737,720x1280,320,armeabi;armeabi-v7a,24,"3,1"
Masstel,Masstel_Tab10,Masstel_Tab10,956MB,Tablet,Mediatek MT6580,800x1280,160,armeabi;armeabi-v7a,24,"2,0"
Masstel,Tab7LTE,Masstel_Tab7LTE,906MB,Phone,Mediatek MT8735M,600x1024,213,armeabi;armeabi-v7a,24,"3,1"
Masstel,Masstel Tab8,Masstel_Tab8,953MB,Phone,Mediatek MT8321,800x1280,240,armeabi;armeabi-v7a,24,"2,0"
Masstel,Masstel_X1,Masstel_X1,904MB,Phone,Spreadtrum SC7731,480x960,240,armeabi;armeabi-v7a,27,"3,2"
Masstel,X3,Masstel_X3,904MB,Phone,Spreadtrum SC7731E,480x960,240,armeabi;armeabi-v7a,27,"3,2"
Masstel,Masstel_X5,Masstel_X5,890MB,Phone,Spreadtrum SC7731E,720x1440,320,armeabi;armeabi-v7a,27,"3,2"
Masstel,Masstel_X6,Masstel_X6,950MB,Phone,Mediatek MT6580,540x1132,240,armeabi;armeabi-v7a,27,"2,0"
Masstel,X8,Masstel_X8,1796MB,Phone,Spreadtrum SC9832E,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Masstel,Masstel_X9,Masstel_X9,1819MB,Phone,Spreadtrum SC9863A,1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Masstel,Masstel,Tab10Ultra,2770MB,Tablet,Spreadtrum SC9863A,1280x800,213,arm64-v8a;armeabi;armeabi-v7a,29,"3,2"
Masstel,Tab7Plus,Tab7Plus,894MB,Tablet,Mediatek MT6580,600x1024,160,armeabi;armeabi-v7a,27,"2,0"
Masstel,Tab8plus,Tab8Plus,889MB,Tablet,Mediatek MT8321,800x1280,160,armeabi;armeabi-v7a,27,"2,0"
Maxcom,MS453,MS453,964MB,Phone,Mediatek MT6580M,854x480,240,armeabi;armeabi-v7a,24,"2,0"
Maxcom,MS457,MS457,1928MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,24,"3,1"
Maxcom,MS457Orange,MS457Orange,1921MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,27,"3,1"
Maxcom,MS457PLUS,MS457PLUS,1928MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,24,"3,1"
Maxcom,MS459,MS459,1910MB,Phone,Mediatek MT6737,480x854,240,arm64-v8a;armeabi;armeabi-v7a,24,"3,1"
Maxcom,MS514,MS514,930MB,Phone,Mediatek MT6737,720x1280,320,armeabi;armeabi-v7a,23,"3,0"
Maxcom,MS515,MS515,901MB,Phone,Mediatek MT6739WW,480x960,240,armeabi;armeabi-v7a,29,"3,2"
Maxcom,MS553,MS553,1792MB,Phone,Mediatek MT6737,720x1280,320,armeabi;armeabi-v7a,24,"3,1"
Maxcom,MS571,MS571,2875MB,Phone,Mediatek MT6739CH,720x1440,320,armeabi;armeabi-v7a,27,"3,2"
Maxcom,MS571,MS571_plus,2871MB,Phone,Mediatek MT6761,720x1440,320,armeabi;armeabi-v7a,29,"3,2"
Maxcom,MS572,MS572,2824MB,Phone,Mediatek MT6761,720x1520,320,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Maxcom,RS-401,RS_401,1921MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,27,"3,1"
Maxfone,MAX 1X,MAX_1X,932MB,Phone,Mediatek MT6580,480x1014,240,armeabi;armeabi-v7a,27,"2,0"
Maxfone,Maxfone,Maxfone,958MB,Phone,Mediatek MT6580M,480x854,240,armeabi;armeabi-v7a,27,"2,0"
Maximus,D1,D1,882MB,Phone,Spreadtrum SC9832E,720x1280,320,armeabi;armeabi-v7a,27,"3,2"
Maximus,D7,D7,906MB,Phone,Mediatek MT6739WW,480x800,240,armeabi;armeabi-v7a,27,"3,2"
Maximus,G10 max,G10_max,1796MB,Phone,Spreadtrum SC9832E,600x1280,240,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Maximus,P1,MAXIMUS_P1,957MB,Phone,Mediatek MT6580M,480x960,240,armeabi;armeabi-v7a,27,"2,0"
Maximus,Noir X,Noir_X,884MB,Phone,Spreadtrum SC9832E,480x854,240,armeabi;armeabi-v7a,27,"3,2"
Maximus,P2,P2,890MB,Phone,Mediatek MT6739WA,480x960,213,armeabi;armeabi-v7a,27,"3,2"
Maximus,P3,P3,1902MB,Phone,Mediatek MT6739WA,720x1280,320,armeabi;armeabi-v7a,27,"3,2"
Maximus,P7,P7,887MB,Phone,Mediatek MT6739WA,720x1280,320,armeabi;armeabi-v7a,27,"3,2"
Maximus,P7_Plus,P7_Plus,869MB,Phone,Mediatek MT6739WA,720x1440,320,armeabi;armeabi-v7a,27,"3,2"
Maxis,NeXT M2,VFD610,1405MB,Phone,Mediatek MT6737,720x1280,320,armeabi;armeabi-v7a,24,"3,1"
Maxis,NeXT X1,VFD710,2842MB,Phone,Qualcomm MSM8940,1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,25,"3,2"
Maxon,MX50,Maxon_MX50,915MB,Phone,Spreadtrum SC7731E,480x960,240,armeabi;armeabi-v7a,29,"3,2"
Maxpac,Parrot_3G,Parrot_3G,920MB,Tablet,Mediatek MT8321,600x1024,160,armeabi;armeabi-v7a,27,"2,0"
Maxtron,MAXTRON Genio,MAXTRON_Genio,2824MB,Tablet,Spreadtrum SC9863A,800x1280,213,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Maxtron,MAXTRON_M2,MAXTRON_M2,2824MB,Phone,Spreadtrum SC9863A,600x1024,213,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Maxtron,S9,S9,903MB,Phone,Mediatek MT6737,480x854,240,armeabi;armeabi-v7a,24,"3,1"
Maxtron,smart,smart,2824MB,Phone,Spreadtrum SC9863A,600x1024,213,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Maxvi,MS502_Orion,MS502_Orion,878MB,Phone,Spreadtrum SC9832E,480x960,240,armeabi;armeabi-v7a,27,"3,2"
Maxwest,Astro_4P,Astro_4P,905MB,Phone,Mediatek MT6739CH,480x800,240,armeabi;armeabi-v7a,28,"3,2"
Maxwest,Astro_55N_LTE,Astro_55N_LTE,862MB,Phone,Mediatek MT6737,720x1280,320,armeabi;armeabi-v7a,24,"3,1"
Maxwest,Astro 5N LTE,Astro_5N_LTE,877MB,Phone,Spreadtrum SC9832A,480x854,240,armeabi;armeabi-v7a,24,"2,0"
Maxwest,Astro 5P,Astro_5P,876MB,Phone,Spreadtrum SC9832E,480x960,240,armeabi;armeabi-v7a,28,"3,2"
Maxwest,Astro 5 Go LTE,Astro_5_GO_LTE,859MB,Phone,Spreadtrum SC9850,480x854,240,armeabi;armeabi-v7a,27,"3,2"
Maxwest,MAXWEST,Black765857703671,961MB,Tablet,Mediatek MT8321,600x1024,160,armeabi;armeabi-v7a,24,"2,0"
Maxwest,Gravity _55_ GO,Gravity_55_GO,859MB,Phone,Spreadtrum SC9850K,720x1440,320,armeabi;armeabi-v7a,27,"3,2"
Maxwest,Gravity_5_GO,Gravity_5_GO,859MB,Phone,Spreadtrum SC9850K,720x1280,320,armeabi;armeabi-v7a,27,"3,2"
Maxwest,Gravity_6P ,Gravity_6P,3831MB,Phone,Spreadtrum SC9863A,600x1280,240,arm64-v8a;armeabi;armeabi-v7a,28,"3,2"
Maxwest,Gravity_7P,Gravity_7P,869MB,Tablet,Mediatek MT8765A,600x1024,160,armeabi;armeabi-v7a,28,"3,2"
Maxwest,Nitro 4N LTE,Nitro_4N_LTE,934MB,Phone,Mediatek MT6737M,480x800,240,armeabi;armeabi-v7a,24,"3,1"
Maxwest,Nitro 4X,Nitro_4X,447MB,Phone,Spreadtrum SC7731E,480x800,240,armeabi;armeabi-v7a,27,"3,2"
Maxwest,Nitro_4s_LTE,Nitro_4s_LTE,925MB,Phone,Mediatek MT6737M,480x800,240,armeabi;armeabi-v7a,27,"3,1"
Maxwest,Nitro_5P,Nitro_5P,878MB,Phone,Spreadtrum SC9832E,480x854,240,armeabi;armeabi-v7a,28,"3,2"
Maxwest,Nitro 5R,Nitro_5R,929MB,Phone,Spreadtrum SC7731E,480x960,240,armeabi;armeabi-v7a,27,"3,2"
Maxwest,Nitro_5X,Nitro_5X,451MB,Phone,Mediatek MT6580M,480x854,240,armeabi;armeabi-v7a,27,"2,0"
Maxwest,Nitro 5 GO,Nitro_5_GO,451MB,Phone,Mediatek MT6580M,480x854,240,armeabi;armeabi-v7a,27,"2,0"
Maxwest,Nitro_Phablet_9s,Nitro_Phablet_9s,958MB,Tablet,Mediatek MT8321,600x1024,160,armeabi;armeabi-v7a,27,"2,0"
Maxwest,Panda_7,Panda_7,981MB,Tablet,Rockchip RK3126C,1024x600,160,armeabi;armeabi-v7a,27,"2,0"
Maxwest,Ranger 5,Ranger_5,1024MB,Phone,Mediatek MT6580,720x1280,320,armeabi;armeabi-v7a,24,"2,0"
Maxwest,TAB-9G,TAB-9G,981MB,Tablet,Rockchip RK3126C,1024x600,160,armeabi;armeabi-v7a,27,"2,0"
MeanIT,MTAB32_EEA,MTAB32_EEA,1996MB,Tablet,Allwinner A50,1024x600,160,armeabi;armeabi-v7a,29,"2,0"
MeanIT,meanIT-X10,meanIT-X10,904MB,Tablet,Spreadtrum SC7731E,800x1280,213,armeabi;armeabi-v7a,27,"3,2"
MeanIT,meanIT_C10C11,meanIT_C10C11,956MB,Tablet,Mediatek MT8321,800x1280,160,armeabi;armeabi-v7a,24,"2,0"
MeanIT,meanIT C80C81,meanIT_C80C81,961MB,Tablet,Mediatek MT8321,1024x600,160,armeabi;armeabi-v7a,24,"2,0"
MeanIT,meanIT_X1,meanIT_X1,958MB,Phone,Mediatek MT6580M,480x854,240,armeabi;armeabi-v7a,27,"2,0"
MeanIT,meanIT_X6,meanIT_X6,1879MB,Phone,Mediatek MT6739CH,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Meberry,M6,M6,3756MB,Tablet,Mediatek MT6580,800x1280,160,armeabi;armeabi-v7a,29,"2,0"
Meberry,M7,M7,3756MB,Tablet,Spreadtrum SC9863A,800x1280,160,arm64-v8a;armeabi;armeabi-v7a,29,"3,2"
Meberry,M7Pro,M7Pro,3629MB,Tablet,Spreadtrum SC9863A,800x1280,160,arm64-v8a;armeabi;armeabi-v7a,29,"3,2"
Mecer,M17QF6_3G,M17QF6_3G,1930MB,Tablet,Spreadtrum SC7731E,800x1280,213,armeabi;armeabi-v7a,29,"3,2"
Mecer,M17QF6_4G,M17QF6_4G,1906MB,Tablet,Spreadtrum SC9832E,800x1280,213,armeabi;armeabi-v7a,29,"3,2"
Mecer,M785P,M785P,959MB,Tablet,Mediatek MT8321,768x1024,160,armeabi;armeabi-v7a,24,"2,0"
Mecer,M86Q9-3G,M86Q9-3G,952MB,Tablet,Mediatek MT8163,800x1280,213,armeabi;armeabi-v7a,24,"2,0"
Mecer,MF716,MF716,961MB,Tablet,Mediatek MT8321,1024x600,160,armeabi;armeabi-v7a,24,"2,0"
Mecer,MF716+,MF716_Plus,957MB,Tablet,Mediatek MT8321,1024x600,160,armeabi;armeabi-v7a,24,"2,0"
Mecer,MK7000Pro,MK7000PRO,1855MB,Phone,Mediatek MT6739CH,720x1440,320,arm64-v8a;armeabi;armeabi-v7a,27,"3,2"
Mecer,MW16Q9-3G,MW16Q9_3G,952MB,Tablet,Mediatek MT8321,800x1280,160,armeabi;armeabi-v7a,24,"2,0"
Mecer,MW16Q9-4G,MW16Q9_4G,894MB,Tablet,Mediatek MT8735,1280x800,160,armeabi;armeabi-v7a,24,"3,1"
Mecer,TF10EA2,TF10EA2_11,1904MB,Tablet,Intel x5-Z8350,800x1280,160,armeabi;armeabi-v7a;x86,23,"3,1"
Mecer,TF10MK1,TF10MK1_2,963MB,Tablet,Mediatek MT8163,800x1280,160,arm64-v8a;armeabi;armeabi-v7a,24,"3,1"
Mecer,TF10MK1,TF10MK1_3,1969MB,Tablet,Mediatek MT8163A,800x1280,160,arm64-v8a;armeabi;armeabi-v7a,28,"3,1"
Mediacom,10edge,10edge,1860MB,Tablet,Mediatek MT8735,1200x1920,240,armeabi;armeabi-v7a,27,"3,1"
Mediacom,1AEC,1AEC,1913MB,Tablet,Mediatek MT8735D,1280x800,160,armeabi;armeabi-v7a,27,"3,1"
Mediacom,1AY,1AY,916MB,Tablet,Mediatek MT8321,1280x800,160,armeabi;armeabi-v7a,27,"2,0"
Mediacom,1AZ_EEA,1AZ,2893MB,Tablet,Mediatek MT8765B,800x1280,160,armeabi;armeabi-v7a,28,"3,2"
Mediacom,1AZ2T,1AZ2T,2770MB,Tablet,Spreadtrum SC9863A,1920x1200,300,arm64-v8a;armeabi;armeabi-v7a,29,"3,2"
Mediacom,1BEC_eea,1BEC_eea,1879MB,Tablet,Mediatek MT8765B,800x1280,160,armeabi;armeabi-v7a,28,"3,2"
Mediacom,1BY,1BY,1932MB,Tablet,Mediatek MT8321,800x1280,160,armeabi;armeabi-v7a,27,"2,0"
Mediacom,1CY_EEA,1CY,1929MB,Tablet,Mediatek MT8321,800x1280,160,armeabi;armeabi-v7a,28,"2,0"
Mediacom,1DY4G_eea,1DY4G_eea,1879MB,Tablet,Mediatek MT8765B,800x1280,160,armeabi;armeabi-v7a,28,"3,2"
Mediacom,7BY,7BY,921MB,Tablet,Mediatek MT8321,600x1024,160,armeabi;armeabi-v7a,27,"2,0"
Mediacom,7CY_eea,7CY,921MB,Tablet,Mediatek MT8321,600x1024,160,armeabi;armeabi-v7a,27,"2,0"
Mediacom,7DY_EEA,7DY,1934MB,Tablet,Mediatek MT8321,600x1024,160,armeabi;armeabi-v7a,28,"2,0"
Mediacom,8AY,8AY,915MB,Tablet,Mediatek MT8321,800x1280,160,armeabi;armeabi-v7a,27,"2,0"
Mediacom,8BY_EEA,8BY,1929MB,Tablet,Mediatek MT8321,800x1280,160,armeabi;armeabi-v7a,28,"2,0"
Mediacom,M-PPxG4P,G4P,964MB,Phone,Mediatek MT6580,480x854,240,armeabi;armeabi-v7a,24,"2,0"
Mediacom,M-PPAG4,M-PPAG4,901MB,Phone,Mediatek MT6580M,480x800,240,armeabi;armeabi-v7a,24,"2,0"
Mediacom,M-PPxG5,M-PPxG5,941MB,Phone,Mediatek MT6580,720x1280,320,armeabi;armeabi-v7a,24,"2,0"
Mediacom,G5M,M-PPxG5M,964MB,Phone,Mediatek MT6580M,480x854,240,armeabi;armeabi-v7a,24,"2,0"
Mediacom,M-PPxG7,M-PPxG7,958MB,Phone,Mediatek MT6580,720x1280,320,armeabi;armeabi-v7a,24,"2,0"
Mediacom,M-PPxS5,M-PPxS5,926MB,Phone,Mediatek MT6737,720x1280,320,armeabi;armeabi-v7a,24,"3,1"
Mediacom,M-PPxS5P,M-PPxS5P,926MB,Phone,Mediatek MT6737,720x1280,320,armeabi;armeabi-v7a,24,"3,1"
Mediacom,M-PPxS7,M-PPxS7,927MB,Phone,Mediatek MT6737,720x1280,320,armeabi;armeabi-v7a,24,"3,1"
Mediacom,M-PPxS7P,M-PPxS7P,1879MB,Phone,Mediatek MT6737,720x1280,320,armeabi;armeabi-v7a,24,"3,1"
Mediacom,M-SP10HXxH,M-SP10HXxH,946MB,Tablet,Mediatek MT8321,800x1280,160,armeabi;armeabi-v7a,24,"2,0"
Mediacom,M-SP10MXHL,M-SP10MXHL,894MB,Tablet,Mediatek MT8735,800x1280,160,armeabi;armeabi-v7a,24,"3,1"
Mediacom,M-SP1AGO3G,M-SP1AGO3G,946MB,Tablet,Mediatek MT8321,1280x800,160,armeabi;armeabi-v7a,24,"2,0"
Mediacom,M-SP7HXAH,M-SP7HXAH,946MB,Tablet,Mediatek MT8321,800x1280,160,armeabi;armeabi-v7a,24,"2,0"
Mediacom,M-SP7xGO3G,M-SP7xGO3G,958MB,Tablet,Mediatek MT8321,600x1024,160,armeabi;armeabi-v7a,24,"2,0"
Mediacom,M-SP8HXAH,M-SP8HXAH,946MB,Tablet,Mediatek MT6580,800x1280,160,armeabi;armeabi-v7a,24,"2,0"
Mediacom,M-SP8MXA,SP8MXA,894MB,Tablet,Mediatek MT8735,1280x800,160,armeabi;armeabi-v7a,24,"3,1"
Mediacom,M-SP10MXHA,SmartPad,1910MB,Tablet,Mediatek MT8735,800x1280,160,armeabi;armeabi-v7a,24,"3,1"
Medion,E4507,B4570,934MB,Phone,Mediatek MT6737,480x854,240,armeabi;armeabi-v7a,24,"3,1"
Medion,E5006/P5006,B5032,2048MB,Phone,Mediatek MT6735,720x1280,320,arm64-v8a;armeabi;armeabi-v7a,23,"3,0"
Medion,E5005,B5060,925MB,Phone,Mediatek MT6735,480x854,240,arm64-v8a;armeabi;armeabi-v7a,23,"3,0"
Medion,E5008,B5070,2899MB,Phone,Mediatek MT6737,720x1280,320,armeabi;armeabi-v7a,24,"3,1"
Medion,E5504,B5530,1024-2048MB,Phone,Qualcomm MSM8909,720x1280,320,armeabi;armeabi-v7a,22;23,"3,0"
Medion,X5520,B5532,3840MB,Phone,Qualcomm MSM8937,1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,23;24,"3,1;3,2"
Medion,LIFETAB E1041X,E1041X,1976MB,Tablet,Mediatek MT8163,1280x800,160,arm64-v8a;armeabi;armeabi-v7a,24,"3,1"
Medion,LIFETAB E1042X,E1042X,1963MB,Tablet,Mediatek MT8167A,1280x800,160,arm64-v8a;armeabi;armeabi-v7a,29,"3,2"
Medion,LIFETAB E1043X,E1043X,2968MB,Tablet,Mediatek MT8167A,1280x800,160,arm64-v8a;armeabi;armeabi-v7a,29,"3,2"
Medion,E1050X,E1050X,1972-1975MB,Tablet,Mediatek MT8321,1280x800;800x1280,160,armeabi;armeabi-v7a,23;24,"2,0"
Medion,E1051X,E1051X,1960MB,Tablet,Mediatek MT8163,1920x1200,240,arm64-v8a;armeabi;armeabi-v7a,24,"3,1"
Medion,LIFETAB E1052X,E1052X,1947MB,Tablet,Mediatek MT8167A,1920x1200,240,arm64-v8a;armeabi;armeabi-v7a,29,"3,2"
Medion,LIFETAB E1053X,E1053X,2952MB,Tablet,Mediatek MT8167A,1920x1200,240,arm64-v8a;armeabi;armeabi-v7a,29,"3,2"
Medion,LIFETAB E1060X,E1060X,1905MB,Tablet,Mediatek MT8735,1200x1920,240,arm64-v8a;armeabi;armeabi-v7a,27,"3,1"
Medion,LIFETAB E1070X,E1070X,2826-2827MB,Tablet,Mediatek MT8766A,1920x1200,240,arm64-v8a;armeabi;armeabi-v7a,28;29,"3,2"
Medion,LIFETAB E1071X,E1071X,2822MB,Tablet,Mediatek MT8766B,1920x1200,240,arm64-v8a;armeabi;armeabi-v7a,29,"3,2"
Medion,E691X,E691X,957-960MB,Phone,Mediatek MT8321,1280x720;720x1280,213,armeabi;armeabi-v7a,23;24,"2,0"
Medion,P1050X,P1050X,1889-1897MB,Tablet,Intel Z8500,1200x1940,240,armeabi;armeabi-v7a;x86,22;23;25,"3,1"
Medion,P1060X,P1060X,1874-1878MB,Tablet,Qualcomm MSM8937,1920x1200,240,arm64-v8a;armeabi;armeabi-v7a,25;26;27,"3,2"
