TheISOYearWeek,TheDate,st_test_PCR,st_test_HAGT,st_potrjenih_primerov
2021-50,2021-12-15,4928,90731,1347
2021-50,2021-12-16,5037,77301,1281
2021-50,2021-12-17,4484,107076,1288
2021-50,2021-12-18,2266,67319,769
2021-50,2021-12-19,1550,32540,586
2021-51,2021-12-20,4981,111536,1558
2021-51,2021-12-21,5566,75455,1255
2021-51,2021-12-22,4935,102231,1124
2021-51,2021-12-23,5004,80219,1207
2021-51,2021-12-24,4264,81878,1091
2021-51,2021-12-25,2161,13479,666
2021-51,2021-12-26,1848,40490,701
2021-52,2021-12-27,5337,114921,1820
2021-52,2021-12-28,5949,94252,1871
2021-52,2021-12-29,5114,108917,1691
2021-52,2021-12-30,5176,100222,1898
2021-52,2021-12-31,4266,81728,1668
2021-52,2022-01-01,1984,11434,835
2021-52,2022-01-02,2288,40979,1011
2022-01,2022-01-03,7493,100206,3402
2022-01,2022-01-04,10580,83182,4084
2022-01,2022-01-05,10098,91027,3848
2022-01,2022-01-06,11026,87185,4085
2022-01,2022-01-07,11232,99785,4492
2022-01,2022-01-08,7425,69401,3360
2022-01,2022-01-09,5254,38131,2530
2022-02,2022-01-10,10258,110069,5174
2022-02,2022-01-11,14823,85197,7436
2022-02,2022-01-12,13350,99755,6880
2022-02,2022-01-13,13693,89262,6940
2022-02,2022-01-14,14366,110373,7603
2022-02,2022-01-15,10308,76855,6022
2022-02,2022-01-16,7910,43279,4978
2022-03,2022-01-17,13812,113531,8694
2022-03,2022-01-18,19451,89459,12301
2022-03,2022-01-19,17298,103746,10305
2022-03,2022-01-20,14724,92637,9865
2022-03,2022-01-21,14675,109190,9960
2022-03,2022-01-22,18853,74888,14191
2022-03,2022-01-23,11123,46530,8414
2022-04,2022-01-24,17012,116735,12837
2022-04,2022-01-25,22944,94312,17511
2022-04,2022-01-26,19729,106753,14228
2022-04,2022-01-27,22652,94479,16898
2022-04,2022-01-28,20672,109521,14902
2022-04,2022-01-29,17961,75494,13866
2022-04,2022-01-30,11082,54382,8584
2022-05,2022-01-31,15605,126778,11730
2022-05,2022-02-01,17183,99302,24259
2022-05,2022-02-02,8738,122259,16802
2022-05,2022-02-03,3812,105159,11790
2022-05,2022-02-04,4033,117432,11745
2022-05,2022-02-05,1754,78687,7543
2022-05,2022-02-06,1248,49104,5574
2022-06,2022-02-07,3183,123094,11243
2022-06,2022-02-08,1567,52460,5138
2022-06,2022-02-09,3255,125704,12225
2022-06,2022-02-10,2989,92662,7579
2022-06,2022-02-11,3020,104142,7404
2022-06,2022-02-12,1197,69856,4313
2022-06,2022-02-13,1064,50429,3650
2022-07,2022-02-14,2857,111391,7176
2022-07,2022-02-15,2371,80890,4750
2022-07,2022-02-16,2447,92773,4583
2022-07,2022-02-17,2428,76837,3842
2022-07,2022-02-18,2433,87836,3766
2022-07,2022-02-19,1125,58264,2297
2022-07,2022-02-20,871,35182,2037
2022-08,2022-02-21,2327,22018,2337
2022-08,2022-02-22,2108,14156,2403
2022-08,2022-02-23,2000,16525,2373
2022-08,2022-02-24,1772,12697,1937
2022-08,2022-02-25,1733,14218,1828
2022-08,2022-02-26,790,6715,929
2022-08,2022-02-27,751,5352,680
2022-09,2022-02-28,1872,15869,2559
2022-09,2022-03-01,1477,10709,1869
2022-09,2022-03-02,1642,12646,1863
2022-09,2022-03-03,1441,10936,1901
2022-09,2022-03-04,1565,12487,1872
2022-09,2022-03-05,586,5808,963
2022-09,2022-03-06,604,4574,769
2022-10,2022-03-07,1852,15400,3202
2022-10,2022-03-08,1416,10440,2209
2022-10,2022-03-09,1865,13038,2335
2022-10,2022-03-10,1667,10853,2259
2022-10,2022-03-11,1768,13507,2305
2022-10,2022-03-12,641,5781,1141
2022-10,2022-03-13,725,5153,934
2022-11,2022-03-14,2116,17180,4238
2022-11,2022-03-15,1739,12290,2997
2022-11,2022-03-16,1941,14176,3137
2022-11,2022-03-17,1429,12768,3068
2022-11,2022-03-18,1851,14884,3304
2022-11,2022-03-19,612,6523,1520
2022-11,2022-03-20,714,5310,1113
2022-12,2022-03-21,1992,19026,5092
2022-12,2022-03-22,1649,13382,3391
2022-12,2022-03-23,1915,15139,3331
2022-12,2022-03-24,1353,12714,2910
2022-12,2022-03-25,1754,15128,2952
2022-12,2022-03-26,627,6685,1346
2022-12,2022-03-27,659,5299,953
2022-13,2022-03-28,2020,19066,4530
2022-13,2022-03-29,1611,12859,3073
2022-13,2022-03-30,1714,14571,2817
2022-13,2022-03-31,1365,11530,2419
2022-13,2022-04-01,1562,13148,2433
2022-13,2022-04-02,680,4771,941
2022-13,2022-04-03,670,4787,811
2022-14,2022-04-04,1786,17204,3433
2022-14,2022-04-05,1427,11569,2299
2022-14,2022-04-06,1636,13052,2134
2022-14,2022-04-07,1110,11025,1907
2022-14,2022-04-08,1353,11664,1856
2022-14,2022-04-09,501,4318,799
2022-14,2022-04-10,596,3737,545
2022-15,2022-04-11,1506,14848,2671
2022-15,2022-04-12,976,9307,1624
2022-15,2022-04-13,1284,11121,1547
2022-15,2022-04-14,914,8704,1357
2022-15,2022-04-15,1062,9756,1318
2022-15,2022-04-16,434,3874,571
2022-15,2022-04-17,411,2542,399
2022-16,2022-04-18,836,4062,475
2022-16,2022-04-19,1390,13256,2161
2022-16,2022-04-20,1201,9333,1271
2022-16,2022-04-21,1013,9441,1164
2022-16,2022-04-22,1349,9876,1054
2022-16,2022-04-23,644,4878,508
2022-16,2022-04-24,543,3225,347
2022-17,2022-04-25,1313,11689,1558
2022-17,2022-04-26,983,12375,1147
2022-17,2022-04-27,682,4406,294
2022-17,2022-04-28,925,9179,1267
2022-17,2022-04-29,926,7962,977
2022-17,2022-04-30,449,3850,489
2022-17,2022-05-01,381,2291,244
2022-18,2022-05-02,807,3441,461
2022-18,2022-05-03,1013,9925,1660
2022-18,2022-05-04,968,7352,1013
2022-18,2022-05-05,926,7038,742
2022-18,2022-05-06,909,7123,756
2022-18,2022-05-07,424,2915,326
2022-18,2022-05-08,547,2213,200
2022-19,2022-05-09,1194,8601,995
2022-19,2022-05-10,716,5941,675
2022-19,2022-05-11,899,6375,613
2022-19,2022-05-12,749,5812,589
2022-19,2022-05-13,824,5929,560
2022-19,2022-05-14,441,2385,237
2022-19,2022-05-15,450,1824,135
2022-20,2022-05-16,997,6252,742
2022-20,2022-05-17,668,4469,543
2022-20,2022-05-18,826,4542,408
2022-20,2022-05-19,583,4344,417
2022-20,2022-05-20,730,4591,391
2022-20,2022-05-21,320,2005,164
2022-20,2022-05-22,334,1510,89
2022-21,2022-05-23,853,5445,580
2022-21,2022-05-24,581,3959,398
2022-21,2022-05-25,717,4174,334
2022-21,2022-05-26,607,4046,295
2022-21,2022-05-27,648,4083,263
2022-21,2022-05-28,267,1638,93
2022-21,2022-05-29,385,1524,61
2022-22,2022-05-30,779,5072,384
2022-22,2022-05-31,573,3603,334
2022-22,2022-06-01,692,3366,288
2022-22,2022-06-02,489,2816,258
2022-22,2022-06-03,610,2899,304
2022-22,2022-06-04,245,1162,87
2022-22,2022-06-05,355,1061,80
2022-23,2022-06-06,793,3867,460
2022-23,2022-06-07,519,2962,357
2022-23,2022-06-08,596,2962,336
2022-23,2022-06-09,483,2782,293
2022-23,2022-06-10,609,2968,345
2022-23,2022-06-11,277,1104,142
2022-23,2022-06-12,312,1079,74
2022-24,2022-06-13,742,3907,566
2022-24,2022-06-14,545,3109,478
2022-24,2022-06-15,619,3243,470
2022-24,2022-06-16,567,2860,475
2022-24,2022-06-17,602,3061,522
2022-24,2022-06-18,298,1210,190
2022-24,2022-06-19,345,1209,152
2022-25,2022-06-20,833,4474,849
2022-25,2022-06-21,618,3380,679
2022-25,2022-06-22,726,3702,771
2022-25,2022-06-23,534,3260,656
2022-25,2022-06-24,630,3973,781
2022-25,2022-06-25,354,1413,251
2022-25,2022-06-26,349,1262,218
2022-26,2022-06-27,759,5069,1237
2022-26,2022-06-28,586,3808,1068
2022-26,2022-06-29,672,4184,1010
2022-26,2022-06-30,640,3626,917
2022-26,2022-07-01,661,4113,1163
2022-26,2022-07-02,295,1524,377
2022-26,2022-07-03,396,1564,290
2022-27,2022-07-04,820,6147,1843
2022-27,2022-07-05,620,4817,1492
2022-27,2022-07-06,685,5402,1642
2022-27,2022-07-07,573,4575,1345
2022-27,2022-07-08,610,5421,1471
2022-27,2022-07-09,317,2075,516
2022-27,2022-07-10,374,2036,457
2022-28,2022-07-11,859,7718,2396
2022-28,2022-07-12,631,6344,1887
2022-28,2022-07-13,810,6457,1787
2022-28,2022-07-14,724,5701,1632
2022-28,2022-07-15,754,6789,1911
2022-28,2022-07-16,424,2477,614
2022-28,2022-07-17,416,2227,529
2022-29,2022-07-18,941,9507,2839
2022-29,2022-07-19,715,6439,1868
2022-29,2022-07-20,831,6895,1878
2022-29,2022-07-21,662,5762,1643
2022-29,2022-07-22,845,7176,1972
2022-29,2022-07-23,371,2562,751
2022-29,2022-07-24,428,2200,548
2022-30,2022-07-25,962,9472,3017
2022-30,2022-07-26,646,6281,1996
2022-30,2022-07-27,798,6805,2036
2022-30,2022-07-28,587,5068,1520
2022-30,2022-07-29,760,6828,1810
2022-30,2022-07-30,325,2308,599
2022-30,2022-07-31,358,2169,487
2022-31,2022-08-01,937,9069,2668
2022-31,2022-08-02,654,5807,1787
2022-31,2022-08-03,787,6142,1645
2022-31,2022-08-04,635,4978,1468
2022-31,2022-08-05,669,6022,1621
2022-31,2022-08-06,323,2324,595
2022-31,2022-08-07,385,1990,498
2022-32,2022-08-08,900,8952,2446
2022-32,2022-08-09,639,5678,1728
2022-32,2022-08-10,775,5907,1636
2022-32,2022-08-11,573,4835,1406
2022-32,2022-08-12,754,5939,1592
2022-32,2022-08-13,263,1986,550
2022-32,2022-08-14,275,2198,520
2022-33,2022-08-15,600,2433,562
2022-33,2022-08-16,779,8813,2630
2022-33,2022-08-17,778,6489,2049
2022-33,2022-08-18,686,5101,1527
2022-33,2022-08-19,653,5825,1696
2022-33,2022-08-20,303,2020,568
2022-33,2022-08-21,415,2015,441
2022-34,2022-08-22,936,7879,2333
2022-34,2022-08-23,729,5783,1629
2022-34,2022-08-24,836,5802,1585
2022-34,2022-08-25,592,4966,1381
2022-34,2022-08-26,645,5967,1558
2022-34,2022-08-27,334,1911,545
2022-34,2022-08-28,405,1807,383
2022-35,2022-08-29,841,8023,2206
2022-35,2022-08-30,648,5436,1545
2022-35,2022-08-31,717,5770,1561
2022-35,2022-09-01,584,4576,1282
2022-35,2022-09-02,713,5379,1370
2022-35,2022-09-03,275,1827,530
2022-35,2022-09-04,429,1931,412
2022-36,2022-09-05,922,8112,2543
2022-36,2022-09-06,636,6095,1865
2022-36,2022-09-07,832,6349,2073
2022-36,2022-09-08,730,5173,1629
2022-36,2022-09-09,863,6854,2084
2022-36,2022-09-10,381,1934,644
2022-36,2022-09-11,447,2286,612
2022-37,2022-09-12,1067,10199,3519
2022-37,2022-09-13,854,7498,2545
2022-37,2022-09-14,1023,7606,2424
2022-37,2022-09-15,799,6598,2207
2022-37,2022-09-16,838,7651,2374
2022-37,2022-09-17,418,2383,778
2022-37,2022-09-18,480,2777,607
2022-38,2022-09-19,1062,11533,3472
2022-38,2022-09-20,741,8534,2432
2022-38,2022-09-21,952,8624,2408
2022-38,2022-09-22,676,6889,1969
2022-38,2022-09-23,908,8153,2186
2022-38,2022-09-24,361,2531,762
2022-38,2022-09-25,516,2899,771
2022-39,2022-09-26,1086,12478,3932
2022-39,2022-09-27,861,9031,2749
2022-39,2022-09-28,1041,9438,2626
2022-39,2022-09-29,821,7425,2324
2022-39,2022-09-30,900,9096,2561
2022-39,2022-10-01,345,3071,926
2022-39,2022-10-02,504,3202,767
2022-40,2022-10-03,1107,13110,4023
2022-40,2022-10-04,785,9314,2892
2022-40,2022-10-05,1019,9712,2586
2022-40,2022-10-06,798,7989,2203
2022-40,2022-10-07,871,8869,2433
2022-40,2022-10-08,375,3049,814
2022-40,2022-10-09,531,3322,757
2022-41,2022-10-10,1094,12866,3677
2022-41,2022-10-11,845,8694,2276
2022-41,2022-10-12,931,9312,2172
2022-41,2022-10-13,720,7093,1820
2022-41,2022-10-14,765,8478,1886
2022-41,2022-10-15,323,2478,579
2022-41,2022-10-16,445,2810,576
2022-42,2022-10-17,1035,11307,2797
2022-42,2022-10-18,727,7284,1757
2022-42,2022-10-19,999,7909,1689
2022-42,2022-10-20,677,6056,1355
2022-42,2022-10-21,817,6797,1340
2022-42,2022-10-22,302,2034,424
2022-42,2022-10-23,426,2461,441
2022-43,2022-10-24,997,9379,2082
2022-43,2022-10-25,793,6279,1483
2022-43,2022-10-26,958,6607,1246
2022-43,2022-10-27,708,5001,993
2022-43,2022-10-28,820,6153,977
2022-43,2022-10-29,345,2115,322
2022-43,2022-10-30,491,1744,344
2022-44,2022-10-31,455,2223,408
2022-44,2022-11-01,571,1783,308
2022-44,2022-11-02,933,6609,1493
2022-44,2022-11-03,807,4335,978
2022-44,2022-11-04,694,4807,846
2022-44,2022-11-05,347,1416,271
2022-44,2022-11-06,417,1537,263
2022-45,2022-11-07,901,6350,1171
2022-45,2022-11-08,694,4922,804
2022-45,2022-11-09,750,5183,697
2022-45,2022-11-10,620,3990,559
2022-45,2022-11-11,685,4920,682
2022-45,2022-11-12,314,1355,192
2022-45,2022-11-13,391,1737,257
2022-46,2022-11-14,830,6637,1224
2022-46,2022-11-15,640,4963,928
2022-46,2022-11-16,771,5357,904
2022-46,2022-11-17,656,4305,819
2022-46,2022-11-18,654,5122,944
2022-46,2022-11-19,275,1528,309
2022-46,2022-11-20,359,1768,294
2022-47,2022-11-21,876,7557,1583
2022-47,2022-11-22,659,5412,1184
2022-47,2022-11-23,750,5885,1141
2022-47,2022-11-24,579,5014,1035
2022-47,2022-11-25,720,5567,1109
2022-47,2022-11-26,307,1653,406
2022-47,2022-11-27,413,2055,419
2022-48,2022-11-28,811,8392,2014
2022-48,2022-11-29,740,6454,1614
2022-48,2022-11-30,782,7001,1654
2022-48,2022-12-01,686,5573,1417
2022-48,2022-12-02,653,6530,1572
2022-48,2022-12-03,289,1993,540
2022-48,2022-12-04,377,2190,467
2022-49,2022-12-05,929,9721,2750
2022-49,2022-12-06,742,7709,2288
2022-49,2022-12-07,794,8231,2204
2022-49,2022-12-08,683,6719,1831
2022-49,2022-12-09,769,7907,1894
2022-49,2022-12-10,381,2378,616
2022-49,2022-12-11,388,2679,579
2022-50,2022-12-12,938,11293,3089
2022-50,2022-12-13,788,8693,2394
2022-50,2022-12-14,937,8868,2286
2022-50,2022-12-15,843,7489,1940
2022-50,2022-12-16,858,8097,1921
2022-50,2022-12-17,422,2521,598
2022-50,2022-12-18,441,2922,538
2022-51,2022-12-19,930,11543,2768
2022-51,2022-12-20,847,8966,2193
2022-51,2022-12-21,988,8832,2247
2022-51,2022-12-22,784,7150,1745
2022-51,2022-12-23,885,7364,1763
2022-51,2022-12-24,338,2470,616
2022-51,2022-12-25,378,1950,337
2022-52,2022-12-26,532,3066,633
2022-52,2022-12-27,878,9520,2412
2022-52,2022-12-28,880,6776,1685
2022-52,2022-12-29,693,5572,1226
2022-52,2022-12-30,735,5969,1171
2022-52,2022-12-31,306,1800,351
2022-52,2023-01-01,300,1476,221
2023-01,2023-01-02,548,2690,491
2023-01,2023-01-03,871,9536,1950
2023-01,2023-01-04,860,7200,1382
2023-01,2023-01-05,728,5401,877
2023-01,2023-01-06,813,5787,857
2023-01,2023-01-07,351,1587,208
2023-01,2023-01-08,398,1859,175
2023-02,2023-01-09,946,6891,912
2023-02,2023-01-10,704,5351,690
2023-02,2023-01-11,761,5187,546
2023-02,2023-01-12,633,3955,446
2023-02,2023-01-13,684,4624,449
2023-02,2023-01-14,310,1252,128
2023-02,2023-01-15,347,1476,110
2023-03,2023-01-16,806,5190,558
2023-03,2023-01-17,620,4251,400
2023-03,2023-01-18,659,4450,352
2023-03,2023-01-19,553,3395,272
2023-03,2023-01-20,621,4031,279
2023-03,2023-01-21,239,1137,77
2023-03,2023-01-22,326,1354,87
2023-04,2023-01-23,683,4998,380
2023-04,2023-01-24,563,3838,327
2023-04,2023-01-25,661,4025,289
2023-04,2023-01-26,486,3300,238
2023-04,2023-01-27,592,3842,240
2023-04,2023-01-28,259,1092,68
2023-04,2023-01-29,284,1270,79
2023-05,2023-01-30,698,4689,367
2023-05,2023-01-31,527,3507,266
2023-05,2023-02-01,606,3682,228
2023-05,2023-02-02,516,2957,202
2023-05,2023-02-03,612,3477,218
2023-05,2023-02-04,221,983,55
2023-05,2023-02-05,270,1205,48
2023-06,2023-02-06,646,4140,305
2023-06,2023-02-07,407,2932,245
2023-06,2023-02-08,288,1207,68
2023-06,2023-02-09,454,3314,241
2023-06,2023-02-10,533,3018,255
2023-06,2023-02-11,244,1021,71
2023-06,2023-02-12,287,1150,53
2023-07,2023-02-13,665,4527,380
2023-07,2023-02-14,477,3321,298
2023-07,2023-02-15,568,3638,267
2023-07,2023-02-16,482,2982,256
2023-07,2023-02-17,549,3359,280
2023-07,2023-02-18,196,1039,93
2023-07,2023-02-19,338,1183,78
2023-08,2023-02-20,664,4667,467
2023-08,2023-02-21,467,3241,341
2023-08,2023-02-22,660,3712,376
2023-08,2023-02-23,474,2989,322
2023-08,2023-02-24,543,3320,345
2023-08,2023-02-25,207,986,107
2023-08,2023-02-26,282,1118,88
2023-09,2023-02-27,754,4607,589
2023-09,2023-02-28,485,3349,444
2023-09,2023-03-01,522,3174,403
2023-09,2023-03-02,373,2636,315
2023-09,2023-03-03,470,2824,396
2023-09,2023-03-04,155,829,114
2023-09,2023-03-05,257,938,94
2023-10,2023-03-06,450,4239,660
2023-10,2023-03-07,396,3095,542
2023-10,2023-03-08,429,3131,513
2023-10,2023-03-09,362,2783,413
2023-10,2023-03-10,334,2821,466
2023-10,2023-03-11,187,777,135
2023-10,2023-03-12,189,966,114
2023-11,2023-03-13,419,4382,766
2023-11,2023-03-14,346,3109,506
2023-11,2023-03-15,357,3144,543
2023-11,2023-03-16,341,2863,422
2023-11,2023-03-17,338,2755,456
2023-11,2023-03-18,159,728,100
2023-11,2023-03-19,187,964,95
2023-12,2023-03-20,384,4233,748
2023-12,2023-03-21,347,3105,568
2023-12,2023-03-22,365,3185,586
2023-12,2023-03-23,293,2746,443
2023-12,2023-03-24,328,2806,505
2023-12,2023-03-25,163,698,105
2023-12,2023-03-26,181,859,89
2023-13,2023-03-27,371,4190,620
2023-13,2023-03-28,346,2928,457
2023-13,2023-03-29,324,3097,481
2023-13,2023-03-30,316,2483,341
2023-13,2023-03-31,287,2570,391
2023-13,2023-04-01,113,517,80
2023-13,2023-04-02,173,687,62
2023-14,2023-04-03,365,3116,407
2023-14,2023-04-04,286,1604,170
2023-14,2023-04-05,272,1324,127
2023-14,2023-04-06,238,1125,85
2023-14,2023-04-07,244,896,96
2023-14,2023-04-08,116,322,27
2023-14,2023-04-09,145,280,27
2023-15,2023-04-10,166,418,47
2023-15,2023-04-11,303,1318,135
2023-15,2023-04-12,298,1039,87
2023-15,2023-04-13,257,1092,93
2023-15,2023-04-14,248,844,109
2023-15,2023-04-15,131,318,34
2023-15,2023-04-16,186,445,54
2023-16,2023-04-17,303,1213,86
2023-16,2023-04-18,276,1040,86
2023-16,2023-04-19,273,982,76
2023-16,2023-04-20,254,997,83
2023-16,2023-04-21,220,718,67
2023-16,2023-04-22,124,282,29
2023-16,2023-04-23,142,395,29
2023-17,2023-04-24,281,1115,82
2023-17,2023-04-25,259,802,69
2023-17,2023-04-26,232,668,48
2023-17,2023-04-27,112,274,28
2023-17,2023-04-28,206,605,36
2023-17,2023-04-29,112,242,23
2023-17,2023-04-30,76,230,23
2023-18,2023-05-01,126,217,21
2023-18,2023-05-02,142,318,25
2023-18,2023-05-03,227,1009,53
2023-18,2023-05-04,243,758,41
2023-18,2023-05-05,191,631,34
2023-18,2023-05-06,70,267,15
2023-18,2023-05-07,112,326,11
2023-19,2023-05-08,207,1015,42
2023-19,2023-05-09,230,716,39
2023-19,2023-05-10,184,737,19
2023-19,2023-05-11,214,719,27
2023-19,2023-05-12,141,507,25
2023-19,2023-05-13,76,202,16
2023-19,2023-05-14,117,309,14
2023-20,2023-05-15,247,851,43
2023-20,2023-05-16,174,700,28
2023-20,2023-05-17,197,411,34
2023-20,2023-05-18,173,419,28
2023-20,2023-05-19,165,305,21
2023-20,2023-05-20,84,129,12
2023-20,2023-05-21,103,200,16
2023-21,2023-05-22,216,490,48
2023-21,2023-05-23,218,338,41
2023-21,2023-05-24,186,356,26
2023-21,2023-05-25,203,384,24
2023-21,2023-05-26,151,256,23
2023-21,2023-05-27,72,95,13
2023-21,2023-05-28,104,133,16
2023-22,2023-05-29,211,369,17
2023-22,2023-05-30,158,309,22
2023-22,2023-05-31,200,230,20
2023-22,2023-06-01,185,327,19
2023-22,2023-06-02,178,219,21
2023-22,2023-06-03,66,106,5
2023-22,2023-06-04,84,93,6
2023-23,2023-06-05,188,332,22
2023-23,2023-06-06,202,258,21
2023-23,2023-06-07,158,200,15
2023-23,2023-06-08,153,301,10
2023-23,2023-06-09,136,156,11
2023-23,2023-06-10,94,64,0
2023-23,2023-06-11,80,97,6
2023-24,2023-06-12,190,312,10
2023-24,2023-06-13,179,246,8
2023-24,2023-06-14,155,265,16
2023-24,2023-06-15,122,210,13
2023-24,2023-06-16,129,186,2
2023-24,2023-06-17,71,63,4
2023-24,2023-06-18,88,88,8
2023-25,2023-06-19,163,270,6
2023-25,2023-06-20,126,197,10
2023-25,2023-06-21,114,200,5
2023-25,2023-06-22,137,194,7
2023-25,2023-06-23,94,139,5
2023-25,2023-06-24,92,96,1
2023-25,2023-06-25,72,65,2
2023-26,2023-06-26,150,240,4
2023-26,2023-06-27,136,192,7
2023-26,2023-06-28,97,162,1
2023-26,2023-06-29,96,210,1
2023-26,2023-06-30,101,113,4
2023-26,2023-07-01,49,68,1
2023-26,2023-07-02,48,68,2
2023-27,2023-07-03,110,254,5
2023-27,2023-07-04,91,146,2
2023-27,2023-07-05,119,178,7
2023-27,2023-07-06,104,179,5
2023-27,2023-07-07,83,122,8
2023-27,2023-07-08,60,62,0
2023-27,2023-07-09,61,59,0
2023-28,2023-07-10,120,238,0
2023-28,2023-07-11,110,152,1
2023-28,2023-07-12,103,136,2
2023-28,2023-07-13,94,126,3
2023-28,2023-07-14,93,119,0
2023-28,2023-07-15,47,51,0
2023-28,2023-07-16,50,55,1
2023-29,2023-07-17,97,185,6
2023-29,2023-07-18,90,120,3
2023-29,2023-07-19,83,117,4
2023-29,2023-07-20,101,116,6
2023-29,2023-07-21,88,74,1
2023-29,2023-07-22,49,45,1
2023-29,2023-07-23,54,41,3
2023-30,2023-07-24,101,143,2
2023-30,2023-07-25,80,94,4
2023-30,2023-07-26,93,93,2
2023-30,2023-07-27,110,115,3
2023-30,2023-07-28,78,80,3
2023-30,2023-07-29,45,35,0
2023-30,2023-07-30,48,45,2
2023-31,2023-07-31,99,132,2
2023-31,2023-08-01,81,100,4
2023-31,2023-08-02,59,126,0
2023-31,2023-08-03,73,138,8
2023-31,2023-08-04,66,82,4
2023-31,2023-08-05,28,38,4
2023-31,2023-08-06,26,52,2
2023-32,2023-08-07,82,148,1
2023-32,2023-08-08,93,106,2
2023-32,2023-08-09,73,119,3
2023-32,2023-08-10,88,109,9
2023-32,2023-08-11,75,91,8
2023-32,2023-08-12,49,71,5
2023-32,2023-08-13,42,54,1
2023-33,2023-08-14,87,142,13
2023-33,2023-08-15,81,91,7
2023-33,2023-08-16,96,190,11
2023-33,2023-08-17,104,167,12
2023-33,2023-08-18,108,127,8
2023-33,2023-08-19,59,71,3
2023-33,2023-08-20,60,99,7
2023-34,2023-08-21,131,247,6
2023-34,2023-08-22,109,186,19
2023-34,2023-08-23,102,164,11
2023-34,2023-08-24,96,172,12
2023-34,2023-08-25,89,159,12
2023-34,2023-08-26,50,65,8
2023-34,2023-08-27,48,87,6
2023-35,2023-08-28,127,268,12
2023-35,2023-08-29,95,175,16
2023-35,2023-08-30,90,212,15
2023-35,2023-08-31,104,178,7
2023-35,2023-09-01,73,132,10
2023-35,2023-09-02,50,99,25
2023-35,2023-09-03,47,76,7
2023-36,2023-09-04,160,235,16
2023-36,2023-09-05,109,201,17
2023-36,2023-09-06,96,204,13
2023-36,2023-09-07,122,234,20
2023-36,2023-09-08,107,168,19
2023-36,2023-09-09,79,101,13
2023-36,2023-09-10,55,116,21
2023-37,2023-09-11,170,306,23
2023-37,2023-09-12,141,254,31
2023-37,2023-09-13,122,250,24
2023-37,2023-09-14,158,254,24
2023-37,2023-09-15,146,221,20
2023-37,2023-09-16,51,96,13
2023-37,2023-09-17,64,115,17
2023-38,2023-09-18,188,357,39
2023-38,2023-09-19,145,314,33
2023-38,2023-09-20,133,291,42
2023-38,2023-09-21,127,343,32
2023-38,2023-09-22,151,234,29
2023-38,2023-09-23,65,110,22
2023-38,2023-09-24,90,126,26
2023-39,2023-09-25,163,346,58
2023-39,2023-09-26,131,278,53
2023-39,2023-09-27,146,322,60
2023-39,2023-09-28,182,294,67
2023-39,2023-09-29,148,259,55
2023-39,2023-09-30,67,133,30
2023-39,2023-10-01,84,112,27
2023-40,2023-10-02,210,441,78
2023-40,2023-10-03,152,315,54
2023-40,2023-10-04,166,336,77
2023-40,2023-10-05,182,335,79
2023-40,2023-10-06,148,288,69
2023-40,2023-10-07,74,107,31
2023-40,2023-10-08,77,139,29
2023-41,2023-10-09,204,425,108
2023-41,2023-10-10,184,361,94
2023-41,2023-10-11,170,358,79
2023-41,2023-10-12,185,332,83
2023-41,2023-10-13,184,265,67
2023-41,2023-10-14,81,125,38
2023-41,2023-10-15,83,141,41
2023-42,2023-10-16,217,430,82
2023-42,2023-10-17,189,341,61
2023-42,2023-10-18,132,300,54
2023-42,2023-10-19,225,315,84
2023-42,2023-10-20,165,306,92
2023-42,2023-10-21,82,151,39
2023-42,2023-10-22,112,130,37
2023-43,2023-10-23,247,468,141
2023-43,2023-10-24,210,469,100
2023-43,2023-10-25,188,361,97
2023-43,2023-10-26,218,381,93
2023-43,2023-10-27,177,267,80
2023-43,2023-10-28,108,120,46
2023-43,2023-10-29,91,130,41
2023-44,2023-10-30,220,453,96
2023-44,2023-10-31,111,101,39
2023-44,2023-11-01,111,153,57
2023-44,2023-11-02,220,324,88
2023-44,2023-11-03,228,383,79
2023-44,2023-11-04,91,130,28
2023-44,2023-11-05,121,167,47
2023-45,2023-11-06,199,459,90
2023-45,2023-11-07,200,329,79
2023-45,2023-11-08,191,435,89
2023-45,2023-11-09,239,278,82
2023-45,2023-11-10,209,429,74
2023-45,2023-11-11,103,124,29
2023-45,2023-11-12,88,148,46
2023-46,2023-11-13,295,539,143
2023-46,2023-11-14,219,370,108
2023-46,2023-11-15,265,499,123
2023-46,2023-11-16,247,361,105
2023-46,2023-11-17,249,421,130
2023-46,2023-11-18,107,146,58
2023-46,2023-11-19,128,214,70
2023-47,2023-11-20,298,556,166
2023-47,2023-11-21,185,446,125
2023-47,2023-11-22,267,471,123
2023-47,2023-11-23,269,437,145
2023-47,2023-11-24,275,497,135
2023-47,2023-11-25,116,166,60
2023-47,2023-11-26,118,222,89
2023-48,2023-11-27,309,621,196
2023-48,2023-11-28,248,548,184
2023-48,2023-11-29,233,625,188
2023-48,2023-11-30,277,468,186
2023-48,2023-12-01,227,527,170
2023-48,2023-12-02,118,182,74
2023-48,2023-12-03,144,244,98
2023-49,2023-12-04,300,705,227
2023-49,2023-12-05,316,532,197
2023-49,2023-12-06,301,695,206
2023-49,2023-12-07,307,574,187
2023-49,2023-12-08,271,577,140
2023-49,2023-12-09,152,232,82
2023-49,2023-12-10,133,241,103
2023-50,2023-12-11,313,725,220
2023-50,2023-12-12,292,570,179
2023-50,2023-12-13,280,623,173
