date,dl.android,dl.android.todate,dl.ios,dl.ios.todate,dl.todate,tan.issued,tan.issued.todate,tan.entered,tan.entered.todate,tan.ratio_entered_issued,cases.confirmed,tan.ratio_entered_cases,tan.ratio_issued_cases
2020-09-23,502,99853,198,23434,123287,,,8,58,,121,0.066,
2020-09-24,648,100501,183,23617,124118,,,3,61,,193,0.016,
2020-09-25,953,101454,277,23894,125348,14,14,7,68,0.5,184,0.038,0.076
2020-09-26,649,102103,212,24106,126209,4,18,2,70,0.5,158,0.013,0.025
2020-09-27,535,102638,184,24290,126928,14,32,7,77,0.5,39,0.179,0.359
2020-09-28,614,103252,202,24492,127744,9,41,3,80,0.333,99,0.03,0.091
2020-09-29,466,103718,157,24649,128367,12,53,5,85,0.417,202,0.025,0.059
2020-09-30,676,104394,223,24872,129266,14,67,11,96,0.786,175,0.063,0.08
2020-10-01,513,104907,190,25062,129969,22,89,17,113,0.773,239,0.071,0.092
2020-10-02,649,105556,214,25276,130832,23,112,10,123,0.435,228,0.044,0.101
2020-10-03,445,106001,153,25429,131430,37,149,18,141,0.486,168,0.107,0.22
2020-10-04,441,106442,118,25547,131989,11,160,10,151,0.909,75,0.133,0.147
2020-10-05,461,106903,111,25658,132561,14,174,5,156,0.357,190,0.026,0.074
2020-10-06,1308,108211,360,26018,134229,16,190,7,163,0.438,357,0.02,0.045
2020-10-07,1729,109940,512,26530,136470,21,211,11,174,0.524,388,0.028,0.054
2020-10-08,2059,111999,515,27045,139044,41,252,16,190,0.39,363,0.044,0.113
2020-10-09,2315,114314,769,27814,142128,61,313,27,217,0.443,380,0.071,0.161
2020-10-10,1029,115343,293,28107,143450,41,354,25,242,0.61,411,0.061,0.1
2020-10-11,3453,118796,1118,29225,148021,38,392,14,256,0.368,169,0.083,0.225
2020-10-12,1804,120600,554,29779,150379,44,436,20,276,0.455,399,0.05,0.11
2020-10-13,2761,123361,755,30534,153895,50,486,26,302,0.52,707,0.037,0.071
2020-10-14,5777,129138,1651,32185,161323,60,546,30,332,0.5,748,0.04,0.08
2020-10-15,2941,132079,915,33100,165179,79,625,47,379,0.595,836,0.056,0.094
2020-10-16,2521,134600,695,33795,168395,74,699,41,420,0.554,898,0.046,0.082
2020-10-17,1796,136396,440,34235,170631,146,845,79,499,0.541,727,0.109,0.201
2020-10-18,3187,139583,864,35099,174682,172,1017,71,570,0.413,537,0.132,0.32
2020-10-19,11642,151225,3775,38874,190099,152,1169,62,632,0.408,802,0.077,0.19
2020-10-20,3212,154437,919,39793,194230,169,1338,104,736,0.615,1505,0.069,0.112
2020-10-21,3311,157748,786,40579,198327,187,1525,103,839,0.551,1670,0.062,0.112
2020-10-22,3264,161012,765,41344,202356,221,1746,109,948,0.493,1661,0.066,0.133
2020-10-23,1771,162783,465,41809,204592,223,1969,111,1059,0.498,1969,0.056,0.113
2020-10-24,1534,164317,421,42230,206547,182,2151,118,1177,0.648,1702,0.069,0.107
2020-10-25,1440,165757,345,42575,208332,166,2317,102,1279,0.614,1118,0.091,0.148
2020-10-26,1372,167129,399,42974,210103,177,2494,102,1381,0.576,1502,0.068,0.118
2020-10-27,1241,168370,339,43313,211683,203,2697,107,1488,0.527,2611,0.041,0.078
2020-10-28,1444,169814,327,43640,213454,247,2944,133,1621,0.538,2492,0.053,0.099
2020-10-29,1877,171691,432,44072,215763,211,3155,126,1747,0.597,1800,0.07,0.117
2020-10-30,925,172616,265,44337,216953,172,3327,101,1848,0.587,1797,0.056,0.096
2020-10-31,511,173127,147,44484,217611,274,3601,173,2021,0.631,1347,0.128,0.203
2020-11-01,557,173684,168,44652,218336,184,3785,101,2122,0.549,557,0.181,0.33
2020-11-02,704,174388,158,44810,219198,209,3994,118,2240,0.565,1177,0.1,0.178
2020-11-03,487,174875,100,44910,219785,209,4203,97,2337,0.464,2032,0.048,0.103
2020-11-04,412,175287,97,45007,220294,220,4423,116,2453,0.527,1691,0.069,0.13
2020-11-05,333,175620,83,45090,220710,186,4609,105,2558,0.565,1567,0.067,0.119
2020-11-06,286,175906,72,45162,221068,173,4782,99,2657,0.572,1613,0.061,0.107
2020-11-07,221,176127,62,45224,221351,172,4954,99,2756,0.576,891,0.111,0.193
2020-11-08,171,176298,54,45278,221576,202,5156,108,2864,0.535,466,0.232,0.433
2020-11-09,238,176536,55,45333,221869,77,5233,37,2901,0.481,1089,0.034,0.071
2020-11-10,266,176802,75,45408,222210,220,5453,112,3013,0.509,2228,0.05,0.099
2020-11-11,390,177192,92,45500,222692,245,5698,132,3145,0.539,1932,0.068,0.127
2020-11-12,298,177490,89,45589,223079,182,5880,101,3246,0.555,1516,0.067,0.12
2020-11-13,339,177829,97,45686,223515,179,6059,94,3340,0.525,1740,0.054,0.103
2020-11-14,240,178069,62,45748,223817,182,6241,88,3428,0.484,922,0.095,0.197
2020-11-15,254,178323,72,45820,224143,96,6337,52,3480,0.542,500,0.104,0.192
2020-11-16,233,178556,48,45868,224424,109,6446,62,3542,0.569,1393,0.045,0.078
2020-11-17,258,178814,78,45946,224760,164,6610,115,3657,0.701,2018,0.057,0.081
2020-11-18,252,179066,73,46019,225085,165,6775,100,3757,0.606,2068,0.048,0.08
2020-11-19,261,179327,66,46085,225412,172,6947,116,3873,0.674,1549,0.075,0.111
2020-11-20,320,179647,83,46168,225815,146,7093,83,3956,0.568,1691,0.049,0.086
2020-11-21,216,179863,46,46214,226077,126,7219,89,4045,0.706,1025,0.087,0.123
2020-11-22,230,180093,62,46276,226369,79,7298,49,4094,0.62,471,0.104,0.168
2020-11-23,192,180285,50,46326,226611,79,7377,41,4135,0.519,1308,0.031,0.06
2020-11-24,180,180465,25,46351,226816,141,7518,105,4240,0.745,2234,0.047,0.063
2020-11-25,174,180639,53,46404,227043,188,7706,122,4362,0.649,1782,0.068,0.105
2020-11-26,202,180841,61,46465,227306,132,7838,85,4447,0.644,1612,0.053,0.082
2020-11-27,178,181019,18,46483,227502,140,7978,98,4545,0.7,1601,0.061,0.087
2020-11-28,118,181137,50,46533,227670,86,8064,56,4601,0.651,1109,0.05,0.078
2020-11-29,168,181305,46,46579,227884,68,8132,43,4644,0.632,427,0.101,0.159
2020-11-30,153,181458,43,46622,228080,68,8200,41,4685,0.603,1299,0.032,0.052
2020-12-01,155,181613,34,46656,228269,147,8347,102,4787,0.694,2438,0.042,0.06
2020-12-02,140,181753,52,46708,228461,150,8497,99,4886,0.66,1776,0.056,0.084
2020-12-03,112,181865,38,46746,228611,129,8626,92,4978,0.713,1786,0.052,0.072
2020-12-04,115,181980,41,46787,228767,112,8738,76,5054,0.679,1647,0.046,0.068
2020-12-05,97,182077,41,46828,228905,111,8849,79,5133,0.712,1033,0.076,0.107
2020-12-06,133,182210,29,46857,229067,87,8936,61,5194,0.701,480,0.127,0.181
2020-12-07,126,182336,44,46901,229237,64,9000,35,5229,0.547,1630,0.021,0.039
2020-12-08,131,182467,54,46955,229422,123,9123,76,5305,0.618,2140,0.036,0.057
2020-12-09,123,182590,46,47001,229591,155,9278,95,5400,0.613,1852,0.051,0.084
2020-12-10,112,182702,34,47035,229737,103,9381,63,5463,0.612,1816,0.035,0.057
2020-12-11,124,182826,51,47086,229912,90,9471,61,5524,0.678,1750,0.035,0.051
2020-12-12,123,182949,53,47139,230088,88,9559,70,5594,0.795,834,0.084,0.106
2020-12-13,10322,193271,2196,49335,242606,81,9640,59,5653,0.728,433,0.136,0.187
2020-12-14,41506,234777,8705,58040,292817,488,10128,104,5757,0.213,1532,0.068,0.319
2020-12-15,23865,258642,5173,63213,321855,777,10905,124,5881,0.16,2112,0.059,0.368
2020-12-16,13682,272324,3056,66269,338593,938,11843,183,6064,0.195,1648,0.111,0.569
2020-12-17,10261,282585,2327,68596,351181,866,12709,116,6180,0.134,1517,0.076,0.571
2020-12-18,10666,293251,2421,71017,364268,1004,13713,142,6322,0.141,1430,0.099,0.702
2020-12-19,9985,303236,2675,73692,376928,752,14465,107,6429,0.142,882,0.121,0.853
2020-12-20,6501,309737,1548,75240,384977,316,14781,48,6477,0.152,396,0.121,0.798
2020-12-21,4912,314649,1006,76246,390895,754,15535,99,6576,0.131,1551,0.064,0.486
2020-12-22,4134,318783,950,77196,395979,1645,17180,190,6766,0.116,2157,0.088,0.763
2020-12-23,2949,321732,801,77997,399729,1633,18813,211,6977,0.129,2064,0.102,0.791
2020-12-24,1379,323111,409,78406,401517,1462,20275,143,7120,0.098,1812,0.079,0.807
2020-12-25,1061,324172,294,78700,402872,328,20603,52,7172,0.159,369,0.141,0.889
2020-12-26,824,324996,288,78988,403984,399,21002,66,7238,0.165,623,0.106,0.64
2020-12-27,654,325650,208,79196,404846,413,21415,71,7309,0.172,533,0.133,0.775
2020-12-28,488,326138,129,79325,405463,1321,22736,154,7463,0.117,1992,0.077,0.663
2020-12-29,498,326636,115,79440,406076,1855,24591,221,7684,0.119,2430,0.091,0.763
2020-12-30,468,327104,140,79580,406684,1973,26564,233,7917,0.118,2429,0.096,0.812
2020-12-31,366,327470,107,79687,407157,1521,28085,191,8108,0.126,1772,0.108,0.858
2021-01-01,300,327770,64,79751,407521,309,28394,34,8142,0.11,399,0.085,0.774
2021-01-02,333,328103,95,79846,407949,474,28868,65,8207,0.137,762,0.085,0.622
2021-01-03,337,328440,98,79944,408384,487,29355,70,8277,0.144,766,0.091,0.636
2021-01-04,301,328741,90,80034,408775,1601,30956,202,8479,0.126,2605,0.078,0.615
2021-01-05,284,329025,79,80113,409138,2730,33686,274,8753,0.1,3428,0.08,0.796
2021-01-06,272,329297,66,80179,409476,2163,35849,237,8990,0.11,2697,0.088,0.802
2021-01-07,239,329536,68,80247,409783,1631,37480,168,9158,0.103,2084,0.081,0.783
2021-01-08,283,329819,68,80315,410134,1558,39038,169,9327,0.108,1862,0.091,0.837
2021-01-09,235,330054,68,80383,410437,579,39617,75,9402,0.13,764,0.098,0.758
2021-01-10,212,330266,57,80440,410706,290,39907,42,9444,0.145,426,0.099,0.681
2021-01-11,201,330467,46,80486,410953,1193,41100,105,9549,0.088,1910,0.055,0.625
2021-01-12,169,330636,46,80532,411168,1732,42832,162,9711,0.094,2105,0.077,0.823
2021-01-13,183,330819,39,80571,411390,1390,44222,150,9861,0.108,1808,0.083,0.769
2021-01-14,251,331070,86,80657,411727,1181,45403,117,9978,0.099,1501,0.078,0.787
2021-01-15,236,331306,62,80719,412025,1225,46628,94,10072,0.077,1550,0.061,0.79
2021-01-16,189,331495,62,80781,412276,542,47170,64,10136,0.118,575,0.111,0.943
2021-01-17,171,331666,44,80825,412491,252,47422,37,10173,0.147,300,0.123,0.84
2021-01-18,151,331817,34,80859,412676,1193,48615,114,10287,0.096,1707,0.067,0.699
2021-01-19,141,331958,32,80891,412849,1389,50004,136,10423,0.098,1718,0.079,0.808
2021-01-20,138,332096,38,80929,413025,1162,51166,115,10538,0.099,1458,0.079,0.797
2021-01-21,123,332219,38,80967,413186,1076,52242,109,10647,0.101,1461,0.075,0.736
2021-01-22,240,332459,76,81043,413502,1156,53398,121,10768,0.105,1521,0.08,0.76
2021-01-23,142,332601,33,81076,413677,515,53913,53,10821,0.103,541,0.098,0.952
2021-01-24,142,332743,39,81115,413858,237,54150,42,10863,0.177,297,0.141,0.798
2021-01-25,165,332908,37,81152,414060,1177,55327,117,10980,0.099,1682,0.07,0.7
2021-01-26,134,333042,37,81189,414231,1539,56866,161,11141,0.105,1877,0.086,0.82
2021-01-27,114,333156,34,81223,414379,1263,58129,115,11256,0.091,1541,0.075,0.82
2021-01-28,99,333255,24,81247,414502,1095,59224,125,11381,0.114,1305,0.096,0.839
2021-01-29,118,333373,34,81281,414654,983,60207,104,11485,0.106,1302,0.08,0.755
2021-01-30,211,333584,59,81340,414924,544,60751,51,11536,0.094,587,0.087,0.927
2021-01-31,83,333667,25,81365,415032,299,61050,36,11572,0.12,348,0.103,0.859
2021-02-01,102,333769,24,81389,415158,1179,62229,106,11678,0.09,1516,0.07,0.778
2021-02-02,92,333861,19,81408,415269,1297,63526,119,11797,0.092,1567,0.076,0.828
2021-02-03,88,333949,17,81425,415374,1070,64596,87,11884,0.081,1267,0.069,0.845
2021-02-04,93,334042,23,81448,415490,804,65400,69,11953,0.086,960,0.072,0.838
2021-02-05,78,334120,20,81468,415588,726,66126,64,12017,0.088,984,0.065,0.738
2021-02-06,57,334177,20,81488,415665,567,66693,58,12075,0.102,498,0.116,1.139
2021-02-07,61,334238,23,81511,415749,246,66939,29,12104,0.118,308,0.094,0.799
2021-02-08,61,334299,9,81520,415819,291,67230,29,12133,0.1,338,0.086,0.861
2021-02-09,77,334376,21,81541,415917,1235,68465,77,12210,0.062,1369,0.056,0.902
2021-02-10,64,334440,24,81565,416005,1264,69729,,12210,,1338,,0.945
2021-02-11,61,334501,17,81582,416083,1047,70776,,12210,,1047,,1.0
2021-02-12,139,334640,37,81619,416259,951,71727,,12210,,993,,0.958
2021-02-13,64,334704,22,81641,416345,625,72352,,12210,,387,,1.615
2021-02-14,44,334748,23,81664,416412,333,72685,,12210,,244,,1.365
2021-02-15,43,334791,18,81682,416473,657,73342,,12210,,746,,0.881
2021-02-16,50,334841,19,81701,416542,974,74316,,12210,,1100,,0.885
2021-02-17,42,334883,15,81716,416599,769,75085,,12210,,875,,0.879
2021-02-18,55,334938,17,81733,416671,717,75802,,12210,,911,,0.787
2021-02-19,55,334993,9,81742,416735,850,76652,,12210,,960,,0.885
2021-02-20,48,335041,13,81755,416796,407,77059,,12210,,419,,0.971
2021-02-21,32,335073,16,81771,416844,234,77293,,12210,,250,,0.936
2021-02-22,58,335131,15,81786,416917,702,77995,,12210,,903,,0.777
2021-02-23,50,335181,11,81797,416978,969,78964,,12210,,1095,,0.885
2021-02-24,43,335224,20,81817,417041,744,79708,,12210,,859,,0.866
2021-02-25,38,335262,18,81835,417097,834,80542,,12210,,920,,0.907
2021-02-26,36,335298,14,81849,417147,849,81391,,12210,,949,,0.895
2021-02-27,32,335330,8,81857,417187,422,81813,,12210,,455,,0.927
2021-02-28,55,335385,13,81870,417255,213,82026,,12210,,246,,0.866
2021-03-01,42,335427,13,81883,417310,589,82615,,12210,,730,,0.807
2021-03-02,52,335479,10,81893,417372,1028,83643,,12210,,1212,,0.848
2021-03-03,42,335521,19,81912,417433,930,84573,,12210,,1022,,0.91
2021-03-04,54,335575,21,81933,417508,758,85331,,12210,,885,,0.856
2021-03-05,47,335622,17,81950,417572,786,86117,,12210,,926,,0.849
2021-03-06,43,335665,11,81961,417626,382,86499,,12210,,384,,0.995
2021-03-07,36,335701,7,81968,417669,180,86679,,12210,,211,,0.853
2021-03-08,31,335732,6,81974,417706,633,87312,,12210,,743,,0.852
2021-03-09,53,335785,10,81984,417769,824,88136,,12210,,960,,0.858
2021-03-10,43,335828,10,81994,417822,762,88898,,12210,,862,,0.884
2021-03-11,45,335873,14,82008,417881,664,89562,,12210,,772,,0.86
2021-03-12,38,335911,7,82015,417926,549,90111,,12210,,852,,0.644
2021-03-13,36,335947,15,82030,417977,692,90803,,12210,,482,,1.436
2021-03-14,27,335974,10,82040,418014,183,90986,,12210,,205,,0.893
2021-03-15,47,336021,14,82054,418075,772,91758,,12210,,921,,0.838
2021-03-16,37,336058,16,82070,418128,717,92475,,12210,,1114,,0.644
2021-03-17,34,336092,15,82085,418177,981,93456,,12210,,976,,1.005
2021-03-18,50,336142,7,82092,418234,820,94276,,12210,,944,,0.869
2021-03-19,40,336182,9,82101,418283,915,95191,,12210,,1034,,0.885
2021-03-20,31,336213,7,82108,418321,480,95671,,12210,,518,,0.927
2021-03-21,34,336247,14,82122,418369,249,95920,,12210,,290,,0.859
2021-03-22,30,336277,10,82132,418409,777,96697,,12210,,988,,0.786
2021-03-23,60,336337,9,82141,418478,1201,97898,,12210,,1290,,0.931
2021-03-24,58,336395,14,82155,418550,1061,98959,,12210,,1163,,0.912
2021-03-25,47,336442,13,82168,418610,931,99890,,12210,,1037,,0.898
2021-03-26,35,336477,14,82182,418659,1090,100980,,12210,,1252,,0.871
2021-03-27,35,336512,9,82191,418703,654,101634,,12210,,641,,1.02
2021-03-28,44,336556,19,82210,418766,277,101911,,12210,,289,,0.958
2021-03-29,46,336602,8,82218,418820,932,102843,,12210,,1084,,0.86
2021-03-30,50,336652,10,82228,418880,1368,104211,,12210,,1572,,0.87
2021-03-31,55,336707,9,82237,418944,1228,105439,,12210,,1340,,0.916
2021-04-01,49,336756,10,82247,419003,1062,106501,,12210,,1172,,0.906
2021-04-02,50,336806,22,82269,419075,1106,107607,,12210,,1300,,0.851
2021-04-03,29,336835,9,82278,419113,694,108301,,12210,,721,,0.963
2021-04-04,34,336869,9,82287,419156,263,108564,,12210,,283,,0.929
2021-04-05,43,336912,14,82301,419213,235,108799,,12210,,273,,0.861
2021-04-06,47,336959,6,82307,419266,1028,109827,,12210,,1193,,0.862
2021-04-07,39,336998,10,82317,419315,1370,111197,103,12313,0.075,1531,0.067,0.895
2021-04-08,38,337036,9,82326,419362,1136,112333,93,12406,0.082,1284,0.072,0.885
2021-04-09,41,337077,19,82345,419422,1128,113461,85,12491,0.075,1257,0.068,0.897
2021-04-10,34,337111,6,82351,419462,556,114017,42,12533,0.076,549,0.077,1.013
2021-04-11,31,337142,9,82360,419502,262,114279,16,12549,0.061,291,0.055,0.9
2021-04-12,46,337188,1,82361,419549,896,115175,60,12609,0.067,1050,0.057,0.853
2021-04-13,30,337218,8,82369,419587,1130,116305,80,12689,0.071,1236,0.065,0.914
2021-04-14,87,337305,10,82379,419684,781,117086,51,12740,0.065,894,0.057,0.874
2021-04-15,102,337407,19,82398,419805,734,117820,36,12776,0.049,862,0.042,0.852
2021-04-16,86,337493,12,82410,419903,660,118480,32,12808,0.048,772,0.041,0.855
2021-04-17,46,337539,10,82420,419959,418,118898,40,12848,0.096,476,0.084,0.878
2021-04-18,49,337588,7,82427,420015,185,119083,14,12862,0.076,233,0.06,0.794
2021-04-19,45,337633,12,82439,420072,605,119688,34,12896,0.056,726,0.047,0.833
2021-04-20,60,337693,9,82448,420141,876,120564,48,12944,0.055,1040,0.046,0.842
2021-04-21,36,337729,5,82453,420182,659,121223,37,12981,0.056,744,0.05,0.886
2021-04-22,32,337761,10,82463,420224,755,121978,49,13030,0.065,901,0.054,0.838
2021-04-23,43,337804,6,82469,420273,743,122721,44,13074,0.059,831,0.053,0.894
2021-04-24,31,337835,5,82474,420309,386,123107,26,13100,0.067,417,0.062,0.926
2021-04-25,32,337867,4,82478,420345,155,123262,17,13117,0.11,192,0.089,0.807
2021-04-26,48,337915,7,82485,420400,680,123942,43,13160,0.063,810,0.053,0.84
2021-04-27,35,337950,12,82497,420447,376,124318,26,13186,0.069,404,0.064,0.931
2021-04-28,42,337992,9,82506,420498,796,125114,42,13228,0.053,921,0.046,0.864
2021-04-29,33,338025,8,82514,420539,878,125992,68,13296,0.077,949,0.072,0.925
2021-04-30,26,338051,10,82524,420575,906,126898,70,13366,0.077,1019,0.069,0.889
2021-05-01,20,338071,3,82527,420598,307,127205,24,13390,0.078,367,0.065,0.837
2021-05-02,44,338115,8,82535,420650,174,127379,15,13405,0.086,210,0.071,0.829
2021-05-03,47,338162,8,82543,420705,755,128134,49,13454,0.065,893,0.055,0.845
2021-05-04,45,338207,4,82547,420754,861,128995,59,13513,0.069,930,0.063,0.926
2021-05-05,35,338242,14,82561,420803,737,129732,35,13548,0.047,777,0.045,0.949
2021-05-06,67,338309,11,82572,420881,574,130306,20,13568,0.035,609,0.033,0.943
2021-05-07,78,338387,8,82580,420967,601,130907,34,13602,0.057,634,0.054,0.948
2021-05-08,34,338421,7,82587,421008,283,131190,13,13615,0.046,291,0.045,0.973
2021-05-09,45,338466,3,82590,421056,118,131308,6,13621,0.051,146,0.041,0.808
2021-05-10,50,338516,9,82599,421115,439,131747,24,13645,0.055,491,0.049,0.894
2021-05-11,47,338563,7,82606,421169,640,132387,25,13670,0.039,730,0.034,0.877
2021-05-12,42,338605,9,82615,421220,464,132851,39,13709,0.084,599,0.065,0.775
2021-05-13,62,338667,15,82630,421297,412,133263,23,13732,0.056,472,0.049,0.873
2021-05-14,73,338740,20,82650,421390,466,133729,30,13762,0.064,496,0.06,0.94
2021-05-15,36,338776,14,82664,421440,238,133967,21,13783,0.088,293,0.072,0.812
2021-05-16,46,338822,10,82674,421496,94,134061,5,13788,0.053,115,0.043,0.817
2021-05-17,48,338870,12,82686,421556,445,134506,28,13816,0.063,497,0.056,0.895
2021-05-18,53,338923,10,82696,421619,507,135013,34,13850,0.067,538,0.063,0.942
2021-05-19,50,338973,10,82706,421679,323,135336,10,13860,0.031,358,0.028,0.902
2021-05-20,37,339010,8,82714,421724,275,135611,18,13878,0.065,334,0.054,0.823
2021-05-21,51,339061,22,82736,421797,341,135952,11,13889,0.032,382,0.029,0.893
2021-05-22,33,339094,10,82746,421840,167,136119,9,13898,0.054,158,0.057,1.057
2021-05-23,47,339141,9,82755,421896,73,136192,,13898,,84,,0.869
2021-05-24,40,339181,11,82766,421947,282,136474,16,13914,0.057,323,0.05,0.873
2021-05-25,42,339223,8,82774,421997,340,136814,20,13934,0.059,391,0.051,0.87
2021-05-26,48,339271,10,82784,422055,351,137165,29,13963,0.083,367,0.079,0.956
2021-05-27,38,339309,1,82785,422094,272,137437,15,13978,0.055,289,0.052,0.941
2021-05-28,21,339330,6,82791,422121,321,137758,23,14001,0.072,356,0.065,0.902
2021-05-29,29,339359,5,82796,422155,118,137876,9,14010,0.076,137,0.066,0.861
2021-05-30,26,339385,5,82801,422186,75,137951,2,14012,0.027,92,0.022,0.815
2021-05-31,43,339428,8,82809,422237,267,138218,11,14023,0.041,323,0.034,0.827
2021-06-01,50,339478,6,82815,422293,357,138575,18,14041,0.05,373,0.048,0.957
2021-06-02,55,339533,12,82827,422360,242,138817,21,14062,0.087,273,0.077,0.886
2021-06-03,64,339597,8,82835,422432,244,139061,15,14077,0.061,280,0.054,0.871
2021-06-04,54,339651,8,82843,422494,212,139273,11,14088,0.052,247,0.045,0.858
2021-06-05,42,339693,2,82845,422538,163,139436,9,14097,0.055,157,0.057,1.038
2021-06-06,35,339728,13,82858,422586,47,139483,3,14100,0.064,58,0.052,0.81
2021-06-07,52,339780,5,82863,422643,200,139683,15,14115,0.075,220,0.068,0.909
2021-06-08,59,339839,14,82877,422716,244,139927,13,14128,0.053,254,0.051,0.961
2021-06-09,59,339898,5,82882,422780,183,140110,11,14139,0.06,195,0.056,0.938
2021-06-10,52,339950,5,82887,422837,110,140220,7,14146,0.064,123,0.057,0.894
2021-06-11,95,340045,11,82898,422943,108,140328,5,14151,0.046,126,0.04,0.857
2021-06-12,54,340099,12,82910,423009,80,140408,2,14153,0.025,91,0.022,0.879
2021-06-13,40,340139,4,82914,423053,24,140432,1,14154,0.042,24,0.042,1.0
2021-06-14,38,340177,11,82925,423102,95,140527,1,14155,0.011,113,0.009,0.841
2021-06-15,69,340246,15,82940,423186,90,140617,2,14157,0.022,117,0.017,0.769
2021-06-16,54,340300,10,82950,423250,73,140690,2,14159,0.027,84,0.024,0.869
2021-06-17,52,340352,6,82956,423308,72,140762,1,14160,0.014,89,0.011,0.809
2021-06-18,62,340414,9,82965,423379,72,140834,1,14161,0.014,84,0.012,0.857
2021-06-19,46,340460,9,82974,423434,16,140850,,14161,,26,,0.615
2021-06-20,35,340495,4,82978,423473,12,140862,1,14162,0.083,19,0.053,0.632
2021-06-21,55,340550,11,82989,423539,52,140914,1,14163,0.019,67,0.015,0.776
2021-06-22,67,340617,8,82997,423614,46,140960,,14163,,54,,0.852
2021-06-23,71,340688,7,83004,423692,31,140991,1,14164,0.032,43,0.023,0.721
2021-06-24,79,340767,11,83015,423782,34,141025,1,14165,0.029,46,0.022,0.739
2021-06-25,38,340805,5,83020,423825,11,141036,,14165,,11,,1.0
2021-06-26,39,340844,10,83030,423874,12,141048,1,14166,0.083,19,0.053,0.632
2021-06-27,33,340877,9,83039,423916,3,141051,,14166,,11,,0.273
2021-06-28,51,340928,12,83051,423979,31,141082,,14166,,36,,0.861
2021-06-29,54,340982,8,83059,424041,38,141120,1,14167,0.026,47,0.021,0.809
2021-06-30,58,341040,9,83068,424108,21,141141,2,14169,0.095,23,0.087,0.913
2021-07-01,161,341201,9,83077,424278,19,141160,,14169,,24,,0.792
2021-07-02,103,341304,21,83098,424402,26,141186,3,14172,0.115,30,0.1,0.867
2021-07-03,64,341368,10,83108,424476,7,141193,,14172,,9,,0.778
2021-07-04,61,341429,7,83115,424544,6,141199,,14172,,8,,0.75
2021-07-05,110,341539,8,83123,424662,43,141242,1,14173,0.023,48,0.021,0.896
2021-07-06,188,341727,16,83139,424866,66,141308,3,14176,0.045,73,0.041,0.904
2021-07-07,152,341879,11,83150,425029,69,141377,1,14177,0.014,69,0.014,1.0
2021-07-08,143,342022,18,83168,425190,76,141453,4,14181,0.053,81,0.049,0.938
2021-07-09,145,342167,10,83178,425345,73,141526,2,14183,0.027,81,0.025,0.901
2021-07-10,113,342280,8,83186,425466,20,141546,1,14184,0.05,24,0.042,0.833
2021-07-11,121,342401,5,83191,425592,8,141554,,14184,,11,,0.727
2021-07-12,127,342528,17,83208,425736,71,141625,2,14186,0.028,84,0.024,0.845
2021-07-13,140,342668,13,83221,425889,70,141695,2,14188,0.029,83,0.024,0.843
2021-07-14,133,342801,12,83233,426034,47,141742,,14188,,56,,0.839
2021-07-15,149,342950,21,83254,426204,60,141802,3,14191,0.05,63,0.048,0.952
2021-07-16,169,343119,14,83268,426387,58,141860,1,14192,0.017,61,0.016,0.951
2021-07-17,99,343218,15,83283,426501,22,141882,,14192,,21,,1.048
2021-07-18,84,343302,8,83291,426593,7,141889,1,14193,0.143,9,0.111,0.778
2021-07-19,51,343353,14,83305,426658,73,141962,3,14196,0.041,89,0.034,0.82
2021-07-20,85,343438,12,83317,426755,99,142061,3,14199,0.03,110,0.027,0.9
2021-07-21,89,343527,17,83334,426861,66,142127,1,14200,0.015,70,0.014,0.943
2021-07-22,115,343642,11,83345,426987,51,142178,,14200,,58,,0.879
2021-07-23,174,343816,17,83362,427178,75,142253,3,14203,0.04,93,0.032,0.806
2021-07-24,111,343927,11,83373,427300,31,142284,2,14205,0.065,32,0.062,0.969
2021-07-25,113,344040,8,83381,427421,17,142301,1,14206,0.059,21,0.048,0.81
2021-07-26,165,344205,20,83401,427606,93,142394,1,14207,0.011,106,0.009,0.877
2021-07-27,128,344333,11,83412,427745,69,142463,6,14213,0.087,85,0.071,0.812
2021-07-28,107,344440,9,83421,427861,100,142563,,14213,,99,,1.01
2021-07-29,80,344520,11,83432,427952,101,142664,3,14216,0.03,117,0.026,0.863
2021-07-30,156,344676,14,83446,428122,119,142783,3,14219,0.025,135,0.022,0.881
2021-07-31,111,344787,6,83452,428239,51,142834,,14219,,58,,0.879
2021-08-01,110,344897,16,83468,428365,29,142863,3,14222,0.103,31,0.097,0.935
2021-08-02,134,345031,24,83492,428523,159,143022,4,14226,0.025,181,0.022,0.878
2021-08-03,106,345137,7,83499,428636,128,143150,2,14228,0.016,139,0.014,0.921
2021-08-04,81,345218,12,83511,428729,122,143272,3,14231,0.025,139,0.022,0.878
2021-08-05,125,345343,6,83517,428860,127,143399,2,14233,0.016,143,0.014,0.888
2021-08-06,146,345489,28,83545,429034,119,143518,4,14237,0.034,134,0.03,0.888
2021-08-07,75,345564,9,83554,429118,61,143579,5,14242,0.082,67,0.075,0.91
2021-08-08,101,345665,20,83574,429239,48,143627,2,14244,0.042,46,0.043,1.043
2021-08-09,69,345734,22,83596,429330,179,143806,8,14252,0.045,219,0.037,0.817
2021-08-10,96,345830,16,83612,429442,217,144023,9,14261,0.041,247,0.036,0.879
2021-08-11,76,345906,10,83622,429528,220,144243,8,14269,0.036,250,0.032,0.88
