date,vaccination.administered,vaccination.administered.todate,vaccination.administered2nd,vaccination.administered2nd.todate,vaccination.administered3rd,vaccination.administered3rd.todate,vaccination.used.todate,vaccination.pfizer.used.todate,vaccination.moderna.used.todate,vaccination.az.used.todate,vaccination.janssen.used.todate,vaccination.novavax.used.todate,vaccination.delivered.todate,vaccination.pfizer.delivered,vaccination.pfizer.delivered.todate,vaccination.moderna.delivered,vaccination.moderna.delivered.todate,vaccination.az.delivered,vaccination.az.delivered.todate,vaccination.janssen.delivered,vaccination.janssen.delivered.todate,vaccination.novavax.delivered,vaccination.novavax.delivered.todate,vaccination.age.0-11.1st.todate,vaccination.age.0-11.2nd.todate,vaccination.age.0-11.3rd.todate,vaccination.age.12-17.1st.todate,vaccination.age.12-17.2nd.todate,vaccination.age.12-17.3rd.todate,vaccination.age.18-24.1st.todate,vaccination.age.18-24.2nd.todate,vaccination.age.18-24.3rd.todate,vaccination.age.25-29.1st.todate,vaccination.age.25-29.2nd.todate,vaccination.age.25-29.3rd.todate,vaccination.age.30-34.1st.todate,vaccination.age.30-34.2nd.todate,vaccination.age.30-34.3rd.todate,vaccination.age.35-39.1st.todate,vaccination.age.35-39.2nd.todate,vaccination.age.35-39.3rd.todate,vaccination.age.40-44.1st.todate,vaccination.age.40-44.2nd.todate,vaccination.age.40-44.3rd.todate,vaccination.age.45-49.1st.todate,vaccination.age.45-49.2nd.todate,vaccination.age.45-49.3rd.todate,vaccination.age.50-54.1st.todate,vaccination.age.50-54.2nd.todate,vaccination.age.50-54.3rd.todate,vaccination.age.55-59.1st.todate,vaccination.age.55-59.2nd.todate,vaccination.age.55-59.3rd.todate,vaccination.age.60-64.1st.todate,vaccination.age.60-64.2nd.todate,vaccination.age.60-64.3rd.todate,vaccination.age.65-69.1st.todate,vaccination.age.65-69.2nd.todate,vaccination.age.65-69.3rd.todate,vaccination.age.70-74.1st.todate,vaccination.age.70-74.2nd.todate,vaccination.age.70-74.3rd.todate,vaccination.age.75-79.1st.todate,vaccination.age.75-79.2nd.todate,vaccination.age.75-79.3rd.todate,vaccination.age.80-84.1st.todate,vaccination.age.80-84.2nd.todate,vaccination.age.80-84.3rd.todate,vaccination.age.85-89.1st.todate,vaccination.age.85-89.2nd.todate,vaccination.age.85-89.3rd.todate,vaccination.age.90+.1st.todate,vaccination.age.90+.2nd.todate,vaccination.age.90+.3rd.todate
2022-04-06,40,1264869,98,1220467,808,643279,2981369,2278702,239101,327043,136461,62,4785560,,3422760,,672600,,375800,,230400,,84000,2319,1735,4,37583,35232,785,85923,81581,22909,63920,60831,19121,71531,67936,21596,83950,79638,27598,100209,95304,37615,104250,99543,44851,104898,101035,51795,114692,111193,64052,110971,108568,70646,112312,110395,80200,97376,95978,74026,67419,66475,51590,55423,54491,41286,33864,33040,23820,18229,17492,11385
2022-04-07,27,1264896,67,1220534,756,644035,2982211,2279479,239158,327043,136461,70,4786760,,3422760,1200,673800,,375800,,230400,,84000,2319,1735,4,37585,35236,797,85928,81589,22987,63926,60843,19180,71534,67941,21649,83953,79644,27667,100209,95310,37681,104252,99550,44923,104898,101042,51858,114692,111195,64124,110971,108570,70703,112312,110399,80254,97378,95979,74066,67420,66475,51616,55425,54492,41303,33864,33041,23834,18230,17493,11389
2022-04-08,36,1264932,89,1220623,638,644673,2982967,2280172,239211,327043,136462,79,4786760,,3422760,,673800,,375800,,230400,,84000,2321,1735,6,37586,35245,806,85930,81603,23040,63928,60850,19217,71537,67946,21693,83954,79652,27732,100213,95319,37744,104257,99556,44977,104903,101050,51910,114693,111202,64180,110973,108573,70764,112312,110401,80300,97378,95983,74101,67422,66475,51634,55426,54496,41323,33867,33044,23849,18232,17493,11397
2022-04-09,1,1264933,7,1220630,35,644708,2983009,2280214,239211,327043,136462,79,4786760,,3422760,,673800,,375800,,230400,,84000,2321,1735,6,37586,35248,806,85930,81604,23047,63928,60850,19218,71537,67947,21694,83954,79654,27735,100213,95319,37748,104257,99556,44983,104903,101050,51913,114694,111202,64185,110973,108573,70766,112312,110401,80301,97378,95983,74101,67422,66475,51634,55426,54496,41323,33867,33044,23850,18232,17493,11398
2022-04-10,3,1264936,2,1220632,15,644723,2983029,2280234,239211,327043,136462,79,4786760,,3422760,,673800,,375800,,230400,,84000,2321,1735,6,37588,35248,806,85930,81604,23048,63928,60850,19221,71537,67948,21698,83955,79655,27736,100213,95319,37748,104257,99556,44984,104903,101050,51915,114694,111202,64186,110973,108573,70768,112312,110401,80301,97378,95983,74101,67422,66475,51634,55426,54496,41323,33867,33044,23850,18232,17493,11398
2022-04-11,18,1264954,32,1220664,300,645023,2983376,2280545,239242,327043,136463,83,4786760,,3422760,,673800,,375800,,230400,,84000,2321,1737,6,37589,35251,810,85933,81609,23082,63930,60850,19239,71537,67950,21721,83957,79658,27760,100214,95321,37781,104259,99558,45021,104904,101053,51947,114696,111204,64213,110974,108577,70796,112314,110404,80313,97378,95983,74112,67423,66476,51639,55426,54496,41329,33867,33044,23853,18232,17493,11401
2022-04-12,33,1264987,46,1220710,267,645290,2983715,2280874,239249,327044,136463,85,4786760,,3422760,,673800,,375800,,230400,,84000,2322,1738,6,37594,35253,814,85934,81612,23114,63931,60856,19256,71541,67955,21745,83965,79666,27787,100219,95325,37816,104265,99563,45049,104904,101057,51969,114696,111207,64232,110975,108581,70813,112314,110404,80333,97378,95983,74122,67424,66476,51646,55426,54497,41334,33867,33044,23853,18232,17493,11401
2022-04-13,25,1265012,94,1220804,551,645841,2984375,2281510,239270,327044,136465,86,4786760,,3422760,,673800,,375800,,230400,,84000,2323,1749,7,37596,35259,826,85937,81621,23157,63934,60863,19294,71543,67963,21781,83967,79673,27839,100224,95337,37856,104265,99569,45111,104907,101065,52017,114696,111215,64283,110976,108584,70853,112315,110405,80371,97378,95986,74147,67425,66476,51659,55426,54498,41350,33867,33045,23879,18233,17496,11411
2022-04-14,40,1265052,64,1220868,619,646460,2985091,2282205,239288,327044,136466,88,4787960,,3422760,1200,675000,,375800,,230400,,84000,2332,1760,7,37603,35270,835,85942,81625,23219,63936,60866,19331,71545,67963,21812,83968,79679,27875,100228,95340,37893,104267,99572,45169,104908,101072,52054,114698,111220,64324,110976,108588,70899,112316,110407,80412,97379,95987,74177,67425,66476,51689,55428,54498,41386,33868,33048,23927,18233,17497,11451
2022-04-15,24,1265076,64,1220932,520,646980,2985695,2282772,239320,327044,136466,93,4787960,,3422760,,675000,,375800,,230400,,84000,2333,1763,7,37607,35279,848,85945,81634,23275,63939,60870,19363,71547,67966,21847,83971,79684,27913,100229,95345,37944,104268,99577,45217,104908,101077,52093,114700,111224,64364,110976,108589,70930,112317,110413,80431,97379,95988,74198,67427,66478,51709,55428,54498,41400,33869,33049,23963,18233,17498,11478
2022-04-16,1,1265077,2,1220934,23,647003,2985721,2282798,239320,327044,136466,93,4787960,,3422760,,675000,,375800,,230400,,84000,2333,1763,7,37608,35279,848,85945,81634,23279,63939,60870,19364,71547,67967,21850,83971,79685,27916,100229,95345,37945,104268,99577,45219,104908,101077,52097,114700,111224,64365,110976,108589,70931,112317,110413,80433,97379,95988,74198,67427,66478,51710,55428,54498,41400,33869,33049,23963,18233,17498,11478
2022-04-17,1,1265078,1,1220935,4,647007,2985727,2282804,239320,327044,136466,93,4787960,,3422760,,675000,,375800,,230400,,84000,2333,1763,7,37608,35279,848,85946,81634,23281,63939,60870,19364,71547,67967,21850,83971,79685,27916,100229,95346,37946,104268,99577,45219,104908,101077,52098,114700,111224,64365,110976,108589,70931,112317,110413,80433,97379,95988,74198,67427,66478,51710,55428,54498,41400,33869,33049,23963,18233,17498,11478
2022-04-18,1,1265079,2,1220937,7,647014,2985736,2282813,239320,327044,136466,93,4787960,,3422760,,675000,,375800,,230400,,84000,2333,1763,7,37608,35280,848,85946,81634,23281,63939,60870,19365,71547,67967,21852,83971,79685,27916,100230,95347,37947,104268,99577,45219,104908,101077,52098,114700,111224,64365,110976,108589,70931,112317,110413,80433,97379,95988,74200,67427,66478,51710,55428,54498,41401,33869,33049,23963,18233,17498,11478
2022-04-19,22,1265101,44,1220981,256,647270,2986050,2283118,239328,327044,136467,93,4844120,56160,3478920,,675000,,375800,,230400,,84000,2334,1763,7,37611,35283,853,85948,81640,23310,63942,60871,19386,71549,67971,21873,83972,79691,27943,100232,95352,37981,104269,99584,45245,104910,101081,52111,114700,111226,64387,110977,108591,70948,112318,110416,80448,97379,95988,74212,67428,66479,51717,55428,54498,41404,33870,33049,23964,18234,17498,11481
2022-04-20,23,1265124,59,1221040,469,647739,2986596,2283643,239347,327044,136467,95,4844120,,3478920,,675000,,375800,,230400,,84000,2335,1765,7,37612,35288,859,85950,81647,23355,63944,60882,19424,71553,67976,21895,83976,79695,27977,100234,95355,38037,104270,99589,45308,104913,101085,52155,114701,111230,64431,110978,108594,70986,112318,110416,80473,97379,95989,74230,67428,66479,51725,55429,54500,41418,33870,33050,23974,18234,17500,11485
2022-04-21,32,1265156,33,1221073,457,648196,2987112,2284119,239384,327044,136467,98,4844120,,3478920,,675000,,375800,,230400,,84000,2335,1765,7,37622,35294,876,85955,81649,23393,63947,60886,19464,71554,67978,21937,83978,79697,28016,100238,95360,38077,104275,99592,45348,104915,101086,52205,114701,111231,64473,110978,108595,71015,112318,110419,80497,97379,95989,74249,67428,66480,51738,55429,54502,41432,33870,33050,23983,18234,17500,11486
2022-04-22,23,1265179,66,1221139,408,648604,2987600,2284578,239411,327044,136467,100,4844120,,3478920,,675000,,375800,,230400,,84000,2335,1765,7,37626,35300,891,85958,81656,23436,63948,60889,19496,71561,67986,21971,83980,79705,28043,100239,95363,38122,104276,99598,45392,104916,101093,52246,114701,111237,64506,110979,108598,71045,112318,110421,80521,97379,95989,74264,67429,66482,51746,55429,54504,41440,33871,33050,23985,18234,17503,11493
2022-04-23,2,1265181,6,1221145,33,648637,2987641,2284616,239411,327044,136470,100,4844120,,3478920,,675000,,375800,,230400,,84000,2335,1765,7,37626,35300,892,85959,81656,23440,63949,60890,19502,71561,67986,21974,83980,79706,28048,100239,95364,38127,104276,99599,45394,104916,101095,52250,114701,111237,64508,110979,108598,71046,112318,110421,80521,97379,95989,74264,67429,66482,51746,55429,54504,41440,33871,33050,23985,18234,17503,11493
2022-04-24,2,1265183,1,1221146,14,648651,2987656,2284631,239411,327044,136470,100,4844120,,3478920,,675000,,375800,,230400,,84000,2335,1765,7,37626,35300,892,85959,81656,23442,63951,60891,19508,71561,67986,21975,83980,79706,28049,100239,95364,38129,104276,99599,45394,104916,101095,52250,114701,111237,64508,110979,108598,71046,112318,110421,80522,97379,95989,74265,67429,66482,51746,55429,54504,41440,33871,33050,23985,18234,17503,11493
2022-04-25,8,1265191,15,1221161,227,648878,2987904,2284868,239422,327044,136470,100,4844120,,3478920,,675000,,375800,,230400,,84000,2336,1766,7,37629,35301,897,85960,81657,23480,63951,60893,19526,71562,67988,21995,83981,79708,28063,100239,95365,38154,104276,99599,45420,104917,101098,52278,114701,111238,64532,110979,108598,71057,112318,110422,80528,97379,95989,74270,67429,66482,51751,55429,54504,41441,33871,33050,23985,18234,17503,11494
2022-04-26,23,1265214,41,1221202,334,649212,2988298,2285254,239428,327044,136470,102,4997390,153270,3632190,,675000,,375800,,230400,,84000,2337,1769,7,37631,35303,901,85963,81663,23512,63954,60901,19549,71565,67991,22014,83982,79708,28093,100241,95368,38189,104279,99601,45453,104918,101102,52317,114701,111241,64555,110979,108601,71078,112322,110424,80548,97379,95990,74288,67429,66482,51758,55429,54504,41449,33871,33051,23994,18234,17503,11507
2022-04-27,3,1265217,1,1221203,16,649228,2988318,2285273,239428,327044,136471,102,4997390,,3632190,,675000,,375800,,230400,,84000,2337,1769,7,37632,35303,901,85964,81663,23517,63954,60901,19551,71566,67991,22014,83982,79708,28096,100241,95368,38191,104279,99602,45454,104918,101102,52319,114701,111241,64556,110979,108601,71078,112322,110424,80548,97379,95990,74288,67429,66482,51758,55429,54504,41449,33871,33051,23994,18234,17503,11507
2022-04-28,11,1265228,14,1221217,181,649409,2988522,2285474,239431,327044,136471,102,4997390,,3632190,,675000,,375800,,230400,,84000,2337,1769,7,37636,35309,907,85965,81663,23535,63954,60903,19561,71567,67991,22028,83983,79709,28114,100241,95368,38207,104281,99604,45479,104918,101102,52334,114701,111241,64576,110979,108602,71094,112323,110424,80554,97380,95990,74294,67429,66482,51761,55429,54505,41456,33871,33051,23994,18234,17504,11508
2022-04-29,17,1265245,40,1221257,223,649632,2988799,2285718,239460,327044,136471,106,4998590,,3632190,1200,676200,,375800,,230400,,84000,2337,1769,7,37639,35312,911,85968,81670,23571,63955,60904,19581,71570,67994,22046,83984,79712,28133,100243,95374,38226,104281,99607,45490,104921,101107,52355,114702,111246,64599,110979,108605,71108,112323,110424,80568,97380,95990,74300,67429,66482,51767,55429,54506,41462,33871,33051,24000,18234,17504,11508
2022-04-30,,1265245,,1221257,14,649646,2988813,2285732,239460,327044,136471,106,4998590,,3632190,,676200,,375800,,230400,,84000,2337,1769,7,37639,35312,911,85968,81670,23574,63955,60904,19581,71570,67994,22047,83984,79712,28137,100243,95374,38227,104281,99607,45490,104921,101107,52358,114702,111246,64600,110979,108605,71108,112323,110424,80569,97380,95990,74300,67429,66482,51767,55429,54506,41462,33871,33051,24000,18234,17504,11508
2022-05-01,,1265245,,1221257,6,649652,2988819,2285738,239460,327044,136471,106,4998590,,3632190,,676200,,375800,,230400,,84000,2337,1769,7,37639,35312,912,85968,81670,23577,63955,60904,19581,71570,67994,22047,83984,79712,28137,100243,95374,38227,104281,99607,45492,104921,101107,52358,114702,111246,64600,110979,108605,71108,112323,110424,80569,97380,95990,74300,67429,66482,51767,55429,54506,41462,33871,33051,24000,18234,17504,11508
2022-05-02,,1265245,,1221257,11,649663,2988830,2285749,239460,327044,136471,106,4998590,,3632190,,676200,,375800,,230400,,84000,2337,1769,7,37639,35312,912,85968,81670,23578,63955,60904,19583,71570,67994,22048,83984,79712,28138,100243,95374,38227,104281,99607,45493,104921,101107,52358,114702,111246,64603,110979,108605,71108,112323,110424,80569,97380,95990,74301,67429,66482,51767,55429,54506,41463,33871,33051,24000,18234,17504,11508
2022-05-03,17,1265262,53,1221310,255,649918,2989150,2286057,239471,327044,136471,107,4998590,,3632190,,676200,,375800,,230400,,84000,2337,1769,7,37642,35317,917,85972,81672,23605,63955,60906,19607,71573,67998,22071,83985,79720,28153,100244,95382,38247,104282,99617,45520,104922,101111,52389,114703,111249,64625,110980,108609,71129,112323,110426,80582,97381,95990,74317,67429,66483,51768,55429,54506,41470,33871,33051,24002,18234,17504,11509
2022-05-04,17,1265279,44,1221354,366,650284,2989577,2286472,239480,327044,136471,110,4998590,,3632190,,676200,,375800,,230400,,84000,2337,1769,7,37648,35321,919,85973,81677,23640,63957,60913,19631,71574,68000,22097,83986,79721,28186,100245,95385,38285,104282,99620,45546,104922,101114,52428,114703,111253,64656,110982,108612,71163,112323,110430,80610,97381,95990,74335,67431,66484,51780,55430,54507,41475,33871,33052,24012,18234,17506,11514
2022-05-05,30,1265309,59,1221413,357,650641,2990019,2286893,239499,327044,136471,112,4998590,,3632190,,676200,,375800,,230400,,84000,2338,1769,7,37653,35327,928,85977,81679,23669,63957,60919,19651,71577,68004,22124,83988,79725,28213,100246,95390,38315,104283,99629,45590,104924,101118,52464,114703,111262,64684,110985,108614,71190,112326,110430,80631,97383,95991,74352,67434,66487,51795,55430,54509,41486,33871,33053,24021,18234,17507,11521
2022-05-06,36,1265345,48,1221461,360,651001,2990451,2287293,239530,327044,136471,113,4998590,,3632190,,676200,,375800,,230400,,84000,2338,1769,7,37658,35328,934,85980,81683,23701,63961,60922,19675,71582,68008,22150,83990,79727,28250,100247,95398,38347,104286,99635,45622,104926,101120,52506,114708,111265,64723,110986,108620,71216,112326,110433,80657,97383,95992,74371,67434,66490,51801,55432,54510,41494,33873,33053,24024,18235,17508,11523
2022-05-07,1,1265346,3,1221464,27,651028,2990482,2287324,239530,327044,136471,113,4998590,,3632190,,676200,,375800,,230400,,84000,2338,1769,7,37658,35330,934,85980,81683,23708,63961,60922,19678,71583,68009,22153,83990,79727,28253,100247,95398,38349,104286,99635,45625,104926,101120,52508,114708,111265,64723,110986,108620,71219,112326,110433,80657,97383,95992,74372,67434,66490,51801,55432,54510,41494,33873,33053,24024,18235,17508,11523
2022-05-08,1,1265347,1,1221465,9,651037,2990492,2287334,239530,327044,136471,113,4998590,,3632190,,676200,,375800,,230400,,84000,2338,1769,7,37658,35330,934,85980,81684,23711,63961,60922,19679,71583,68009,22154,83991,79727,28255,100247,95398,38350,104286,99635,45625,104926,101120,52509,114708,111265,64723,110986,108620,71219,112326,110433,80657,97383,95992,74372,67434,66490,51801,55432,54510,41494,33873,33053,24024,18235,17508,11523
2022-05-09,13,1265360,6,1221471,87,651124,2990594,2287434,239531,327045,136471,113,4998590,,3632190,,676200,,375800,,230400,,84000,2339,1769,8,37660,35331,934,85982,81685,23715,63961,60923,19683,71586,68009,22165,83992,79728,28265,100251,95399,38353,104286,99635,45636,104926,101120,52517,114708,111266,64735,110986,108620,71226,112326,110433,80662,97383,95992,74377,67434,66490,51803,55432,54510,41495,33873,33053,24025,18235,17508,11525
2022-05-10,14,1265374,27,1221498,225,651349,2990856,2287690,239535,327045,136471,115,4998590,,3632190,,676200,,375800,,230400,,84000,2339,1769,8,37660,35334,937,85984,81686,23731,63961,60925,19701,71588,68014,22179,83994,79730,28284,100252,95402,38374,104286,99639,45655,104927,101121,52542,114710,111268,64757,110988,108621,71254,112326,110435,80677,97385,95992,74390,67434,66490,51809,55432,54510,41497,33873,33053,24028,18235,17509,11526
2022-05-11,15,1265389,34,1221532,278,651627,2991180,2288003,239544,327045,136471,117,4998590,,3632190,,676200,,375800,,230400,,84000,2339,1772,8,37660,35336,943,85986,81688,23759,63961,60927,19713,71589,68017,22199,83995,79737,28303,100255,95406,38397,104287,99642,45679,104927,101125,52563,114713,111270,64785,110990,108621,71278,112326,110436,80701,97386,95993,74404,67434,66490,51825,55432,54510,41506,33874,33053,24037,18235,17509,11527
2022-05-12,39,1265428,46,1221578,231,651858,2991477,2288295,239546,327046,136472,118,4998590,,3632190,,676200,,375800,,230400,,84000,2352,1788,8,37663,35342,952,85989,81691,23777,63963,60930,19729,71590,68020,22223,83996,79739,28324,100258,95410,38421,104287,99645,45701,104928,101127,52584,114714,111270,64798,110993,108622,71294,112329,110437,80717,97388,95995,74415,67435,66490,51830,55432,54510,41514,33875,33053,24042,18236,17509,11529
2022-05-13,29,1265457,30,1221608,256,652114,2991787,2288581,239567,327046,136472,121,4998590,,3632190,,676200,,375800,,230400,,84000,2352,1789,8,37665,35348,956,85995,81695,23804,63966,60930,19749,71594,68022,22245,83999,79742,28349,100259,95413,38445,104288,99651,45722,104928,101128,52615,114714,111273,64820,110993,108622,71317,112331,110438,80734,97390,95995,74420,67436,66490,51837,55434,54510,41519,33876,33053,24045,18237,17509,11529
2022-05-14,1,1265458,2,1221610,10,652124,2991799,2288593,239567,327046,136472,121,4998590,,3632190,,676200,,375800,,230400,,84000,2352,1789,8,37665,35348,956,85996,81697,23806,63966,60930,19750,71594,68022,22247,83999,79742,28350,100259,95413,38446,104288,99651,45722,104928,101128,52616,114714,111273,64820,110993,108622,71318,112331,110438,80734,97390,95995,74420,67436,66490,51837,55434,54510,41520,33876,33053,24045,18237,17509,11529
2022-05-15,,1265458,,1221610,,652124,2991799,2288593,239567,327046,136472,121,4998590,,3632190,,676200,,375800,,230400,,84000,2352,1789,8,37665,35348,956,85996,81697,23806,63966,60930,19750,71594,68022,22247,83999,79742,28350,100259,95413,38446,104288,99651,45722,104928,101128,52616,114714,111273,64820,110993,108622,71318,112331,110438,80734,97390,95995,74420,67436,66490,51837,55434,54510,41520,33876,33053,24045,18237,17509,11529
2022-05-16,8,1265466,7,1221617,64,652188,2991878,2288668,239571,327046,136472,121,4998590,,3632190,,676200,,375800,,230400,,84000,2352,1789,8,37666,35348,957,85997,81697,23819,63967,60930,19758,71594,68025,22251,84000,79742,28354,100261,95416,38452,104289,99651,45730,104928,101129,52621,114715,111273,64822,110993,108622,71323,112331,110438,80735,97390,95995,74421,67436,66490,51840,55434,54510,41521,33876,33053,24046,18237,17509,11530
2022-05-17,10,1265476,36,1221653,109,652297,2992026,2288815,239572,327046,136472,121,4998590,,3632190,,676200,,375800,,230400,,84000,2354,1798,8,37667,35351,958,85999,81701,23826,63967,60933,19761,71594,68027,22260,84000,79745,28368,100263,95419,38462,104289,99655,45742,104929,101131,52627,114715,111273,64833,110993,108622,71329,112331,110440,80741,97390,95995,74431,67436,66490,51843,55434,54510,41522,33878,33053,24051,18237,17510,11535
2022-05-18,24,1265500,28,1221681,191,652488,2992265,2289046,239579,327046,136472,122,4998590,,3632190,,676200,,375800,,230400,,84000,2354,1799,8,37668,35356,960,85999,81702,23840,63968,60933,19778,71597,68030,22272,84001,79747,28386,100264,95419,38479,104290,99659,45758,104929,101135,52644,114718,111274,64849,110997,108625,71344,112334,110440,80749,97391,95996,74443,67436,66490,51851,55436,54511,41531,33880,33054,24056,18238,17511,11540
2022-05-19,21,1265521,30,1221711,274,652762,2992583,2289343,239594,327046,136474,126,5018790,,3632190,20200,696400,,375800,,230400,,84000,2355,1799,8,37672,35359,968,86004,81709,23864,63972,60935,19806,71597,68032,22287,84006,79751,28418,100265,95421,38504,104290,99660,45781,104929,101140,52669,114719,111275,64868,110997,108625,71362,112334,110442,80762,97391,95996,74452,67436,66490,51861,55436,54512,41542,33880,33054,24064,18238,17511,11546
2022-05-20,9,1265530,21,1221732,188,652950,2992797,2289542,239608,327046,136474,127,5018790,,3632190,,696400,,375800,,230400,,84000,2355,1803,8,37674,35360,968,86005,81710,23878,63972,60936,19814,71597,68033,22300,84008,79752,28429,100267,95424,38527,104290,99663,45797,104931,101141,52690,114719,111279,64884,110997,108625,71380,112334,110442,80770,97391,95996,74467,67436,66491,51868,55436,54512,41548,33880,33054,24071,18238,17511,11551
