date,rh.total,rh.employee.total,rh.occupant.total,rh.šmarje_pri_jelšah.spj.total,rh.šmarje_pri_jelšah.spj.employee,rh.šmarje_pri_jelšah.spj.occupant,rh.ljutomer.ljt.total,rh.ljutomer.ljt.employee,rh.ljutomer.ljt.occupant,rh.metlika.met.total,rh.metlika.met.employee,rh.metlika.met.occupant,rh.horjul.hor.total,rh.horjul.hor.employee,rh.horjul.hor.occupant,rh.ljubljana.bok.total,rh.ljubljana.bok.employee,rh.ljubljana.bok.occupant,rh.naklo.nak.total,rh.naklo.nak.employee,rh.naklo.nak.occupant,rh.domžale.mbd.total,rh.domžale.mbd.employee,rh.domžale.mbd.occupant,rh.štore.sto.total,rh.štore.sto.employee,rh.štore.sto.occupant,rh.idrija.bor.total,rh.idrija.bor.employee,rh.idrija.bor.occupant,rh.radovljica.rdl.total,rh.radovljica.rdl.employee,rh.radovljica.rdl.occupant,rh.ljubljana.kol.total,rh.ljubljana.kol.employee,rh.ljubljana.kol.occupant,rh.murska_sobota.rakm.total,rh.murska_sobota.rakm.employee,rh.murska_sobota.rakm.occupant,rh.maribor.dmm.total,rh.maribor.dmm.employee,rh.maribor.dmm.occupant,rh.postojna.tkp.total,rh.postojna.tkp.employee,rh.postojna.tkp.occupant,rh.ljubljana.trn.total,rh.ljubljana.trn.employee,rh.ljubljana.trn.occupant,rh.vipava.zpv.total,rh.vipava.zpv.employee,rh.vipava.zpv.occupant,rh.postojna.dutp.total,rh.postojna.dutp.employee,rh.postojna.dutp.occupant,rh.hrastnik.hra.total,rh.hrastnik.hra.employee,rh.hrastnik.hra.occupant,rh.radenci.rad.total,rh.radenci.rad.employee,rh.radenci.rad.occupant,rh.velenje.vel.total,rh.velenje.vel.employee,rh.velenje.vel.occupant,rh.sevnica.zdm.total,rh.sevnica.zdm.employee,rh.sevnica.zdm.occupant,rh.novo_mesto.nm.total,rh.novo_mesto.nm.employee,rh.novo_mesto.nm.occupant,rh.celje.sjc.total,rh.celje.sjc.employee,rh.celje.sjc.occupant,rh.trebnje.tre.total,rh.trebnje.tre.employee,rh.trebnje.tre.occupant,rh.dravograd.dra.total,rh.dravograd.dra.employee,rh.dravograd.dra.occupant,rh.sevnica.sev.total,rh.sevnica.sev.employee,rh.sevnica.sev.occupant,rh.preddvor.prd.total,rh.preddvor.prd.employee,rh.preddvor.prd.occupant,rh.ljubljana.sis.total,rh.ljubljana.sis.employee,rh.ljubljana.sis.occupant,rh.maribor.dmt.total,rh.maribor.dmt.employee,rh.maribor.dmt.occupant,rh.žalec.zal.total,rh.žalec.zal.employee,rh.žalec.zal.occupant,rh.tujina.aus.total,rh.tujina.aus.employee,rh.tujina.aus.occupant,rh.tujina.trs.total,rh.tujina.trs.employee,rh.tujina.trs.occupant
2020-06-25,460,137,323,181,57,124,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,2,,2,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,3,3,
2020-06-26,460,137,323,181,57,124,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,2,,2,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,3,3,
2020-06-27,460,137,323,181,57,124,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,2,,2,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,3,3,
2020-06-28,460,137,323,181,57,124,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,2,,2,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,3,3,
2020-06-29,460,137,323,181,57,124,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,2,,2,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,3,3,
2020-06-30,460,137,323,181,57,124,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,2,,2,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,3,3,
2020-07-01,460,137,323,181,57,124,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,2,,2,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,3,3,
2020-07-02,460,137,323,181,57,124,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,2,,2,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,3,3,
2020-07-03,461,137,324,181,57,124,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,2,,2,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,3,3,
2020-07-04,469,142,327,181,57,124,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,2,,2,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,9,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,3,3,
2020-07-05,477,144,333,181,57,124,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,2,,2,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,17,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,3,3,
2020-07-06,478,144,334,181,57,124,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,2,,2,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,17,7,10,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,3,3,
2020-07-07,480,145,335,181,57,124,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,2,,2,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,18,7,11,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,3,3,
2020-07-08,481,145,336,181,57,124,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,2,,2,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,19,7,12,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,3,3,
2020-07-09,482,146,336,181,57,124,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,2,,2,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,20,8,12,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,3,3,
2020-07-10,483,146,337,181,57,124,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,2,,2,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,21,8,13,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,3,3,
2020-07-11,485,147,338,181,57,124,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,2,,2,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,23,9,14,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,3,3,
2020-07-12,485,147,338,181,57,124,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,2,,2,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,23,9,14,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,3,3,
2020-07-13,490,149,341,181,57,124,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,2,,2,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,24,9,15,2,1,1,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,3,3,
2020-07-14,491,150,341,181,57,124,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,2,,2,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,24,9,15,2,1,1,4,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,3,3,
2020-07-15,495,153,342,181,57,124,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,2,,2,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,24,9,15,2,1,1,7,4,3,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,3,3,
2020-07-16,499,154,345,181,57,124,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,2,,2,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,24,9,15,2,1,1,11,5,6,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,3,3,
2020-07-17,501,154,347,181,57,124,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,2,,2,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,24,9,15,2,1,1,13,5,8,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,3,3,
2020-07-18,503,156,347,181,57,124,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,2,,2,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,24,9,15,2,1,1,14,6,8,2,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,3,3,
2020-07-19,503,156,347,181,57,124,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,2,,2,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,24,9,15,2,1,1,14,6,8,2,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,3,3,
2020-07-20,515,158,357,181,57,124,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,2,,2,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,24,9,15,2,1,1,25,8,17,3,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,3,3,
2020-07-21,518,159,359,181,57,124,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,2,,2,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,24,9,15,2,1,1,28,9,19,3,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,3,3,
2020-07-22,528,160,368,181,57,124,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,2,,2,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,24,9,15,2,1,1,38,10,28,3,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,3,3,
2020-07-23,529,161,368,181,57,124,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,2,,2,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,24,9,15,2,1,1,39,11,28,3,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,3,3,
2020-07-24,530,162,368,181,57,124,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,2,,2,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,25,10,15,2,1,1,39,11,28,3,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,3,3,
2020-07-25,544,164,380,181,57,124,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,2,,2,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,25,10,15,2,1,1,53,13,40,3,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,3,3,
2020-07-26,543,163,380,181,57,124,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,2,,2,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,25,10,15,2,1,1,53,13,40,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,3,3,
2020-07-27,544,163,381,181,57,124,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,2,,2,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,25,10,15,2,1,1,54,13,41,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,3,3,
2020-07-28,546,163,383,181,57,124,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,2,,2,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,25,10,15,2,1,1,56,13,43,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,3,3,
2020-07-29,547,163,384,181,57,124,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,2,,2,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,25,10,15,2,1,1,57,13,44,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,3,3,
2020-07-30,547,163,384,181,57,124,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,2,,2,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,25,10,15,2,1,1,57,13,44,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,3,3,
2020-07-31,547,163,384,181,57,124,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,2,,2,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,25,10,15,2,1,1,57,13,44,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,3,3,
2020-08-01,547,163,384,181,57,124,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,2,,2,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,25,10,15,2,1,1,57,13,44,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,3,3,
2020-08-02,547,163,384,181,57,124,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,2,,2,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,25,10,15,2,1,1,57,13,44,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,3,3,
2020-08-03,550,163,387,181,57,124,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,2,,2,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,25,10,15,2,1,1,60,13,47,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,3,3,
2020-08-04,550,163,387,181,57,124,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,2,,2,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,25,10,15,2,1,1,60,13,47,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,3,3,
2020-08-05,553,163,390,181,57,124,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,4,,4,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,25,10,15,2,1,1,61,13,48,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,3,3,
2020-08-06,553,163,390,181,57,124,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,4,,4,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,25,10,15,2,1,1,61,13,48,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,3,3,
2020-08-07,554,164,390,181,57,124,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,4,,4,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,25,10,15,2,1,1,61,13,48,3,2,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,3,3,
2020-08-08,554,164,390,181,57,124,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,4,,4,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,25,10,15,2,1,1,61,13,48,3,2,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,3,3,
2020-08-09,554,164,390,181,57,124,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,4,,4,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,25,10,15,2,1,1,61,13,48,3,2,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,3,3,
2020-08-10,554,164,390,181,57,124,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,4,,4,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,25,10,15,2,1,1,61,13,48,3,2,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,3,3,
2020-08-11,554,164,390,181,57,124,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,4,,4,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,25,10,15,2,1,1,61,13,48,3,2,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,3,3,
2020-08-12,554,164,390,181,57,124,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,4,,4,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,25,10,15,2,1,1,61,13,48,3,2,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,3,3,
2020-08-13,555,164,391,181,57,124,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,4,,4,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,25,10,15,2,1,1,62,13,49,3,2,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,3,3,
2020-08-14,559,165,394,182,57,125,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,4,,4,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,25,10,15,2,1,1,64,13,51,3,2,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,3,3,
2020-08-15,560,166,394,182,57,125,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,4,,4,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,25,10,15,2,1,1,64,13,51,3,2,1,,,,,,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,4,4,,3,3,
2020-08-16,560,166,394,182,57,125,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,4,,4,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,25,10,15,2,1,1,64,13,51,3,2,1,,,,,,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,4,4,,3,3,
2020-08-17,560,166,394,182,57,125,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,4,,4,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,25,10,15,2,1,1,64,13,51,3,2,1,,,,,,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,4,4,,3,3,
2020-08-18,561,166,395,182,57,125,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,4,,4,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,25,10,15,2,1,1,65,13,52,3,2,1,,,,,,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,4,4,,3,3,
2020-08-19,562,167,395,182,57,125,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,4,,4,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,25,10,15,2,1,1,66,14,52,3,2,1,,,,,,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,4,4,,3,3,
2020-08-20,564,169,395,182,57,125,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,4,,4,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,25,10,15,2,1,1,67,15,52,3,2,1,,,,,,,1,1,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,4,4,,3,3,
2020-08-21,564,169,395,182,57,125,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,4,,4,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,25,10,15,2,1,1,67,15,52,3,2,1,,,,,,,1,1,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,4,4,,3,3,
2020-08-22,564,169,395,182,57,125,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,4,,4,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,25,10,15,2,1,1,67,15,52,3,2,1,,,,,,,1,1,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,4,4,,3,3,
2020-08-23,564,169,395,182,57,125,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,4,,4,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,25,10,15,2,1,1,67,15,52,3,2,1,,,,,,,1,1,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,4,4,,3,3,
2020-08-24,565,169,396,182,57,125,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,4,,4,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,25,10,15,2,1,1,67,15,52,3,2,1,,,,,,,1,1,,1,1,,1,1,,1,,1,,,,,,,,,,,,,,,,4,4,,3,3,
2020-08-25,566,169,397,182,57,125,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,4,,4,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,25,10,15,2,1,1,67,15,52,3,2,1,,,,,,,1,1,,1,1,,1,1,,2,,2,,,,,,,,,,,,,,,,4,4,,3,3,
2020-08-26,566,169,397,182,57,125,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,4,,4,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,25,10,15,2,1,1,67,15,52,3,2,1,,,,,,,1,1,,1,1,,1,1,,2,,2,,,,,,,,,,,,,,,,4,4,,3,3,
2020-08-27,567,170,397,182,57,125,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,4,,4,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,25,10,15,2,1,1,67,15,52,3,2,1,,,,,,,1,1,,1,1,,1,1,,3,1,2,,,,,,,,,,,,,,,,4,4,,3,3,
2020-08-28,567,170,397,182,57,125,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,4,,4,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,25,10,15,2,1,1,67,15,52,3,2,1,,,,,,,1,1,,1,1,,1,1,,3,1,2,,,,,,,,,,,,,,,,4,4,,3,3,
2020-08-29,567,170,397,182,57,125,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,4,,4,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,25,10,15,2,1,1,67,15,52,3,2,1,,,,,,,1,1,,1,1,,1,1,,3,1,2,,,,,,,,,,,,,,,,4,4,,3,3,
2020-08-30,567,170,397,182,57,125,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,4,,4,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,25,10,15,2,1,1,67,15,52,3,2,1,,,,,,,1,1,,1,1,,1,1,,3,1,2,,,,,,,,,,,,,,,,4,4,,3,3,
2020-08-31,567,170,397,182,57,125,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,4,,4,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,25,10,15,2,1,1,67,15,52,3,2,1,,,,,,,1,1,,1,1,,1,1,,3,1,2,,,,,,,,,,,,,,,,4,4,,3,3,
2020-09-01,570,171,399,182,57,125,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,4,,4,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,25,10,15,2,1,1,67,15,52,3,2,1,,,,,,,1,1,,1,1,,1,1,,5,1,4,1,1,,,,,,,,,,,,,,4,4,,3,3,
2020-09-02,573,174,399,182,57,125,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,4,,4,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,25,10,15,2,1,1,67,15,52,3,2,1,,,,,,,1,1,,1,1,,1,1,,5,1,4,2,2,,1,1,,1,1,,,,,,,,4,4,,3,3,
2020-09-03,573,174,399,182,57,125,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,4,,4,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,25,10,15,2,1,1,67,15,52,3,2,1,,,,,,,1,1,,1,1,,1,1,,5,1,4,2,2,,1,1,,1,1,,,,,,,,4,4,,3,3,
2020-09-04,573,174,399,182,57,125,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,4,,4,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,25,10,15,2,1,1,67,15,52,3,2,1,,,,,,,1,1,,1,1,,1,1,,5,1,4,2,2,,1,1,,1,1,,,,,,,,4,4,,3,3,
2020-09-05,573,174,399,182,57,125,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,4,,4,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,25,10,15,2,1,1,67,15,52,3,2,1,,,,,,,1,1,,1,1,,1,1,,5,1,4,2,2,,1,1,,1,1,,,,,,,,4,4,,3,3,
2020-09-06,574,174,400,182,57,125,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,4,,4,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,25,10,15,2,1,1,67,15,52,3,2,1,,,,,,,1,1,,1,1,,1,1,,5,1,4,2,2,,1,1,,1,1,,1,,1,,,,4,4,,3,3,
2020-09-07,574,174,400,182,57,125,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,4,,4,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,25,10,15,2,1,1,67,15,52,3,2,1,,,,,,,1,1,,1,1,,1,1,,5,1,4,2,2,,1,1,,1,1,,1,,1,,,,4,4,,3,3,
2020-09-08,592,181,411,182,57,125,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,4,,4,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,25,10,15,2,1,1,67,15,52,3,2,1,,,,,,,1,1,,1,1,,1,1,,11,2,9,2,2,,1,1,,1,1,,10,4,6,3,2,1,4,4,,3,3,
2020-09-09,598,181,411,182,57,125,139,40,99,73,18,55,26,5,21,20,3,17,4,2,2,4,,4,2,2,,1,,1,1,,1,1,1,,1,,1,1,1,,1,1,,1,1,,25,10,15,2,1,1,67,15,52,3,2,1,,,,,,,1,1,,1,1,,1,1,,11,2,9,2,2,,1,1,,1,1,,16,4,6,3,2,1,4,4,,3,3,
