date,region.ng.ajdovščina.1st.todate,region.ng.ajdovščina.2nd.todate,region.kp.ankaran.1st.todate,region.kp.ankaran.2nd.todate,region.ms.apače.1st.todate,region.ms.apače.2nd.todate,region.ms.beltinci.1st.todate,region.ms.beltinci.2nd.todate,region.mb.benedikt.1st.todate,region.mb.benedikt.2nd.todate,region.kk.bistrica_ob_sotli.1st.todate,region.kk.bistrica_ob_sotli.2nd.todate,region.kr.bled.1st.todate,region.kr.bled.2nd.todate,region.po.bloke.1st.todate,region.po.bloke.2nd.todate,region.kr.bohinj.1st.todate,region.kr.bohinj.2nd.todate,region.lj.borovnica.1st.todate,region.lj.borovnica.2nd.todate,region.ng.bovec.1st.todate,region.ng.bovec.2nd.todate,region.ce.braslovče.1st.todate,region.ce.braslovče.2nd.todate,region.ng.brda.1st.todate,region.ng.brda.2nd.todate,region.lj.brezovica.1st.todate,region.lj.brezovica.2nd.todate,region.kk.brežice.1st.todate,region.kk.brežice.2nd.todate,region.ms.cankova.1st.todate,region.ms.cankova.2nd.todate,region.ce.celje.1st.todate,region.ce.celje.2nd.todate,region.kr.cerklje_na_gorenjskem.1st.todate,region.kr.cerklje_na_gorenjskem.2nd.todate,region.po.cerknica.1st.todate,region.po.cerknica.2nd.todate,region.ng.cerkno.1st.todate,region.ng.cerkno.2nd.todate,region.mb.cerkvenjak.1st.todate,region.mb.cerkvenjak.2nd.todate,region.mb.cirkulane.1st.todate,region.mb.cirkulane.2nd.todate,region.ms.črenšovci.1st.todate,region.ms.črenšovci.2nd.todate,region.sg.črna_na_koroškem.1st.todate,region.sg.črna_na_koroškem.2nd.todate,region.nm.črnomelj.1st.todate,region.nm.črnomelj.2nd.todate,region.mb.destrnik.1st.todate,region.mb.destrnik.2nd.todate,region.kp.divača.1st.todate,region.kp.divača.2nd.todate,region.ce.dobje.1st.todate,region.ce.dobje.2nd.todate,region.lj.dobrepolje.1st.todate,region.lj.dobrepolje.2nd.todate,region.ce.dobrna.1st.todate,region.ce.dobrna.2nd.todate,region.lj.dobrova-polhov_gradec.1st.todate,region.lj.dobrova-polhov_gradec.2nd.todate,region.ms.dobrovnik.1st.todate,region.ms.dobrovnik.2nd.todate,region.lj.dol_pri_ljubljani.1st.todate,region.lj.dol_pri_ljubljani.2nd.todate,region.nm.dolenjske_toplice.1st.todate,region.nm.dolenjske_toplice.2nd.todate,region.lj.domžale.1st.todate,region.lj.domžale.2nd.todate,region.mb.dornava.1st.todate,region.mb.dornava.2nd.todate,region.sg.dravograd.1st.todate,region.sg.dravograd.2nd.todate,region.mb.duplek.1st.todate,region.mb.duplek.2nd.todate,region.kr.gorenja_vas-poljane.1st.todate,region.kr.gorenja_vas-poljane.2nd.todate,region.mb.gorišnica.1st.todate,region.mb.gorišnica.2nd.todate,region.kr.gorje.1st.todate,region.kr.gorje.2nd.todate,region.ms.gornja_radgona.1st.todate,region.ms.gornja_radgona.2nd.todate,region.ce.gornji_grad.1st.todate,region.ce.gornji_grad.2nd.todate,region.ms.gornji_petrovci.1st.todate,region.ms.gornji_petrovci.2nd.todate,region.ms.grad.1st.todate,region.ms.grad.2nd.todate,region.lj.grosuplje.1st.todate,region.lj.grosuplje.2nd.todate,region.mb.hajdina.1st.todate,region.mb.hajdina.2nd.todate,region.mb.hoče-slivnica.1st.todate,region.mb.hoče-slivnica.2nd.todate,region.ms.hodoš.1st.todate,region.ms.hodoš.2nd.todate,region.lj.horjul.1st.todate,region.lj.horjul.2nd.todate,region.za.hrastnik.1st.todate,region.za.hrastnik.2nd.todate,region.kp.hrpelje-kozina.1st.todate,region.kp.hrpelje-kozina.2nd.todate,region.ng.idrija.1st.todate,region.ng.idrija.2nd.todate,region.lj.ig.1st.todate,region.lj.ig.2nd.todate,region.po.ilirska_bistrica.1st.todate,region.po.ilirska_bistrica.2nd.todate,region.lj.ivančna_gorica.1st.todate,region.lj.ivančna_gorica.2nd.todate,region.kp.izola.1st.todate,region.kp.izola.2nd.todate,region.kr.jesenice.1st.todate,region.kr.jesenice.2nd.todate,region.kr.jezersko.1st.todate,region.kr.jezersko.2nd.todate,region.mb.juršinci.1st.todate,region.mb.juršinci.2nd.todate,region.lj.kamnik.1st.todate,region.lj.kamnik.2nd.todate,region.ng.kanal.1st.todate,region.ng.kanal.2nd.todate,region.mb.kidričevo.1st.todate,region.mb.kidričevo.2nd.todate,region.ng.kobarid.1st.todate,region.ng.kobarid.2nd.todate,region.ms.kobilje.1st.todate,region.ms.kobilje.2nd.todate,region.nm.kočevje.1st.todate,region.nm.kočevje.2nd.todate,region.kp.komen.1st.todate,region.kp.komen.2nd.todate,region.lj.komenda.1st.todate,region.lj.komenda.2nd.todate,region.kp.koper.1st.todate,region.kp.koper.2nd.todate,region.kk.kostanjevica_na_krki.1st.todate,region.kk.kostanjevica_na_krki.2nd.todate,region.nm.kostel.1st.todate,region.nm.kostel.2nd.todate,region.ce.kozje.1st.todate,region.ce.kozje.2nd.todate,region.kr.kranj.1st.todate,region.kr.kranj.2nd.todate,region.kr.kranjska_gora.1st.todate,region.kr.kranjska_gora.2nd.todate,region.ms.križevci.1st.todate,region.ms.križevci.2nd.todate,region.kk.krško.1st.todate,region.kk.krško.2nd.todate,region.mb.kungota.1st.todate,region.mb.kungota.2nd.todate,region.ms.kuzma.1st.todate,region.ms.kuzma.2nd.todate,region.ce.laško.1st.todate,region.ce.laško.2nd.todate,region.mb.lenart.1st.todate,region.mb.lenart.2nd.todate,region.ms.lendava.1st.todate,region.ms.lendava.2nd.todate,region.za.litija.1st.todate,region.za.litija.2nd.todate,region.lj.ljubljana.1st.todate,region.lj.ljubljana.2nd.todate,region.ce.ljubno.1st.todate,region.ce.ljubno.2nd.todate,region.ms.ljutomer.1st.todate,region.ms.ljutomer.2nd.todate,region.lj.log-dragomer.1st.todate,region.lj.log-dragomer.2nd.todate,region.lj.logatec.1st.todate,region.lj.logatec.2nd.todate,region.po.loška_dolina.1st.todate,region.po.loška_dolina.2nd.todate,region.nm.loški_potok.1st.todate,region.nm.loški_potok.2nd.todate,region.mb.lovrenc_na_pohorju.1st.todate,region.mb.lovrenc_na_pohorju.2nd.todate,region.ce.luče.1st.todate,region.ce.luče.2nd.todate,region.lj.lukovica.1st.todate,region.lj.lukovica.2nd.todate,region.mb.majšperk.1st.todate,region.mb.majšperk.2nd.todate,region.mb.makole.1st.todate,region.mb.makole.2nd.todate,region.mb.maribor.1st.todate,region.mb.maribor.2nd.todate,region.mb.markovci.1st.todate,region.mb.markovci.2nd.todate,region.lj.medvode.1st.todate,region.lj.medvode.2nd.todate,region.lj.mengeš.1st.todate,region.lj.mengeš.2nd.todate,region.nm.metlika.1st.todate,region.nm.metlika.2nd.todate,region.sg.mežica.1st.todate,region.sg.mežica.2nd.todate,region.mb.miklavž_na_dravskem_polju.1st.todate,region.mb.miklavž_na_dravskem_polju.2nd.todate,region.ng.miren-kostanjevica.1st.todate,region.ng.miren-kostanjevica.2nd.todate,region.nm.mirna.1st.todate,region.nm.mirna.2nd.todate,region.nm.mirna_peč.1st.todate,region.nm.mirna_peč.2nd.todate,region.sg.mislinja.1st.todate,region.sg.mislinja.2nd.todate,region.nm.mokronog-trebelno.1st.todate,region.nm.mokronog-trebelno.2nd.todate,region.lj.moravče.1st.todate,region.lj.moravče.2nd.todate,region.ms.moravske_toplice.1st.todate,region.ms.moravske_toplice.2nd.todate,region.ce.mozirje.1st.todate,region.ce.mozirje.2nd.todate,region.ms.murska_sobota.1st.todate,region.ms.murska_sobota.2nd.todate,region.sg.muta.1st.todate,region.sg.muta.2nd.todate,region.kr.naklo.1st.todate,region.kr.naklo.2nd.todate,region.ce.nazarje.1st.todate,region.ce.nazarje.2nd.todate,region.ng.nova_gorica.1st.todate,region.ng.nova_gorica.2nd.todate,region.nm.novo_mesto.1st.todate,region.nm.novo_mesto.2nd.todate,region.ms.odranci.1st.todate,region.ms.odranci.2nd.todate,region.mb.oplotnica.1st.todate,region.mb.oplotnica.2nd.todate,region.mb.ormož.1st.todate,region.mb.ormož.2nd.todate,region.nm.osilnica.1st.todate,region.nm.osilnica.2nd.todate,region.mb.pesnica.1st.todate,region.mb.pesnica.2nd.todate,region.kp.piran.1st.todate,region.kp.piran.2nd.todate,region.po.pivka.1st.todate,region.po.pivka.2nd.todate,region.ce.podčetrtek.1st.todate,region.ce.podčetrtek.2nd.todate,region.mb.podlehnik.1st.todate,region.mb.podlehnik.2nd.todate,region.sg.podvelka.1st.todate,region.sg.podvelka.2nd.todate,region.mb.poljčane.1st.todate,region.mb.poljčane.2nd.todate,region.ce.polzela.1st.todate,region.ce.polzela.2nd.todate,region.po.postojna.1st.todate,region.po.postojna.2nd.todate,region.ce.prebold.1st.todate,region.ce.prebold.2nd.todate,region.kr.preddvor.1st.todate,region.kr.preddvor.2nd.todate,region.sg.prevalje.1st.todate,region.sg.prevalje.2nd.todate,region.mb.ptuj.1st.todate,region.mb.ptuj.2nd.todate,region.ms.puconci.1st.todate,region.ms.puconci.2nd.todate,region.mb.rače-fram.1st.todate,region.mb.rače-fram.2nd.todate,region.kk.radeče.1st.todate,region.kk.radeče.2nd.todate,region.ms.radenci.1st.todate,region.ms.radenci.2nd.todate,region.sg.radlje_ob_dravi.1st.todate,region.sg.radlje_ob_dravi.2nd.todate,region.kr.radovljica.1st.todate,region.kr.radovljica.2nd.todate,region.sg.ravne_na_koroškem.1st.todate,region.sg.ravne_na_koroškem.2nd.todate,region.ms.razkrižje.1st.todate,region.ms.razkrižje.2nd.todate,region.ce.rečica_ob_savinji.1st.todate,region.ce.rečica_ob_savinji.2nd.todate,region.ng.renče-vogrsko.1st.todate,region.ng.renče-vogrsko.2nd.todate,region.nm.ribnica.1st.todate,region.nm.ribnica.2nd.todate,region.sg.ribnica_na_pohorju.1st.todate,region.sg.ribnica_na_pohorju.2nd.todate,region.ce.rogaška_slatina.1st.todate,region.ce.rogaška_slatina.2nd.todate,region.ms.rogašovci.1st.todate,region.ms.rogašovci.2nd.todate,region.ce.rogatec.1st.todate,region.ce.rogatec.2nd.todate,region.mb.ruše.1st.todate,region.mb.ruše.2nd.todate,region.mb.selnica_ob_dravi.1st.todate,region.mb.selnica_ob_dravi.2nd.todate,region.nm.semič.1st.todate,region.nm.semič.2nd.todate,region.kk.sevnica.1st.todate,region.kk.sevnica.2nd.todate,region.kp.sežana.1st.todate,region.kp.sežana.2nd.todate,region.sg.slovenj_gradec.1st.todate,region.sg.slovenj_gradec.2nd.todate,region.mb.slovenska_bistrica.1st.todate,region.mb.slovenska_bistrica.2nd.todate,region.ce.slovenske_konjice.1st.todate,region.ce.slovenske_konjice.2nd.todate,region.nm.sodražica.1st.todate,region.nm.sodražica.2nd.todate,region.ce.solčava.1st.todate,region.ce.solčava.2nd.todate,region.mb.središče_ob_dravi.1st.todate,region.mb.središče_ob_dravi.2nd.todate,region.mb.starše.1st.todate,region.mb.starše.2nd.todate,region.nm.straža.1st.todate,region.nm.straža.2nd.todate,region.mb.sveta_ana.1st.todate,region.mb.sveta_ana.2nd.todate,region.mb.sveta_trojica_v_slovenskih_goricah.1st.todate,region.mb.sveta_trojica_v_slovenskih_goricah.2nd.todate,region.mb.sveti_andraž_v_slovenskih_goricah.1st.todate,region.mb.sveti_andraž_v_slovenskih_goricah.2nd.todate,region.ms.sveti_jurij_ob_ščavnici.1st.todate,region.ms.sveti_jurij_ob_ščavnici.2nd.todate,region.mb.sveti_jurij_v_slovenskih_goricah.1st.todate,region.mb.sveti_jurij_v_slovenskih_goricah.2nd.todate,region.mb.sveti_tomaž.1st.todate,region.mb.sveti_tomaž.2nd.todate,region.ms.šalovci.1st.todate,region.ms.šalovci.2nd.todate,region.ng.šempeter-vrtojba.1st.todate,region.ng.šempeter-vrtojba.2nd.todate,region.kr.šenčur.1st.todate,region.kr.šenčur.2nd.todate,region.mb.šentilj.1st.todate,region.mb.šentilj.2nd.todate,region.nm.šentjernej.1st.todate,region.nm.šentjernej.2nd.todate,region.ce.šentjur.1st.todate,region.ce.šentjur.2nd.todate,region.nm.šentrupert.1st.todate,region.nm.šentrupert.2nd.todate,region.nm.škocjan.1st.todate,region.nm.škocjan.2nd.todate,region.kr.škofja_loka.1st.todate,region.kr.škofja_loka.2nd.todate,region.lj.škofljica.1st.todate,region.lj.škofljica.2nd.todate,region.ce.šmarje_pri_jelšah.1st.todate,region.ce.šmarje_pri_jelšah.2nd.todate,region.nm.šmarješke_toplice.1st.todate,region.nm.šmarješke_toplice.2nd.todate,region.ce.šmartno_ob_paki.1st.todate,region.ce.šmartno_ob_paki.2nd.todate,region.lj.šmartno_pri_litiji.1st.todate,region.lj.šmartno_pri_litiji.2nd.todate,region.ce.šoštanj.1st.todate,region.ce.šoštanj.2nd.todate,region.ce.štore.1st.todate,region.ce.štore.2nd.todate,region.ce.tabor.1st.todate,region.ce.tabor.2nd.todate,region.ms.tišina.1st.todate,region.ms.tišina.2nd.todate,region.ng.tolmin.1st.todate,region.ng.tolmin.2nd.todate,region.za.trbovlje.1st.todate,region.za.trbovlje.2nd.todate,region.nm.trebnje.1st.todate,region.nm.trebnje.2nd.todate,region.mb.trnovska_vas.1st.todate,region.mb.trnovska_vas.2nd.todate,region.lj.trzin.1st.todate,region.lj.trzin.2nd.todate,region.kr.tržič.1st.todate,region.kr.tržič.2nd.todate,region.ms.turnišče.1st.todate,region.ms.turnišče.2nd.todate,region.ce.velenje.1st.todate,region.ce.velenje.2nd.todate,region.ms.velika_polana.1st.todate,region.ms.velika_polana.2nd.todate,region.lj.velike_lašče.1st.todate,region.lj.velike_lašče.2nd.todate,region.ms.veržej.1st.todate,region.ms.veržej.2nd.todate,region.mb.videm.1st.todate,region.mb.videm.2nd.todate,region.ng.vipava.1st.todate,region.ng.vipava.2nd.todate,region.ce.vitanje.1st.todate,region.ce.vitanje.2nd.todate,region.lj.vodice.1st.todate,region.lj.vodice.2nd.todate,region.ce.vojnik.1st.todate,region.ce.vojnik.2nd.todate,region.ce.vransko.1st.todate,region.ce.vransko.2nd.todate,region.lj.vrhnika.1st.todate,region.lj.vrhnika.2nd.todate,region.sg.vuzenica.1st.todate,region.sg.vuzenica.2nd.todate,region.za.zagorje_ob_savi.1st.todate,region.za.zagorje_ob_savi.2nd.todate,region.mb.zavrč.1st.todate,region.mb.zavrč.2nd.todate,region.ce.zreče.1st.todate,region.ce.zreče.2nd.todate,region.ce.žalec.1st.todate,region.ce.žalec.2nd.todate,region.kr.železniki.1st.todate,region.kr.železniki.2nd.todate,region.mb.žetale.1st.todate,region.mb.žetale.2nd.todate,region.kr.žiri.1st.todate,region.kr.žiri.2nd.todate,region.kr.žirovnica.1st.todate,region.kr.žirovnica.2nd.todate,region.nm.žužemberk.1st.todate,region.nm.žužemberk.2nd.todate
2021-05-03,4785,2571,721,342,520,222,1528,694,396,172,211,89,1988,1137,396,163,1488,878,895,494,670,412,1272,650,1162,490,2574,1346,4129,2526,310,116,9335,5218,1339,662,2514,1140,973,408,276,115,350,176,769,340,795,455,2669,1069,404,177,732,397,148,66,818,349,356,183,1654,899,217,111,1262,612,611,270,6971,3165,471,253,2036,964,1147,556,1333,653,666,335,589,325,1549,735,503,213,349,158,303,133,3883,2059,796,374,2240,1147,62,24,567,220,2315,1032,752,372,3154,1333,1506,804,2420,1190,2949,1306,3348,1861,3340,1608,165,77,310,150,5695,3003,1102,484,1304,675,985,585,110,63,4903,1713,724,366,1054,568,9977,4246,462,244,254,98,455,230,11848,6316,1289,689,584,317,4386,2282,787,392,201,94,2214,1197,1851,906,2279,1097,3019,1506,65628,35976,549,268,2034,1158,999,630,3467,1488,875,342,468,223,610,261,278,102,886,381,640,291,318,151,22543,12218,760,384,3714,2072,1371,621,1639,812,930,432,1432,769,1024,419,498,226,562,207,974,423,408,206,859,328,1154,514,981,384,4528,2305,658,351,1142,619,559,252,6945,3182,7202,3404,246,100,691,318,2088,1015,141,58,1238,625,3904,2078,1144,549,564,270,263,124,385,199,811,394,1235,622,3285,1519,1060,539,804,357,1681,933,5468,2861,967,400,1363,695,1184,553,1071,522,1152,613,4190,2397,3030,1726,179,100,507,192,907,376,2303,939,216,103,2005,1107,425,197,500,262,1378,711,878,418,754,240,3754,1789,2291,1330,3794,1866,4685,2067,2337,1187,556,245,145,55,385,188,746,361,722,356,289,124,332,162,153,61,371,179,345,162,278,152,247,105,1554,734,1781,874,1154,551,1258,548,3649,1719,403,192,394,157,4773,2623,2325,1201,1870,950,555,242,865,469,1041,517,1992,1088,701,376,341,171,703,296,2632,1664,4131,2048,2057,938,154,78,947,488,3452,1789,558,253,7985,4276,233,93,1012,583,278,158,957,365,1513,826,288,154,970,408,1578,886,608,305,3863,2200,464,246,4142,1657,196,72,961,465,4552,2371,1231,697,136,69,1214,621,1017,541,749,310
