"date","kindergarten.employees.confirmed","kindergarten.employees.active","kindergarten.attendees.confirmed","kindergarten.attendees.active","kindergarten.attendees.to_quarantine","kindergarten.attendees.quarantined","kindergarten.units.to_quarantine","kindergarten.units.quarantined","kindergarten.units.remote","elementary.employees.confirmed","elementary.employees.active","elementary.attendees.confirmed","elementary.attendees.active","elementary.attendees.to_quarantine","elementary.attendees.quarantined","elementary.units.to_quarantine","elementary.units.quarantined","elementary.units.remote","elementary_special.employees.confirmed","elementary_special.employees.active","elementary_special.attendees.confirmed","elementary_special.attendees.active","elementary_special.attendees.to_quarantine","elementary_special.attendees.quarantined","elementary_special.units.to_quarantine","elementary_special.units.quarantined","elementary_special.units.remote","music.employees.confirmed","music.employees.active","music.attendees.confirmed","music.attendees.active","music.attendees.to_quarantine","music.attendees.quarantined","music.units.to_quarantine","music.units.quarantined","music.units.remote","highschool.employees.confirmed","highschool.employees.active","highschool.attendees.confirmed","highschool.attendees.active","highschool.attendees.to_quarantine","highschool.attendees.quarantined","highschool.units.to_quarantine","highschool.units.quarantined","highschool.units.remote","dormitory.employees.confirmed","dormitory.employees.active","dormitory.attendees.confirmed","dormitory.attendees.active","dormitory.attendees.to_quarantine","dormitory.attendees.quarantined","dormitory.units.to_quarantine","dormitory.units.quarantined","dormitory.units.remote","institutions.employees.confirmed","institutions.employees.active","institutions.attendees.confirmed","institutions.attendees.active","institutions.attendees.to_quarantine","institutions.attendees.quarantined","institutions.units.to_quarantine","institutions.units.quarantined","institutions.units.remote"
"2021-02-23",10,181,2,33,66,1398,6,96,47,16,185,26,157,90,1598,6,72,43,3,13,0,2,0,7,0,1,1,2,8,0,3,0,0,0,0,0,2,36,7,36,22,238,1,10,7,0,2,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0
"2021-02-24",6,181,5,37,113,1436,8,100,49,16,194,24,179,77,1646,3,74,45,0,13,0,2,0,7,0,1,1,0,8,1,4,0,0,0,0,0,0,35,5,41,0,157,0,7,6,0,2,0,0,0,0,0,0,0,1,7,0,2,0,0,0,0,0
"2021-02-25",12,170,2,33,106,1461,8,101,54,22,204,29,202,317,1649,15,75,45,0,13,0,2,0,7,0,1,1,0,7,0,4,0,0,0,0,0,2,36,4,45,43,175,2,8,7,0,2,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0
"2021-02-26",14,162,2,31,96,1396,7,96,56,17,197,14,200,359,1671,23,82,53,1,14,0,2,0,7,0,1,1,0,6,0,4,0,0,0,0,0,4,36,6,43,55,230,2,10,9,0,2,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0
"2021-02-27",3,153,0,27,38,1288,3,92,56,9,192,7,190,138,1447,6,73,49,0,13,0,2,0,0,0,0,0,0,6,0,4,0,0,0,0,0,1,32,4,42,0,230,0,10,9,0,2,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0
"2021-02-28",2,136,0,22,0,1120,0,81,49,3,186,10,194,28,1291,1,66,45,0,13,0,2,0,0,0,0,0,0,5,0,4,0,0,0,0,0,4,34,1,42,0,230,0,10,9,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0
"2021-03-01",40,147,1,21,192,887,10,65,47,50,220,97,263,500,1517,36,90,52,6,17,0,2,7,7,1,1,1,3,7,1,2,5,5,1,1,1,7,33,18,59,186,400,7,16,11,0,2,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0
"2021-03-02",8,146,1,19,125,882,7,63,47,8,212,19,271,412,1857,20,107,63,0,15,1,3,9,16,1,2,2,0,7,0,2,0,5,0,1,1,7,38,6,63,18,404,1,16,11,0,2,0,0,0,0,0,0,0,0,3,0,1,30,30,3,3,1
"2021-03-03",9,148,1,18,39,887,3,64,46,15,217,28,287,663,2456,31,134,77,2,17,0,3,0,16,0,2,2,0,7,0,2,0,5,0,1,1,5,41,11,72,47,428,2,17,11,0,0,0,0,0,0,0,0,0,0,1,0,1,0,30,0,3,1
"2021-03-04",5,125,3,20,76,748,5,52,40,9,201,20,290,516,2883,23,153,86,1,17,0,3,0,16,0,2,2,0,6,1,3,0,0,0,0,0,2,40,4,74,155,493,6,20,16,0,0,0,0,0,0,0,0,0,1,2,0,1,11,41,2,5,2
"2021-03-05",7,112,0,17,67,723,4,47,35,15,195,14,282,736,3346,35,172,92,0,16,0,3,0,16,0,2,2,0,5,1,3,0,0,0,0,0,1,39,6,68,76,547,3,22,16,0,0,0,0,0,0,0,0,0,0,2,0,1,0,41,0,5,2
"2021-03-06",3,102,0,12,40,701,2,44,33,2,166,9,222,276,3330,13,170,89,1,10,0,2,0,16,0,2,2,0,3,0,3,0,0,0,0,0,4,39,3,64,0,491,0,20,15,0,0,0,0,0,0,0,0,0,0,2,0,1,0,41,0,5,2
"2021-03-07",5,98,0,9,0,612,0,38,29,5,159,5,212,43,3248,2,164,87,0,10,0,2,0,16,0,2,2,0,3,0,3,0,0,0,0,0,1,40,3,62,0,452,0,18,13,0,0,0,0,0,0,0,0,0,0,2,0,1,0,41,0,5,2
"2021-03-08",12,101,1,9,94,578,5,33,26,24,156,19,207,404,3419,17,169,90,1,11,0,2,18,34,2,4,3,0,3,0,3,0,0,0,0,0,3,38,5,63,44,438,2,18,14,0,0,0,0,0,0,0,0,0,0,2,0,1,0,41,0,5,2
"2021-03-09",6,97,0,7,47,574,4,34,26,7,149,3,198,160,3282,7,155,91,0,10,0,2,9,43,1,5,4,0,3,0,3,0,0,0,0,0,2,37,3,61,82,459,4,20,15,0,0,0,0,0,0,0,0,0,0,2,0,1,0,41,0,5,2
"2021-03-10",0,91,0,7,0,574,0,34,26,0,140,0,189,22,3217,1,152,90,0,10,0,2,0,43,0,5,4,0,3,0,3,0,0,0,0,0,0,37,0,58,26,485,1,21,16,0,0,0,0,0,0,0,0,0,0,2,0,1,0,41,0,5,2
