dt,st_polno_cepljeni_0_17,st_polno_cepljeni_18_24,st_polno_cepljeni_25_44,st_polno_cepljeni_45_64,st_polno_cepljeni_65_74,st_polno_cepljeni_75_plus,delez_polno_cepljeni_0_17,delez_polno_cepljeni_18_24,delez_polno_cepljeni_25_44,delez_polno_cepljeni_45_64,delez_polno_cepljeni_65_74,delez_polno_cepljeni_75_plus,st_dodatno_cepljeni_0_17,st_dodatno_cepljeni_18_24,st_dodatno_cepljeni_25_44,st_dodatno_cepljeni_45_64,st_dodatno_cepljeni_65_74,st_dodatno_cepljeni_75_plus,delez_dodatno_cepljeni_0_17,delez_dodatno_cepljeni_18_24,delez_dodatno_cepljeni_25_44,delez_dodatno_cepljeni_45_64,delez_dodatno_cepljeni_65_74,delez_dodatno_cepljeni_75_plus,st_2Xdodatno_cepljeni_0_17,st_2Xdodatno_cepljeni_18_24,st_2Xdodatno_cepljeni_25_44,st_2Xdodatno_cepljeni_45_64,st_2Xdodatno_cepljeni_65_74,st_2Xdodatno_cepljeni_75_plus,delez_2Xdodatno_cepljeni_0_17,delez_2Xdodatno_cepljeni_18_24,delez_2Xdodatno_cepljeni_25_44,delez_2Xdodatno_cepljeni_45_64,delez_2Xdodatno_cepljeni_65_74,delez_2Xdodatno_cepljeni_75_plus
2022-08-08,0,0,3,1,0,0,0.0000,0.0000,0.0005,0.0002,0.0000,0.0000,0,1,8,6,2,3,0.0000,0.0007,0.0015,0.0010,0.0008,0.0015,0,0,1,6,13,22,0.0000,0.0000,0.0002,0.0010,0.0052,0.0114
2022-08-09,1,1,3,3,0,0,0.0003,0.0007,0.0005,0.0005,0.0000,0.0000,4,11,22,18,6,14,0.0011,0.0079,0.0040,0.0030,0.0024,0.0072,0,1,13,36,65,167,0.0000,0.0007,0.0024,0.0060,0.0259,0.0862
2022-08-10,0,3,6,4,1,3,0.0000,0.0022,0.0011,0.0007,0.0004,0.0015,1,13,26,32,13,25,0.0003,0.0094,0.0047,0.0053,0.0052,0.0129,1,1,17,81,126,212,0.0003,0.0007,0.0031,0.0135,0.0502,0.1094
2022-08-11,6,7,9,2,1,1,0.0016,0.0050,0.0016,0.0003,0.0004,0.0005,3,20,54,28,31,20,0.0008,0.0144,0.0099,0.0047,0.0124,0.0103,0,1,23,85,192,283,0.0000,0.0007,0.0042,0.0142,0.0765,0.1460
2022-08-12,1,2,4,5,1,3,0.0003,0.0014,0.0007,0.0008,0.0004,0.0015,1,7,13,12,7,6,0.0003,0.0050,0.0024,0.0020,0.0028,0.0031,0,1,4,20,39,80,0.0000,0.0007,0.0007,0.0033,0.0155,0.0413
2022-08-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-15,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,1,0,0,0,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,0,0,0,0,2,2,0.0000,0.0000,0.0000,0.0000,0.0008,0.0010
2022-08-16,2,5,9,7,2,0,0.0005,0.0036,0.0016,0.0012,0.0008,0.0000,4,11,21,17,9,11,0.0011,0.0079,0.0038,0.0028,0.0036,0.0057,0,1,9,46,87,166,0.0000,0.0007,0.0016,0.0077,0.0347,0.0857
2022-08-17,3,3,4,0,0,1,0.0008,0.0022,0.0007,0.0000,0.0000,0.0005,3,3,12,14,11,20,0.0008,0.0022,0.0022,0.0023,0.0044,0.0103,0,1,12,64,137,252,0.0000,0.0007,0.0022,0.0107,0.0546,0.1300
2022-08-18,2,2,5,1,1,1,0.0005,0.0014,0.0009,0.0002,0.0004,0.0005,8,19,25,23,18,35,0.0021,0.0137,0.0046,0.0038,0.0072,0.0181,0,1,16,38,150,337,0.0000,0.0007,0.0029,0.0063,0.0598,0.1739
2022-08-19,0,1,3,3,0,1,0.0000,0.0007,0.0005,0.0005,0.0000,0.0005,4,7,21,18,8,9,0.0011,0.0050,0.0038,0.0030,0.0032,0.0046,0,0,3,32,66,107,0.0000,0.0000,0.0005,0.0053,0.0263,0.0552
2022-08-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-22,1,3,5,5,3,2,0.0003,0.0022,0.0009,0.0008,0.0012,0.0010,2,8,11,10,3,24,0.0005,0.0058,0.0020,0.0017,0.0012,0.0124,0,1,2,18,50,145,0.0000,0.0007,0.0004,0.0030,0.0199,0.0748
2022-08-23,6,2,9,1,1,2,0.0016,0.0014,0.0016,0.0002,0.0004,0.0010,5,12,25,33,13,20,0.0013,0.0086,0.0046,0.0055,0.0052,0.0103,1,2,9,34,107,251,0.0003,0.0014,0.0016,0.0057,0.0426,0.1295
2022-08-24,7,1,3,3,1,7,0.0019,0.0007,0.0005,0.0005,0.0004,0.0036,7,15,29,19,16,68,0.0019,0.0108,0.0053,0.0032,0.0064,0.0351,0,2,17,81,199,428,0.0000,0.0014,0.0031,0.0135,0.0793,0.2208
2022-08-25,5,4,10,8,0,1,0.0013,0.0029,0.0018,0.0013,0.0000,0.0005,5,16,38,34,18,32,0.0013,0.0115,0.0069,0.0057,0.0072,0.0165,1,1,17,78,199,346,0.0003,0.0007,0.0031,0.0130,0.0793,0.1785
2022-08-26,4,1,3,2,0,0,0.0011,0.0007,0.0005,0.0003,0.0000,0.0000,0,11,15,16,6,11,0.0000,0.0079,0.0027,0.0027,0.0024,0.0057,0,0,14,55,80,128,0.0000,0.0000,0.0026,0.0092,0.0319,0.0660
2022-08-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-29,1,0,3,2,0,0,0.0003,0.0000,0.0005,0.0003,0.0000,0.0000,4,3,8,2,1,1,0.0011,0.0022,0.0015,0.0003,0.0004,0.0005,0,1,2,39,30,22,0.0000,0.0007,0.0004,0.0065,0.0120,0.0114
2022-08-30,0,2,11,6,0,3,0.0000,0.0014,0.0020,0.0010,0.0000,0.0015,2,8,23,20,4,54,0.0005,0.0058,0.0042,0.0033,0.0016,0.0279,0,2,5,69,70,126,0.0000,0.0014,0.0009,0.0115,0.0279,0.0650
2022-08-31,0,0,2,2,1,5,0.0000,0.0000,0.0004,0.0003,0.0004,0.0026,4,9,20,31,26,93,0.0011,0.0065,0.0036,0.0052,0.0104,0.0480,0,0,10,43,84,240,0.0000,0.0000,0.0018,0.0072,0.0335,0.1238
2022-09-01,5,3,11,4,0,1,0.0013,0.0022,0.0020,0.0007,0.0000,0.0005,2,12,27,19,8,12,0.0005,0.0086,0.0049,0.0032,0.0032,0.0062,0,2,16,42,109,202,0.0000,0.0014,0.0029,0.0070,0.0434,0.1042
2022-09-02,1,1,4,3,0,1,0.0003,0.0007,0.0007,0.0005,0.0000,0.0005,2,4,17,13,14,17,0.0005,0.0029,0.0031,0.0022,0.0056,0.0088,0,3,6,36,57,142,0.0000,0.0022,0.0011,0.0060,0.0227,0.0733
2022-09-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-05,1,1,3,0,0,0,0.0003,0.0007,0.0005,0.0000,0.0000,0.0000,0,6,5,8,3,1,0.0000,0.0043,0.0009,0.0013,0.0012,0.0005,0,0,6,8,16,13,0.0000,0.0000,0.0011,0.0013,0.0064,0.0067
2022-09-06,1,2,11,3,0,1,0.0003,0.0014,0.0020,0.0005,0.0000,0.0005,2,11,26,14,7,8,0.0005,0.0079,0.0047,0.0023,0.0028,0.0041,0,1,5,28,42,67,0.0000,0.0007,0.0009,0.0047,0.0167,0.0346
2022-09-07,2,0,3,2,2,4,0.0005,0.0000,0.0005,0.0003,0.0008,0.0021,0,7,11,17,8,21,0.0000,0.0050,0.0020,0.0028,0.0032,0.0108,0,0,7,47,65,145,0.0000,0.0000,0.0013,0.0078,0.0259,0.0748
2022-09-08,3,5,7,1,0,5,0.0008,0.0036,0.0013,0.0002,0.0000,0.0026,5,18,24,29,9,25,0.0013,0.0130,0.0044,0.0048,0.0036,0.0129,0,1,19,59,94,213,0.0000,0.0007,0.0035,0.0098,0.0375,0.1099
2022-09-09,0,2,4,1,1,1,0.0000,0.0014,0.0007,0.0002,0.0004,0.0005,0,6,23,11,10,15,0.0000,0.0043,0.0042,0.0018,0.0040,0.0077,0,1,7,29,44,93,0.0000,0.0007,0.0013,0.0048,0.0175,0.0480
2022-09-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-11,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,1,0,0,0,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2022-09-12,3,0,3,1,0,0,0.0008,0.0000,0.0005,0.0002,0.0000,0.0000,0,0,2,3,1,0,0.0000,0.0000,0.0004,0.0005,0.0004,0.0000,0,0,2,9,1,3,0.0000,0.0000,0.0004,0.0015,0.0004,0.0015
2022-09-13,1,1,8,3,1,1,0.0003,0.0007,0.0015,0.0005,0.0004,0.0005,0,6,13,7,3,8,0.0000,0.0043,0.0024,0.0012,0.0012,0.0041,0,0,9,32,87,112,0.0000,0.0000,0.0016,0.0053,0.0347,0.0578
2022-09-14,2,1,2,2,3,6,0.0005,0.0007,0.0004,0.0003,0.0012,0.0031,1,5,25,20,21,89,0.0003,0.0036,0.0046,0.0033,0.0084,0.0459,1,0,27,100,203,241,0.0003,0.0000,0.0049,0.0167,0.0809,0.1244
2022-09-15,4,1,5,3,0,3,0.0011,0.0007,0.0009,0.0005,0.0000,0.0015,3,8,30,21,10,21,0.0008,0.0058,0.0055,0.0035,0.0040,0.0108,0,2,41,127,192,202,0.0000,0.0014,0.0075,0.0212,0.0765,0.1042
2022-09-16,0,2,2,6,3,1,0.0000,0.0014,0.0004,0.0010,0.0012,0.0005,1,10,19,38,16,35,0.0003,0.0072,0.0035,0.0063,0.0064,0.0181,0,4,29,136,245,299,0.0000,0.0029,0.0053,0.0227,0.0976,0.1543
2022-09-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-19,1,0,3,1,0,3,0.0003,0.0000,0.0005,0.0002,0.0000,0.0015,1,5,12,19,20,10,0.0003,0.0036,0.0022,0.0032,0.0080,0.0052,0,3,20,131,223,188,0.0000,0.0022,0.0036,0.0219,0.0889,0.0970
2022-09-20,1,0,8,3,1,1,0.0003,0.0000,0.0015,0.0005,0.0004,0.0005,1,4,26,30,27,19,0.0003,0.0029,0.0047,0.0050,0.0108,0.0098,1,2,48,253,337,317,0.0003,0.0014,0.0088,0.0422,0.1343,0.1636
2022-09-21,6,1,6,8,4,2,0.0016,0.0007,0.0011,0.0013,0.0016,0.0010,4,5,24,48,43,38,0.0011,0.0036,0.0044,0.0080,0.0171,0.0196,1,4,48,413,855,737,0.0003,0.0029,0.0088,0.0689,0.3407,0.3803
2022-09-22,2,1,1,4,2,1,0.0005,0.0007,0.0002,0.0007,0.0008,0.0005,6,11,19,40,42,55,0.0016,0.0079,0.0035,0.0067,0.0167,0.0284,1,4,74,377,638,785,0.0003,0.0029,0.0135,0.0629,0.2542,0.4050
2022-09-23,1,2,3,4,0,3,0.0003,0.0014,0.0005,0.0007,0.0000,0.0015,3,6,22,44,29,39,0.0008,0.0043,0.0040,0.0073,0.0116,0.0201,1,8,67,372,619,651,0.0003,0.0058,0.0122,0.0621,0.2467,0.3359
2022-09-24,1,0,1,0,0,0,0.0003,0.0000,0.0002,0.0000,0.0000,0.0000,1,2,9,5,5,5,0.0003,0.0014,0.0016,0.0008,0.0020,0.0026,0,1,8,47,62,75,0.0000,0.0007,0.0015,0.0078,0.0247,0.0387
2022-09-25,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,3,1,0,0,0,0.0000,0.0022,0.0002,0.0000,0.0000,0.0000,0,2,3,0,0,0,0.0000,0.0014,0.0005,0.0000,0.0000,0.0000
2022-09-26,1,1,1,2,1,0,0.0003,0.0007,0.0002,0.0003,0.0004,0.0000,1,2,18,31,9,18,0.0003,0.0014,0.0033,0.0052,0.0036,0.0093,2,5,28,105,155,186,0.0005,0.0036,0.0051,0.0175,0.0618,0.0960
2022-09-27,4,1,6,1,1,0,0.0011,0.0007,0.0011,0.0002,0.0004,0.0000,3,4,29,35,41,86,0.0008,0.0029,0.0053,0.0058,0.0163,0.0444,0,9,98,357,537,675,0.0000,0.0065,0.0179,0.0596,0.2140,0.3483
2022-09-28,3,2,1,7,3,2,0.0008,0.0014,0.0002,0.0012,0.0012,0.0010,2,8,39,49,59,83,0.0005,0.0058,0.0071,0.0082,0.0235,0.0428,2,11,105,553,882,897,0.0005,0.0079,0.0192,0.0923,0.3515,0.4628
2022-09-29,5,4,3,4,0,2,0.0013,0.0029,0.0005,0.0007,0.0000,0.0010,11,9,33,79,47,58,0.0029,0.0065,0.0060,0.0132,0.0187,0.0299,0,10,132,497,708,798,0.0000,0.0072,0.0241,0.0830,0.2821,0.4118
2022-09-30,5,0,6,2,1,5,0.0013,0.0000,0.0011,0.0003,0.0004,0.0026,6,14,29,60,54,45,0.0016,0.0101,0.0053,0.0100,0.0215,0.0232,0,12,136,570,887,935,0.0000,0.0086,0.0248,0.0951,0.3535,0.4824
2022-10-01,0,0,1,0,0,0,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,3,1,6,6,7,6,0.0008,0.0007,0.0011,0.0010,0.0028,0.0031,0,7,47,117,175,119,0.0000,0.0050,0.0086,0.0195,0.0697,0.0614
2022-10-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-03,3,0,8,2,1,1,0.0008,0.0000,0.0015,0.0003,0.0004,0.0005,2,1,11,15,21,42,0.0005,0.0007,0.0020,0.0025,0.0084,0.0217,1,3,76,211,220,275,0.0003,0.0022,0.0139,0.0352,0.0877,0.1419
2022-10-04,3,1,10,3,2,6,0.0008,0.0007,0.0018,0.0005,0.0008,0.0031,6,2,30,33,29,39,0.0016,0.0014,0.0055,0.0055,0.0116,0.0201,0,12,71,315,377,440,0.0000,0.0086,0.0130,0.0526,0.1502,0.2270
2022-10-05,1,1,5,6,4,7,0.0003,0.0007,0.0009,0.0010,0.0016,0.0036,3,7,23,67,52,112,0.0008,0.0050,0.0042,0.0112,0.0207,0.0578,1,4,84,375,739,893,0.0003,0.0029,0.0153,0.0626,0.2945,0.4608
2022-10-06,9,0,7,4,0,4,0.0024,0.0000,0.0013,0.0007,0.0000,0.0021,11,8,43,60,49,60,0.0029,0.0058,0.0078,0.0100,0.0195,0.0310,0,7,100,371,695,800,0.0000,0.0050,0.0182,0.0619,0.2770,0.4128
2022-10-07,5,2,3,2,1,5,0.0013,0.0014,0.0005,0.0003,0.0004,0.0026,7,8,23,26,29,43,0.0019,0.0058,0.0042,0.0043,0.0116,0.0222,0,12,116,440,592,675,0.0000,0.0086,0.0212,0.0734,0.2359,0.3483
2022-10-08,1,0,1,0,0,0,0.0003,0.0000,0.0002,0.0000,0.0000,0.0000,3,3,10,6,3,5,0.0008,0.0022,0.0018,0.0010,0.0012,0.0026,0,5,35,98,120,116,0.0000,0.0036,0.0064,0.0164,0.0478,0.0599
2022-10-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-10,0,0,1,1,0,0,0.0000,0.0000,0.0002,0.0002,0.0000,0.0000,1,0,8,8,7,3,0.0003,0.0000,0.0015,0.0013,0.0028,0.0015,0,1,24,84,117,96,0.0000,0.0007,0.0044,0.0140,0.0466,0.0495
2022-10-11,0,1,4,2,3,1,0.0000,0.0007,0.0007,0.0003,0.0012,0.0005,2,4,13,25,18,29,0.0005,0.0029,0.0024,0.0042,0.0072,0.0150,0,4,58,220,334,373,0.0000,0.0029,0.0106,0.0367,0.1331,0.1925
2022-10-12,4,0,1,7,5,2,0.0011,0.0000,0.0002,0.0012,0.0020,0.0010,4,4,17,35,33,43,0.0011,0.0029,0.0031,0.0058,0.0132,0.0222,0,8,60,300,462,458,0.0000,0.0058,0.0109,0.0501,0.1841,0.2363
2022-10-13,8,1,3,3,2,2,0.0021,0.0007,0.0005,0.0005,0.0008,0.0010,4,4,36,49,46,52,0.0011,0.0029,0.0066,0.0082,0.0183,0.0268,2,10,131,514,708,815,0.0005,0.0072,0.0239,0.0858,0.2821,0.4205
2022-10-14,0,0,2,2,1,2,0.0000,0.0000,0.0004,0.0003,0.0004,0.0010,2,8,42,46,14,29,0.0005,0.0058,0.0077,0.0077,0.0056,0.0150,0,16,160,430,468,517,0.0000,0.0115,0.0292,0.0718,0.1865,0.2668
2022-10-15,1,1,0,1,0,0,0.0003,0.0007,0.0000,0.0002,0.0000,0.0000,9,4,7,5,3,2,0.0024,0.0029,0.0013,0.0008,0.0012,0.0010,1,6,34,112,80,73,0.0003,0.0043,0.0062,0.0187,0.0319,0.0377
2022-10-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-17,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2,2,3,11,7,9,0.0005,0.0014,0.0005,0.0018,0.0028,0.0046,0,5,25,101,156,155,0.0000,0.0036,0.0046,0.0169,0.0622,0.0800
2022-10-18,3,1,3,3,2,1,0.0008,0.0007,0.0005,0.0005,0.0008,0.0005,4,5,21,29,14,25,0.0011,0.0036,0.0038,0.0048,0.0056,0.0129,0,5,85,291,386,402,0.0000,0.0036,0.0155,0.0486,0.1538,0.2074
2022-10-19,2,0,2,0,2,1,0.0005,0.0000,0.0004,0.0000,0.0008,0.0005,4,1,13,44,24,59,0.0011,0.0007,0.0024,0.0073,0.0096,0.0304,0,4,79,275,451,500,0.0000,0.0029,0.0144,0.0459,0.1797,0.2580
2022-10-20,2,2,9,4,0,1,0.0005,0.0014,0.0016,0.0007,0.0000,0.0005,7,9,34,62,43,38,0.0019,0.0065,0.0062,0.0103,0.0171,0.0196,4,20,197,505,651,637,0.0011,0.0144,0.0359,0.0843,0.2594,0.3287
2022-10-21,3,1,1,2,2,1,0.0008,0.0007,0.0002,0.0003,0.0008,0.0005,4,3,16,33,27,26,0.0011,0.0022,0.0029,0.0055,0.0108,0.0134,1,14,118,418,584,463,0.0003,0.0101,0.0215,0.0698,0.2327,0.2389
2022-10-22,2,0,0,0,0,0,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,1,1,4,4,3,2,0.0003,0.0007,0.0007,0.0007,0.0012,0.0010,0,2,14,57,50,41,0.0000,0.0014,0.0026,0.0095,0.0199,0.0212
2022-10-23,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,1,1,0,1,0.0000,0.0000,0.0002,0.0002,0.0000,0.0005
2022-10-24,0,0,1,3,0,1,0.0000,0.0000,0.0002,0.0005,0.0000,0.0005,0,0,4,15,18,29,0.0000,0.0000,0.0007,0.0025,0.0072,0.0150,0,1,13,76,119,149,0.0000,0.0007,0.0024,0.0127,0.0474,0.0769
2022-10-25,1,0,12,9,2,1,0.0003,0.0000,0.0022,0.0015,0.0008,0.0005,4,3,17,15,12,18,0.0011,0.0022,0.0031,0.0025,0.0048,0.0093,1,5,36,185,271,227,0.0003,0.0036,0.0066,0.0309,0.1080,0.1171
2022-10-26,0,0,2,1,0,7,0.0000,0.0000,0.0004,0.0002,0.0000,0.0036,3,3,14,39,31,42,0.0008,0.0022,0.0026,0.0065,0.0124,0.0217,1,9,64,344,527,555,0.0003,0.0065,0.0117,0.0574,0.2100,0.2864
2022-10-27,1,1,5,1,0,2,0.0003,0.0007,0.0009,0.0002,0.0000,0.0010,1,2,40,37,32,40,0.0003,0.0014,0.0073,0.0062,0.0128,0.0206,2,10,85,421,613,592,0.0005,0.0072,0.0155,0.0703,0.2443,0.3055
2022-10-28,1,0,1,2,2,3,0.0003,0.0000,0.0002,0.0003,0.0008,0.0015,2,2,14,18,21,39,0.0005,0.0014,0.0026,0.0030,0.0084,0.0201,1,12,106,326,474,451,0.0003,0.0086,0.0193,0.0544,0.1889,0.2327
2022-10-29,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,2,2,0,0.0000,0.0000,0.0000,0.0003,0.0008,0.0000,0,0,8,8,16,17,0.0000,0.0000,0.0015,0.0013,0.0064,0.0088
2022-10-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-02,0,0,1,0,1,0,0.0000,0.0000,0.0002,0.0000,0.0004,0.0000,3,5,2,7,6,8,0.0008,0.0036,0.0004,0.0012,0.0024,0.0041,0,4,26,116,186,123,0.0000,0.0029,0.0047,0.0194,0.0741,0.0635
2022-11-03,0,0,1,3,2,1,0.0000,0.0000,0.0002,0.0005,0.0008,0.0005,6,2,12,16,15,20,0.0016,0.0014,0.0022,0.0027,0.0060,0.0103,1,9,78,211,247,230,0.0003,0.0065,0.0142,0.0352,0.0984,0.1187
2022-11-04,0,0,2,3,0,0,0.0000,0.0000,0.0004,0.0005,0.0000,0.0000,1,3,10,20,9,9,0.0003,0.0022,0.0018,0.0033,0.0036,0.0046,0,15,42,166,209,163,0.0000,0.0108,0.0077,0.0277,0.0833,0.0841
2022-11-05,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,3,6,1,4,0.0000,0.0000,0.0005,0.0010,0.0004,0.0021,0,1,6,33,57,48,0.0000,0.0007,0.0011,0.0055,0.0227,0.0248
2022-11-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-07,1,0,2,0,0,1,0.0003,0.0000,0.0004,0.0000,0.0000,0.0005,0,1,5,9,16,7,0.0000,0.0007,0.0009,0.0015,0.0064,0.0036,0,0,31,77,135,147,0.0000,0.0000,0.0057,0.0129,0.0538,0.0758
2022-11-08,1,0,2,0,0,1,0.0003,0.0000,0.0004,0.0000,0.0000,0.0005,1,0,14,10,11,10,0.0003,0.0000,0.0026,0.0017,0.0044,0.0052,0,4,52,141,157,142,0.0000,0.0029,0.0095,0.0235,0.0626,0.0733
2022-11-09,0,0,5,2,0,2,0.0000,0.0000,0.0009,0.0003,0.0000,0.0010,1,4,11,17,19,11,0.0003,0.0029,0.0020,0.0028,0.0076,0.0057,0,6,60,224,351,310,0.0000,0.0043,0.0109,0.0374,0.1399,0.1600
2022-11-10,3,3,2,2,0,7,0.0008,0.0022,0.0004,0.0003,0.0000,0.0036,3,9,19,29,17,23,0.0008,0.0065,0.0035,0.0048,0.0068,0.0119,0,21,105,321,351,335,0.0000,0.0151,0.0192,0.0536,0.1399,0.1729
2022-11-11,0,0,0,0,1,3,0.0000,0.0000,0.0000,0.0000,0.0004,0.0015,0,2,13,12,12,9,0.0000,0.0014,0.0024,0.0020,0.0048,0.0046,0,6,84,244,288,268,0.0000,0.0043,0.0153,0.0407,0.1148,0.1383
2022-11-12,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,1,1,1,1,0,0.0003,0.0007,0.0002,0.0002,0.0004,0.0000,0,1,12,9,24,10,0.0000,0.0007,0.0022,0.0015,0.0096,0.0052
2022-11-13,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000
2022-11-14,0,0,2,0,1,0,0.0000,0.0000,0.0004,0.0000,0.0004,0.0000,0,0,2,4,2,3,0.0000,0.0000,0.0004,0.0007,0.0008,0.0015,0,0,10,38,67,41,0.0000,0.0000,0.0018,0.0063,0.0267,0.0212
2022-11-15,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,1,4,6,12,6,0.0003,0.0007,0.0007,0.0010,0.0048,0.0031,0,1,23,114,180,157,0.0000,0.0007,0.0042,0.0190,0.0717,0.0810
2022-11-16,0,0,0,1,0,1,0.0000,0.0000,0.0000,0.0002,0.0000,0.0005,0,4,11,15,16,17,0.0000,0.0029,0.0020,0.0025,0.0064,0.0088,0,5,48,179,277,239,0.0000,0.0036,0.0088,0.0299,0.1104,0.1233
2022-11-17,0,1,2,4,0,2,0.0000,0.0007,0.0004,0.0007,0.0000,0.0010,3,0,22,23,14,28,0.0008,0.0000,0.0040,0.0038,0.0056,0.0144,1,7,78,189,269,285,0.0003,0.0050,0.0142,0.0315,0.1072,0.1471
2022-11-18,1,1,1,4,0,0,0.0003,0.0007,0.0002,0.0007,0.0000,0.0000,1,0,8,9,5,13,0.0003,0.0000,0.0015,0.0015,0.0020,0.0067,0,6,52,134,236,182,0.0000,0.0043,0.0095,0.0224,0.0940,0.0939
2022-11-19,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,1,0,1,0,0.0000,0.0000,0.0002,0.0000,0.0004,0.0000,0,0,2,3,11,10,0.0000,0.0000,0.0004,0.0005,0.0044,0.0052
2022-11-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-21,0,0,2,0,0,0,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0,0,5,5,4,3,0.0000,0.0000,0.0009,0.0008,0.0016,0.0015,0,0,12,66,71,52,0.0000,0.0000,0.0022,0.0110,0.0283,0.0268
2022-11-22,1,0,0,0,0,0,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,10,8,7,5,0.0000,0.0007,0.0018,0.0013,0.0028,0.0026,0,1,25,77,126,114,0.0000,0.0007,0.0046,0.0129,0.0502,0.0588
2022-11-23,4,0,0,3,1,3,0.0011,0.0000,0.0000,0.0005,0.0004,0.0015,1,1,6,18,23,18,0.0003,0.0007,0.0011,0.0030,0.0092,0.0093,0,1,37,252,267,235,0.0000,0.0007,0.0068,0.0421,0.1064,0.1213
