dt,st_polno_cepljeni_0_17,st_polno_cepljeni_18_24,st_polno_cepljeni_25_44,st_polno_cepljeni_45_64,st_polno_cepljeni_65_74,st_polno_cepljeni_75_plus,delez_polno_cepljeni_0_17,delez_polno_cepljeni_18_24,delez_polno_cepljeni_25_44,delez_polno_cepljeni_45_64,delez_polno_cepljeni_65_74,delez_polno_cepljeni_75_plus,st_dodatno_cepljeni_0_17,st_dodatno_cepljeni_18_24,st_dodatno_cepljeni_25_44,st_dodatno_cepljeni_45_64,st_dodatno_cepljeni_65_74,st_dodatno_cepljeni_75_plus,delez_dodatno_cepljeni_0_17,delez_dodatno_cepljeni_18_24,delez_dodatno_cepljeni_25_44,delez_dodatno_cepljeni_45_64,delez_dodatno_cepljeni_65_74,delez_dodatno_cepljeni_75_plus,st_2Xdodatno_cepljeni_0_17,st_2Xdodatno_cepljeni_18_24,st_2Xdodatno_cepljeni_25_44,st_2Xdodatno_cepljeni_45_64,st_2Xdodatno_cepljeni_65_74,st_2Xdodatno_cepljeni_75_plus,delez_2Xdodatno_cepljeni_0_17,delez_2Xdodatno_cepljeni_18_24,delez_2Xdodatno_cepljeni_25_44,delez_2Xdodatno_cepljeni_45_64,delez_2Xdodatno_cepljeni_65_74,delez_2Xdodatno_cepljeni_75_plus
2022-04-22,6,7,22,21,2,7,0.0016,0.0050,0.0040,0.0035,0.0008,0.0036,19,41,140,141,36,20,0.0050,0.0295,0.0255,0.0235,0.0143,0.0103,0,0,0,5,2,3,0.0000,0.0000,0.0000,0.0008,0.0008,0.0015
2022-04-23,0,0,4,2,0,0,0.0000,0.0000,0.0007,0.0003,0.0000,0.0000,1,4,19,9,0,0,0.0003,0.0029,0.0035,0.0015,0.0000,0.0000,0,0,1,0,0,0,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000
2022-04-24,0,0,1,0,0,0,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,1,1,10,0,2,0,0.0003,0.0007,0.0018,0.0000,0.0008,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2022-04-25,2,1,7,4,1,0,0.0005,0.0007,0.0013,0.0007,0.0004,0.0000,7,36,78,87,11,7,0.0019,0.0259,0.0142,0.0145,0.0044,0.0036,0,0,0,1,0,0,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000
2022-04-26,6,5,14,12,3,1,0.0016,0.0036,0.0026,0.0020,0.0012,0.0005,5,32,108,116,36,36,0.0013,0.0230,0.0197,0.0194,0.0143,0.0186,0,0,0,0,0,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005
2022-04-27,0,0,0,1,0,0,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0,5,7,4,0,0,0.0000,0.0036,0.0013,0.0007,0.0000,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2022-04-28,6,0,3,3,0,2,0.0016,0.0000,0.0005,0.0005,0.0000,0.0010,6,19,59,75,10,9,0.0016,0.0137,0.0108,0.0125,0.0040,0.0046,0,0,0,0,2,2,0.0000,0.0000,0.0000,0.0000,0.0008,0.0010
2022-04-29,4,6,12,16,0,1,0.0011,0.0043,0.0022,0.0027,0.0000,0.0005,5,39,73,67,19,16,0.0013,0.0281,0.0133,0.0112,0.0076,0.0083,0,0,0,1,1,2,0.0000,0.0000,0.0000,0.0002,0.0004,0.0010
2022-04-30,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,3,6,4,1,0,0.0000,0.0022,0.0011,0.0007,0.0004,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2022-05-01,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,3,0,2,0,0,0.0003,0.0022,0.0000,0.0003,0.0000,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2022-05-02,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,4,4,1,1,0.0000,0.0007,0.0007,0.0007,0.0004,0.0005,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2022-05-03,6,1,23,19,2,1,0.0016,0.0007,0.0042,0.0032,0.0008,0.0005,5,27,85,97,29,10,0.0013,0.0194,0.0155,0.0162,0.0116,0.0052,0,0,0,1,0,1,0.0000,0.0000,0.0000,0.0002,0.0000,0.0005
2022-05-04,5,4,15,12,3,5,0.0013,0.0029,0.0027,0.0020,0.0012,0.0026,3,37,122,130,43,28,0.0008,0.0266,0.0223,0.0217,0.0171,0.0144,0,0,0,0,1,3,0.0000,0.0000,0.0000,0.0000,0.0004,0.0015
2022-05-05,7,2,18,24,1,7,0.0019,0.0014,0.0033,0.0040,0.0004,0.0036,11,28,101,133,40,33,0.0029,0.0202,0.0184,0.0222,0.0159,0.0170,0,0,4,2,0,7,0.0000,0.0000,0.0007,0.0003,0.0000,0.0036
2022-05-06,2,3,17,18,3,5,0.0005,0.0022,0.0031,0.0030,0.0012,0.0026,7,34,117,134,45,18,0.0019,0.0245,0.0213,0.0224,0.0179,0.0093,0,0,0,3,0,0,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000
2022-05-07,2,0,1,0,0,0,0.0005,0.0000,0.0002,0.0000,0.0000,0.0000,1,7,10,8,1,0,0.0003,0.0050,0.0018,0.0013,0.0004,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2022-05-08,0,1,0,0,0,0,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0,3,5,1,0,0,0.0000,0.0022,0.0009,0.0002,0.0000,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2022-05-09,1,1,3,1,0,0,0.0003,0.0007,0.0005,0.0002,0.0000,0.0000,1,4,28,38,11,5,0.0003,0.0029,0.0051,0.0063,0.0044,0.0026,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2022-05-10,3,1,12,8,2,1,0.0008,0.0007,0.0022,0.0013,0.0008,0.0005,2,16,73,94,28,11,0.0005,0.0115,0.0133,0.0157,0.0112,0.0057,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2022-05-11,6,2,16,9,2,0,0.0016,0.0014,0.0029,0.0015,0.0008,0.0000,7,26,77,92,38,33,0.0019,0.0187,0.0140,0.0154,0.0151,0.0170,0,1,0,2,0,2,0.0000,0.0007,0.0000,0.0003,0.0000,0.0010
2022-05-12,23,3,12,6,3,0,0.0061,0.0022,0.0022,0.0010,0.0012,0.0000,11,17,84,65,23,9,0.0029,0.0122,0.0153,0.0108,0.0092,0.0046,0,0,3,4,4,10,0.0000,0.0000,0.0005,0.0007,0.0016,0.0052
2022-05-13,7,4,10,8,1,0,0.0019,0.0029,0.0018,0.0013,0.0004,0.0000,4,28,92,92,19,15,0.0011,0.0202,0.0168,0.0154,0.0076,0.0077,0,0,3,2,3,2,0.0000,0.0000,0.0005,0.0003,0.0012,0.0010
2022-05-14,0,2,0,0,0,0,0.0000,0.0014,0.0000,0.0000,0.0000,0.0000,0,2,5,2,0,1,0.0000,0.0014,0.0009,0.0003,0.0000,0.0005,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2022-05-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-16,0,0,6,3,0,0,0.0000,0.0000,0.0011,0.0005,0.0000,0.0000,4,14,29,24,3,9,0.0011,0.0101,0.0053,0.0040,0.0012,0.0046,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2022-05-17,11,4,12,5,2,1,0.0029,0.0029,0.0022,0.0008,0.0008,0.0005,1,7,35,35,17,12,0.0003,0.0050,0.0064,0.0058,0.0068,0.0062,0,0,1,0,0,1,0.0000,0.0000,0.0002,0.0000,0.0000,0.0005
2022-05-18,7,1,5,12,1,3,0.0019,0.0007,0.0009,0.0020,0.0004,0.0015,3,15,63,66,18,23,0.0008,0.0108,0.0115,0.0110,0.0072,0.0119,0,0,0,0,4,1,0.0000,0.0000,0.0000,0.0000,0.0016,0.0005
2022-05-19,4,6,10,8,1,1,0.0011,0.0043,0.0018,0.0013,0.0004,0.0005,9,29,99,84,19,24,0.0024,0.0209,0.0181,0.0140,0.0076,0.0124,0,0,1,4,4,12,0.0000,0.0000,0.0002,0.0007,0.0016,0.0062
2022-05-20,5,1,6,8,0,1,0.0013,0.0007,0.0011,0.0013,0.0000,0.0005,2,12,57,69,23,22,0.0005,0.0086,0.0104,0.0115,0.0092,0.0114,0,1,1,1,1,1,0.0000,0.0007,0.0002,0.0002,0.0004,0.0005
2022-05-21,0,0,1,0,0,0,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,1,1,8,1,0,0,0.0003,0.0007,0.0015,0.0002,0.0000,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2022-05-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-23,2,1,4,1,0,0,0.0005,0.0007,0.0007,0.0002,0.0000,0.0000,5,5,7,14,2,4,0.0013,0.0036,0.0013,0.0023,0.0008,0.0021,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2022-05-24,5,3,9,13,2,0,0.0013,0.0022,0.0016,0.0022,0.0008,0.0000,2,15,59,33,2,10,0.0005,0.0108,0.0108,0.0055,0.0008,0.0052,0,0,0,0,3,13,0.0000,0.0000,0.0000,0.0000,0.0012,0.0067
2022-05-25,5,0,11,8,1,3,0.0013,0.0000,0.0020,0.0013,0.0004,0.0015,9,9,55,47,7,10,0.0024,0.0065,0.0100,0.0078,0.0028,0.0052,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2022-05-26,5,2,8,10,1,5,0.0013,0.0014,0.0015,0.0017,0.0004,0.0026,14,24,58,65,20,30,0.0037,0.0173,0.0106,0.0108,0.0080,0.0155,0,0,11,26,14,9,0.0000,0.0000,0.0020,0.0043,0.0056,0.0046
2022-05-27,2,3,4,9,0,1,0.0005,0.0022,0.0007,0.0015,0.0000,0.0005,3,10,39,35,6,4,0.0008,0.0072,0.0071,0.0058,0.0024,0.0021,0,0,0,1,0,1,0.0000,0.0000,0.0000,0.0002,0.0000,0.0005
2022-05-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-30,3,2,3,1,0,0,0.0008,0.0014,0.0005,0.0002,0.0000,0.0000,0,6,14,20,7,10,0.0000,0.0043,0.0026,0.0033,0.0028,0.0052,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2022-05-31,5,1,10,6,1,0,0.0013,0.0007,0.0018,0.0010,0.0004,0.0000,2,4,39,32,16,5,0.0005,0.0029,0.0071,0.0053,0.0064,0.0026,0,0,2,0,0,0,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000
2022-06-01,3,2,3,10,3,3,0.0008,0.0014,0.0005,0.0017,0.0012,0.0015,3,17,52,44,12,2,0.0008,0.0122,0.0095,0.0073,0.0048,0.0010,1,1,1,0,2,1,0.0003,0.0007,0.0002,0.0000,0.0008,0.0005
2022-06-02,11,2,10,8,1,1,0.0029,0.0014,0.0018,0.0013,0.0004,0.0005,12,17,60,62,7,12,0.0032,0.0122,0.0109,0.0103,0.0028,0.0062,0,0,0,2,2,2,0.0000,0.0000,0.0000,0.0003,0.0008,0.0010
2022-06-03,1,5,6,5,1,6,0.0003,0.0036,0.0011,0.0008,0.0004,0.0031,3,9,20,25,6,5,0.0008,0.0065,0.0036,0.0042,0.0024,0.0026,0,0,0,2,0,0,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
2022-06-04,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,1,0,0,0,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,0,0,1,0,0,0,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000
2022-06-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-06,0,1,2,3,1,0,0.0000,0.0007,0.0004,0.0005,0.0004,0.0000,0,0,8,6,1,8,0.0000,0.0000,0.0015,0.0010,0.0004,0.0041,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2022-06-07,2,4,7,5,0,0,0.0005,0.0029,0.0013,0.0008,0.0000,0.0000,2,4,24,35,6,5,0.0005,0.0029,0.0044,0.0058,0.0024,0.0026,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2022-06-08,3,1,7,7,2,0,0.0008,0.0007,0.0013,0.0012,0.0008,0.0000,2,16,32,37,4,5,0.0005,0.0115,0.0058,0.0062,0.0016,0.0026,0,0,0,1,0,0,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000
2022-06-09,11,0,12,9,2,5,0.0029,0.0000,0.0022,0.0015,0.0008,0.0026,3,24,57,50,14,10,0.0008,0.0173,0.0104,0.0083,0.0056,0.0052,0,0,2,2,0,1,0.0000,0.0000,0.0004,0.0003,0.0000,0.0005
2022-06-10,1,1,4,4,0,0,0.0003,0.0007,0.0007,0.0007,0.0000,0.0000,2,5,13,15,4,0,0.0005,0.0036,0.0024,0.0025,0.0016,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2022-06-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-13,1,0,0,1,0,0,0.0003,0.0000,0.0000,0.0002,0.0000,0.0000,0,2,7,5,0,1,0.0000,0.0014,0.0013,0.0008,0.0000,0.0005,0,0,1,0,0,0,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000
2022-06-14,1,1,9,5,0,1,0.0003,0.0007,0.0016,0.0008,0.0000,0.0005,2,12,16,20,5,2,0.0005,0.0086,0.0029,0.0033,0.0020,0.0010,0,0,1,2,0,0,0.0000,0.0000,0.0002,0.0003,0.0000,0.0000
2022-06-15,2,1,11,13,4,1,0.0005,0.0007,0.0020,0.0022,0.0016,0.0005,5,13,24,26,7,2,0.0013,0.0094,0.0044,0.0043,0.0028,0.0010,0,0,0,2,0,2,0.0000,0.0000,0.0000,0.0003,0.0000,0.0010
2022-06-16,9,5,15,11,1,1,0.0024,0.0036,0.0027,0.0018,0.0004,0.0005,11,31,52,56,8,3,0.0029,0.0223,0.0095,0.0093,0.0032,0.0015,0,2,2,7,1,2,0.0000,0.0014,0.0004,0.0012,0.0004,0.0010
2022-06-17,2,2,4,3,2,0,0.0005,0.0014,0.0007,0.0005,0.0008,0.0000,3,13,23,31,6,7,0.0008,0.0094,0.0042,0.0052,0.0024,0.0036,0,0,1,0,0,0,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000
2022-06-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-19,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,1,0,0,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2022-06-20,6,2,1,1,0,0,0.0016,0.0014,0.0002,0.0002,0.0000,0.0000,3,6,9,8,0,2,0.0008,0.0043,0.0016,0.0013,0.0000,0.0010,0,0,1,0,1,0,0.0000,0.0000,0.0002,0.0000,0.0004,0.0000
2022-06-21,5,5,10,6,1,0,0.0013,0.0036,0.0018,0.0010,0.0004,0.0000,8,12,39,55,4,5,0.0021,0.0086,0.0071,0.0092,0.0016,0.0026,0,0,0,1,2,0,0.0000,0.0000,0.0000,0.0002,0.0008,0.0000
2022-06-22,10,6,10,4,2,5,0.0027,0.0043,0.0018,0.0007,0.0008,0.0026,7,26,45,38,12,8,0.0019,0.0187,0.0082,0.0063,0.0048,0.0041,0,0,0,1,1,2,0.0000,0.0000,0.0000,0.0002,0.0004,0.0010
2022-06-23,13,3,9,9,0,0,0.0035,0.0022,0.0016,0.0015,0.0000,0.0000,14,23,58,43,8,11,0.0037,0.0166,0.0106,0.0072,0.0032,0.0057,0,0,2,0,3,3,0.0000,0.0000,0.0004,0.0000,0.0012,0.0015
2022-06-24,0,0,4,5,3,2,0.0000,0.0000,0.0007,0.0008,0.0012,0.0010,4,12,43,38,14,7,0.0011,0.0086,0.0078,0.0063,0.0056,0.0036,0,0,0,0,1,0,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000
2022-06-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-27,1,2,2,3,0,0,0.0003,0.0014,0.0004,0.0005,0.0000,0.0000,5,3,21,10,2,2,0.0013,0.0022,0.0038,0.0017,0.0008,0.0010,0,1,0,1,1,0,0.0000,0.0007,0.0000,0.0002,0.0004,0.0000
2022-06-28,4,2,9,11,0,1,0.0011,0.0014,0.0016,0.0018,0.0000,0.0005,4,13,50,31,7,3,0.0011,0.0094,0.0091,0.0052,0.0028,0.0015,0,1,0,0,0,0,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000
2022-06-29,6,0,1,4,1,0,0.0016,0.0000,0.0002,0.0007,0.0004,0.0000,10,22,39,31,7,0,0.0027,0.0158,0.0071,0.0052,0.0028,0.0000,0,0,0,2,0,2,0.0000,0.0000,0.0000,0.0003,0.0000,0.0010
2022-06-30,5,4,7,4,0,1,0.0013,0.0029,0.0013,0.0007,0.0000,0.0005,7,28,57,58,13,10,0.0019,0.0202,0.0104,0.0097,0.0052,0.0052,0,1,2,4,3,4,0.0000,0.0007,0.0004,0.0007,0.0012,0.0021
2022-07-01,3,4,9,3,0,1,0.0008,0.0029,0.0016,0.0005,0.0000,0.0005,6,10,30,27,6,4,0.0016,0.0072,0.0055,0.0045,0.0024,0.0021,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2022-07-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-04,1,0,1,1,0,0,0.0003,0.0000,0.0002,0.0002,0.0000,0.0000,2,4,5,10,1,5,0.0005,0.0029,0.0009,0.0017,0.0004,0.0026,0,0,0,2,0,0,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000
2022-07-05,0,3,11,1,0,2,0.0000,0.0022,0.0020,0.0002,0.0000,0.0010,4,12,36,28,4,3,0.0011,0.0086,0.0066,0.0047,0.0016,0.0015,0,0,0,0,1,0,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000
2022-07-06,4,3,2,2,0,1,0.0011,0.0022,0.0004,0.0003,0.0000,0.0005,4,9,32,36,5,2,0.0011,0.0065,0.0058,0.0060,0.0020,0.0010,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2022-07-07,4,3,9,6,0,1,0.0011,0.0022,0.0016,0.0010,0.0000,0.0005,6,24,67,45,9,5,0.0016,0.0173,0.0122,0.0075,0.0036,0.0026,0,1,0,4,4,4,0.0000,0.0007,0.0000,0.0007,0.0016,0.0021
2022-07-08,0,2,4,0,0,0,0.0000,0.0014,0.0007,0.0000,0.0000,0.0000,3,10,18,21,4,2,0.0008,0.0072,0.0033,0.0035,0.0016,0.0010,0,0,0,2,2,2,0.0000,0.0000,0.0000,0.0003,0.0008,0.0010
2022-07-09,1,0,0,0,0,0,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,1,2,0,0,0.0000,0.0000,0.0002,0.0003,0.0000,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2022-07-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-11,3,2,6,7,0,1,0.0008,0.0014,0.0011,0.0012,0.0000,0.0005,1,7,25,22,5,2,0.0003,0.0050,0.0046,0.0037,0.0020,0.0010,0,0,1,1,2,2,0.0000,0.0000,0.0002,0.0002,0.0008,0.0010
2022-07-12,2,2,3,6,0,0,0.0005,0.0014,0.0005,0.0010,0.0000,0.0000,4,8,34,27,17,10,0.0011,0.0058,0.0062,0.0045,0.0068,0.0052,0,1,2,1,6,7,0.0000,0.0007,0.0004,0.0002,0.0024,0.0036
2022-07-13,6,1,4,5,2,0,0.0016,0.0007,0.0007,0.0008,0.0008,0.0000,5,21,48,36,12,11,0.0013,0.0151,0.0088,0.0060,0.0048,0.0057,0,0,1,1,0,1,0.0000,0.0000,0.0002,0.0002,0.0000,0.0005
2022-07-14,10,1,12,7,0,1,0.0027,0.0007,0.0022,0.0012,0.0000,0.0005,9,30,66,52,11,8,0.0024,0.0216,0.0120,0.0087,0.0044,0.0041,0,1,5,9,16,12,0.0000,0.0007,0.0009,0.0015,0.0064,0.0062
2022-07-15,1,1,5,5,1,0,0.0003,0.0007,0.0009,0.0008,0.0004,0.0000,6,13,34,46,11,14,0.0016,0.0094,0.0062,0.0077,0.0044,0.0072,0,1,0,1,2,2,0.0000,0.0007,0.0000,0.0002,0.0008,0.0010
2022-07-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-18,0,2,1,3,0,0,0.0000,0.0014,0.0002,0.0005,0.0000,0.0000,1,7,9,16,0,1,0.0003,0.0050,0.0016,0.0027,0.0000,0.0005,0,0,2,0,2,0,0.0000,0.0000,0.0004,0.0000,0.0008,0.0000
2022-07-19,1,3,7,5,0,0,0.0003,0.0022,0.0013,0.0008,0.0000,0.0000,9,15,47,39,7,11,0.0024,0.0108,0.0086,0.0065,0.0028,0.0057,0,0,2,10,13,10,0.0000,0.0000,0.0004,0.0017,0.0052,0.0052
2022-07-20,5,1,7,4,1,0,0.0013,0.0007,0.0013,0.0007,0.0004,0.0000,3,14,41,40,10,11,0.0008,0.0101,0.0075,0.0067,0.0040,0.0057,0,1,2,22,30,26,0.0000,0.0007,0.0004,0.0037,0.0120,0.0134
2022-07-21,1,1,10,11,0,2,0.0003,0.0007,0.0018,0.0018,0.0000,0.0010,6,9,55,57,11,2,0.0016,0.0065,0.0100,0.0095,0.0044,0.0010,0,7,9,33,44,46,0.0000,0.0050,0.0016,0.0055,0.0175,0.0237
2022-07-22,0,1,6,1,0,1,0.0000,0.0007,0.0011,0.0002,0.0000,0.0005,4,12,21,21,6,1,0.0011,0.0086,0.0038,0.0035,0.0024,0.0005,0,0,5,29,37,33,0.0000,0.0000,0.0009,0.0048,0.0147,0.0170
2022-07-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-25,1,1,3,1,0,1,0.0003,0.0007,0.0005,0.0002,0.0000,0.0005,1,9,20,9,4,4,0.0003,0.0065,0.0036,0.0015,0.0016,0.0021,0,1,5,21,49,60,0.0000,0.0007,0.0009,0.0035,0.0195,0.0310
2022-07-26,2,5,12,5,2,4,0.0005,0.0036,0.0022,0.0008,0.0008,0.0021,5,19,57,28,8,15,0.0013,0.0137,0.0104,0.0047,0.0032,0.0077,0,2,7,34,69,112,0.0000,0.0014,0.0013,0.0057,0.0275,0.0578
2022-07-27,2,3,2,2,0,3,0.0005,0.0022,0.0004,0.0003,0.0000,0.0015,5,15,40,44,14,12,0.0013,0.0108,0.0073,0.0073,0.0056,0.0062,0,4,14,65,123,130,0.0000,0.0029,0.0026,0.0108,0.0490,0.0671
2022-07-28,7,2,7,7,1,2,0.0019,0.0014,0.0013,0.0012,0.0004,0.0010,9,16,80,55,21,58,0.0024,0.0115,0.0146,0.0092,0.0084,0.0299,0,2,28,102,215,220,0.0000,0.0014,0.0051,0.0170,0.0857,0.1135
2022-07-29,1,3,2,2,0,3,0.0003,0.0022,0.0004,0.0003,0.0000,0.0015,0,3,24,22,10,31,0.0000,0.0022,0.0044,0.0037,0.0040,0.0160,0,2,3,39,120,183,0.0000,0.0014,0.0005,0.0065,0.0478,0.0944
2022-07-30,1,0,0,3,0,0,0.0003,0.0000,0.0000,0.0005,0.0000,0.0000,0,0,2,1,0,0,0.0000,0.0000,0.0004,0.0002,0.0000,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2022-07-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-01,0,0,1,0,0,0,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,0,2,2,5,1,2,0.0000,0.0014,0.0004,0.0008,0.0004,0.0010,0,0,3,26,33,42,0.0000,0.0000,0.0005,0.0043,0.0132,0.0217
2022-08-02,1,2,8,5,0,0,0.0003,0.0014,0.0015,0.0008,0.0000,0.0000,5,8,19,29,9,19,0.0013,0.0058,0.0035,0.0048,0.0036,0.0098,0,0,15,52,117,146,0.0000,0.0000,0.0027,0.0087,0.0466,0.0753
2022-08-03,1,0,4,2,0,2,0.0003,0.0000,0.0007,0.0003,0.0000,0.0010,2,4,35,23,7,15,0.0005,0.0029,0.0064,0.0038,0.0028,0.0077,0,2,10,36,78,158,0.0000,0.0014,0.0018,0.0060,0.0311,0.0815
2022-08-04,2,2,10,4,1,0,0.0005,0.0014,0.0018,0.0007,0.0004,0.0000,4,10,41,29,18,12,0.0011,0.0072,0.0075,0.0048,0.0072,0.0062,0,2,30,93,168,276,0.0000,0.0014,0.0055,0.0155,0.0669,0.1424
2022-08-05,1,4,4,3,0,1,0.0003,0.0029,0.0007,0.0005,0.0000,0.0005,6,8,19,19,7,3,0.0016,0.0058,0.0035,0.0032,0.0028,0.0015,0,3,8,36,71,147,0.0000,0.0022,0.0015,0.0060,0.0283,0.0758
2022-08-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-07,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,1,0,0,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000
