date,state.icu.in.vaccinated,state.icu.in.vaccinatedpartially,state.icu.in.recovered,state.icu.in.other,state.icu.in,state.icu.out,state.icu,state.critical.in,state.critical.out,state.critical,state.niv,hospital.icu.free,hospital.icu.total,state.deceased.hospital.icu,state.deceased.hospital.icu.todate,state.icu.total,state.critical.total,state.ukclj.icu.in.vaccinated,state.ukclj.icu.in.vaccinatedpartially,state.ukclj.icu.in.recovered,state.ukclj.icu.in.other,state.ukclj.icu.in,state.ukclj.icu.out,state.ukclj.icu,state.ukclj.critical.in,state.ukclj.critical.out,state.ukclj.critical,state.ukclj.niv,hospital.ukclj.icu.free,hospital.ukclj.icu.total,state.ukclj.deceased.hospital.icu,state.ukclj.deceased.hospital.icu.todate,state.ukclj.icu.total,state.ukclj.critical.total,state.ukcmb.icu.in.vaccinated,state.ukcmb.icu.in.vaccinatedpartially,state.ukcmb.icu.in.recovered,state.ukcmb.icu.in.other,state.ukcmb.icu.in,state.ukcmb.icu.out,state.ukcmb.icu,state.ukcmb.critical.in,state.ukcmb.critical.out,state.ukcmb.critical,state.ukcmb.niv,hospital.ukcmb.icu.free,hospital.ukcmb.icu.total,state.ukcmb.deceased.hospital.icu,state.ukcmb.deceased.hospital.icu.todate,state.ukcmb.icu.total,state.ukcmb.critical.total,state.ukg.icu.in.other,state.ukg.icu.in,state.ukg.icu.out,state.ukg.icu,state.ukg.icu.in,state.ukg.icu.out,state.ukg.icu,state.ukg.critical.in,state.ukg.critical.out,state.ukg.critical,state.ukg.niv,hospital.ukg.icu.free,hospital.ukg.icu.total,state.ukg.deceased.hospital.icu,state.ukg.deceased.hospital.icu.todate,state.ukg.icu.total,state.ukg.critical.total,state.sbce.icu.in.vaccinated,state.sbce.icu.in.vaccinatedpartially,state.sbce.icu.in.recovered,state.sbce.icu.in.other,state.sbce.icu.in,state.sbce.icu.out,state.sbce.icu,state.sbce.critical.in,state.sbce.critical.out,state.sbce.critical,state.sbce.niv,hospital.sbce.icu.free,hospital.sbce.icu.total,state.sbce.deceased.hospital.icu,state.sbce.deceased.hospital.icu.todate,state.sbce.icu.total,state.sbce.critical.total,state.sbnm.icu.in.vaccinated,state.sbnm.icu.in.vaccinatedpartially,state.sbnm.icu.in.recovered,state.sbnm.icu.in.other,state.sbnm.icu.in,state.sbnm.icu.out,state.sbnm.icu,state.sbnm.critical.in,state.sbnm.critical.out,state.sbnm.critical,state.sbnm.niv,hospital.sbnm.icu.free,hospital.sbnm.icu.total,state.sbnm.deceased.hospital.icu,state.sbnm.deceased.hospital.icu.todate,state.sbnm.icu.total,state.sbnm.critical.total,state.sbms.icu.in.vaccinated,state.sbms.icu.in.vaccinatedpartially,state.sbms.icu.in.recovered,state.sbms.icu.in.other,state.sbms.icu.in,state.sbms.icu.out,state.sbms.icu,state.sbms.critical.in,state.sbms.critical.out,state.sbms.critical,state.sbms.niv,hospital.sbms.icu.free,hospital.sbms.icu.total,state.sbms.deceased.hospital.icu,state.sbms.deceased.hospital.icu.todate,state.sbms.icu.total,state.sbms.critical.total,state.sbpt.icu.in.vaccinated,state.sbpt.icu.in.vaccinatedpartially,state.sbpt.icu.in.recovered,state.sbpt.icu.in.other,state.sbpt.icu.in,state.sbpt.icu.out,state.sbpt.icu,state.sbpt.critical.in,state.sbpt.critical.out,state.sbpt.critical,state.sbpt.niv,hospital.sbpt.icu.free,hospital.sbpt.icu.total,state.sbpt.deceased.hospital.icu,state.sbpt.deceased.hospital.icu.todate,state.sbpt.icu.total,state.sbpt.critical.total,state.sbsg.icu.in.vaccinated,state.sbsg.icu.in.vaccinatedpartially,state.sbsg.icu.in.recovered,state.sbsg.icu.in.other,state.sbsg.icu.in,state.sbsg.icu.out,state.sbsg.icu,state.sbsg.critical.in,state.sbsg.critical.out,state.sbsg.critical,state.sbsg.niv,hospital.sbsg.icu.free,hospital.sbsg.icu.total,state.sbsg.deceased.hospital.icu,state.sbsg.deceased.hospital.icu.todate,state.sbsg.icu.total,state.sbsg.critical.total,state.sbtr.icu.in.vaccinated,state.sbtr.icu.in.vaccinatedpartially,state.sbtr.icu.in.recovered,state.sbtr.icu.in.other,state.sbtr.icu.in,state.sbtr.icu.out,state.sbtr.icu,state.sbtr.critical.in,state.sbtr.critical.out,state.sbtr.critical,state.sbtr.niv,hospital.sbtr.icu.free,hospital.sbtr.icu.total,state.sbtr.deceased.hospital.icu,state.sbtr.deceased.hospital.icu.todate,state.sbtr.icu.total,state.sbtr.critical.total,state.sbiz.icu.in.vaccinated,state.sbiz.icu.in.vaccinatedpartially,state.sbiz.icu.in.recovered,state.sbiz.icu.in.other,state.sbiz.icu.in,state.sbiz.icu.out,state.sbiz.icu,state.sbiz.critical.in,state.sbiz.critical.out,state.sbiz.critical,state.sbiz.niv,hospital.sbiz.icu.free,hospital.sbiz.icu.total,state.sbiz.deceased.hospital.icu,state.sbiz.deceased.hospital.icu.todate,state.sbiz.icu.total,state.sbiz.critical.total,state.sbng.icu.in.vaccinated,state.sbng.icu.in.vaccinatedpartially,state.sbng.icu.in.recovered,state.sbng.icu.in.other,state.sbng.icu.in,state.sbng.icu.out,state.sbng.icu,state.sbng.critical.in,state.sbng.critical.out,state.sbng.critical,state.sbng.niv,hospital.sbng.icu.free,hospital.sbng.icu.total,state.sbng.deceased.hospital.icu,state.sbng.deceased.hospital.icu.todate,state.sbng.icu.total,state.sbng.critical.total,state.sbje.icu.in.vaccinated,state.sbje.icu.in.vaccinatedpartially,state.sbje.icu.in.recovered,state.sbje.icu.in.other,state.sbje.icu.in,state.sbje.icu.out,state.sbje.icu,state.sbje.critical.in,state.sbje.critical.out,state.sbje.critical,state.sbje.niv,hospital.sbje.icu.free,hospital.sbje.icu.total,state.sbje.deceased.hospital.icu,state.sbje.deceased.hospital.icu.todate,state.sbje.icu.total,state.sbje.critical.total,state.sbbr.icu.in.vaccinated,state.sbbr.icu.in.vaccinatedpartially,state.sbbr.icu.in.recovered,state.sbbr.icu.in.other,state.sbbr.icu.in,state.sbbr.icu.out,state.sbbr.icu,state.sbbr.critical.in,state.sbbr.critical.out,state.sbbr.critical,state.sbbr.niv,hospital.sbbr.icu.free,hospital.sbbr.icu.total,state.sbbr.deceased.hospital.icu,state.sbbr.deceased.hospital.icu.todate,state.sbbr.icu.total,state.sbbr.critical.total,state.bse.icu.in.vaccinated,state.bse.icu.in.vaccinatedpartially,state.bse.icu.in.recovered,state.bse.icu.in.other,state.bse.icu.in,state.bse.icu.out,state.bse.icu,state.bse.critical.in,state.bse.critical.out,state.bse.critical,state.bse.niv,hospital.bse.icu.free,hospital.bse.icu.total,state.bse.deceased.hospital.icu,state.bse.deceased.hospital.icu.todate,state.bse.icu.total,state.bse.critical.total,state.bto.icu.in.vaccinated,state.bto.icu.in.vaccinatedpartially,state.bto.icu.in.recovered,state.bto.icu.in.other,state.bto.icu.in,state.bto.icu.out,state.bto.icu,state.bto.critical.in,state.bto.critical.out,state.bto.critical,state.bto.niv,hospital.bto.icu.free,hospital.bto.icu.total,state.bto.deceased.hospital.icu,state.bto.deceased.hospital.icu.todate,state.bto.icu.total,state.bto.critical.total
2020-11-04,,,,,18,7,155,10,1,103,,10,165,2,59,423,229,,,,,2,0,44,2,,36,,8,52,,24,145,85,,,,,4,1,30,3,,24,,0,30,,11,91,54,,3,0,10,3,0,10,,,5,,0,10,,3,33,14,,,,,2,2,17,1,,7,,2,19,1,11,56,28,,,,,1,1,8,,1,5,,0,8,,3,22,10,,,,,2,1,15,3,,12,,0,15,,3,25,16,,,,,1,1,4,,,2,,0,4,,0,5,2,,,,,1,0,6,,,3,,-1,5,1,1,15,4,,,,,1,0,8,,,2,,0,8,,3,14,7,,,,,0,1,3,,,1,,1,4,,0,6,1,,,,,1,0,6,1,,4,,0,6,,0,6,5,,,,,0,0,4,,,2,0,0,4,,0,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-05,,,,,21,9,165,9,0,110,,6,171,2,61,444,238,,,,,4,0,48,1,,37,,4,52,,24,149,86,,,,,4,1,32,1,,24,,0,32,1,12,95,55,,2,1,11,2,1,11,,,5,,0,11,,3,35,14,,,,,5,4,17,4,,10,,2,19,1,12,61,32,,,,,3,0,11,1,,6,,0,11,,3,25,11,,,,,1,1,15,1,,13,,0,15,,3,26,17,,,,,0,0,4,,,2,,0,4,,0,5,2,,,,,0,0,6,,,3,,-1,5,,1,15,4,,,,,2,2,8,1,,3,,0,8,,3,16,8,,,,,0,0,3,,,1,,1,4,,0,6,1,,,,,0,0,6,,,4,,0,6,,0,6,5,,,,,0,0,4,,,2,0,0,4,,0,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-06,,,,,16,10,165,13,2,115,,10,175,6,67,460,251,,,,,7,5,50,3,,40,,4,54,,24,156,89,,,,,3,1,33,3,,26,,0,33,1,13,98,58,,1,1,10,1,1,10,1,,5,,1,11,1,4,36,15,,,,,1,0,17,1,,10,,2,19,1,13,62,33,,,,,1,1,10,2,,7,,1,11,1,4,26,13,,,,,0,0,15,,1,12,,0,15,,3,26,17,,,,,0,0,4,,,2,,0,4,,0,5,2,,,,,0,0,5,1,,3,,1,6,1,2,15,5,,,,,2,1,9,1,,4,,-1,8,,3,18,9,,,,,0,0,3,,1,0,,1,4,,0,6,1,,,,,0,1,5,,,4,,1,6,,0,6,5,,,,,1,0,4,1,,2,0,0,4,1,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-07,,,,,23,9,174,9,2,117,,11,185,5,72,483,260,,,,,4,3,51,,,40,,7,58,,24,160,89,,,,,4,0,36,3,,28,,0,36,1,14,102,61,,1,0,11,1,0,11,,,5,,0,11,,4,37,15,,,,,4,0,20,1,,10,,0,20,1,14,66,34,,,,,1,0,11,,2,5,,0,11,,4,27,13,,,,,5,3,17,2,,14,,0,17,,3,31,19,,,,,0,0,4,,,2,,0,4,,0,5,2,,,,,2,0,6,2,,4,,0,6,1,3,17,7,,,,,0,0,7,,,2,,1,8,2,5,18,9,,,,,2,1,4,1,,1,,0,4,,0,8,2,,,,,0,1,4,,,4,,2,6,,0,6,5,,,,,0,1,3,,,2,0,1,4,,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-08,,,,,11,8,175,10,0,124,,14,189,3,75,494,270,,,,,4,3,52,2,,41,,6,58,1,25,164,91,,,,,0,0,34,1,,27,,2,36,2,16,102,62,,0,0,11,0,0,11,,,5,,0,11,,4,37,15,,,,,3,3,20,2,,12,,0,20,,14,69,36,,,,,2,0,13,2,,7,,1,14,,4,29,15,,,,,1,0,18,,,14,,0,18,,3,32,19,,,,,0,0,4,1,,3,,0,4,,0,5,3,,,,,0,1,5,,,4,,1,6,,3,17,7,,,,,1,1,7,2,,4,,1,8,,5,19,11,,,,,0,0,4,,,1,,0,4,,0,8,2,,,,,0,0,4,,,4,,2,6,,0,6,5,,,,,0,0,3,,,2,0,1,4,,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-09,,,,,21,6,189,12,2,133,,4,193,1,76,515,282,,,,,6,1,57,4,,45,,1,58,,25,170,95,,,,,4,0,38,3,,30,,0,38,,16,106,65,,2,1,12,2,1,12,1,,6,,0,12,,4,39,16,,,,,3,3,19,2,,13,,1,20,1,15,72,38,,,,,1,0,14,1,,8,,0,14,,4,30,16,,,,,1,0,19,,,14,,0,19,,3,33,19,,,,,0,0,4,1,,4,,0,4,,0,5,4,,,,,0,0,5,,,4,,1,6,,3,17,7,,,,,2,1,8,,,4,,0,8,,5,21,11,,,,,0,0,4,,,1,,0,4,,0,8,2,,,,,1,0,5,,2,2,,1,6,,0,7,5,,,,,1,0,4,,,2,0,0,4,,1,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-10,,,,,20,12,193,9,4,134,,8,201,4,80,535,291,,,,,5,5,55,5,,48,,3,58,2,27,175,100,,,,,5,1,41,2,,31,,-1,40,1,17,111,67,,2,3,10,2,3,10,,,5,,2,12,1,5,41,16,,,,,1,1,19,,3,10,,1,20,,15,73,38,,,,,1,0,15,,,8,,1,16,,4,31,16,,,,,4,0,23,,,14,,0,23,,3,37,19,,,,,0,0,4,,,4,,0,4,,0,5,4,,,,,1,0,6,1,,5,,0,6,,3,18,8,,,,,0,1,7,,1,3,,1,8,,5,21,11,,,,,0,0,4,,,1,,0,4,,0,8,2,,,,,1,1,5,1,,3,,1,6,,0,8,6,,,,,0,0,4,,,2,0,0,4,,1,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-11,,,,,18,7,198,7,1,134,,8,206,6,86,553,298,,,,,4,1,56,2,,48,,3,59,2,29,179,102,,,,,4,0,44,2,,32,,0,44,1,18,115,69,,0,1,8,0,1,8,,,4,,4,12,1,6,41,16,,,,,2,1,19,,,9,,1,20,1,16,75,38,,,,,2,0,17,,1,7,,-1,16,,4,33,16,,,,,2,2,23,1,,15,,0,23,,3,39,20,,,,,0,0,4,,,4,,0,4,,0,5,4,,,,,0,0,6,,,5,,0,6,,3,18,8,,,,,1,1,7,,,3,,1,8,,5,22,11,,,,,0,0,3,1,,1,,1,4,1,1,8,3,,,,,2,0,7,1,,4,,-1,6,,0,10,7,,,,,1,1,4,,,2,0,0,4,,1,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-12,,,,,17,21,193,8,4,136,,14,207,2,88,570,306,,,,,3,5,55,3,,51,,4,59,,29,182,105,,,,,4,4,44,,1,31,,0,44,,18,119,69,,1,1,8,1,1,8,1,,5,,4,12,,6,42,17,,,,,3,2,20,1,,10,,0,20,,16,78,39,,,,,0,2,15,1,,8,,1,16,,4,33,17,,,,,1,2,20,,3,10,,3,23,2,5,40,20,,,,,1,0,5,,,4,,0,5,,0,6,4,,,,,1,1,6,,,5,,0,6,,3,19,8,,,,,1,1,7,,,3,,1,8,,5,23,11,,,,,1,1,3,,,1,,1,4,,1,9,3,,,,,1,2,6,1,,5,,0,6,,0,11,8,,,,,0,0,4,1,,3,0,0,4,,1,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-13,,,,,22,10,200,15,1,145,,11,211,5,93,592,321,,,,,6,2,59,4,,55,,3,62,,29,188,109,,,,,2,2,44,,,31,,0,44,,18,121,69,,0,0,8,0,0,8,1,,6,,4,12,,6,42,18,,,,,5,2,20,3,,10,,0,20,3,19,83,42,,,,,1,2,14,,,8,,2,16,,4,34,17,,,,,3,2,20,5,,14,,3,23,1,6,43,25,,,,,1,0,5,,,3,,0,5,1,1,7,4,,,,,1,0,7,,1,4,,0,7,,3,20,8,,,,,1,0,8,,,3,,0,8,,5,24,11,,,,,1,0,4,1,,2,,0,4,,1,10,4,,,,,1,0,7,1,,6,,-1,6,,0,12,9,,,,,0,0,4,,,3,0,0,4,,1,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-14,,,,,20,13,201,15,0,154,,13,214,6,99,612,336,,,,,4,3,58,,,53,,4,62,2,31,192,109,,,,,6,5,45,5,,36,,1,46,,18,127,74,,1,0,9,1,0,9,1,,7,,3,12,,6,43,19,,,,,3,1,22,2,,12,,-1,21,,19,86,44,,,,,1,1,14,1,,9,,2,16,,4,35,18,,,,,0,0,20,1,,15,,3,23,,6,43,26,,,,,1,0,4,,,1,,1,5,2,3,8,4,,,,,0,0,6,2,,5,,1,7,1,4,20,10,,,,,2,3,7,1,,4,,1,8,,5,26,12,,,,,1,0,5,1,,3,,-1,4,,1,11,5,,,,,0,0,7,,,6,,-1,6,,0,12,9,,,,,1,0,4,1,,3,0,0,4,1,2,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-15,,,,,10,8,198,5,4,150,,15,213,5,104,622,341,,,,,2,1,59,,,53,,3,62,,31,194,109,,,,,1,2,44,,4,32,,2,46,,18,128,74,,1,1,8,1,1,8,1,,7,,4,12,1,7,44,20,,,,,2,1,20,1,,10,,0,20,3,22,88,45,,,,,0,1,13,,,9,,3,16,,4,35,18,,,,,1,0,21,2,,17,,2,23,,6,44,28,,,,,0,1,3,,,1,,2,5,,3,8,4,,,,,2,1,7,,,5,,0,7,,4,22,10,,,,,1,0,8,,,4,,0,8,,5,27,12,,,,,0,0,4,,,2,,0,4,1,2,11,5,,,,,0,0,7,,,6,,-1,6,,0,12,9,,,,,0,0,4,1,,4,0,0,4,,2,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-16,,,,,23,14,205,13,1,160,,9,214,2,106,645,354,,,,,4,3,60,4,,57,,2,62,,31,198,113,,,,,1,2,43,,,32,,3,46,,18,129,74,,2,0,10,2,0,10,1,,8,,2,12,,7,46,21,,,,,4,3,19,2,,10,,1,20,2,24,92,47,,,,,3,1,15,,,9,,1,16,,4,38,18,,,,,3,2,22,3,,20,,1,23,,6,47,31,,,,,2,0,5,1,,2,,0,5,,3,10,5,,,,,1,1,7,1,,6,,0,7,,4,23,11,,,,,2,2,8,,,4,,0,8,,5,29,12,,,,,1,0,5,1,,3,,0,5,,2,12,6,,,,,0,0,7,,1,5,,-1,6,,0,12,9,,,,,0,0,4,,,4,0,0,4,,2,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-17,,,,,18,12,206,6,7,154,,10,216,5,111,663,360,,,,,5,2,62,3,,59,,0,62,1,32,203,116,,,,,5,1,47,,,32,,0,47,,18,134,74,,1,1,8,1,1,8,,,6,,4,12,2,9,47,21,,,,,1,1,19,,2,8,,1,20,,24,93,47,,,,,2,1,16,,1,8,,0,16,,4,40,18,,,,,2,3,21,,2,18,,2,23,,6,49,31,,,,,1,1,5,,,2,,0,5,,3,11,5,,,,,0,1,6,,1,5,,1,7,,4,23,11,,,,,0,1,7,1,,5,,1,8,,5,29,13,,,,,1,0,4,2,,3,,2,6,2,4,13,8,,,,,0,0,7,,1,4,,-1,6,,0,12,9,,,,,0,0,4,,,4,0,0,4,,2,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-18,,,,,19,13,207,11,2,158,,14,221,5,116,682,371,,,,,4,1,64,2,,60,,2,66,1,33,207,118,,,,,6,5,48,2,,34,,0,48,,18,140,76,,0,0,7,0,0,7,,1,4,,5,12,1,10,47,21,,,,,3,2,19,1,,8,,1,20,1,25,96,48,,,,,2,1,16,1,,8,,0,16,1,5,42,19,,,,,0,1,19,1,,18,,4,23,1,7,49,32,,,,,2,2,5,1,,3,,0,5,,3,13,6,,,,,1,0,7,1,,6,,0,7,,4,24,12,,,,,1,1,7,2,,7,,1,8,,5,30,15,,,,,0,0,4,,,3,,2,6,,4,13,8,,,,,0,0,7,,,4,,-1,6,,0,12,9,,,,,0,0,4,,1,3,0,0,4,,2,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-19,,,,,12,16,197,6,5,153,,25,222,6,122,694,377,,,,,3,5,61,,2,57,,5,66,1,34,210,118,,,,,1,3,44,,,32,,4,48,2,20,141,76,,1,1,7,1,1,7,1,,5,,5,12,,10,48,22,,,,,3,1,21,,2,6,,0,21,,25,99,48,,,,,2,2,15,2,,9,,1,16,1,6,44,21,,,,,0,0,19,,1,17,,4,23,,7,49,32,,,,,0,0,5,,,3,,0,5,,3,13,6,,,,,0,1,6,,,6,,1,7,,4,24,12,,,,,0,0,6,,,6,,2,8,1,6,30,15,,,,,0,0,3,,,2,,3,6,1,5,13,8,,,,,1,2,6,2,,6,,0,6,,0,13,11,,,,,1,1,4,1,,4,0,0,4,,2,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-20,,,,,17,16,195,5,7,148,,26,221,3,125,711,382,,,,,2,5,58,,6,51,,8,66,,34,212,118,,,,,4,3,45,,,32,,3,48,,20,145,76,,2,2,6,2,2,6,2,,6,,6,12,1,11,50,24,,,,,2,3,20,,,6,,0,20,,25,101,48,,,,,2,2,15,,,9,,1,16,,6,46,21,,,,,3,1,21,2,,19,,2,23,,7,52,34,,,,,0,0,4,,,2,,1,5,1,4,13,6,,,,,0,0,6,,,6,,1,7,,4,24,12,,,,,1,0,7,,,6,,1,8,,6,31,15,,,,,1,0,4,1,,3,,2,6,,5,14,9,,,,,0,0,5,,1,4,,1,6,1,1,13,11,,,,,0,0,4,,,4,0,0,4,,2,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-21,,,,,19,16,193,6,2,147,,28,221,5,130,730,388,,,,,3,5,53,1,,49,,13,66,3,37,215,119,,,,,4,3,46,1,,33,,2,48,,20,149,77,,0,0,6,0,0,6,,,6,,6,12,,11,50,24,,,,,2,3,18,1,,6,,2,20,1,26,103,49,,,,,1,0,16,1,,10,,0,16,,6,47,22,,,,,5,2,23,1,,19,,0,23,1,8,57,35,,,,,0,1,3,,,2,,2,5,,4,13,6,,,,,2,1,7,1,,7,,0,7,,4,26,13,,,,,0,0,7,,1,5,,1,8,,6,31,15,,,,,1,0,5,,,3,,1,6,,5,15,9,,,,,1,1,5,,1,3,,1,6,,1,14,11,,,,,0,0,4,,,4,0,0,4,,2,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-22,,,,,16,8,195,16,4,152,,27,222,7,137,746,404,,,,,3,0,55,4,,51,,11,66,2,39,218,123,,,,,4,4,45,,,32,,3,48,1,21,153,77,,1,0,6,1,0,6,,2,3,,6,12,1,12,51,24,,,,,2,0,20,5,,11,,0,20,,26,105,54,,,,,2,1,16,4,,13,,0,16,1,7,49,26,,,,,0,3,18,,2,15,,5,23,2,10,57,35,,,,,1,0,4,,,2,,1,5,,4,14,6,,,,,1,0,8,,,7,,0,8,,4,27,13,,,,,1,0,8,2,,7,,0,8,,6,32,17,,,,,1,0,6,1,,4,,0,6,,5,16,10,,,,,0,0,5,,,3,,1,6,,1,14,11,,,,,0,0,4,,,4,0,0,4,,2,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-23,,,,,16,4,201,8,2,152,,21,222,6,143,762,412,,,,,6,2,58,3,,53,,8,66,1,40,224,126,,,,,4,2,47,,,32,,1,48,,21,157,77,,1,0,7,1,0,7,2,,5,,5,12,,12,52,26,,,,,1,0,20,1,,11,,0,20,1,27,106,55,,,,,2,0,18,,,13,,-2,16,,7,51,26,,,,,0,0,18,,,15,,5,23,,10,57,35,,,,,1,0,5,1,,3,,0,5,,4,15,7,,,,,0,0,8,,2,5,,0,8,,4,27,13,,,,,0,0,7,,,6,,1,8,1,7,32,17,,,,,0,0,6,1,,5,,0,6,,5,16,11,,,,,0,0,5,,,3,,1,6,,1,14,11,,,,,1,0,2,,,1,0,2,4,3,5,11,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-24,,,,,18,10,202,9,7,147,,19,221,7,150,780,421,,,,,3,3,57,,2,50,,9,66,1,41,227,126,,,,,4,3,47,,5,26,,1,48,1,22,161,77,,2,0,9,2,0,9,1,,6,,3,12,,12,54,27,,,,,4,2,20,4,,13,,0,20,2,29,110,59,,,,,0,0,17,1,,13,,-1,16,1,8,51,27,,,,,2,0,20,1,,16,,3,23,,10,59,36,,,,,0,0,5,,,3,,0,5,,4,15,7,,,,,0,1,6,,,4,,1,7,1,5,27,13,,,,,1,0,7,1,,6,,1,8,1,8,33,18,,,,,1,1,6,,,5,,0,6,,5,17,11,,,,,0,0,5,,,3,,1,6,,1,14,11,,,,,1,0,3,1,,2,0,1,4,,5,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-25,,,,,14,13,199,9,3,150,,23,222,3,153,794,430,,,,,4,2,58,3,,53,,8,66,,41,231,129,,,,,5,8,44,,,26,,4,48,,22,166,77,,0,0,9,0,0,9,1,,7,,3,12,,12,54,28,,,,,0,1,19,,2,11,,1,20,,29,110,59,,,,,0,0,17,1,,14,,-1,16,,8,51,28,,,,,2,0,21,,1,14,,2,23,1,11,61,36,,,,,0,0,4,1,,3,,1,5,1,5,15,8,,,,,3,1,8,2,,6,,0,8,,5,30,15,,,,,0,0,6,1,,6,,2,8,1,9,33,19,,,,,0,1,5,,,5,,1,6,,5,17,11,,,,,0,0,5,,,3,,1,6,,1,14,11,,,,,0,0,3,,,2,0,1,4,,5,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-26,,,,,21,7,206,17,8,152,,18,224,7,160,815,447,,,,,0,2,54,,5,46,,12,66,2,43,231,129,,,,,8,2,48,8,,32,,0,48,2,24,174,85,,1,0,10,1,0,10,,1,6,,2,12,,12,55,28,,,,,3,2,20,3,,14,,0,20,,29,113,62,,,,,0,1,15,,2,11,,1,16,1,9,51,28,,,,,2,0,22,3,,16,,1,23,1,12,63,39,,,,,1,0,5,1,,4,,0,5,,5,16,9,,,,,0,0,8,1,,7,,0,8,,5,30,16,,,,,3,0,8,,,5,,0,8,1,10,36,19,,,,,0,0,5,,,5,,1,6,,5,17,11,,,,,1,0,6,1,,4,,0,6,,1,15,12,,,,,0,0,3,,,2,0,1,4,,5,12,9,,,,,2,,2,,,,,0,2,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-27,,,,,15,16,195,8,0,150,,29,224,10,170,830,455,,,,,4,4,51,3,,46,,15,66,3,46,235,132,,,,,3,4,45,1,,31,,3,48,2,26,177,86,,0,1,9,0,1,9,1,,7,,3,12,,12,55,29,,,,,2,1,21,1,,15,,0,21,,29,115,63,,,,,0,1,12,,,9,,4,16,2,11,51,28,,,,,0,1,21,1,,17,,2,23,,12,63,40,,,,,2,1,5,1,,4,,0,5,1,6,18,10,,,,,0,1,7,,,7,,0,7,,5,30,16,,,,,1,1,7,,,4,,1,8,1,11,37,19,,,,,0,0,4,,,4,,2,6,1,6,17,11,,,,,1,0,7,,,4,,-1,6,,1,16,12,,,,,1,0,4,,,2,0,0,4,,5,13,9,,,,,1,1,2,,,0,,0,2,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-28,,,,,15,13,187,7,4,143,,32,219,10,180,845,462,,,,,3,2,52,,1,45,,14,66,,46,238,132,,,,,4,6,42,1,,31,,6,48,1,27,181,87,,1,0,10,1,0,10,,1,6,,2,12,,12,56,29,,,,,1,2,20,2,,17,,0,20,,29,116,65,,,,,1,0,9,1,,6,,3,12,4,15,52,29,,,,,1,1,18,1,,15,,5,23,3,15,64,41,,,,,1,1,5,,1,3,,0,5,,6,19,10,,,,,0,0,7,,,7,,0,7,,5,30,16,,,,,2,1,7,,1,2,,1,8,1,12,39,19,,,,,1,0,5,1,,5,,1,6,,6,18,12,,,,,0,0,7,,,4,,-1,6,,1,16,12,,,,,0,0,4,,,2,0,0,4,,5,13,9,,,,,0,,1,1,,0,,1,2,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
