date,vaccination.pfizer.delivered,vaccination.moderna.delivered,vaccination.az.delivered,vaccination.janssen.delivered,source
2021-09-03,,,-150000,,https://www.gov.si/novice/2021-09-06-drzavni-sekretar-dr-rascan-z-namestnico-zunanjega-ministra-zelenortskih-otokov-vieiro-o-donaciji-cepiv/
