date,absent.from,absent.to,school_type,school,person_type,person_class,reason
2021-01-26,2021-01-26,2021-02-05,OS,497,A,OS1,OSSUM
2021-01-26,2021-01-26,2021-02-05,OS,497,A,OS2,OSSUM
2021-01-26,2021-01-26,2021-02-05,OS,497,A,OS3,OSSUM
2021-01-26,2021-01-26,2021-02-05,OS,497,A,OS3,OSSUM
2021-01-26,2021-01-26,2021-02-05,OS,497,A,OS3,OSSUM
2021-01-26,2021-01-26,2021-02-05,OS,498,A,OS1,OSSUM
2021-01-26,2021-01-26,2021-02-05,OS,498,A,OS3,OSSUM
2021-01-26,2021-01-25,2021-02-04,OS,498,E,OSDS,OSOKU
2021-01-26,2021-01-24,2021-02-02,OS,540,A,OS1,OSSUM
2021-01-26,2021-01-25,2021-02-03,OS,540,A,OS1,OSSUM
2021-01-26,2021-01-25,2021-02-03,OS,540,A,OS3,OSSUM
2021-01-26,2021-01-25,2021-02-03,OS,540,A,OS3,OSSUM
2021-01-26,2021-01-26,2021-02-04,OS,540,E,OSDD,OSOKU
2021-01-26,2021-01-25,2021-02-05,OS,556,E,OSU,OSOKU
2021-01-26,2021-01-26,2021-02-05,OS,562,E,OSDD,OSOKU
2021-01-26,2021-01-26,2021-02-05,OS,563,E,OSDD,OSOKU
2021-01-26,2021-01-26,2021-02-05,OS,564,A,OS2,OSSUM
2021-01-26,2021-01-25,2021-02-01,OS,572,E,OSDD,OSSUM
2021-01-26,2021-01-25,2021-02-01,OS,572,E,OSDD,OSSUM
2021-01-26,2021-01-25,2021-02-01,OS,572,E,OSDD,OSSUM
2021-01-26,2021-01-25,2021-02-01,OS,572,E,OSDD,OSSUM
2021-01-26,2021-01-25,2021-02-01,OS,572,E,OSDD,OSSUM
2021-01-26,2021-01-25,2021-02-01,OS,572,E,OSDD,OSSUM
2021-01-26,2021-01-25,2021-02-01,OS,572,E,OSDD,OSSUM
2021-01-26,2021-01-26,2021-02-05,OS,587,A,OS2,OSSUM
2021-01-26,2021-01-26,2021-02-04,OS,598,A,OS1,OSSUM
2021-01-26,2021-01-25,2021-02-04,OS,611,A,OS1,OSSUM
2021-01-26,2021-01-25,2021-02-04,OS,611,A,OS1,OSSUM
2021-01-26,2021-01-25,2021-02-04,OS,611,A,OS1,OSSUM
2021-01-26,2021-01-25,2021-02-04,OS,611,A,OS2,OSSUM
2021-01-26,2021-01-25,2021-01-28,OS,636,E,OSU,OSOKU
2021-01-26,2021-01-25,2021-01-28,OS,636,E,OSU,OSOKU
2021-01-26,2021-01-26,2021-02-03,OS,661,A,OS2,OSOKU
2021-01-26,2021-01-22,2021-01-31,OS,754,E,OSU,OSSUM
2021-01-26,2021-01-26,2021-02-05,OS,759,A,OS3,OSOKU
2021-01-26,2021-01-26,2021-02-04,OS,765,E,OSDD,OSSUM
2021-01-26,2021-01-26,2021-02-04,OS,765,E,OSDD,OSSUM
2021-01-26,2021-01-26,2021-02-05,OS,782,A,OS2,OSSUM
2021-01-26,2021-01-25,2021-02-04,OS,788,E,OSU,OSOKU
2021-01-26,2021-01-25,2021-02-04,OS,811,A,OS1,OSSUM
2021-01-26,2021-01-25,2021-02-04,OS,811,A,OS1,OSOKU
2021-01-26,2021-01-25,2021-02-04,OS,811,A,OS2,OSSUM
2021-01-26,2021-01-26,2021-02-05,OS,904,A,OS3,OSOKU
2021-01-26,2021-01-25,2021-02-04,OS,969,A,OS3,OSSUM
2021-01-26,2021-01-25,2021-02-04,OSPP,1040,A,ZAVVSK4,OSPPSUM
2021-01-26,2021-01-25,2021-02-04,OSPP,1040,E,OSPPDS,OSPPOKU
2021-01-26,2021-01-25,2021-02-04,OSPP,1040,E,OSPPDD,OSPPOKU
2021-01-26,2021-01-26,2021-02-03,OSPP,138,E,OSPPU,OSPPSUM
2021-01-26,2021-01-25,2021-02-03,OSPP,254,E,OSPPDD,OSPPSUM
2021-01-26,2021-01-25,2021-02-04,OSPP,281,E,OSPPU,OSPPOKU
2021-01-26,2021-01-25,2021-02-04,OSPP,281,E,OSPPU,OSPPOKU
2021-01-26,2021-01-25,2021-02-04,OSPP,281,E,OSPPDS,OSPPOKU
2021-01-26,2021-01-25,2021-02-04,OSPP,281,E,OSPPDD,OSPPOKU
2021-01-26,2021-01-25,2021-02-04,OSPP,281,E,OSPPDD,OSPPOKU
2021-01-26,2021-01-26,2021-02-05,OSPP,281,E,OSPPU,OSPPOKU
2021-01-26,2021-01-26,2021-02-05,OSPP,3492,E,OSPPU,OSPPSUM
2021-01-26,2021-01-25,2021-02-08,OSPP,3518,E,OSPPU,OSPPOKU
2021-01-26,2021-01-20,2021-01-31,OSPP,360,A,OSPPST4,OSPPOKU
2021-01-26,2021-01-18,2021-01-20,OSPP,360,E,OSPPU,OSPPSUM
2021-01-26,2021-01-21,2021-01-31,OSPP,360,E,OSPPU,OSPPOKU
2021-01-26,2021-01-25,2021-02-04,OSPP,486,E,OSPPDD,OSPPOKU
2021-01-26,2021-01-05,2021-01-26,OSPP,849,E,OSPPU,OSSUM
2021-01-26,2021-01-25,2021-02-04,PV,10052,E,PVDD,PVOKU
2021-01-26,2021-01-25,2021-02-04,PV,10052,E,PVDD,PVSUM
2021-01-26,2021-01-25,2021-02-04,PV,10052,E,PVDD,PVSUM
2021-01-26,2021-01-25,2021-02-03,PV,10058,A,PVSO1,OSOKU
2021-01-26,2021-01-25,2021-02-03,PV,10058,E,PVV,OSOKU
2021-01-26,2021-01-25,2021-02-03,PV,1097,E,PVV,PVSUM
2021-01-26,2021-01-21,2021-01-31,PV,11269,E,PVDS,PVOKU
2021-01-26,2021-01-26,2021-02-04,PV,11269,E,PVDS,PVSUM
2021-01-26,2021-01-26,2021-02-05,PV,11269,E,PVDD,PVSUM
2021-01-26,2021-01-12,2021-01-22,PV,11289,E,PVDS,PVOKU
2021-01-26,2021-01-25,2021-02-03,PV,11414,A,PVSO2,PVOKU
2021-01-26,2021-01-25,2021-02-03,PV,11414,A,PVSO2,PVSUM
2021-01-26,2021-01-18,2021-01-18,PV,1151,E,PVDS,OSSUM
2021-01-26,2021-01-26,2021-02-05,PV,1155,E,PVDD,OSOKU
2021-01-26,2021-01-23,2021-02-02,PV,1183,E,PVV,OSOKU
2021-01-26,2021-01-23,2021-02-02,PV,1183,E,PVDS,OSOKU
2021-01-26,2021-01-25,2021-02-02,PV,11830,E,PVV,PVOKU
2021-01-26,2021-01-25,2021-02-02,PV,11830,E,PVDD,PVOKU
2021-01-26,2021-01-25,2021-02-03,PV,11830,E,PVDS,PVOKU
2021-01-26,2021-01-25,2021-02-03,PV,12111,E,PVV,PVOKU
2021-01-26,2021-01-26,2021-02-03,PV,12113,E,PVDD,PVSUM
2021-01-26,2021-01-25,2021-02-03,PV,12114,E,PVV,PVSUM
2021-01-26,2021-01-25,2021-02-03,PV,12169,E,PVDD,PVSUM
2021-01-26,2021-01-25,2021-02-03,PV,12189,E,PVDS,PVOKU
2021-01-26,2021-01-25,2021-02-03,PV,12189,E,PVDS,PVOKU
2021-01-26,2021-01-25,2021-02-03,PV,12189,E,PVDD,PVOKU
2021-01-26,2021-01-24,2021-02-02,PV,1247,A,PVSO1,OSSUM
2021-01-26,2021-01-24,2021-02-02,PV,1247,A,PVSO2,OSSUM
2021-01-26,2021-01-23,2021-02-01,PV,1247,E,PVV,OSSUM
2021-01-26,2021-01-18,2021-01-26,PV,1275,E,PVV,OSOKU
2021-01-26,2021-01-18,2021-01-17,PV,12849,E,PVDD,PVSUM
2021-01-26,2021-01-25,2021-02-03,PV,12849,E,PVV,PVOKU
2021-01-26,2021-01-25,2021-02-03,PV,12849,E,PVV,PVSUM
2021-01-26,2021-01-21,2021-01-30,PV,1326,E,PVDD,OSSUM
2021-01-26,2021-01-25,2021-02-04,PV,1328,E,PVV,OSOKU
2021-01-26,2021-01-22,2021-01-31,PV,13989,A,PVSO1,OSSUM
2021-01-26,2021-01-22,2021-01-31,PV,13989,A,PVSO1,OSSUM
2021-01-26,2021-01-22,2021-01-31,PV,13989,A,PVSO1,OSSUM
2021-01-26,2021-01-22,2021-01-31,PV,13989,A,PVSO1,OSSUM
2021-01-26,2021-01-22,2021-01-31,PV,13989,A,PVSO1,OSSUM
2021-01-26,2021-01-22,2021-01-31,PV,13989,A,PVSO1,OSSUM
2021-01-26,2021-01-22,2021-01-31,PV,13989,A,PVSO1,OSSUM
2021-01-26,2021-01-22,2021-01-31,PV,13989,E,PVV,OSOKU
2021-01-26,2021-01-25,2021-02-04,PV,14049,E,PVDS,PVOKU
2021-01-26,2021-01-24,2021-02-02,PV,14079,A,PVSO1,PVSUM
2021-01-26,2021-01-24,2021-02-02,PV,14079,A,PVSO2,PVSUM
2021-01-26,2021-01-25,2021-02-03,PV,14111,A,PVSO1,PVSUM
2021-01-26,2021-01-25,2021-02-03,PV,14111,A,PVSO1,PVSUM
2021-01-26,2021-01-25,2021-02-03,PV,14111,A,PVSO1,PVSUM
2021-01-26,2021-01-25,2021-02-03,PV,14111,A,PVSO1,PVSUM
2021-01-26,2021-01-25,2021-02-03,PV,14111,A,PVSO1,PVSUM
2021-01-26,2021-01-25,2021-02-03,PV,14111,A,PVSO1,PVSUM
2021-01-26,2021-01-25,2021-02-03,PV,14111,A,PVSO1,PVSUM
2021-01-26,2021-01-25,2021-02-03,PV,14111,A,PVSO1,PVSUM
2021-01-26,2021-01-25,2021-02-03,PV,14111,E,PVV,PVOKU
2021-01-26,2021-01-25,2021-02-03,PV,14111,E,PVV,PVOKU
2021-01-26,2021-01-25,2021-02-03,PV,14111,E,PVV,PVSUM
2021-01-26,2021-01-25,2021-02-03,PV,14112,E,PVV,PVOKU
2021-01-26,2021-01-25,2021-02-03,PV,14116,A,PVSO12,PVSUM
2021-01-26,2021-01-25,2021-02-03,PV,14116,A,PVSO12,PVSUM
2021-01-26,2021-01-25,2021-02-03,PV,14116,A,PVSO12,PVSUM
2021-01-26,2021-01-25,2021-02-03,PV,14116,A,PVSO12,PVSUM
2021-01-26,2021-01-25,2021-02-03,PV,14116,A,PVSO12,PVSUM
2021-01-26,2021-01-25,2021-02-03,PV,14116,A,PVSO12,PVSUM
2021-01-26,2021-01-25,2021-02-03,PV,14116,A,PVSO12,PVSUM
2021-01-26,2021-01-25,2021-02-03,PV,14116,A,PVSO12,PVSUM
2021-01-26,2021-01-25,2021-02-03,PV,14116,A,PVSO12,PVSUM
2021-01-26,2021-01-25,2021-02-03,PV,14116,E,PVV,PVOKU
2021-01-26,2021-01-26,2021-02-05,PV,14170,E,PVV,PVOKU
2021-01-26,2021-01-25,2021-02-04,PV,14190,E,PVV,PVSUM
2021-01-26,2021-01-21,2021-01-30,PV,14191,E,PVV,PVSUM
2021-01-26,2021-01-22,2021-01-31,PV,14191,E,PVV,PVSUM
2021-01-26,2021-01-25,2021-02-04,PV,14191,E,PVV,PVOKU
2021-01-26,2021-01-25,2021-02-04,PV,14191,E,PVDS,PVOKU
2021-01-26,2021-01-23,2021-02-01,PV,14369,E,PVV,PVOKU
2021-01-26,2021-01-26,2021-02-04,PV,14609,A,PVSO2,OSSUM
2021-01-26,2021-01-26,2021-02-04,PV,14609,A,PVSO2,OSSUM
2021-01-26,2021-01-26,2021-02-04,PV,14609,A,PVSO2,OSSUM
2021-01-26,2021-01-26,2021-02-04,PV,14609,A,PVSO2,OSSUM
2021-01-26,2021-01-26,2021-02-04,PV,14609,A,PVSO2,OSSUM
2021-01-26,2021-01-26,2021-02-04,PV,14609,E,PVV,OSOKU
2021-01-26,2021-01-25,2021-02-04,PV,14630,E,PVV,PVOKU
2021-01-26,2021-01-25,2021-02-04,PV,14696,E,PVDS,PVOKU
2021-01-26,2021-01-25,2021-02-04,PV,14696,E,PVDS,PVOKU
2021-01-26,2021-01-25,2021-02-04,PV,14710,E,PVDD,PVOKU
2021-01-26,2021-01-22,2021-02-01,PV,14711,E,PVV,PVOKU
2021-01-26,2021-01-25,2021-02-04,PV,14772,A,PVSO2,PVSUM
2021-01-26,2021-01-25,2021-02-04,PV,15709,E,PVDS,PVSUM
2021-01-26,2021-01-21,2021-01-31,PV,15769,E,PVV,OSOKU
2021-01-26,2021-01-25,2021-02-04,PV,16870,E,PVDS,PVOKU
2021-01-26,2021-01-25,2021-02-04,PV,16890,E,PVDD,PVOKU
2021-01-26,2021-01-25,2021-02-04,PV,17810,E,PVV,PVOKU
2021-01-26,2021-01-23,2021-02-01,PV,18050,A,PVSO2,PVSUM
2021-01-26,2021-01-25,2021-02-08,PV,18050,A,PVSO1,PVSUM
2021-01-26,2021-01-25,2021-02-03,PV,18512,E,PVV,PVOKU
2021-01-26,2021-01-18,2021-01-27,PV,18630,E,PVDD,PVOKU
2021-01-26,2021-01-04,2021-01-15,PV,20815,E,PVV,PVOKU
2021-01-26,2021-01-12,2021-01-24,PV,20915,E,PVV,OSOKU
2021-01-26,2021-01-25,2021-02-04,PV,21375,E,PVV,PVSUM
2021-01-26,2021-01-11,2021-01-21,PV,23675,E,PVDD,PVOKU
2021-01-26,2021-01-12,2021-01-22,PV,23675,E,PVDD,PVOKU
2021-01-26,2021-01-13,2021-01-23,PV,23675,E,PVDD,PVSUM
2021-01-26,2021-01-13,2021-01-29,PV,23675,E,PVV,PVOKU
2021-01-26,2021-01-23,2021-02-01,PV,3666,A,PVSO1,OSOKU
2021-01-26,2021-01-25,2021-02-04,PV,3707,A,PVSO1,OSOKU
2021-01-26,2021-01-25,2021-02-04,PV,3707,E,PVDS,OSOKU
2021-01-26,2021-01-26,2021-02-05,PV,3710,E,PVDD,OSOKU
2021-01-26,2021-01-25,2021-02-03,PV,3787,E,PVV,OSOKU
2021-01-26,2021-01-25,2021-02-08,PV,9599,E,PVV,OSOKU
2021-01-26,2021-01-25,2021-02-04,ZAV,1000,A,ZAV8,ZAVSUM
2021-01-26,2021-01-25,2021-02-04,ZAV,1000,E,ZAVDS,ZAVSUM
2021-01-26,2021-01-25,2021-02-04,ZAV,1000,E,ZAVDD,ZAVSUM
2021-01-26,2021-01-18,2021-01-27,ZAV,1004,E,ZAVDD,ZAVSUM
2021-01-26,2021-01-25,2021-02-04,ZAV,1004,E,ZAVDD,ZAVOKU
2021-01-26,2021-01-21,2021-01-30,ZAV,3567,E,ZAVV,ZAVSUM
2021-01-26,2021-01-23,2021-02-02,ZAV,3567,E,ZAVV,ZAVOKU
2021-01-26,2021-01-21,2021-01-28,ZAV,3572,E,ZAVU,ZAVOKU
2021-01-26,2021-01-25,2021-02-04,ZAV,3572,E,ZAVV,ZAVOKU
2021-01-26,2021-01-26,2021-02-05,ZAV,3572,E,ZAVU,ZAVOKU
2021-01-26,2021-01-26,2021-02-04,ZAV,3631,E,ZAVU,ZAVOKU
2021-01-27,2021-01-26,2021-02-05,OS,112,E,OSU,OSOKU
2021-01-27,2021-01-26,2021-02-06,OS,118,E,OSU,OSSUM
2021-01-27,2021-01-26,2021-02-05,OS,1206,A,OS2,OSSUM
2021-01-27,2021-01-26,2021-02-05,OS,1206,A,OS3,OSSUM
2021-01-27,2021-01-26,2021-02-05,OS,1217,A,OS1,OSSUM
2021-01-27,2021-01-26,2021-02-02,OS,122,A,ZAVVSK3,OSSUM
2021-01-27,2021-01-26,2021-02-03,OS,1241,A,OS3,OSSUM
2021-01-27,2021-01-27,2021-02-03,OS,1241,A,OS1,OSSUM
2021-01-27,2021-01-27,2021-02-03,OS,1241,A,OS2,OSSUM
2021-01-27,2021-01-04,2021-01-20,OS,131,E,OSU,OSOKU
2021-01-27,2021-01-25,2021-02-04,OS,1312,E,OSDD,OSOKU
2021-01-27,2021-01-17,2021-02-03,OS,1315,E,OSU,OSOKU
2021-01-27,2021-01-26,2021-02-07,OS,1344,A,OS3,OSSUM
2021-01-27,2021-01-26,2021-02-07,OS,1344,A,OS3,OSSUM
2021-01-27,2021-01-26,2021-02-07,OS,1344,A,OS3,OSSUM
2021-01-27,2021-01-27,2021-01-31,OS,1344,A,OS1,OSSUM
2021-01-27,2021-01-27,2021-02-06,OS,165,A,OS1,OSOSE
2021-01-27,2021-01-27,2021-02-06,OS,165,A,OS1,OSOKU
2021-01-27,2021-01-27,2021-02-06,OS,165,A,OS1,OSSUM
2021-01-27,2021-01-27,2021-02-06,OS,165,A,OS1,OSSUM
2021-01-27,2021-01-27,2021-02-06,OS,165,A,OS1,OSOSE
2021-01-27,2021-01-27,2021-02-06,OS,165,A,OS1,OSOSE
2021-01-27,2021-01-27,2021-02-06,OS,165,A,OS1,OSOSE
2021-01-27,2021-01-27,2021-02-06,OS,165,A,OS2,OSOSE
2021-01-27,2021-01-27,2021-02-06,OS,165,A,OS3,OSSUM
2021-01-27,2021-01-27,2021-02-06,OS,165,A,OS3,OSOSE
2021-01-27,2021-01-22,2021-02-01,OS,170,A,OS2,OSSUM
2021-01-27,2021-01-27,2021-02-06,OS,170,A,OS1,OSSUM
2021-01-27,2021-01-27,2021-02-05,OS,178,A,OS2,OSSUM
2021-01-27,2021-01-27,2021-01-31,OS,178,E,OSU,OSSUM
2021-01-27,2021-01-25,2021-02-05,OS,19790,E,OSDD,OSOKU
2021-01-27,2021-01-23,2021-02-02,OS,204,A,OS1,OSOKU
2021-01-27,2021-01-26,2021-02-05,OS,224,A,OS2,OSOKU
2021-01-27,2021-01-26,2021-02-05,OS,224,A,OS3,OSOKU
2021-01-27,2021-01-25,2021-02-04,OS,249,E,OSDS,OSOKU
2021-01-27,2021-01-06,2021-01-20,OS,272,E,OSDD,OSOKU
2021-01-27,2021-01-25,2021-02-04,OS,272,E,OSDD,OSOKU
2021-01-27,2021-01-27,2021-02-02,OS,273,A,OS3,OSSUM
2021-01-27,2021-01-27,2021-02-02,OS,273,A,OS3,OSSUM
2021-01-27,2021-01-26,2021-02-05,OS,278,A,OS3,OSSUM
2021-01-27,2021-01-26,2021-02-09,OS,278,E,OSDD,OSOKU
2021-01-27,2021-01-26,2021-02-05,OS,279,A,OS1,OSOSE
2021-01-27,2021-01-26,2021-02-05,OS,285,A,OS3,OSSUM
2021-01-27,2021-01-24,2021-02-04,OS,286,A,OS3,OSOKU
2021-01-27,2021-01-26,2021-02-04,OS,286,A,OS1,OSSUM
2021-01-27,2021-01-25,2021-02-04,OS,300,E,OSDD,OSOKU
2021-01-27,2021-01-27,2021-02-06,OS,305,A,OS1,OSSUM
2021-01-27,2021-01-27,2021-02-06,OS,305,A,OS2,OSSUM
2021-01-27,2021-01-25,2021-02-03,OS,306,E,OSU,OSOKU
2021-01-27,2020-10-28,2021-05-08,OS,309,E,OSU,OSOKU
2021-01-27,2021-01-26,2021-02-05,OS,311,A,OS3,OSOSE
2021-01-27,2021-01-27,2021-02-06,OS,311,A,OS1,OSOKU
2021-01-27,2021-01-27,2021-02-06,OS,311,A,OS3,OSSUM
2021-01-27,2021-01-27,2021-02-01,OS,313,E,OSU,OSOKU
2021-01-27,2021-01-27,2021-02-06,OS,316,A,OS2,OSOKU
2021-01-27,2021-01-25,2021-02-05,OS,325,A,OS1,OSSUM
2021-01-27,2021-01-26,2021-02-01,OS,326,A,OS3,OSSUM
2021-01-27,2021-01-26,2021-02-03,OS,326,A,OS3,OSSUM
2021-01-27,2021-01-26,2021-01-31,OS,326,A,OS1,OSSUM
2021-01-27,2021-01-27,2021-02-04,OS,326,A,OS1,OSSUM
2021-01-27,2021-01-26,2021-02-05,OS,333,E,OSU,OSOKU
2021-01-27,2021-01-27,2021-02-04,OS,335,A,OS3,OSOKU
2021-01-27,2021-01-26,2021-02-05,OS,339,A,OS1,OSSUM
2021-01-27,2021-01-26,2021-02-04,OS,351,A,OS1,OSSUM
2021-01-27,2021-01-26,2021-02-04,OS,351,A,OS3,OSSUM
2021-01-27,2021-01-25,2021-02-04,OS,3529,A,OS1,OSSUM
2021-01-27,2021-01-25,2021-02-04,OS,3529,A,OS2,OSSUM
2021-01-27,2021-01-25,2021-02-04,OS,3529,A,OS2,OSSUM
2021-01-27,2021-01-20,2021-01-29,OS,362,E,OSDS,OSOKU
2021-01-27,2021-01-22,2021-01-31,OS,365,E,OSDS,OSSUM
2021-01-27,2021-01-23,2021-02-02,OS,371,E,OSDD,OSOKU
2021-01-27,2021-01-26,2021-02-05,OS,373,E,OSU,OSOKU
2021-01-27,2021-01-26,2021-02-05,OS,394,A,OS2,OSSUM
2021-01-27,2021-01-26,2021-02-05,OS,394,A,OS3,OSSUM
2021-01-27,2021-01-26,2021-02-05,OS,394,A,OS3,OSSUM
2021-01-27,2021-01-26,2021-02-05,OS,394,A,OS3,OSOSE
2021-01-27,2021-01-27,2021-02-06,OS,394,A,OS1,OSSUM
2021-01-27,2021-01-27,2021-02-06,OS,394,A,OS3,OSOSE
2021-01-27,2021-01-26,2021-02-02,OS,401,A,OS3,OSOKU
2021-01-27,2021-01-26,2021-01-27,OS,415,E,OSU,OSOKU
2021-01-27,2021-01-26,2021-02-05,OS,430,A,OS3,OSOSE
2021-01-27,2021-01-27,2021-02-05,OS,433,A,OS1,OSSUM
2021-01-27,2021-01-27,2021-02-05,OS,433,A,OS3,OSSUM
2021-01-27,2021-01-27,2021-02-05,OS,433,E,OSDS,OSOKU
2021-01-27,2021-01-26,2021-02-05,OS,495,A,OS3,OSSUM
2021-01-27,2021-01-26,2021-02-05,OS,495,A,OS3,OSSUM
2021-01-27,2021-01-26,2021-02-05,OS,495,A,OS3,OSSUM
2021-01-27,2021-01-27,2021-02-06,OS,497,A,OS1,OSOSE
2021-01-27,2021-01-27,2021-02-06,OS,497,A,OS1,OSSUM
2021-01-27,2021-01-27,2021-02-06,OS,497,A,OS2,OSSUM
2021-01-27,2021-01-27,2021-02-06,OS,497,A,OS3,OSSUM
2021-01-27,2021-01-27,2021-02-06,OS,497,A,OS3,OSOSE
2021-01-27,2021-01-27,2021-02-06,OS,497,A,OS3,OSOKU
2021-01-27,2021-01-27,2021-02-06,OS,497,A,OS3,OSOSE
2021-01-27,2021-01-27,2021-02-06,OS,497,A,OS3,OSSUM
2021-01-27,2021-01-27,2021-02-06,OS,497,A,OS3,OSOSE
2021-01-27,2021-01-26,2021-02-19,OS,501,A,OS3,OSOSE
2021-01-27,2021-01-27,2021-01-31,OS,504,A,OS2,OSOKU
2021-01-27,2021-01-27,2021-01-31,OS,504,A,OS3,OSOKU
2021-01-27,2021-01-26,2021-02-05,OS,506,E,OSU,OSOKU
2021-01-27,2021-01-25,2021-02-09,OS,519,E,OSU,OSOKU
2021-01-27,2021-01-26,2021-02-03,OS,540,E,OSDD,OSSUM
2021-01-27,2021-01-27,2021-02-05,OS,543,A,OS3,OSSUM
2021-01-27,2021-01-25,2021-02-04,OS,554,E,OSU,OSOKU
2021-01-27,2021-01-27,2021-02-10,OS,575,A,OS2,OSSUM
2021-01-27,2021-01-27,2021-02-10,OS,575,A,OS3,OSSUM
2021-01-27,2021-01-24,2021-02-02,OS,576,E,OSDS,OSOKU
2021-01-27,2021-01-27,2021-02-04,OS,582,E,OSDS,OSOKU
2021-01-27,2021-01-24,2021-01-31,OS,583,A,OS1,OSOSE
2021-01-27,2021-01-24,2021-01-31,OS,583,A,OS2,OSOSE
2021-01-27,2021-01-24,2021-01-31,OS,583,A,OS3,OSOSE
2021-01-27,2021-01-26,2021-02-04,OS,598,A,OS1,OSSUM
2021-01-27,2021-01-24,2021-02-01,OS,609,E,OSDD,OSSUM
2021-01-27,2021-01-25,2021-02-04,OS,611,A,OS2,OSOKU
2021-01-27,2021-01-27,2021-02-06,OS,611,A,OS2,OSSUM
2021-01-27,2021-01-26,2021-02-05,OS,635,A,OS2,OSSUM
2021-01-27,2021-01-27,2021-02-05,OS,688,E,OSU,OSOKU
2021-01-27,2021-01-27,2021-02-06,OS,811,A,OS1,OSOSE
2021-01-27,2021-01-27,2021-02-06,OS,811,A,OS1,OSSUM
2021-01-27,2021-01-27,2021-02-06,OS,811,A,OS2,OSOSE
2021-01-27,2021-01-25,2021-01-31,OS,902,A,OS1,OSOSE
2021-01-27,2021-01-25,2021-01-31,OS,902,A,OS2,OSOSE
2021-01-27,2021-01-25,2021-01-31,OS,902,A,OS3,OSOSE
2021-01-27,2021-01-23,2021-02-01,OS,902,E,OSU,OSSUM
2021-01-27,2021-01-27,2021-02-06,OS,941,A,OS2,OSSUM
2021-01-27,2021-01-27,2021-02-06,OS,969,A,OS1,OSSUM
2021-01-27,2021-01-27,2021-02-06,OS,969,A,OS2,OSOSE
2021-01-27,2021-01-26,2021-02-03,OS,9855,A,OS1,OSOKU
2021-01-27,2021-01-26,2021-02-05,OS,9855,A,OS2,OSOKU
2021-01-27,2021-01-25,2021-02-04,OS,9857,E,OSDD,OSOKU
2021-01-27,2021-01-26,2021-02-05,OS,9857,E,OSDD,OSSUM
2021-01-27,2021-01-25,2021-01-31,OSPP,1040,A,ZAVVSK4,OSPPOSE
2021-01-27,2021-01-26,2021-02-04,OSPP,1309,E,OSPPDD,OSOKU
2021-01-27,2021-01-25,2021-02-04,OSPP,161,E,OSPPU,OSPPSUM
2021-01-27,2021-01-25,2021-02-04,OSPP,161,E,OSPPU,OSPPOKU
2021-01-27,2021-01-27,2021-01-29,OSPP,161,E,OSPPU,OSPPSUM
2021-01-27,2021-01-27,2021-01-29,OSPP,161,E,OSPPDS,OSPPSUM
2021-01-27,2021-01-26,2021-02-04,OSPP,202,E,OSPPDD,OSPPOKU
2021-01-27,2021-01-25,2021-02-02,OSPP,229,A,OSPP4,OSPPSUM
2021-01-27,2021-01-22,2021-02-01,OSPP,235,A,OSPPST3,OSPPOKU
2021-01-27,2021-01-27,2021-02-06,OSPP,235,E,OSPPU,OSPPSUM
2021-01-27,2021-01-27,2021-02-06,OSPP,235,E,OSPPDD,OSPPOKU
2021-01-27,2021-01-26,2021-02-04,OSPP,281,A,OSPP6,OSPPOKU
2021-01-27,2021-01-26,2021-02-05,OSPP,281,E,OSPPDD,OSPPOKU
2021-01-27,2021-01-27,2021-02-01,OSPP,281,E,OSPPU,OSPPSUM
2021-01-27,2021-01-27,2021-02-01,OSPP,281,E,OSPPU,OSPPSUM
2021-01-27,2021-01-27,2021-02-01,OSPP,281,E,OSPPU,OSPPSUM
2021-01-27,2021-01-27,2021-02-06,OSPP,3492,E,OSPPU,OSPPSUM
2021-01-27,2021-01-27,2021-02-06,OSPP,3492,E,OSPPU,OSPPOKU
2021-01-27,2021-01-21,2021-02-04,OSPP,397,E,OSPPU,OSPPSUM
2021-01-27,2021-01-25,2021-02-04,OSPP,397,E,OSPPU,OSPPSUM
2021-01-27,2021-01-26,2021-01-26,OSPP,411,E,OSPPU,OSPPOKU
2021-01-27,2021-01-26,2021-01-27,OSPP,411,E,OSPPU,OSPPOKU
2021-01-27,2021-01-26,2021-01-27,OSPP,411,E,OSPPU,OSPPOKU
2021-01-27,2021-01-26,2021-01-27,OSPP,411,E,OSPPDD,OSPPOKU
2021-01-27,2021-01-26,2021-02-05,OSPP,486,A,OSPP8,OSPPOKU
2021-01-27,2021-01-25,2021-02-04,OSPP,486,E,OSPPU,OSPPOKU
2021-01-27,2021-01-26,2021-02-05,OSPP,494,A,OSPP9,OSPPOKU
2021-01-27,2021-01-18,2021-01-26,OSPP,704,E,OSPPU,OSSUM
2021-01-27,2021-01-27,2021-02-02,OSPP,704,E,OSPPU,OSOKU
2021-01-27,2021-01-26,2021-02-05,PV,1097,E,PVV,PVSUM
2021-01-27,2021-01-26,2021-02-06,PV,1114,E,PVV,PVOKU
2021-01-27,2021-01-27,2021-02-07,PV,1114,E,PVV,PVOKU
2021-01-27,2021-01-25,2021-02-05,PV,1128,E,PVV,OSOKU
2021-01-27,2021-01-26,2021-02-05,PV,11330,E,PVV,PVOKU
2021-01-27,2021-01-26,2021-02-06,PV,1134,E,PVV,OSOKU
2021-01-27,2021-01-25,2021-02-04,PV,11370,E,PVDS,OSOKU
