datum_izvida,stevilo_potrjenih_skupaj,stevilo_potrjenih_pcr,stevilo_potrjenih_hagt,stevilo_potrjenih_skupaj_0_17,stevilo_potrjenih_skupaj_18_24,stevilo_potrjenih_skupaj_25_44,stevilo_potrjenih_skupaj_45_64,stevilo_potrjenih_skupaj_65_74,stevilo_potrjenih_skupaj_75_plus,stevilo_potrjenih_pcr_0_17,stevilo_potrjenih_pcr_18_24,stevilo_potrjenih_pcr_25_44,stevilo_potrjenih_pcr_45_64,stevilo_potrjenih_pcr_65_74,stevilo_potrjenih_pcr_75_plus,stevilo_potrjenih_hagt_0_17,stevilo_potrjenih_hagt_18_24,stevilo_potrjenih_hagt_25_44,stevilo_potrjenih_hagt_45_64,stevilo_potrjenih_hagt_65_74,stevilo_potrjenih_hagt_75_plus,stevilo_testiranj_skupaj,stevilo_testiranj_pcr,stevilo_testiranj_hagt,stevilo_umrlih
2023-03-09,413,35,378,24,24,146,151,36,32,1,0,6,7,7,14,23,24,140,144,29,18,3145,362,2783,1
2023-03-10,466,27,439,36,24,160,181,38,27,4,2,6,7,3,5,32,22,154,174,35,22,3155,334,2821,1
2023-03-11,135,20,115,9,8,44,37,9,28,1,2,1,3,2,11,8,6,43,34,7,17,964,187,777,3
2023-03-12,114,19,95,12,4,38,30,11,19,0,0,2,4,5,8,12,4,36,26,6,11,1155,189,966,5
2023-03-13,766,31,735,38,32,278,312,61,45,0,1,2,7,10,11,38,31,276,305,51,34,4801,419,4382,3
2023-03-14,506,32,474,26,36,178,183,44,39,0,2,2,9,8,11,26,34,176,174,36,28,3455,346,3109,3
2023-03-15,543,37,506,43,28,186,201,44,41,2,1,2,8,9,15,41,27,184,193,35,26,3501,357,3144,4
2023-03-16,422,32,390,27,26,144,149,38,38,0,1,4,9,6,12,27,25,140,140,32,26,3204,341,2863,3
2023-03-17,456,31,425,28,24,160,151,41,52,1,0,2,5,9,14,27,24,158,146,32,38,3093,338,2755,5
2023-03-18,100,13,87,6,6,30,34,10,14,2,0,2,2,2,5,4,6,28,32,8,9,887,159,728,4
2023-03-19,95,14,81,7,8,27,30,10,13,0,1,1,3,1,8,7,7,26,27,9,5,1151,187,964,1
2023-03-20,746,38,708,46,39,269,264,51,77,3,0,8,6,9,12,43,39,261,258,42,65,4617,384,4233,3
2023-03-21,566,51,515,48,30,212,178,48,50,1,0,6,13,12,19,47,30,206,165,36,31,3449,347,3102,2
2023-03-22,585,36,549,37,27,204,217,48,52,1,3,4,11,4,13,36,24,200,206,44,39,3549,365,3184,5
2023-03-23,442,25,417,31,22,145,154,45,45,3,0,4,5,4,9,28,22,141,149,41,36,3036,292,2744,4
2023-03-24,504,40,464,29,24,169,185,49,48,3,0,1,10,10,16,26,24,168,175,39,32,3133,328,2805,5
2023-03-25,105,11,94,5,5,33,36,11,15,0,0,2,1,3,5,5,5,31,35,8,10,860,163,697,5
2023-03-26,89,12,77,5,8,18,22,10,26,1,0,2,0,2,7,4,8,16,22,8,19,1028,181,847,3
2023-03-27,620,29,591,41,32,211,227,54,55,1,1,2,5,6,14,40,31,209,222,48,41,4537,371,4166,3
2023-03-28,454,35,419,34,24,146,183,29,38,1,2,6,9,4,13,33,22,140,174,25,25,3265,346,2919,2
2023-03-29,481,33,448,25,32,168,168,32,56,1,0,3,3,4,22,24,32,165,165,28,34,3401,324,3077,0
2023-03-30,341,29,312,17,19,110,127,28,40,2,2,4,3,5,13,15,17,106,124,23,27,2790,316,2474,3
2023-03-31,391,31,360,21,23,141,125,36,45,1,2,5,3,7,13,20,21,136,122,29,32,2842,287,2555,1
2023-04-01,80,18,62,4,2,26,26,7,15,1,0,2,5,5,5,3,2,24,21,2,10,614,113,501,4
2023-04-02,61,14,47,1,2,20,15,6,17,1,0,2,1,3,7,0,2,18,14,3,10,829,173,656,2
2023-04-03,405,29,376,29,25,123,151,31,46,0,0,4,8,2,15,29,25,119,143,29,31,3400,365,3035,2
2023-04-04,170,27,143,9,12,52,56,15,26,1,2,1,6,5,12,8,10,51,50,10,14,1840,286,1554,2
2023-04-05,126,24,102,7,2,39,46,16,16,2,1,5,3,5,8,5,1,34,43,11,8,1541,272,1269,2
2023-04-06,85,23,62,2,7,18,25,12,21,1,0,4,6,4,8,1,7,14,19,8,13,1309,238,1071,1
2023-04-07,94,22,72,4,7,27,26,10,20,1,1,4,5,3,8,3,6,23,21,7,12,1102,244,858,1
2023-04-08,27,8,19,1,1,4,7,7,7,0,1,1,0,3,3,1,0,3,7,4,4,412,116,296,0
2023-04-09,26,14,12,3,0,3,3,8,9,1,0,1,1,6,5,2,0,2,2,2,4,405,145,260,0
2023-04-10,46,15,31,2,1,7,7,9,20,0,0,0,2,5,8,2,1,7,5,4,12,547,166,381,0
2023-04-11,132,32,100,11,4,30,42,13,32,1,1,3,9,3,15,10,3,27,33,10,17,1512,303,1209,0
2023-04-12,85,20,65,6,4,18,26,11,20,2,1,0,3,3,11,4,3,18,23,8,9,1234,298,936,0
2023-04-13,78,25,53,3,2,21,18,9,25,1,1,2,2,4,15,2,1,19,16,5,10,1196,257,939,0
