datum_izvida,stevilo_potrjenih_skupaj,stevilo_potrjenih_pcr,stevilo_potrjenih_hagt,stevilo_potrjenih_skupaj_0_17,stevilo_potrjenih_skupaj_18_24,stevilo_potrjenih_skupaj_25_44,stevilo_potrjenih_skupaj_45_64,stevilo_potrjenih_skupaj_65_74,stevilo_potrjenih_skupaj_75_plus,stevilo_potrjenih_pcr_0_17,stevilo_potrjenih_pcr_18_24,stevilo_potrjenih_pcr_25_44,stevilo_potrjenih_pcr_45_64,stevilo_potrjenih_pcr_65_74,stevilo_potrjenih_pcr_75_plus,stevilo_potrjenih_hagt_0_17,stevilo_potrjenih_hagt_18_24,stevilo_potrjenih_hagt_25_44,stevilo_potrjenih_hagt_45_64,stevilo_potrjenih_hagt_65_74,stevilo_potrjenih_hagt_75_plus,stevilo_testiranj_skupaj,stevilo_testiranj_pcr,stevilo_testiranj_hagt,stevilo_umrlih
2020-10-23,1969,1969,0,133,184,716,672,109,155,133,184,716,672,109,155,0,0,0,0,0,0,7025,7025,0,20
2020-10-24,1702,1702,0,95,148,665,585,111,98,95,148,665,585,111,98,0,0,0,0,0,0,5776,5776,0,5
2020-10-25,1118,1118,0,54,89,456,364,67,88,54,89,456,364,67,88,0,0,0,0,0,0,3682,3682,0,17
2020-10-26,1502,1502,0,69,119,567,516,83,148,69,119,567,516,83,148,0,0,0,0,0,0,5756,5756,0,15
2020-10-27,2611,2611,0,129,197,1011,941,160,173,129,197,1011,941,160,173,0,0,0,0,0,0,7471,7471,0,16
2020-10-28,2492,2492,0,87,182,1023,910,128,162,87,182,1023,910,128,162,0,0,0,0,0,0,7202,7202,0,20
2020-10-29,1800,1800,0,62,104,710,634,117,173,62,104,710,634,117,173,0,0,0,0,0,0,6368,6368,0,25
2020-10-30,1797,1797,0,34,109,655,632,150,217,34,109,655,632,150,217,0,0,0,0,0,0,6710,6710,0,27
2020-10-31,1347,1347,0,21,70,518,498,101,139,21,70,518,498,101,139,0,0,0,0,0,0,4807,4807,0,27
2020-11-01,557,557,0,11,26,199,189,52,80,11,26,199,189,52,80,0,0,0,0,0,0,2244,2244,0,22
2020-11-02,1177,1177,0,15,49,422,443,73,175,15,49,422,443,73,175,0,0,0,0,0,0,4587,4587,0,32
2020-11-03,2032,2032,0,25,103,722,802,146,234,25,103,722,802,146,234,0,0,0,0,0,0,6311,6311,0,31
2020-11-04,1691,1691,0,28,87,603,592,138,243,28,87,603,592,138,243,0,0,0,0,0,0,5991,5991,0,31
2020-11-05,1567,1567,0,20,90,519,539,145,254,20,90,519,539,145,254,0,0,0,0,0,0,5895,5895,0,28
2020-11-06,1613,1613,0,16,96,512,568,160,261,16,96,512,568,160,261,0,0,0,0,0,0,6340,6340,0,35
2020-11-07,891,891,0,16,47,296,309,91,132,16,47,296,309,91,132,0,0,0,0,0,0,3918,3918,0,21
2020-11-08,466,466,0,7,21,150,176,45,67,7,21,150,176,45,67,0,0,0,0,0,0,2063,2063,0,26
2020-11-09,1089,1089,0,19,62,393,381,83,151,19,62,393,381,83,151,0,0,0,0,0,0,4457,4457,0,28
2020-11-10,2228,2228,0,32,131,710,767,206,382,32,131,710,767,206,382,0,0,0,0,0,0,7515,7515,0,43
2020-11-11,1932,1932,0,30,139,663,718,127,255,30,139,663,718,127,255,0,0,0,0,0,0,6767,6767,0,49
2020-11-12,1516,1516,0,24,91,516,512,133,240,24,91,516,512,133,240,0,0,0,0,0,0,5762,5762,0,43
2020-11-13,1740,1740,0,33,108,573,610,134,282,33,108,573,610,134,282,0,0,0,0,0,0,6657,6657,0,41
2020-11-14,922,922,0,15,52,334,316,75,130,15,52,334,316,75,130,0,0,0,0,0,0,3563,3563,0,33
2020-11-15,500,500,0,5,25,161,142,42,125,5,25,161,142,42,125,0,0,0,0,0,0,1792,1792,0,34
2020-11-16,1393,1393,0,15,85,489,466,97,241,15,85,489,466,97,241,0,0,0,0,0,0,5326,5326,0,44
2020-11-17,2018,2018,0,31,111,661,689,157,369,31,111,661,689,157,369,0,0,0,0,0,0,6813,6813,0,45
2020-11-18,2068,2068,0,39,149,670,714,169,327,39,149,670,714,169,327,0,0,0,0,0,0,6806,6806,0,43
2020-11-19,1549,1549,0,36,114,495,471,99,334,36,114,495,471,99,334,0,0,0,0,0,0,5673,5673,0,37
2020-11-20,1691,1691,0,38,121,561,600,137,234,38,121,561,600,137,234,0,0,0,0,0,0,6580,6580,0,43
2020-11-21,1025,1025,0,15,72,354,382,92,110,15,72,354,382,92,110,0,0,0,0,0,0,3434,3434,0,26
2020-11-22,471,471,0,13,37,159,142,30,90,13,37,159,142,30,90,0,0,0,0,0,0,1742,1742,0,53
2020-11-23,1308,1308,0,18,76,414,443,98,259,18,76,414,443,98,259,0,0,0,0,0,0,5596,5596,0,56
2020-11-24,2234,2234,0,45,151,818,741,148,331,45,151,818,741,148,331,0,0,0,0,0,0,8063,8063,0,44
2020-11-25,1782,1782,0,43,111,634,609,119,266,43,111,634,609,119,266,0,0,0,0,0,0,7396,7396,0,54
2020-11-26,1612,1612,0,36,121,510,540,137,268,36,121,510,540,137,268,0,0,0,0,0,0,6587,6587,0,47
2020-11-27,1601,1601,0,31,116,524,516,120,294,31,116,524,516,120,294,0,0,0,0,0,0,6938,6938,0,63
2020-11-28,1109,1109,0,17,60,395,369,99,169,17,60,395,369,99,169,0,0,0,0,0,0,3644,3644,0,46
2020-11-29,427,427,0,11,25,148,141,42,60,11,25,148,141,42,60,0,0,0,0,0,0,1875,1875,0,51
2020-11-30,1299,1299,0,25,95,404,403,103,269,25,95,404,403,103,269,0,0,0,0,0,0,5868,5868,0,58
2020-12-01,2438,2438,0,49,159,860,815,175,380,49,159,860,815,175,380,0,0,0,0,0,0,7178,7178,0,64
2020-12-02,1776,1776,0,47,137,602,620,126,244,47,137,602,620,126,244,0,0,0,0,0,0,6704,6704,0,49
2020-12-03,1786,1786,0,42,126,642,554,136,286,42,126,642,554,136,286,0,0,0,0,0,0,6928,6928,0,74
2020-12-04,1647,1647,0,27,108,581,541,124,266,27,108,581,541,124,266,0,0,0,0,0,0,6344,6344,0,51
2020-12-05,1033,1033,0,17,94,377,303,95,147,17,94,377,303,95,147,0,0,0,0,0,0,3744,3744,0,49
2020-12-06,480,480,0,8,24,191,149,37,71,8,24,191,149,37,71,0,0,0,0,0,0,1751,1751,0,59
2020-12-07,1630,1630,0,24,97,552,511,124,322,24,97,552,511,124,322,0,0,0,0,0,0,6158,6158,0,60
2020-12-08,2140,2140,0,43,161,787,755,177,217,43,161,787,755,177,217,0,0,0,0,0,0,7003,7003,0,43
2020-12-09,1852,1852,0,39,132,702,660,131,188,39,132,702,660,131,188,0,0,0,0,0,0,6410,6410,0,55
2020-12-10,1816,1816,0,47,127,622,619,149,252,47,127,622,619,149,252,0,0,0,0,0,0,6453,6453,0,57
2020-12-11,1750,1750,0,42,126,640,625,120,197,42,126,640,625,120,197,0,0,0,0,0,0,6127,6127,0,53
2020-12-12,834,834,0,17,53,302,289,70,103,17,53,302,289,70,103,0,0,0,0,0,0,2648,2648,0,39
2020-12-13,433,433,0,9,20,145,139,45,75,9,20,145,139,45,75,0,0,0,0,0,0,1679,1679,0,46
2020-12-14,1532,1532,0,18,88,512,523,113,278,18,88,512,523,113,278,0,0,0,0,0,0,5634,5634,0,55
2020-12-15,2112,2112,0,60,135,747,765,154,251,60,135,747,765,154,251,0,0,0,0,0,0,9404,6579,2825,52
2020-12-16,1648,1648,0,59,108,623,558,138,162,59,108,623,558,138,162,0,0,0,0,0,0,9111,6350,2761,43
2020-12-17,1517,1517,0,45,96,557,524,123,172,45,96,557,524,123,172,0,0,0,0,0,0,8858,5862,2996,39
2020-12-18,1430,1430,0,37,81,544,491,113,164,37,81,544,491,113,164,0,0,0,0,0,0,8472,5600,2872,42
2020-12-19,882,882,0,22,67,344,291,90,68,22,67,344,291,90,68,0,0,0,0,0,0,2976,2646,330,40
2020-12-20,396,396,0,14,26,151,110,40,55,14,26,151,110,40,55,0,0,0,0,0,0,1633,1446,187,27
2020-12-21,1551,1482,69,40,76,514,518,125,278,40,73,489,496,119,265,0,3,25,22,6,13,8857,5763,3094,45
2020-12-22,2157,1912,245,60,136,757,795,189,220,51,116,679,698,168,200,9,20,78,97,21,20,11994,6524,5470,37
2020-12-23,2064,1663,401,60,142,737,764,182,179,48,111,598,603,146,157,12,31,139,161,36,22,15453,6385,9068,32
2020-12-24,1812,1365,447,58,140,637,642,162,173,47,87,475,487,121,148,11,53,162,155,41,25,13692,5187,8505,35
2020-12-25,369,358,11,13,27,115,125,35,54,11,26,113,123,34,51,2,1,2,2,1,3,1595,1336,259,33
2020-12-26,623,548,75,17,37,232,204,64,69,15,30,215,184,53,51,2,7,17,20,11,18,2638,1880,758,27
2020-12-27,533,495,38,23,27,200,172,35,76,23,23,191,164,31,63,0,4,9,8,4,13,2117,1664,453,48
2020-12-28,1992,1553,439,44,125,728,702,207,186,29,87,559,545,166,167,15,38,169,157,41,19,11996,5677,6319,44
2020-12-29,2430,1852,578,68,164,882,825,243,248,44,105,672,630,183,218,24,59,210,195,60,30,14186,5764,8422,31
2020-12-30,2429,1816,613,88,197,859,866,216,203,57,130,623,678,169,159,31,67,236,188,47,44,15216,6011,9205,28
2020-12-31,1772,1438,334,81,136,669,594,144,148,64,102,554,480,124,114,17,34,115,114,20,34,9495,4073,5422,42
2021-01-01,399,363,36,21,16,154,115,40,53,17,15,143,107,34,47,4,1,11,8,6,6,1709,1419,290,35
2021-01-02,762,664,98,29,50,265,256,74,88,25,39,231,235,62,72,4,11,34,21,12,16,3543,2304,1239,35
2021-01-03,766,634,132,24,54,293,254,62,79,19,40,239,216,51,69,5,14,54,38,11,10,2928,2041,887,33
2021-01-04,2605,1687,918,62,208,1029,905,204,197,45,94,697,588,133,130,17,114,332,317,71,67,27293,5966,21327,30
2021-01-05,3428,2606,822,105,324,1319,1152,269,259,86,214,1046,885,183,192,19,110,273,267,86,67,24941,6956,17985,37
2021-01-06,2697,2045,652,109,244,1010,904,230,200,86,162,784,676,176,161,23,82,226,228,54,39,20042,6370,13672,24
2021-01-07,2084,1602,482,84,172,715,666,200,247,60,111,546,516,158,211,24,61,169,150,42,36,15855,5259,10596,29
2021-01-08,1862,1385,477,80,165,680,615,186,136,58,105,504,458,144,116,22,60,176,157,42,20,15327,4895,10432,28
2021-01-09,764,669,95,48,53,259,217,83,104,42,43,231,193,73,87,6,10,28,24,10,17,5445,2669,2776,33
2021-01-10,426,366,60,12,27,156,127,44,60,12,25,136,113,34,46,0,2,20,14,10,14,2372,1720,652,20
2021-01-11,1910,1394,516,58,121,694,661,182,194,46,83,498,471,141,155,12,38,196,190,41,39,15765,5512,10253,29
2021-01-12,2105,1769,336,78,148,748,740,188,203,71,120,624,618,159,177,7,28,124,122,29,26,13326,6193,7133,23
2021-01-13,1808,1418,390,75,110,668,635,167,153,57,84,539,492,126,120,18,26,129,143,41,33,12776,5637,7139,19
2021-01-14,1501,1149,352,66,83,517,524,143,168,55,63,378,400,112,141,11,20,139,124,31,27,12479,4897,7582,25
2021-01-15,1550,1155,395,63,122,535,549,144,137,44,90,395,405,110,111,19,32,140,144,34,26,11356,4763,6593,30
2021-01-16,575,519,56,21,38,213,192,50,61,19,37,196,172,46,49,2,1,17,20,4,12,3266,2497,769,34
2021-01-17,300,272,28,8,27,99,94,34,38,6,26,91,86,33,30,2,1,8,8,1,8,1951,1404,547,31
2021-01-18,1707,1216,491,63,104,670,575,148,147,46,63,457,395,124,131,17,41,213,180,24,16,15568,5306,10262,28
2021-01-19,1718,1401,317,80,90,618,649,148,133,69,73,487,546,118,108,11,17,131,103,30,25,12605,5384,7221,25
2021-01-20,1458,1167,291,79,90,531,488,148,122,66,65,428,387,123,98,13,25,103,101,25,24,12395,4813,7582,29
2021-01-21,1461,1118,343,71,89,501,523,136,141,57,69,370,395,107,120,14,20,131,128,29,21,12241,4872,7369,24
2021-01-22,1521,1171,350,87,112,540,502,145,135,72,79,416,374,111,119,15,33,124,128,34,16,12817,4405,8412,27
2021-01-23,541,502,39,30,34,191,177,59,50,29,32,172,170,55,44,1,2,19,7,4,6,3149,2140,1009,30
2021-01-24,297,265,32,11,19,104,99,24,40,9,18,92,88,20,38,2,1,12,11,4,2,2901,1293,1608,24
2021-01-25,1682,1156,526,68,102,614,647,128,123,57,72,390,427,101,109,11,30,224,220,27,14,39267,4700,34567,23
2021-01-26,1877,1437,440,108,122,676,693,166,112,91,91,523,516,123,93,17,31,153,177,43,19,16991,5418,11573,24
2021-01-27,1541,1147,394,90,95,545,581,144,86,71,61,409,425,106,75,19,34,136,156,38,11,14571,4958,9613,16
2021-01-28,1305,1007,298,96,114,463,426,106,100,81,81,371,311,81,82,15,33,92,115,25,18,13367,4506,8861,26
2021-01-29,1302,989,313,110,100,467,435,115,75,88,68,360,329,87,57,22,32,107,106,28,18,14080,4299,9781,22
2021-01-30,587,482,105,60,49,201,186,54,37,46,37,161,159,46,33,14,12,40,27,8,4,4982,2408,2574,17
2021-01-31,348,267,81,17,21,140,115,26,29,11,16,109,87,19,25,6,5,31,28,7,4,4911,1461,3450,21
2021-02-01,1516,922,594,79,108,594,560,92,83,68,64,337,313,68,72,11,44,257,247,24,11,40725,4536,36189,16
2021-02-02,1567,1227,340,116,117,578,524,130,102,95,81,466,406,96,83,21,36,112,118,34,19,17254,5722,11532,24
2021-02-03,1267,1011,256,113,85,450,421,122,76,100,50,351,346,96,68,13,35,99,75,26,8,15453,5175,10278,25
2021-02-04,960,780,180,82,88,362,270,82,76,76,63,292,217,70,62,6,25,70,53,12,14,13809,5263,8546,16
2021-02-05,984,727,257,91,78,360,323,69,63,80,57,248,232,55,55,11,21,112,91,14,8,18567,4557,14010,13
2021-02-06,498,428,70,45,36,195,139,46,37,43,31,171,111,40,32,2,5,24,28,6,5,5774,2508,3266,17
2021-02-07,308,235,73,18,20,121,94,26,29,16,15,93,74,17,20,2,5,28,20,9,9,4123,1576,2547,8
2021-02-08,338,206,132,17,20,122,131,31,17,16,10,73,68,26,13,1,10,49,63,5,4,12219,1510,10709,18
2021-02-09,1369,885,484,75,95,577,480,72,70,68,52,374,281,56,54,7,43,203,199,16,16,47325,5075,42250,12
2021-02-10,1338,998,340,103,110,534,441,83,67,93,64,392,321,68,60,10,46,142,120,15,7,28265,5504,22761,10
2021-02-11,1047,854,193,92,98,391,336,73,57,81,74,307,274,65,53,11,24,84,62,8,4,25014,5165,19849,17
2021-02-12,993,751,242,104,69,356,352,68,44,84,48,271,256,52,40,20,21,85,96,16,4,24476,4473,20003,15
2021-02-13,387,387,0,32,23,145,118,35,34,32,23,145,118,35,34,0,0,0,0,0,0,7900,2224,5676,9
2021-02-14,244,244,0,24,11,94,81,18,16,24,11,94,81,18,16,0,0,0,0,0,0,11381,1633,9748,10
2021-02-15,746,746,0,86,45,281,252,45,37,86,45,281,252,45,37,0,0,0,0,0,0,45103,4414,40689,6
2021-02-16,1100,1100,0,116,97,350,396,82,59,116,97,350,396,82,59,0,0,0,0,0,0,26428,5140,21288,6
2021-02-17,875,875,0,96,65,332,260,69,53,96,65,332,260,69,53,0,0,0,0,0,0,29305,4271,25034,8
2021-02-18,911,911,0,91,83,299,280,84,74,91,83,299,280,84,74,0,0,0,0,0,0,25510,4556,20954,5
2021-02-19,960,960,0,124,73,333,311,80,39,124,73,333,311,80,39,0,0,0,0,0,0,30789,4397,26392,7
2021-02-20,419,419,0,59,37,141,120,41,21,59,37,141,120,41,21,0,0,0,0,0,0,11121,2067,9054,4
2021-02-21,250,250,0,32,13,93,72,18,22,32,13,93,72,18,22,0,0,0,0,0,0,10782,1428,9354,5
2021-02-22,903,903,0,97,78,321,282,83,42,97,78,321,282,83,42,0,0,0,0,0,0,41947,4369,37578,6
2021-02-23,1095,1095,0,135,81,373,364,96,46,135,81,373,364,96,46,0,0,0,0,0,0,29277,5316,23961,10
2021-02-24,859,859,0,107,72,293,260,76,51,107,72,293,260,76,51,0,0,0,0,0,0,30624,4565,26059,7
2021-02-25,920,920,0,119,72,307,283,88,51,119,72,307,283,88,51,0,0,0,0,0,0,25898,4484,21414,12
2021-02-26,949,949,0,108,89,292,299,109,52,108,89,292,299,109,52,0,0,0,0,0,0,33030,4861,28169,10
2021-02-27,455,455,0,61,41,153,133,41,26,61,41,153,133,41,26,0,0,0,0,0,0,8724,2611,6113,10
2021-02-28,246,246,0,36,18,86,67,19,20,36,18,86,67,19,20,0,0,0,0,0,0,11270,1451,9819,11
2021-03-01,730,730,0,83,52,243,233,76,43,83,52,243,233,76,43,0,0,0,0,0,0,55663,4487,51176,6
2021-03-02,1212,1212,0,152,102,390,392,107,69,152,102,390,392,107,69,0,0,0,0,0,0,32019,6231,25788,7
2021-03-03,1022,1022,0,153,75,360,312,76,46,153,75,360,312,76,46,0,0,0,0,0,0,34044,5838,28206,9
2021-03-04,885,885,0,128,80,267,270,101,39,128,80,267,270,101,39,0,0,0,0,0,0,28557,5440,23117,7
2021-03-05,926,926,0,141,86,292,282,63,62,141,86,292,282,63,62,0,0,0,0,0,0,36943,5288,31655,2
2021-03-06,384,384,0,43,36,129,122,35,19,43,36,129,122,35,19,0,0,0,0,0,0,9944,2785,7159,4
2021-03-07,211,211,0,24,12,77,62,23,13,24,12,77,62,23,13,0,0,0,0,0,0,9535,1681,7854,3
2021-03-08,743,743,0,94,57,242,251,65,34,94,57,242,251,65,34,0,0,0,0,0,0,55838,4700,51138,7
2021-03-09,960,960,0,120,83,334,301,68,54,120,83,334,301,68,54,0,0,0,0,0,0,32292,6017,26275,7
2021-03-10,862,862,0,130,70,296,257,74,35,130,70,296,257,74,35,0,0,0,0,0,0,32915,5794,27121,12
2021-03-11,772,772,0,98,75,254,229,72,44,98,75,254,229,72,44,0,0,0,0,0,0,32058,5222,26836,7
2021-03-12,852,852,0,96,70,297,280,76,33,96,70,297,280,76,33,0,0,0,0,0,0,38555,5167,33388,5
2021-03-13,482,482,0,72,43,156,145,38,28,72,43,156,145,38,28,0,0,0,0,0,0,10494,2984,7510,4
2021-03-14,205,205,0,25,11,77,63,17,12,25,11,77,63,17,12,0,0,0,0,0,0,8623,1625,6998,4
2021-03-15,921,921,0,120,56,356,281,58,50,120,56,356,281,58,50,0,0,0,0,0,0,54137,4842,49295,4
2021-03-16,1114,1114,0,163,100,351,342,101,57,163,100,351,342,101,57,0,0,0,0,0,0,32161,5989,26172,8
2021-03-17,976,976,0,158,75,314,306,85,38,158,75,314,306,85,38,0,0,0,0,0,0,33741,5442,28299,3
2021-03-18,944,944,0,130,84,311,284,82,53,130,84,311,284,82,53,0,0,0,0,0,0,32672,5502,27170,10
2021-03-19,1034,1034,0,158,92,334,299,107,44,158,92,334,299,107,44,0,0,0,0,0,0,41747,5651,36096,10
2021-03-20,518,518,0,79,43,183,151,49,13,79,43,183,151,49,13,0,0,0,0,0,0,9996,2849,7147,6
2021-03-21,290,290,0,41,17,108,92,21,11,41,17,108,92,21,11,0,0,0,0,0,0,8747,1842,6905,8
2021-03-22,988,988,0,124,81,353,326,72,32,124,81,353,326,72,32,0,0,0,0,0,0,54715,5022,49693,8
2021-03-23,1289,1289,0,188,95,423,429,107,47,188,95,423,429,107,47,0,0,0,0,0,0,35787,6979,28808,12
2021-03-24,1163,1163,0,188,93,406,339,91,46,188,93,406,339,91,46,0,0,0,0,0,0,34979,6432,28547,6
2021-03-25,1037,1037,0,155,90,346,312,83,51,155,90,346,312,83,51,0,0,0,0,0,0,35567,6646,28921,9
2021-03-26,1252,1252,0,216,89,405,402,97,43,216,89,405,402,97,43,0,0,0,0,0,0,40771,6767,34004,6
2021-03-27,641,641,0,115,60,201,190,49,26,115,60,201,190,49,26,0,0,0,0,0,0,11544,3462,8082,6
2021-03-28,289,289,0,46,21,101,84,21,16,46,21,101,84,21,16,0,0,0,0,0,0,6892,1774,5118,6
2021-03-29,1084,1084,0,172,79,374,366,62,31,172,79,374,366,62,31,0,0,0,0,0,0,54752,5513,49239,11
2021-03-30,1572,1572,0,215,132,525,540,126,34,215,132,525,540,126,34,0,0,0,0,0,0,32403,7281,25122,12
2021-03-31,1340,1340,0,199,141,458,406,101,35,199,141,458,406,101,35,0,0,0,0,0,0,28684,5698,22986,7
2021-04-01,1172,1172,0,168,113,409,351,105,26,168,113,409,351,105,26,0,0,0,0,0,0,24481,5427,19054,11
2021-04-02,1300,1300,0,199,131,417,406,114,33,199,131,417,406,114,33,0,0,0,0,0,0,24895,5052,19843,6
2021-04-03,721,721,0,109,75,251,195,62,29,109,75,251,195,62,29,0,0,0,0,0,0,7310,2825,4485,9
2021-04-04,283,283,0,44,31,97,82,20,9,44,31,97,82,20,9,0,0,0,0,0,0,3024,1568,1456,5
2021-04-05,273,273,0,32,22,85,93,26,15,32,22,85,93,26,15,0,0,0,0,0,0,5826,1927,3899,9
2021-04-06,1193,1193,0,149,93,402,410,103,36,149,93,402,410,103,36,0,0,0,0,0,0,36632,4889,31743,6
2021-04-07,1531,1531,0,182,119,538,503,143,46,182,119,538,503,143,46,0,0,0,0,0,0,27179,5436,21743,5
2021-04-08,1284,1284,0,149,117,440,405,126,47,149,117,440,405,126,47,0,0,0,0,0,0,27226,5265,21961,3
2021-04-09,1257,1257,0,160,98,426,423,114,36,160,98,426,423,114,36,0,0,0,0,0,0,32140,4811,27329,12
2021-04-10,549,549,0,79,41,190,174,48,17,79,41,190,174,48,17,0,0,0,0,0,0,10727,2895,7832,4
2021-04-11,291,291,0,50,16,101,87,20,17,50,16,101,87,20,17,0,0,0,0,0,0,7714,1521,6193,5
2021-04-12,1050,1050,0,147,86,357,337,91,32,147,86,357,337,91,32,0,0,0,0,0,0,50584,4707,45877,7
2021-04-13,1236,1236,0,168,100,409,421,107,31,168,100,409,421,107,31,0,0,0,0,0,0,29716,5377,24339,6
2021-04-14,894,894,0,127,72,294,283,76,42,127,72,294,283,76,42,0,0,0,0,0,0,29819,4359,25460,4
2021-04-15,862,862,0,114,89,248,262,94,55,114,89,248,262,94,55,0,0,0,0,0,0,29908,4315,25593,9
2021-04-16,772,772,0,107,69,232,246,78,40,107,69,232,246,78,40,0,0,0,0,0,0,38896,3845,35051,7
2021-04-17,476,476,0,65,40,153,140,52,26,65,40,153,140,52,26,0,0,0,0,0,0,9633,2641,6992,4
2021-04-18,233,233,0,30,14,77,81,17,14,30,14,77,81,17,14,0,0,0,0,0,0,8512,1644,6868,9
2021-04-19,726,726,0,98,63,228,226,66,45,98,63,228,226,66,45,0,0,0,0,0,0,45757,3643,42114,8
2021-04-20,1040,1040,0,133,102,355,307,93,50,133,102,355,307,93,50,0,0,0,0,0,0,31184,4892,26292,5
2021-04-21,744,744,0,112,71,268,203,59,31,112,71,268,203,59,31,0,0,0,0,0,0,31073,4325,26748,14
2021-04-22,901,901,0,146,103,309,239,68,36,146,103,309,239,68,36,0,0,0,0,0,0,36545,5372,31173,2
2021-04-23,831,831,0,125,109,276,244,58,19,125,109,276,244,58,19,0,0,0,0,0,0,48659,5180,43479,9
2021-04-24,417,417,0,72,40,138,122,31,14,72,40,138,122,31,14,0,0,0,0,0,0,12524,2690,9834,8
2021-04-25,192,192,0,30,17,70,59,13,3,30,17,70,59,13,3,0,0,0,0,0,0,8150,1354,6796,9
2021-04-26,810,810,0,101,69,278,263,69,30,101,69,278,263,69,30,0,0,0,0,0,0,37017,3653,33364,2
2021-04-27,404,404,0,53,40,126,150,20,15,53,40,126,150,20,15,0,0,0,0,0,0,6457,2008,4449,12
2021-04-28,921,921,0,139,76,323,302,59,22,139,76,323,302,59,22,0,0,0,0,0,0,40166,3937,36229,9
2021-04-29,949,949,0,104,87,346,329,64,19,104,87,346,329,64,19,0,0,0,0,0,0,37750,4442,33308,8
2021-04-30,1019,1019,0,172,105,344,304,67,27,172,105,344,304,67,27,0,0,0,0,0,0,40588,4197,36391,9
2021-05-01,367,367,0,59,36,145,93,16,18,59,36,145,93,16,18,0,0,0,0,0,0,7228,1827,5401,4
2021-05-02,210,210,0,37,10,82,62,10,9,37,10,82,62,10,9,0,0,0,0,0,0,9026,1380,7646,8
2021-05-03,893,893,0,130,65,343,287,52,16,130,65,343,287,52,16,0,0,0,0,0,0,52072,4024,48048,3
2021-05-04,930,930,0,134,87,344,280,61,24,134,87,344,280,61,24,0,0,0,0,0,0,31012,4750,26262,8
2021-05-05,777,777,0,147,63,272,226,46,23,147,63,272,226,46,23,0,0,0,0,0,0,33139,4228,28911,2
2021-05-06,609,609,0,97,63,215,172,41,21,97,63,215,172,41,21,0,0,0,0,0,0,35995,4029,31966,3
2021-05-07,634,634,0,111,69,202,182,45,25,111,69,202,182,45,25,0,0,0,0,0,0,45242,4327,40915,0
2021-05-08,291,291,0,56,25,104,82,13,11,56,25,104,82,13,11,0,0,0,0,0,0,11207,2406,8801,7
2021-05-09,146,146,0,19,15,55,46,6,5,19,15,55,46,6,5,0,0,0,0,0,0,8539,1310,7229,7
2021-05-10,491,491,0,77,34,194,146,19,21,77,34,194,146,19,21,0,0,0,0,0,0,49582,3722,45860,2
2021-05-11,730,730,0,128,71,256,210,40,25,128,71,256,210,40,25,0,0,0,0,0,0,33125,4700,28425,5
2021-05-12,599,599,0,106,52,212,177,25,27,106,52,212,177,25,27,0,0,0,0,0,0,34315,4636,29679,5
2021-05-13,472,472,0,80,40,166,136,28,22,80,40,166,136,28,22,0,0,0,0,0,0,35448,3962,31486,7
2021-05-14,496,496,0,123,38,150,148,18,19,123,38,150,148,18,19,0,0,0,0,0,0,47035,4177,42858,2
2021-05-15,293,293,0,54,32,100,75,20,12,54,32,100,75,20,12,0,0,0,0,0,0,11862,2471,9391,3
2021-05-16,115,115,0,21,15,43,28,6,2,21,15,43,28,6,2,0,0,0,0,0,0,9638,1504,8134,5
2021-05-17,497,497,0,73,45,200,149,19,11,73,45,200,149,19,11,0,0,0,0,0,0,49750,4233,45517,4
2021-05-18,538,538,0,101,53,176,180,17,11,101,53,176,180,17,11,0,0,0,0,0,0,33985,4469,29516,4
2021-05-19,358,358,0,72,26,130,101,20,9,72,26,130,101,20,9,0,0,0,0,0,0,33567,3852,29715,5
2021-05-20,334,334,0,74,24,120,90,11,15,74,24,120,90,11,15,0,0,0,0,0,0,38582,4136,34446,2
2021-05-21,382,382,0,94,36,127,108,9,8,94,36,127,108,9,8,0,0,0,0,0,0,49881,4045,45836,2
2021-05-22,158,158,0,47,10,55,34,4,8,47,10,55,34,4,8,0,0,0,0,0,0,12131,2118,10013,1
2021-05-23,84,84,0,17,8,32,23,1,3,17,8,32,23,1,3,0,0,0,0,0,0,8425,1405,7020,2
2021-05-24,323,323,0,62,27,116,103,14,1,62,27,116,103,14,1,0,0,0,0,0,0,49840,3565,46275,1
2021-05-25,391,391,0,76,31,157,99,14,14,76,31,157,99,14,14,0,0,0,0,0,0,33600,4242,29358,4
2021-05-26,367,367,0,92,36,114,94,18,13,92,36,114,94,18,13,0,0,0,0,0,0,34527,4018,30509,1
2021-05-27,289,289,0,77,20,108,70,10,4,77,20,108,70,10,4,0,0,0,0,0,0,38372,3592,34780,3
2021-05-28,356,356,0,72,30,132,96,12,14,72,30,132,96,12,14,0,0,0,0,0,0,50197,3715,46482,3
2021-05-29,137,137,0,36,14,47,31,5,4,36,14,47,31,5,4,0,0,0,0,0,0,10854,1854,9000,4
2021-05-30,92,92,0,33,8,20,26,2,3,33,8,20,26,2,3,0,0,0,0,0,0,9371,1503,7868,2
2021-05-31,323,323,0,83,25,110,90,9,6,83,25,110,90,9,6,0,0,0,0,0,0,48588,3381,45207,1
2021-06-01,373,373,0,89,39,123,101,10,11,89,39,123,101,10,11,0,0,0,0,0,0,32679,4174,28505,3
2021-06-02,273,273,0,63,23,90,68,17,12,63,23,90,68,17,12,0,0,0,0,0,0,32418,3841,28577,2
