date,region.ce.braslovče,region.ce.celje,region.ce.dobje,region.ce.dobrna,region.ce.gornji_grad,region.ce.kozje,region.ce.laško,region.ce.ljubno,region.ce.luče,region.ce.mozirje,region.ce.nazarje,region.ce.podčetrtek,region.ce.polzela,region.ce.prebold,region.ce.rečica_ob_savinji,region.ce.rogatec,region.ce.rogaška_slatina,region.ce.slovenske_konjice,region.ce.tabor,region.ce.velenje,region.ce.vitanje,region.ce.vojnik,region.ce.vransko,region.ce.zreče,region.ce.šentjur,region.ce.šmarje_pri_jelšah,region.ce.šmartno_ob_paki,region.ce.šoštanj,region.ce.štore,region.ce.žalec,region.kk.bistrica_ob_sotli,region.kk.brežice,region.kk.kostanjevica_na_krki,region.kk.krško,region.kk.radeče,region.kk.sevnica,region.kp.ankaran,region.kp.divača,region.kp.hrpelje-kozina,region.kp.izola,region.kp.komen,region.kp.koper,region.kp.piran,region.kp.sežana,region.kr.bled,region.kr.bohinj,region.kr.cerklje_na_gorenjskem,region.kr.gorenja_vas-poljane,region.kr.gorje,region.kr.jesenice,region.kr.jezersko,region.kr.kranj,region.kr.kranjska_gora,region.kr.naklo,region.kr.preddvor,region.kr.radovljica,region.kr.tržič,region.kr.šenčur,region.kr.škofja_loka,region.kr.železniki,region.kr.žiri,region.kr.žirovnica,region.lj.borovnica,region.lj.brezovica,region.lj.dobrepolje,region.lj.dobrova-polhov_gradec,region.lj.dol_pri_ljubljani,region.lj.domžale,region.lj.grosuplje,region.lj.horjul,region.lj.ig,region.lj.ivančna_gorica,region.lj.kamnik,region.lj.komenda,region.lj.ljubljana,region.lj.log-dragomer,region.lj.logatec,region.lj.lukovica,region.lj.medvode,region.lj.mengeš,region.lj.moravče,region.lj.trzin,region.lj.velike_lašče,region.lj.vodice,region.lj.vrhnika,region.lj.škofljica,region.lj.šmartno_pri_litiji,region.mb.benedikt,region.mb.cerkvenjak,region.mb.cirkulane,region.mb.destrnik,region.mb.dornava,region.mb.duplek,region.mb.gorišnica,region.mb.hajdina,region.mb.hoče-slivnica,region.mb.kidričevo,region.mb.kungota,region.mb.lenart,region.mb.lovrenc_na_pohorju,region.mb.majšperk,region.mb.makole,region.mb.maribor,region.mb.markovci,region.mb.miklavž_na_dravskem_polju,region.mb.oplotnica,region.mb.ormož,region.mb.pesnica,region.mb.podlehnik,region.mb.poljčane,region.mb.ptuj,region.mb.rače-fram,region.mb.ruše,region.mb.selnica_ob_dravi,region.mb.slovenska_bistrica,region.mb.središče_ob_dravi,region.mb.starše,region.mb.sveta_ana,region.mb.sveta_trojica_v_slovenskih_goricah,region.mb.sveti_andraž_v_slovenskih_goricah,region.mb.sveti_tomaž,region.mb.trnovska_vas,region.mb.videm,region.mb.zavrč,region.mb.šentilj,region.mb.žetale,region.ms.apače,region.ms.beltinci,region.ms.cankova,region.ms.dobrovnik,region.ms.gornja_radgona,region.ms.gornji_petrovci,region.ms.grad,region.ms.hodoš,region.ms.juršinci,region.ms.kobilje,region.ms.križevci,region.ms.kuzma,region.ms.lendava,region.ms.ljutomer,region.ms.moravske_toplice,region.ms.murska_sobota,region.ms.odranci,region.ms.puconci,region.ms.radenci,region.ms.razkrižje,region.ms.rogašovci,region.ms.sveti_jurij_ob_ščavnici,region.ms.tišina,region.ms.turnišče,region.ms.velika_polana,region.ms.veržej,region.ms.črenšovci,region.ms.šalovci,region.ng.ajdovščina,region.ng.bovec,region.ng.brda,region.ng.cerkno,region.ng.idrija,region.ng.kanal,region.ng.kobarid,region.ng.miren-kostanjevica,region.ng.nova_gorica,region.ng.renče-vogrsko,region.ng.tolmin,region.ng.vipava,region.ng.šempeter-vrtojba,region.nm.dolenjske_toplice,region.nm.kostel,region.nm.kočevje,region.nm.loški_potok,region.nm.metlika,region.nm.mirna,region.nm.mirna_peč,region.nm.mokronog-trebelno,region.nm.novo_mesto,region.nm.ribnica,region.nm.semič,region.nm.sodražica,region.nm.straža,region.nm.trebnje,region.nm.črnomelj,region.nm.šentjernej,region.nm.šentrupert,region.nm.škocjan,region.nm.šmarješke_toplice,region.nm.žužemberk,region.po.bloke,region.po.cerknica,region.po.ilirska_bistrica,region.po.loška_dolina,region.po.pivka,region.po.postojna,region.sg.dravograd,region.sg.mežica,region.sg.mislinja,region.sg.muta,region.sg.podvelka,region.sg.prevalje,region.sg.radlje_ob_dravi,region.sg.ravne_na_koroškem,region.sg.ribnica_na_pohorju,region.sg.slovenj_gradec,region.sg.vuzenica,region.sg.črna_na_koroškem,region.t.tujina,region.za.hrastnik,region.za.litija,region.za.trbovlje,region.za.zagorje_ob_savi
2020-08-18,1,45,1,3,,2,5,5,,9,1,3,5,5,1,18,58,2,3,40,1,3,,5,27,180,1,3,4,15,4,3,1,12,2,8,,,3,4,,40,15,9,2,,3,,3,23,,57,3,6,3,13,13,13,21,2,3,9,1,17,2,10,3,37,14,28,11,8,36,6,435,4,7,8,13,12,6,2,10,9,5,13,3,1,2,3,1,,3,,2,4,3,3,9,5,3,,62,1,7,7,6,4,,,7,2,9,1,27,,5,8,1,,,1,,,11,3,,3,1,1,2,,,,,3,2,2,16,139,1,15,5,6,3,1,,3,4,2,2,7,8,1,15,1,,2,6,2,1,,18,3,5,23,3,5,,9,,80,1,1,1,23,21,8,1,,22,14,4,8,,7,2,4,19,16,4,19,26,25,1,4,1,3,8,1,23,2,29,1,4,28,86,24,18,13
2020-08-19,1,49,1,3,,2,5,6,,9,1,3,5,5,2,18,58,2,3,40,1,3,,6,30,180,1,3,5,15,4,3,1,12,3,8,1,,3,4,,40,15,9,2,,3,,3,23,,57,3,6,3,13,17,13,21,2,3,9,1,17,2,10,3,38,14,28,12,8,36,6,445,4,7,9,14,12,6,2,10,9,5,13,3,1,2,3,1,,3,,2,4,3,3,9,5,3,,63,1,7,7,6,4,,,7,2,9,1,27,,5,8,1,,,1,,,11,3,,3,1,1,2,,,,,3,2,2,16,139,1,15,5,6,3,1,,3,4,2,2,7,8,1,15,1,,2,6,2,1,1,18,3,5,23,3,5,,9,,81,2,1,1,24,21,8,1,,22,17,4,8,,7,2,4,19,19,4,19,26,25,1,4,1,3,8,1,23,2,29,1,4,28,86,24,18,14
2020-08-20,1,51,1,3,,2,6,6,,9,1,3,5,5,2,18,59,2,3,42,1,3,,6,31,180,1,3,6,15,4,4,2,12,3,8,1,,3,5,,40,15,9,2,,3,,3,23,,57,3,6,3,13,17,13,21,2,3,9,1,17,2,10,3,38,15,28,12,8,36,6,454,4,7,10,14,12,6,2,10,10,7,13,3,1,2,3,1,,3,,2,4,3,3,9,5,3,,63,1,7,7,6,4,,1,7,2,9,1,27,,5,8,1,,,1,,,11,3,,3,1,1,4,,1,,,3,2,2,17,139,1,15,5,6,3,1,,3,4,2,2,7,8,1,15,1,,2,6,2,1,1,18,3,5,23,3,6,,9,,81,3,1,1,24,21,8,1,,25,17,4,8,1,7,2,4,19,19,4,19,26,26,1,4,2,3,8,1,23,2,29,1,4,28,86,24,18,14
2020-08-21,1,52,1,3,,2,6,6,,9,1,3,5,5,3,18,59,2,3,44,2,3,,6,32,180,1,3,6,15,4,4,2,14,3,8,1,,3,6,,41,15,9,2,,3,,3,23,,57,3,6,3,13,18,14,21,2,3,9,1,18,2,10,3,38,18,28,13,8,36,6,464,4,7,10,14,12,6,2,11,10,7,13,4,1,2,3,1,,3,,2,4,3,3,10,5,3,,65,1,7,7,6,4,,3,7,2,9,1,27,,5,8,1,,,1,1,,11,3,,3,1,1,4,,1,,,3,2,2,17,139,1,15,5,6,3,1,,3,4,2,2,7,8,1,15,1,,2,6,2,1,1,18,3,5,23,3,6,,9,,81,3,1,1,25,21,9,3,,25,17,4,9,1,8,2,4,19,19,4,20,26,26,1,4,2,3,8,1,23,2,29,1,4,29,86,24,18,14
2020-08-22,1,53,1,3,,2,7,6,,9,1,3,5,5,3,18,59,2,3,45,2,3,,6,32,180,1,3,6,15,4,4,2,14,3,9,1,,3,6,,42,16,9,2,,3,,3,23,,57,3,6,3,13,18,14,22,2,3,9,1,18,2,10,3,38,18,28,13,9,36,6,472,4,7,10,14,12,6,2,11,10,7,15,4,1,2,3,1,,3,,2,4,3,3,10,5,3,,66,1,7,7,6,4,,3,7,2,9,1,29,,5,8,1,,,1,1,,11,3,,3,1,1,4,,1,,,3,2,2,21,139,1,16,5,6,3,1,,3,4,2,2,7,8,1,15,1,,2,6,2,1,1,18,3,5,23,3,6,,9,,81,3,1,2,28,21,9,3,,25,17,4,9,2,8,2,4,19,19,4,20,26,26,1,4,2,3,8,1,23,2,29,1,4,31,86,24,18,15
2020-08-23,1,54,1,3,,2,7,6,,9,1,3,5,5,4,18,59,2,3,45,2,3,,6,32,180,1,3,6,15,4,4,2,14,3,9,1,,3,6,,42,16,9,2,,3,,3,23,,57,3,6,3,13,18,14,22,2,3,9,1,18,2,10,3,38,18,28,13,9,36,6,477,4,7,10,14,12,6,2,11,10,7,15,4,1,2,3,1,,3,,2,4,3,3,10,5,3,,66,1,8,7,6,4,,3,7,2,9,1,29,,5,8,1,,,1,1,,11,3,,3,1,1,4,,1,,,3,2,2,21,139,1,16,5,6,3,1,,3,4,2,2,7,8,1,15,1,,2,6,2,1,1,18,3,5,23,3,6,,9,,81,3,1,2,33,21,9,3,,25,18,4,9,2,8,2,4,19,19,4,20,26,26,1,4,2,3,8,1,23,2,29,1,4,31,86,24,18,15
2020-08-24,1,55,1,3,,2,9,6,,9,1,3,5,5,4,18,59,2,3,45,2,3,,6,33,180,1,3,6,15,4,4,2,14,3,10,1,,3,6,,42,16,9,2,,3,,3,23,,57,3,6,3,13,18,14,22,2,3,9,1,18,2,10,3,38,18,28,13,9,36,6,480,4,7,10,14,12,6,2,14,10,7,15,4,1,2,3,1,,3,,2,4,3,3,10,5,3,,66,1,8,7,6,4,,3,7,2,9,1,29,,5,8,1,,,1,1,,11,3,,3,1,1,4,,1,,,3,2,2,21,139,1,16,5,6,3,1,,3,4,2,3,7,8,1,15,1,,2,7,2,1,1,19,3,5,25,3,6,,9,,81,3,2,2,34,21,9,3,,25,18,4,9,2,8,2,4,19,19,4,20,26,28,1,4,2,3,8,1,24,2,29,1,4,31,86,24,18,15
2020-08-25,1,56,1,3,,2,9,7,,9,1,3,5,5,4,18,59,2,3,45,2,3,,6,36,181,1,3,6,16,4,5,2,14,3,11,1,,3,6,,44,17,9,4,,3,,3,23,,57,3,6,3,13,18,14,22,2,3,9,1,19,2,10,3,38,21,28,13,9,37,7,484,4,7,10,14,12,6,2,16,10,7,15,4,1,2,3,1,,3,,2,4,3,3,10,5,3,,66,1,8,7,6,4,,3,7,2,9,1,29,,5,8,1,,,1,1,,11,3,,3,1,1,4,,2,,,3,2,2,22,139,1,17,5,6,3,1,,3,4,2,4,7,8,1,15,1,,2,7,2,1,1,20,3,5,25,3,6,,9,,81,3,2,2,34,21,9,3,,25,18,4,9,2,8,2,4,19,19,4,20,26,30,1,4,2,3,8,1,24,2,29,1,4,34,86,24,18,15
2020-08-26,1,58,1,4,,2,9,8,,9,1,3,5,5,4,18,59,2,3,45,2,3,,6,37,181,1,3,6,16,4,5,2,14,3,11,1,,3,6,,45,18,9,4,,3,,4,23,,57,3,6,3,13,18,14,22,2,3,9,1,19,2,10,3,38,21,28,13,9,37,7,489,4,7,10,14,12,6,2,17,11,7,15,5,1,2,3,1,,3,,2,4,3,3,10,5,4,,68,1,8,7,6,4,1,3,7,2,9,1,30,,5,8,1,,,1,2,,12,3,,3,1,1,4,,2,,,3,2,2,22,139,1,17,5,6,3,1,,3,4,2,4,7,8,1,15,1,,2,8,2,1,1,21,3,5,25,3,6,,9,,81,3,2,2,35,21,9,3,,25,18,4,9,2,8,2,4,20,19,4,20,26,32,1,4,2,3,8,1,25,2,30,1,4,35,86,25,18,15
2020-08-27,1,63,1,4,,2,9,8,,9,1,3,5,6,4,18,60,2,3,47,2,3,,6,37,182,1,3,6,16,4,6,2,16,3,12,1,,3,6,,47,18,9,4,,3,,4,23,,58,3,6,3,13,18,15,22,2,3,9,2,21,2,10,3,38,21,28,13,9,38,7,493,4,7,10,14,12,6,2,18,11,7,15,6,1,2,3,1,,3,,2,4,3,3,10,5,4,,73,1,9,7,6,4,1,3,7,2,9,1,30,,5,8,1,,,1,3,1,12,3,,3,1,1,4,,2,,,3,2,2,22,139,1,18,5,6,3,1,,3,4,2,4,7,8,1,15,1,,2,8,2,1,1,21,3,5,25,3,6,,9,,81,3,2,2,35,21,9,3,,25,20,4,9,2,8,2,4,20,19,4,20,26,33,1,4,3,3,8,1,25,2,30,2,4,35,86,25,18,15
2020-08-28,1,65,1,4,,2,9,8,,9,1,3,5,6,4,18,62,2,3,48,2,3,,7,37,182,1,3,6,16,4,7,2,16,3,12,1,,3,6,,47,18,9,4,,3,,4,23,,60,3,6,3,13,18,15,22,2,3,9,2,21,2,10,3,39,21,28,13,9,40,7,502,4,8,10,14,12,6,2,18,12,7,15,6,1,2,3,1,,3,,2,4,3,3,10,5,4,,74,1,9,7,6,4,1,3,7,2,9,1,31,,5,8,1,,,1,3,1,12,3,,3,1,1,5,,2,,,3,3,2,23,139,1,20,5,6,3,1,,3,4,2,4,7,8,1,15,1,,2,8,2,1,1,21,3,5,25,3,6,,10,,81,3,3,2,35,21,9,4,,25,20,4,9,2,8,2,4,20,20,4,20,26,33,1,4,3,3,8,1,25,2,31,2,4,36,86,25,19,15
2020-08-29,1,65,1,4,,2,9,8,,9,1,3,5,6,4,18,64,4,3,48,2,3,,7,39,182,1,3,6,16,4,7,2,16,3,12,1,,3,6,,47,18,9,4,,3,,4,23,,62,3,6,3,13,21,16,22,2,3,9,2,21,2,10,3,39,21,28,14,9,40,7,510,4,8,10,14,12,6,2,18,12,7,16,6,1,2,3,1,,3,,2,4,3,3,10,5,4,,75,1,9,7,6,4,1,3,7,2,9,1,31,,5,8,1,,1,1,3,1,12,3,,3,1,1,6,,2,,,3,3,2,23,139,1,21,5,6,3,1,,3,4,2,4,7,8,1,15,1,,2,8,2,1,1,21,3,5,25,3,6,,10,,81,3,4,2,36,21,9,4,,25,20,4,9,2,8,2,4,20,20,4,20,26,33,1,4,3,3,8,1,25,2,31,3,4,38,86,25,19,15
2020-08-30,1,65,1,4,,2,9,8,,9,1,3,5,6,4,18,64,4,3,48,2,3,,7,39,182,1,3,6,16,4,8,2,16,3,16,1,,3,6,,47,18,10,4,,3,,4,23,,62,3,6,3,13,21,16,22,2,3,9,2,21,2,10,3,41,21,28,15,9,40,7,518,4,8,10,14,12,6,2,18,12,7,16,6,1,2,3,1,,3,,2,5,3,3,10,5,4,,75,1,9,7,6,4,1,3,7,2,9,1,31,,5,8,1,,1,1,3,1,12,3,,3,1,1,6,,2,,,3,3,2,23,139,1,21,5,6,3,1,,3,4,2,4,7,8,1,15,1,,2,8,2,1,1,21,3,5,25,3,6,,10,,81,3,4,2,36,21,9,4,,25,20,4,9,2,8,2,4,20,20,4,20,26,33,1,4,3,3,8,1,25,2,31,3,4,38,86,25,19,15
2020-08-31,1,68,1,4,,2,9,8,,9,2,3,5,7,4,18,68,4,4,48,2,3,,7,40,182,1,3,6,16,4,9,2,18,3,18,2,,3,6,,47,18,10,4,,3,,4,23,,62,3,6,3,13,22,16,22,2,3,9,2,21,2,10,3,42,21,28,15,9,40,7,523,4,8,10,14,12,6,2,18,12,8,16,6,1,2,3,1,,3,,2,5,3,3,10,5,4,,77,1,9,7,7,4,1,3,7,3,9,1,32,,5,8,1,,1,1,3,1,12,3,,3,1,1,6,,2,,,3,3,2,24,139,2,24,5,6,3,1,,3,4,3,4,7,8,1,15,1,,2,8,2,1,1,21,3,5,25,3,6,,10,,81,3,4,2,37,21,10,4,,25,21,4,9,2,8,2,4,20,21,4,20,27,33,1,4,3,3,8,1,25,2,31,3,4,38,86,25,19,15
2020-09-01,1,70,1,4,,2,9,8,,9,2,3,5,7,4,18,68,6,4,48,2,3,,7,41,182,1,3,6,18,4,9,2,20,3,20,2,,3,6,,48,18,10,6,,3,,4,23,,64,3,6,3,13,23,17,23,2,3,9,2,21,2,10,3,42,22,28,15,9,40,7,530,4,8,10,15,12,6,2,22,12,8,16,6,1,2,3,1,,3,,2,6,3,3,10,5,4,,82,1,9,7,8,4,1,3,8,3,9,1,32,,5,8,1,,1,1,4,1,13,3,,3,1,1,6,,2,,,3,3,2,24,139,3,24,5,7,3,1,,3,4,3,4,7,9,1,15,1,,2,9,2,1,1,21,3,5,25,3,6,,10,,81,3,4,2,37,21,10,4,,25,21,4,9,2,8,2,4,20,21,4,20,27,35,1,4,3,3,8,1,25,2,31,3,4,43,86,27,19,15
2020-09-02,1,71,1,4,,2,9,8,,9,2,3,6,7,4,18,69,6,4,48,2,3,,7,43,182,1,3,6,18,4,9,2,21,3,20,2,,4,6,,49,18,10,6,,3,,4,23,,65,3,7,3,14,24,17,23,2,3,10,2,21,2,10,3,42,22,28,17,9,40,8,544,4,8,11,15,12,6,2,23,12,9,16,6,1,2,3,1,,3,,2,6,3,3,10,5,4,,88,1,9,7,8,4,1,3,8,3,9,1,32,,5,9,1,,1,1,4,1,13,3,,3,1,1,6,,2,,,3,3,2,26,139,3,25,5,7,3,1,,3,4,4,4,7,10,1,15,1,,2,9,2,1,1,22,3,5,25,3,6,,10,,81,3,5,2,38,21,10,4,,26,21,4,9,2,8,2,4,20,22,4,20,27,35,1,4,3,3,8,1,25,2,31,3,4,45,86,28,19,15
2020-09-03,2,72,1,4,,2,10,8,,9,2,3,6,7,4,18,69,6,5,48,2,3,1,8,46,184,1,3,6,18,4,10,3,21,3,23,2,,4,6,,49,18,10,6,,3,,4,23,,67,3,8,3,14,24,17,23,2,3,10,2,21,2,10,3,42,22,28,18,9,40,9,554,4,8,12,16,12,6,2,25,12,9,17,6,1,2,3,1,,3,,2,6,3,3,10,5,4,,90,1,9,7,8,5,1,3,8,3,9,1,32,,5,9,1,,1,1,4,1,13,3,,3,1,1,6,,2,,,3,3,2,27,139,3,25,5,8,3,1,,3,4,5,4,7,10,1,15,1,,2,9,2,1,1,22,3,5,25,3,6,,10,,81,3,5,2,38,21,11,4,,26,21,4,9,2,8,4,4,20,22,4,20,27,35,1,4,3,3,9,1,26,2,31,3,4,45,86,28,19,15
2020-09-04,2,74,1,5,,2,10,8,,9,2,3,6,7,4,19,70,6,6,48,2,3,1,8,46,185,1,3,6,19,4,11,3,21,3,24,2,,4,6,,49,18,11,6,,3,,4,23,,67,4,8,4,14,25,17,23,2,3,10,2,21,2,10,3,42,22,28,19,9,40,9,562,4,8,12,16,12,6,2,27,12,9,19,6,1,2,3,1,,3,,2,7,3,3,10,5,4,,90,1,10,7,9,6,1,3,8,3,9,1,35,,5,9,1,,1,1,4,1,13,3,,3,1,1,6,,2,,,3,3,2,27,139,3,25,5,9,3,1,,3,4,6,4,7,10,1,15,1,,2,9,2,1,1,22,3,5,25,3,6,,10,,81,3,6,2,40,21,11,4,,26,21,4,9,2,8,4,4,20,22,4,20,27,35,1,4,3,3,9,1,26,2,31,3,7,46,86,28,19,15
2020-09-05,2,76,1,6,,2,10,8,,9,2,3,6,7,4,19,71,6,6,49,2,4,1,8,50,185,1,4,7,20,4,11,3,21,3,24,2,,4,6,,49,18,11,6,,3,,4,24,,68,4,8,4,14,25,17,23,2,3,10,2,21,2,10,3,43,23,28,19,9,41,9,568,4,8,13,18,13,6,2,28,12,9,20,6,1,2,3,3,,3,,2,7,3,3,10,5,4,,94,1,10,7,9,6,1,3,8,3,9,1,36,,5,9,1,,1,1,4,1,13,3,,3,1,1,6,,2,,,3,3,2,27,139,3,25,5,10,3,1,,3,4,6,4,7,10,1,15,1,,2,9,2,1,1,22,3,5,25,3,6,,10,,81,3,6,2,41,22,11,4,,26,21,4,9,2,8,5,4,20,22,4,20,27,35,1,4,3,3,9,1,26,2,31,3,7,48,86,28,19,15
2020-09-06,2,77,1,6,,2,10,8,,9,2,3,6,7,4,19,72,6,6,50,2,4,1,8,50,185,1,4,7,20,4,12,3,21,3,24,2,,4,6,,49,18,11,6,,3,,4,24,,68,4,9,4,14,26,17,23,2,3,10,2,21,2,10,3,43,23,28,19,10,41,9,571,4,8,13,18,13,6,2,28,12,9,20,6,1,2,3,3,1,3,1,2,7,3,3,10,5,4,,97,1,10,7,9,7,1,3,8,3,9,1,37,,6,9,1,,1,1,4,1,13,3,,4,1,1,6,,2,,,3,3,2,27,139,3,25,5,10,3,1,,3,5,6,4,7,10,1,15,1,,2,9,2,1,1,22,3,5,25,3,6,,10,,81,3,6,2,43,22,11,4,,26,22,4,9,2,8,5,4,20,22,4,20,27,35,1,4,3,3,9,1,26,2,31,3,7,50,86,28,19,15
2020-09-07,2,77,1,6,,2,10,8,,9,2,3,6,7,4,19,72,6,6,50,2,5,1,8,50,185,1,4,7,20,4,12,3,21,3,26,2,,4,6,,49,18,11,6,,3,,4,24,,69,4,9,4,15,26,17,24,2,3,10,2,21,2,10,3,44,24,28,19,10,41,9,581,4,8,13,18,13,6,2,29,12,9,21,6,1,2,3,3,1,3,1,2,7,3,4,11,5,4,,102,1,10,7,9,7,1,3,9,3,9,1,38,,6,9,1,,1,1,5,1,13,3,,4,1,1,6,,2,,,3,3,2,27,139,3,25,5,10,3,1,,3,6,6,4,7,10,1,16,1,,2,9,2,1,1,22,3,5,25,3,6,,10,,82,3,6,2,48,22,11,4,,27,22,5,9,2,8,5,4,20,23,4,20,27,35,1,4,3,3,10,1,26,2,31,3,7,51,86,28,19,15
2020-09-08,6,79,1,6,,2,10,8,,9,2,4,7,7,4,19,73,7,6,52,2,5,1,8,50,185,2,6,7,23,4,13,3,21,3,26,2,,5,6,,49,18,11,6,,3,,4,24,,73,4,9,5,15,26,17,24,2,3,10,4,21,2,10,3,46,24,29,19,10,42,9,591,4,8,13,18,13,6,2,29,12,9,22,6,1,2,3,4,1,3,1,2,7,3,4,12,5,4,,114,1,10,7,9,7,1,3,10,5,9,1,38,,7,9,1,,1,2,5,1,13,3,,4,1,1,6,,2,,,3,3,2,27,139,3,25,5,10,3,1,,3,8,6,4,7,11,1,16,1,,2,9,2,1,1,22,3,5,25,3,6,,10,,82,3,6,2,49,23,12,4,,28,22,5,9,2,8,5,4,20,23,4,20,27,41,1,4,3,3,10,1,26,2,31,3,7,52,87,29,21,15
2020-09-09,8,80,1,6,,2,10,8,,9,2,4,7,7,4,19,73,7,7,55,2,7,1,8,50,185,2,7,7,23,4,13,3,21,3,26,3,,5,6,,49,18,11,6,,3,1,5,26,,75,4,9,6,15,26,17,24,2,3,10,4,21,2,10,3,48,24,29,19,10,43,10,610,4,8,13,18,13,6,3,30,12,9,23,6,2,2,3,4,1,3,1,2,10,3,4,12,5,4,,124,1,10,7,9,7,1,5,10,5,9,2,40,,7,9,1,,1,2,5,1,13,3,,4,1,1,6,,2,,,3,3,2,27,139,3,25,5,10,4,1,,3,9,7,4,7,11,1,16,1,,2,11,2,1,1,22,3,5,25,3,6,,11,,82,3,6,3,49,24,12,6,,28,23,5,9,2,8,5,4,20,24,5,20,27,41,1,4,3,3,10,1,26,2,31,5,7,52,87,29,21,15
2020-09-10,11,81,1,6,,2,10,8,,9,2,4,7,7,5,19,73,7,8,56,2,8,1,8,51,186,2,9,7,24,4,13,3,23,3,26,3,,5,6,,50,18,11,6,,3,1,5,26,,78,4,9,6,16,27,17,24,2,3,10,6,22,2,10,3,49,25,29,21,11,48,10,633,5,10,13,18,13,6,3,30,12,9,23,6,2,2,3,4,1,3,1,3,10,4,6,14,7,4,,134,1,10,7,9,7,1,6,12,5,9,2,42,,10,9,1,,1,2,5,1,13,3,,4,1,1,7,,2,,,3,3,3,27,139,3,26,5,10,4,1,,3,10,7,4,7,11,1,17,1,,2,12,2,1,1,22,3,5,25,3,6,,12,,82,3,6,3,50,24,12,6,1,28,23,5,9,2,8,5,4,20,25,5,22,28,43,1,4,3,3,10,1,26,2,32,7,7,54,88,30,21,15
2020-09-11,19,82,1,6,,2,10,8,,9,2,4,8,7,6,19,76,7,8,57,2,10,1,8,53,186,2,9,7,27,4,14,3,23,3,26,3,,5,6,,51,19,11,6,,3,1,5,27,,84,4,9,7,16,27,17,24,2,3,10,6,22,2,10,3,50,25,30,21,12,53,10,653,6,10,13,20,14,6,3,30,12,9,25,6,2,2,3,4,1,3,1,3,10,4,6,15,7,4,,141,1,10,7,10,7,1,6,14,6,9,2,44,,10,9,1,,1,2,5,1,13,3,,4,1,1,8,,2,,,3,3,3,27,139,3,28,5,11,4,1,,3,10,8,4,7,11,1,17,1,,2,12,2,1,1,24,3,5,25,3,6,,13,,83,3,6,3,51,24,12,7,1,30,23,5,9,2,8,5,4,20,25,5,25,29,43,1,4,3,3,10,1,26,2,33,7,7,57,89,31,22,15
2020-09-12,26,83,1,6,,2,10,8,,9,2,4,9,8,6,19,76,9,10,57,2,11,1,8,53,186,2,9,7,32,4,14,3,23,3,26,3,,5,6,,51,19,11,7,,3,1,5,28,,85,4,10,7,19,27,18,25,2,3,10,6,23,2,10,3,50,26,30,21,12,53,10,672,6,10,13,21,14,6,3,30,12,9,26,6,2,3,3,4,1,3,1,3,10,4,6,16,7,4,1,160,1,10,7,10,7,1,6,14,7,9,2,46,,10,11,1,,1,2,5,1,13,3,,4,1,1,8,1,2,,,3,3,3,27,139,3,28,5,13,4,1,,3,10,9,4,7,11,1,18,1,,2,12,2,1,1,24,3,5,25,3,6,,13,,83,3,6,3,51,24,12,7,1,30,23,5,9,2,8,5,4,20,29,5,31,31,43,1,4,3,3,10,2,26,2,33,7,7,58,89,31,23,15
2020-09-13,27,85,1,6,,2,10,8,,9,2,4,9,8,6,19,78,9,11,57,2,11,1,8,56,186,2,9,7,33,4,14,3,23,3,26,3,,5,6,,51,19,11,7,,3,1,5,28,,85,4,10,7,21,27,18,27,2,3,10,6,23,2,10,3,50,27,31,21,12,54,10,685,6,10,13,22,14,6,3,30,12,9,27,6,3,3,3,4,1,3,1,3,10,4,6,16,10,4,1,164,1,10,7,10,7,1,6,14,8,9,2,48,,10,11,1,,1,2,5,1,15,3,,4,1,1,8,1,2,,,3,3,3,27,139,3,28,5,13,4,1,,3,10,9,4,7,11,1,18,1,,2,12,2,1,1,25,3,5,25,3,6,,13,,83,3,6,3,51,24,12,7,1,30,23,5,9,2,8,5,4,20,29,5,31,31,43,1,4,4,3,10,2,26,2,33,7,7,58,89,31,23,15
2020-09-14,30,86,1,6,,2,10,8,,10,2,4,9,8,6,19,78,10,11,57,3,11,2,8,56,186,3,9,7,34,4,14,3,23,3,26,3,1,5,7,,51,19,11,7,,3,1,5,29,,87,4,10,7,21,27,19,28,2,3,10,7,23,3,10,3,53,27,31,22,12,55,10,702,6,11,13,23,14,6,3,30,12,9,27,6,3,3,3,4,2,3,1,3,10,4,8,16,10,4,1,175,2,10,7,10,9,1,6,14,9,9,2,49,,10,11,1,,1,2,5,1,15,3,,5,1,2,9,1,2,,,3,4,3,27,139,3,28,5,13,4,1,,3,11,10,4,7,11,1,19,1,,3,12,2,1,1,26,3,5,25,3,6,,14,,84,3,6,3,51,24,12,7,1,30,23,5,9,2,8,5,4,22,32,5,34,32,43,1,4,4,3,10,2,26,2,33,7,7,58,89,31,23,15
