date,region.ce.cases.active,region.ce.cases.confirmed.todate,region.ce.deceased.todate,region.ce.vaccinated.1st.todate,region.ce.vaccinated.2nd.todate,region.ce.vaccinated.3rd.todate,region.foreign.cases.active,region.foreign.cases.confirmed.todate,region.foreign.deceased.todate,region.kk.cases.active,region.kk.cases.confirmed.todate,region.kk.deceased.todate,region.kk.vaccinated.1st.todate,region.kk.vaccinated.2nd.todate,region.kk.vaccinated.3rd.todate,region.kp.cases.active,region.kp.cases.confirmed.todate,region.kp.deceased.todate,region.kp.vaccinated.1st.todate,region.kp.vaccinated.2nd.todate,region.kp.vaccinated.3rd.todate,region.kr.cases.active,region.kr.cases.confirmed.todate,region.kr.deceased.todate,region.kr.vaccinated.1st.todate,region.kr.vaccinated.2nd.todate,region.kr.vaccinated.3rd.todate,region.lj.cases.active,region.lj.cases.confirmed.todate,region.lj.deceased.todate,region.lj.vaccinated.1st.todate,region.lj.vaccinated.2nd.todate,region.lj.vaccinated.3rd.todate,region.mb.cases.active,region.mb.cases.confirmed.todate,region.mb.deceased.todate,region.mb.vaccinated.1st.todate,region.mb.vaccinated.2nd.todate,region.mb.vaccinated.3rd.todate,region.ms.cases.active,region.ms.cases.confirmed.todate,region.ms.deceased.todate,region.ms.vaccinated.1st.todate,region.ms.vaccinated.2nd.todate,region.ms.vaccinated.3rd.todate,region.ng.cases.active,region.ng.cases.confirmed.todate,region.ng.deceased.todate,region.ng.vaccinated.1st.todate,region.ng.vaccinated.2nd.todate,region.ng.vaccinated.3rd.todate,region.nm.cases.active,region.nm.cases.confirmed.todate,region.nm.deceased.todate,region.nm.vaccinated.1st.todate,region.nm.vaccinated.2nd.todate,region.nm.vaccinated.3rd.todate,region.po.cases.active,region.po.cases.confirmed.todate,region.po.deceased.todate,region.po.vaccinated.1st.todate,region.po.vaccinated.2nd.todate,region.po.vaccinated.3rd.todate,region.sg.cases.active,region.sg.cases.confirmed.todate,region.sg.deceased.todate,region.sg.vaccinated.1st.todate,region.sg.vaccinated.2nd.todate,region.sg.vaccinated.3rd.todate,region.unknown.cases.active,region.unknown.cases.confirmed.todate,region.unknown.deceased.todate,region.za.cases.active,region.za.cases.confirmed.todate,region.za.deceased.todate,region.za.vaccinated.1st.todate,region.za.vaccinated.2nd.todate,region.za.vaccinated.3rd.todate
2021-10-11,1595,39548,618,140145,128867,3533,4,962,1,363,11367,209,40058,35858,866,765,15173,193,62413,57164,1449,989,31237,434,118326,109314,4228,2950,75315,1008,324201,297119,8361,1989,45515,973,171739,158084,3388,451,17432,460,63862,59099,969,814,15896,293,67433,62753,1433,813,23151,348,77703,70283,1213,267,7406,117,30496,27714,537,331,10634,221,40638,38063,831,67,1168,2,261,7965,135,33559,30933,829
2021-10-12,1539,39702,619,140232,129439,3603,5,963,1,359,11405,210,40093,35995,900,779,15290,193,62500,57514,1491,1028,31377,434,118387,109534,4282,2946,75633,1009,324555,298301,8537,1966,45627,974,171900,158844,3474,480,17501,460,63906,59413,1001,750,16000,293,67501,62961,1498,791,23240,348,77789,70666,1269,266,7440,117,30520,27849,583,303,10651,221,40663,38120,855,68,1175,2,266,7994,135,33587,31045,852
2021-10-13,1531,39825,621,140345,129989,3689,2,963,1,348,11435,210,40128,36167,957,804,15381,194,62518,57587,1570,1006,31468,436,118517,110023,4385,2947,75905,1011,324751,299554,8800,2019,45878,976,172021,159302,3576,473,17531,460,63945,59644,1051,768,16047,293,67533,63110,1584,787,23308,348,77840,70849,1292,274,7465,117,30577,28055,621,298,10675,221,40695,38233,894,69,1182,2,274,8017,135,33601,31090,868
2021-10-14,1501,39935,621,140489,130722,3888,2,963,1,356,11466,210,40155,36279,1008,830,15478,195,62586,58340,1689,1019,31575,436,118719,111440,4785,3041,76220,1012,324971,300560,9119,1996,46018,978,172108,159638,3655,511,17599,460,63985,59844,1076,739,16126,293,67606,63411,1666,787,23380,348,77944,71330,1390,295,7499,117,30601,28117,648,291,10695,221,40715,38403,933,71,1187,2,293,8044,136,33621,31250,895
2021-10-15,1497,40082,622,140621,131323,4033,2,963,1,390,11526,211,40177,36411,1043,868,15604,195,62618,58436,1756,1030,31672,436,118755,111546,4816,3105,76569,1013,325186,301367,9513,2106,46300,978,172259,160503,3853,531,17655,460,64028,60055,1136,799,16210,293,67707,63802,1713,814,23466,348,77988,71475,1418,301,7528,117,30625,28200,671,328,10751,221,40762,38647,989,75,1198,2,331,8099,137,33655,31429,990
2021-10-16,1530,40140,622,140633,131330,4035,2,963,1,392,11533,211,40178,36412,1043,872,15615,195,62620,58441,1756,1037,31717,437,118760,111558,4816,3179,76762,1014,325268,301524,9528,2131,46452,979,172279,160549,3856,523,17689,460,64028,60055,1136,759,16275,293,67715,63823,1717,817,23504,348,77992,71478,1418,303,7530,117,30627,28202,671,327,10769,222,40769,38672,992,75,1204,2,329,8102,137,33658,31431,992
2021-10-17,1535,40154,625,140633,131330,4035,2,963,1,394,11541,211,40179,36412,1043,874,15617,196,62620,58441,1756,1038,31730,438,118760,111558,4816,3232,76879,1015,325268,301528,9528,2156,46579,980,172288,160574,3856,555,17736,460,64028,60055,1136,768,16285,293,67715,63823,1717,817,23507,348,77992,71478,1418,302,7530,117,30627,28202,671,336,10788,222,40769,38672,992,77,1207,2,329,8103,137,33658,31431,992
2021-10-18,1573,40382,626,140741,131640,4157,2,963,1,438,11616,211,40211,36495,1058,984,15807,196,62633,58532,1762,1086,31880,439,118801,111661,4873,3468,77334,1016,325455,302101,9727,2220,46753,981,172429,160910,3942,570,17786,460,64070,60223,1159,765,16322,293,67761,63923,1738,885,23654,349,78013,71535,1436,336,7595,117,30643,28239,698,341,10831,222,40777,38698,999,84,1215,2,356,8154,137,33666,31450,1003
2021-10-19,1659,40676,627,140763,131745,4210,3,964,1,450,11675,211,40234,36525,1085,1117,16039,197,62713,58651,1796,1195,32066,439,118826,111780,4914,3699,77828,1018,325699,302913,10013,2366,47069,983,172555,161309,4079,617,17879,460,64106,60361,1204,823,16490,294,67781,63989,1763,952,23821,349,78099,71739,1500,354,7639,117,30658,28305,734,361,10883,222,40790,38709,1027,88,1225,2,370,8193,137,33685,31505,1062
2021-10-20,1697,40857,628,140870,132099,4374,3,964,1,502,11757,213,40264,36582,1182,1272,16241,197,62734,58740,1848,1260,32220,439,118983,112005,5109,3902,78314,1020,325918,303559,10356,2442,47294,986,172671,161619,4174,675,17970,460,64130,60437,1230,887,16605,296,67797,64016,1790,979,23915,349,78127,71831,1532,373,7682,117,30706,28419,799,432,10969,223,40820,38816,1093,93,1236,2,421,8276,137,33697,31549,1084
2021-10-21,1847,41113,628,141031,132578,4650,3,964,1,512,11798,213,40291,36664,1234,1386,16416,199,62812,59070,2037,1379,32417,439,119180,112759,5790,4181,78822,1022,326147,304222,10829,2603,47606,986,172828,161916,4340,708,18032,460,64195,60576,1276,924,16676,296,67874,64221,1911,1104,24095,349,78211,72051,1635,392,7718,117,30728,28460,824,489,11037,223,40845,38890,1154,99,1249,2,438,8326,137,33721,31624,1127
2021-10-22,2001,41379,629,141152,132867,4824,3,964,1,570,11881,213,40325,36750,1276,1546,16634,200,62865,59173,2150,1513,32601,441,119216,112859,6564,4484,79363,1022,326342,304823,11334,2863,48033,990,172985,162325,4609,763,18120,461,64236,60642,1317,994,16799,296,67984,64443,2065,1171,24234,350,78248,72131,1665,444,7794,117,30745,28512,854,540,11111,223,40884,39011,1307,104,1259,2,458,8369,138,33756,31680,1204
2021-10-23,2085,41506,630,141156,132871,4824,2,964,1,577,11895,213,40325,36750,1276,1575,16669,200,62867,59175,2150,1626,32751,441,119228,112869,6567,4952,79943,1022,326417,304937,11376,2980,48285,993,172988,162328,4609,804,18184,461,64236,60644,1317,1057,16933,297,67991,64451,2066,1219,24296,350,78276,72186,1683,448,7806,117,30746,28514,855,565,11148,223,40896,39016,1311,107,1267,2,466,8392,138,33758,31682,1204
2021-10-24,2099,41530,630,141156,132871,4824,2,964,1,593,11918,213,40325,36750,1276,1581,16676,200,62867,59175,2150,1646,32780,442,119228,112869,6567,5095,80137,1027,326417,304937,11376,3129,48505,993,172988,162328,4609,854,18252,462,64236,60644,1317,1140,17016,298,67991,64451,2066,1222,24302,350,78276,72186,1683,450,7811,118,30746,28514,855,590,11185,223,40896,39016,1311,106,1269,2,476,8402,138,33758,31682,1204
2021-10-25,2333,41881,630,141318,133030,4949,2,964,1,608,11975,213,40361,36790,1317,1730,16903,201,62873,59188,2155,1792,33029,444,119271,112913,6597,5385,80700,1028,326608,305253,11618,3236,48751,997,173187,162542,4782,870,18302,463,64290,60738,1397,1302,17198,298,68055,64518,2114,1338,24489,350,78308,72230,1721,465,7871,118,30766,28545,871,619,11253,223,40903,39025,1333,112,1280,2,482,8447,139,33767,31698,1254
2021-10-26,2603,42305,630,141392,133121,5036,2,965,1,714,12119,213,40384,36826,1351,1897,17187,204,62955,59305,2231,1918,33295,444,119305,113000,6612,5925,81558,1029,327004,305881,12078,3505,49132,999,173330,162747,4994,920,18421,465,64362,60814,1478,1231,17231,298,68111,64589,2183,1488,24728,352,78414,72355,1842,586,8026,119,30793,28578,977,701,11352,223,40921,39061,1354,125,1300,2,568,8562,139,33790,31724,1295
2021-10-27,2764,42589,630,141542,133305,5290,2,965,1,745,12180,214,40417,36879,1442,1993,17374,204,62989,59340,2288,2058,33526,444,119338,113042,6721,6358,82263,1030,327240,306301,12749,3685,49563,1002,173501,162923,5251,1011,18542,465,64401,60876,1514,1443,17490,299,68124,64610,2206,1589,24897,352,78467,72402,1928,643,8108,120,30850,28635,1106,712,11387,225,40969,39102,1490,130,1312,3,600,8617,140,33806,31740,1339
2021-10-28,3036,42971,631,141766,133539,5638,4,967,1,790,12256,214,40447,36928,1518,2084,17562,206,63088,59511,2502,2153,33728,446,119603,113518,7708,6783,83003,1034,327550,306725,13552,3837,49855,1002,173712,163070,5608,1064,18663,466,64512,60976,1661,1391,17517,300,68285,64812,2519,1704,25084,354,78598,72604,2167,700,8199,122,30874,28663,1185,752,11447,225,41011,39144,1574,146,1333,3,701,8745,140,33830,31781,1389
2021-10-29,3280,43362,632,141901,133656,5917,4,967,1,846,12372,215,40490,36976,1603,2166,17770,206,63135,59584,2643,2311,33983,447,119624,113554,7789,7187,83756,1036,327773,307011,14054,4066,50366,1004,173925,163361,6088,1104,18759,466,64593,61044,1731,1513,17723,300,68322,64857,2573,1831,25297,354,78639,72641,2206,734,8262,122,30886,28679,1207,794,11545,225,41101,39235,1731,145,1343,3,717,8816,140,33888,31829,1533
2021-10-30,3390,43530,632,141908,133660,5918,4,967,1,859,12392,215,40491,36976,1603,2182,17797,206,63137,59585,2646,2405,34122,448,119637,113561,7792,7491,84253,1036,327905,307096,14220,4203,50655,1007,173929,163362,6088,1201,18890,467,64593,61044,1731,1561,17836,301,68323,64860,2573,1945,25449,354,78641,72643,2209,786,8316,122,30889,28683,1207,783,11552,226,41129,39253,1740,147,1351,3,773,8875,141,33905,31834,1539
2021-10-31,3414,43568,637,141908,133660,5918,5,968,1,884,12425,216,40491,36976,1603,2188,17805,207,63137,59585,2646,2484,34214,448,119637,113561,7792,7705,84584,1038,327905,307096,14220,4486,51065,1008,173929,163362,6088,1199,18935,467,64593,61044,1731,1676,17961,301,68323,64860,2573,1999,25506,356,78641,72643,2209,787,8317,122,30889,28683,1207,864,11652,226,41129,39253,1740,150,1357,3,783,8886,141,33905,31834,1543
2021-11-01,3254,43636,638,141908,133660,5918,5,968,1,833,12449,216,40491,36976,1603,2006,17813,207,63137,59585,2646,2426,34306,448,119637,113561,7792,7567,84901,1043,327905,307096,14220,4573,51326,1009,173929,163362,6088,1332,19118,468,64593,61044,1731,1696,18018,301,68323,64860,2573,1913,25567,357,78641,72643,2209,723,8318,123,30889,28683,1207,854,11685,226,41129,39253,1740,146,1361,3,759,8913,141,33905,31834,1543
2021-11-02,3476,44152,639,142023,133749,6095,5,969,1,922,12597,216,40514,37002,1656,2065,18104,207,63169,59621,2677,2552,34618,449,119670,113621,7843,7912,85740,1050,328371,307592,15342,4536,51605,1014,174217,163571,6539,1317,19196,468,64720,61150,1866,1749,18239,302,68434,64967,2727,2040,25861,357,78768,72790,2417,861,8500,126,30920,28727,1319,913,11796,227,41159,39293,1813,153,1378,3,893,9086,141,33928,31861,1592
2021-11-03,3801,44658,639,142166,133881,6890,5,969,1,991,12748,216,40571,37058,1988,2233,18474,208,63238,59667,2988,2792,35012,451,119815,113771,8640,8465,86779,1056,328614,307937,17450,4969,52263,1015,174428,163743,7644,1413,19383,470,64769,61186,2137,1965,18570,302,68470,65004,2940,2397,26312,357,78824,72852,2786,971,8653,126,30992,28762,1707,909,11878,227,41244,39332,2181,159,1395,3,989,9265,141,33945,31873,1741
2021-11-04,4158,45271,639,142517,134156,8807,6,970,1,1098,12896,216,40627,37093,2381,2300,18716,208,63419,59812,3699,2923,35340,456,120049,114088,10188,8882,87704,1062,328970,308332,20566,5067,52673,1019,174730,163845,9294,1541,19573,471,64905,61270,3066,2150,18826,303,68538,65073,3519,2492,26587,357,78968,73006,3955,1117,8835,126,31025,28783,1984,940,11977,227,41345,39377,2754,170,1419,3,1025,9351,141,33978,31920,2086
2021-11-05,4409,45788,640,142815,134339,10493,6,970,1,1145,13026,216,40704,37160,2977,2283,18917,208,63505,59887,4316,3134,35735,456,120138,114151,10880,9184,88547,1063,329358,308630,23600,5163,53196,1021,175038,164084,11467,1640,19760,472,65002,61323,3628,2306,19105,303,68677,65208,4479,2601,26835,360,79025,73058,4449,1167,8961,127,31056,28809,2240,944,12055,228,41476,39434,3475,184,1443,3,1095,9464,143,34033,31966,2538
2021-11-06,4545,46051,640,142865,134359,10758,7,971,1,1203,13098,216,40726,37169,3030,2271,18940,210,63511,59894,4351,3159,35910,457,120174,114160,11029,9325,89268,1069,329637,308782,25558,5381,53666,1023,175156,164105,11817,1794,19978,474,65060,61335,3866,2257,19190,303,68679,65209,4497,2685,26981,361,79039,73062,4461,1161,8967,128,31098,28823,2748,945,12093,228,41539,39447,3802,188,1455,3,1168,9560,143,34072,31984,2798
2021-11-07,4567,46097,641,142875,134363,10767,8,972,1,1210,13128,217,40726,37169,3032,2265,18941,213,63514,59898,4370,3228,36008,460,120182,114163,11058,9512,89649,1071,329716,308848,26426,5576,54081,1026,175269,164142,12222,1840,20092,477,65061,61337,3870,2256,19272,303,68680,65212,4504,2716,27018,362,79040,73063,4468,1158,8969,130,31128,28831,3055,959,12144,228,41539,39447,3804,190,1459,3,1184,9586,144,34072,31984,2802
2021-11-08,4648,46529,644,143226,134513,12112,9,973,1,1336,13311,217,40819,37214,3665,2226,19129,214,63523,59906,4444,3274,36303,461,120302,114221,11591,9775,90475,1074,330177,309123,28922,5764,54515,1028,175506,164291,13608,1889,20191,477,65186,61403,4623,2204,19402,304,68825,65284,5253,2851,27340,362,79197,73131,5271,1320,9191,131,31156,28844,3121,1019,12272,228,41588,39459,4099,192,1472,3,1214,9661,145,34098,31995,3060
2021-11-09,4843,47148,646,143485,134592,13578,10,975,1,1312,13431,219,40860,37251,4051,2227,19414,214,63682,59963,4927,3436,36731,461,120371,114270,12104,9931,91489,1079,330775,309402,31891,5970,55102,1032,175894,164472,15810,2009,20430,477,65356,61478,5380,2489,19720,304,68917,65320,5828,3012,27740,362,79372,73229,6271,1297,9323,135,31187,28861,3413,1019,12371,231,41611,39471,4240,197,1497,3,1314,9876,145,34179,32040,3791
2021-11-10,5033,47622,648,143716,134743,15386,10,975,1,1427,13607,219,40955,37304,4655,2203,19577,215,63752,60017,5412,3529,37055,462,120738,114444,13954,10196,92459,1081,331219,309760,36190,6124,55687,1032,176228,164650,17936,2060,20602,478,65444,61513,5860,2383,19873,305,68989,65348,6864,3157,28054,363,79463,73290,6941,1293,9401,136,31295,28942,4285,1021,12408,232,41697,39520,5024,200,1512,3,1371,9988,146,34204,32054,4136
2021-11-11,5050,48021,648,144155,134949,17591,10,977,1,1546,13802,219,41021,37358,5161,2167,19729,215,63919,60110,6429,3722,37450,464,121132,114774,17031,10270,93273,1081,331754,310100,40521,6308,56163,1036,176577,164850,19901,2177,20840,478,65605,61606,6924,2565,20082,307,69134,65440,8308,3246,28330,365,79678,73474,8512,1284,9483,137,31337,28972,4716,1051,12498,232,41823,39559,5735,198,1531,3,1331,10076,147,34270,32094,4676
2021-11-12,5103,48465,650,144541,135143,19723,10,977,1,1571,13943,219,41101,37432,5620,2126,19896,217,64068,60186,7547,3820,37803,466,121321,114885,18657,10385,94141,1088,332337,310512,45301,6515,56881,1043,176908,165130,21951,2255,21014,479,65729,61665,7644,2595,20318,308,69346,65546,9648,3306,28603,365,79840,73572,9566,1255,9517,137,31398,29012,5240,1063,12608,232,41972,39609,6926,204,1547,3,1393,10209,149,34350,32138,5328
2021-11-13,5138,48668,650,144642,135159,19941,10,977,1,1660,14052,220,41122,37434,5657,2122,19919,220,64130,60208,7942,3890,38012,468,121363,114891,18708,10642,94895,1095,332659,310668,47297,6706,57361,1051,177171,165197,23111,2271,21161,479,65826,61692,7997,2605,20441,308,69419,65565,9963,3291,28740,366,79899,73601,9688,1265,9581,139,31403,29015,5245,1108,12660,232,42026,39623,7053,203,1554,3,1395,10270,149,34375,32161,5663
2021-11-14,5158,48726,653,144642,135161,19945,9,977,1,1685,14110,220,41123,37434,5659,2119,19924,221,64130,60209,7945,3981,38195,469,121403,114896,18829,10934,95518,1098,332773,310704,47972,6820,57885,1059,177243,165222,23366,2379,21314,481,65827,61692,7998,2564,20525,309,69422,65565,9965,3295,28801,366,79902,73601,9690,1270,9587,142,31403,29015,5245,1043,12695,232,42026,39623,7053,205,1562,3,1406,10292,150,34375,32162,5667
2021-11-15,5593,49229,654,145037,135349,21116,13,981,1,1917,14366,221,41212,37478,6024,2363,20176,222,64163,60227,8240,4176,38482,469,121671,114979,19723,11586,96487,1100,333210,310902,50040,7141,58467,1062,177636,165371,24867,2284,21402,482,65934,61753,8638,2639,20657,309,69480,65637,10550,3641,29208,366,80024,73641,10228,1395,9713,142,31418,29029,5420,1077,12762,232,42086,39634,7293,216,1577,4,1462,10375,150,34398,32170,5753
2021-11-16,5584,49736,660,145362,135459,22637,13,982,1,1979,14576,221,41306,37512,6434,2281,20385,222,64261,60283,9120,4330,38948,469,121824,115050,21262,11764,97504,1101,333888,311241,53595,7544,59149,1066,178068,165541,26887,2391,21587,484,66157,61830,9348,2637,20876,309,69575,65673,11374,3677,29538,368,80270,73754,11370,1374,9874,142,31472,29054,5764,1081,12877,232,42123,39651,7435,216,1594,4,1453,10539,150,34490,32216,6147
2021-11-17,5501,50159,660,145684,135638,23962,13,982,1,1954,14702,222,41426,37575,6864,2048,20522,224,64315,60348,9640,4355,39367,469,122172,115191,22782,11662,98441,1106,334406,311621,57272,7527,59790,1071,178404,165734,29074,2338,21721,491,66272,61872,9886,2490,21060,310,69704,65753,12192,3579,29891,371,80410,73840,12087,1317,9970,142,31589,29124,6414,1126,13004,232,42220,39688,7887,214,1609,4,1349,10614,152,34521,32233,6423
2021-11-18,5273,50544,664,146043,135926,26037,13,983,1,2070,14966,224,41517,37624,7220,1939,20655,224,64545,60488,11001,4328,39668,470,122486,115479,25012,11699,99403,1110,335045,312011,60937,7700,60373,1074,178723,165920,30644,2290,21863,495,66450,61988,10630,2384,21210,312,69839,65854,13141,3607,30194,372,80655,74073,13399,1230,10065,143,31628,29153,6675,1093,13070,232,42294,39757,8454,205,1624,4,1381,10732,155,34582,32289,6848
2021-11-19,5109,50897,668,146373,136104,27469,13,983,1,2059,15085,225,41623,37709,7671,1875,20792,224,64725,60572,11947,4271,40006,470,122584,115606,26097,11672,100219,1113,335504,312355,64006,7824,61020,1081,179072,166289,32290,2249,22009,495,66580,62088,11078,2303,21408,312,69965,65908,13732,3606,30441,374,80822,74174,14252,1194,10155,144,31684,29192,7008,1072,13127,234,42448,39843,9199,192,1635,4,1348,10812,155,34650,32350,7299
2021-11-20,5002,51053,669,146470,136130,27653,14,985,1,2141,15239,227,41624,37710,7676,1874,20814,226,64752,60582,12081,4232,40142,474,122608,115620,26128,11600,100868,1117,335801,312547,65501,7889,61555,1089,179319,166359,33567,2186,22164,497,66685,62108,11274,2301,21491,312,70042,65932,14042,3676,30657,376,80832,74176,14258,1191,10158,145,31688,29192,7014,1104,13197,234,42473,39865,9246,192,1647,4,1307,10867,156,34692,32362,7623
2021-11-21,4998,51095,671,146474,136131,27659,13,985,1,2203,15331,230,41624,37710,7677,1897,20838,227,64755,60586,12086,4246,40254,474,122633,115626,26209,11554,101203,1119,335889,312596,66091,7975,62056,1091,179407,166388,33788,2114,22206,498,66686,62108,11275,2232,21504,313,70042,65933,14046,3744,30762,377,80835,74176,14261,1237,10206,146,31693,29192,7026,1084,13228,235,42473,39865,9246,193,1652,4,1321,10907,159,34694,32362,7626
2021-11-22,5072,51601,674,146647,136169,28298,12,985,1,2155,15466,231,41698,37741,7929,1888,21017,227,64783,60597,12323,4296,40599,476,122740,115671,26813,11630,102105,1121,336161,312748,67828,7976,62491,1096,179654,166465,34568,2184,22375,500,66740,62137,11684,2201,21603,315,70139,65961,14582,3712,31052,377,80921,74206,14605,1157,10348,146,31710,29200,7136,1047,13319,235,42515,39881,9370,198,1670,4,1335,10996,161,34701,32368,7689
2021-11-23,4795,51943,678,146856,136291,29079,11,986,1,2243,15674,232,41756,37771,8172,1760,21174,229,64849,60627,12710,4202,40933,477,122855,115747,27113,11332,102821,1125,336643,313102,70015,7808,62910,1098,179906,166723,35920,2122,22552,501,66846,62304,12077,2066,21786,317,70178,66069,15115,3649,31389,378,81054,74286,15093,1095,10418,146,31739,29237,7282,1040,13411,235,42543,39899,9508,186,1683,4,1214,11090,162,34754,32403,8013
2021-11-24,4574,52196,678,147083,136465,30774,11,986,1,2276,15883,232,41819,37848,8500,1692,21269,230,64947,60717,13222,4181,41236,478,123090,115885,28464,11001,103460,1130,336943,313489,73090,7751,63438,1099,180107,166948,37376,2078,22680,502,66916,62359,12460,1994,21867,320,70229,66108,15666,3556,31610,379,81120,74362,15561,1086,10487,147,31810,29304,7679,1083,13491,235,42607,39951,9874,184,1696,4,1153,11141,162,34771,32415,8184
2021-11-25,4385,52406,679,147276,136820,32057,9,986,1,2194,15996,233,41871,37908,8771,1634,21363,231,65093,60887,14171,4033,41483,478,123261,116209,30575,10725,103998,1134,337306,313867,76024,7747,63910,1105,180306,167113,38583,1989,22829,505,67003,62483,13018,1882,21964,321,70299,66192,16469,3522,31852,380,81275,74629,16604,1088,10571,147,31829,29340,7850,1019,13517,235,42659,40066,10204,181,1712,4,1144,11220,162,34806,32448,8504
2021-11-26,4225,52690,686,147486,137126,33111,9,986,1,2197,16140,233,41928,38018,9081,1581,21477,232,65204,60974,14970,3921,41724,479,123356,116287,31660,10356,104497,1137,337555,314297,78420,7392,64273,1110,180469,167549,39824,1922,22936,505,67094,62595,13363,1746,22064,321,70436,66314,17272,3441,32044,383,81375,74711,17217,1090,10607,149,31883,29371,8098,992,13600,236,42727,40207,10639,172,1719,4,1069,11278,164,34855,32511,8821
2021-11-27,4141,52809,691,147516,137154,33213,11,988,1,2145,16197,237,41933,38019,9086,1588,21507,233,65231,60985,15065,3840,41852,481,123379,116311,31711,9956,104851,1142,337767,314546,79605,7215,64576,1118,180634,167678,40848,1916,23077,507,67147,62652,13583,1712,22153,321,70457,66322,17366,3452,32192,385,81404,74719,17333,1058,10639,150,31888,29373,8102,985,13645,236,42732,40249,10690,174,1728,4,1032,11302,165,34883,32535,8921
2021-11-28,4114,52840,693,147520,137157,33213,11,988,1,2153,16263,238,41933,38019,9086,1601,21525,234,65233,60985,15066,3761,41956,482,123390,116318,31750,9563,105081,1146,337792,314578,79733,6992,64877,1124,180664,167713,41022,1847,23161,507,67147,62653,13586,1650,22175,322,70458,66322,17367,3476,32277,387,81404,74719,17336,1083,10670,151,31888,29373,8102,983,13678,236,42732,40249,10693,171,1733,5,1039,11331,166,34883,32536,8921
2021-11-29,4021,53250,694,147624,137417,33829,7,988,1,2022,16388,240,42000,38113,9333,1475,21651,234,65256,60998,15236,3768,42250,483,123470,116413,32080,9236,105723,1150,337984,314962,81239,6664,65131,1133,180847,168005,41708,1828,23230,507,67210,62751,14002,1592,22249,323,70532,66442,17676,3340,32548,388,81472,74802,17669,1032,10745,151,31907,29440,8182,996,13758,236,42746,40305,10819,167,1744,5,1009,11384,166,34895,32558,8961
