date,region.ms.todate,region.mb.todate,region.sg.todate,region.ce.todate,region.za.todate,region.kk.todate,region.nm.todate,region.lj.todate,region.kr.todate,region.po.todate,region.ng.todate,region.kp.todate,region.foreign.todate,region.unknown.todate,region.todate
2022-01-01,543,1232,247,741,177,269,424,1234,512,161,338,238,1,5,6122
2022-01-02,544,1234,247,742,178,269,424,1237,513,161,338,238,1,5,6131
2022-01-03,545,1237,247,743,178,269,426,1239,514,161,338,238,1,5,6141
2022-01-04,546,1239,247,743,178,269,427,1242,514,161,338,239,1,5,6149
2022-01-05,547,1241,248,743,178,269,427,1244,514,161,338,239,1,5,6155
2022-01-06,548,1241,248,743,179,270,429,1246,515,162,339,240,1,5,6166
2022-01-07,549,1241,248,743,179,271,431,1247,515,162,339,240,1,5,6171
2022-01-08,550,1243,248,744,179,271,431,1247,515,162,339,240,1,5,6175
2022-01-09,550,1243,248,746,179,272,431,1248,516,162,340,240,1,5,6181
2022-01-10,551,1243,248,746,179,272,431,1249,517,162,340,240,1,5,6184
2022-01-11,551,1245,248,748,179,272,431,1249,517,162,340,240,1,6,6189
2022-01-12,551,1246,248,750,179,272,431,1249,517,162,340,240,1,6,6192
2022-01-13,551,1246,248,750,179,273,431,1249,517,162,340,240,1,6,6193
2022-01-14,551,1246,248,750,179,273,431,1249,517,162,340,240,1,6,6193
2022-01-15,551,1246,248,751,179,273,431,1249,517,162,340,240,1,6,6194
2022-01-16,551,1246,248,751,179,273,431,1249,517,162,340,240,1,6,6194
2022-01-17,551,1246,248,751,179,273,431,1249,517,162,340,240,1,6,6194
2022-01-18,551,1246,248,751,179,273,431,1249,517,162,340,240,1,6,6194
2022-01-19,551,1246,248,751,179,273,431,1249,517,162,340,240,1,6,6194
2022-01-20,551,1246,248,751,179,273,431,1249,517,162,340,240,1,6,6194
2022-01-21,551,1246,248,751,179,273,431,1249,517,162,340,240,1,6,6194
2022-01-22,551,1246,248,751,179,273,431,1249,517,162,340,240,1,6,6194
2022-01-23,551,1246,248,751,179,273,431,1249,517,162,340,240,1,6,6194
