date,cases.confirmed,cases.confirmed.todate,cases.active,cases.closed.todate,cases.recovered.todate,cases.rh.occupant.confirmed.todate,cases.hs.employee.confirmed.todate,cases.rh.employee.confirmed.todate,cases.vaccinated.confirmed.todate
2021-12-06,1955,432917,27291,405626,400290,13242,,,54471
2021-12-07,1852,434769,26000,408769,403415,13247,,,55003
2021-12-08,1688,436457,25018,411439,406074,13250,,,55501
2021-12-09,1324,437781,23975,413806,408422,13256,,,55886
2021-12-10,1480,439261,23227,416034,410639,13261,,,56333
2021-12-11,786,440047,22532,417515,412106,13262,,,56565
2021-12-12,677,440724,22170,418554,413129,13263,,,56764
2021-12-13,1716,442440,21402,421038,415602,13269,,,57257
2021-12-14,1530,443970,20674,423296,417852,13273,,,57732
2021-12-15,1347,445317,19893,425424,419972,13275,,,58098
2021-12-16,1281,446598,19435,427163,421699,13278,,,58506
2021-12-17,1288,447886,18815,429071,423588,13281,,,58892
2021-12-18,769,448655,18468,430187,424691,13283,,,59126
2021-12-19,586,449241,18279,430962,425456,13284,,,59299
2021-12-20,1558,450799,17882,432917,427405,13294,,,59798
2021-12-21,1255,452054,17285,434769,429251,13299,,,60216
2021-12-22,1124,453178,16721,436457,430929,13304,,,60564
2021-12-23,1207,454385,16604,437781,432252,13313,,,60997
2021-12-24,1091,455476,16215,439261,433726,13316,,,61353
2021-12-25,666,456142,16095,440047,434503,13321,,,61589
2021-12-26,701,456843,16119,440724,435171,13323,,,61832
2021-12-27,1819,458662,16222,442440,436874,13334,,,62513
2021-12-28,1871,460533,16563,443970,438394,13343,,,63236
2021-12-29,1691,462224,16907,445317,439734,13360,,,63897
2021-12-30,1898,464122,17524,446598,441009,13377,,,64653
2021-12-31,1668,465790,17904,447886,442286,13397,,,65326
2022-01-01,835,466625,17970,448655,443051,13402,,,65651
2022-01-02,1011,467636,18395,449241,443626,13421,,,66122
2022-01-03,3402,471038,20239,450799,445176,13446,,,67613
2022-01-04,4084,475122,23068,452054,446424,13454,,,69455
2022-01-05,3848,478970,25792,453178,447543,13465,,,71222
2022-01-06,4085,483055,28670,454385,448741,13492,,,73075
2022-01-07,4492,487547,32071,455476,449826,13511,,,74935
2022-01-08,3360,490907,34765,456142,450487,13524,,,76412
2022-01-09,2530,493437,36594,456843,451181,13544,,,77530
2022-01-10,5174,498611,39949,458662,452996,13581,,,79663
2022-01-11,7436,506047,45514,460533,454854,13598,,,82656
2022-01-12,6880,512927,50703,462224,456538,13662,,,85489
2022-01-13,6941,519868,55746,464122,458430,13720,,,88429
2022-01-14,7604,527472,61682,465790,460093,13791,,,91458
2022-01-15,6022,533494,66869,466625,460926,13859,,,93841
2022-01-16,4979,538473,70837,467636,461930,13892,,,95915
2022-01-17,8695,547168,76130,471038,465322,13962,,,99348
2022-01-18,12302,559470,84348,475122,469398,14054,,,104173
2022-01-19,10306,569776,90806,478970,473239,14176,,,108418
2022-01-20,9866,579642,96587,483055,477312,14296,,,112401
2022-01-21,9961,589603,102056,487547,481793,14445,,,
2022-01-22,14192,603795,112888,490907,485134,14568,,,
2022-01-23,8415,612210,118773,493437,487650,14624,,,
2022-01-24,12838,625048,126437,498611,492813,14781,,,
2022-01-25,17512,642560,136513,506047,500234,14940,,,
2022-01-26,14228,656788,143861,512927,507100,15066,,,
2022-01-27,16898,673686,153818,519868,514033,15238,,,
2022-01-28,14903,688589,161117,527472,521626,15360,,,
2022-01-29,13868,702457,168963,533494,527637,15451,,,
2022-01-30,8584,711041,172568,538473,532607,15507,,,
2022-01-31,11731,722772,175604,547168,541288,15718,,,
2022-02-01,24258,747030,187560,559470,553577,15927,,,
2022-02-02,16802,763832,194056,569776,563864,16075,,,
2022-02-03,11789,775621,195979,579642,573708,16175,,,
2022-02-04,11745,787366,197763,589603,583644,16305,,,
2022-02-05,7543,794909,191114,603795,597820,16408,,,
2022-02-06,5573,800482,188272,612210,606217,16471,,,
2022-02-07,11243,811725,186677,625048,619036,16664,,,
2022-02-08,5138,816863,174303,642560,636530,16723,,,
2022-02-09,12225,829088,172300,656788,650739,16839,,,
2022-02-10,7579,836667,162981,673686,667627,16921,,,
2022-02-11,7404,844071,155482,688589,682515,17037,,,
2022-02-12,4313,848384,145927,702457,696376,17066,,,
2022-02-13,3650,852034,140993,711041,704942,17102,,,
2022-02-14,7176,859210,136438,722772,716650,17251,,,
2022-02-15,4750,863960,116930,747030,740893,17304,,,
2022-02-16,4583,868543,104711,763832,757680,17386,,,
2022-02-17,3842,872385,96764,775621,769447,17476,,,
2022-02-18,3765,876150,88784,787366,781182,17565,,,
2022-02-19,2297,878447,83538,794909,788706,17603,,,
2022-02-20,2037,880484,80002,800482,794260,17643,,,
2022-02-21,2337,882821,71096,811725,805489,17778,,,
2022-02-22,2403,885224,68361,816863,810617,17824,,,
2022-02-23,2373,887597,58509,829088,822831,17884,,,
2022-02-24,1937,889534,52867,836667,830403,17936,,,
2022-02-25,1828,891362,47291,844071,837794,17991,,,
2022-02-26,929,892291,43907,848384,842092,18016,,,
2022-02-27,680,892971,40937,852034,845727,18034,,,
2022-02-28,2559,895530,36320,859210,852891,18091,,,
2022-03-01,1869,897399,33439,863960,857633,18125,,,
2022-03-02,1863,899262,30719,868543,862206,18165,,,
2022-03-03,1901,901163,28778,872385,866042,18211,,,
2022-03-04,1872,903035,26885,876150,869797,18272,,,
2022-03-05,963,903998,25551,878447,872084,18286,,,
2022-03-06,769,904767,24283,880484,874115,18303,,,
2022-03-07,3202,907969,25148,882821,876444,18371,,,
2022-03-08,2209,910178,24954,885224,878840,18403,,,
2022-03-09,2335,912513,24916,887597,881205,18442,,,
2022-03-10,2259,914772,25238,889534,883136,18489,,,
2022-03-11,2305,917077,25715,891362,884958,18544,,,
2022-03-12,1141,918218,25927,892291,885881,18566,,,
2022-03-13,934,919152,26181,892971,886556,18575,,,
2022-03-14,4238,923390,27860,895530,889111,18642,,,
2022-03-15,2997,926387,28988,897399,890975,18665,,,
2022-03-16,3137,929524,30262,899262,892834,18706,,,
2022-03-17,3068,932592,31429,901163,894733,18730,,,
2022-03-18,3304,935896,32861,903035,896599,18777,,,
2022-03-19,1520,937416,33418,903998,897556,18790,,,
2022-03-20,1113,938529,33762,904767,898318,18805,,,
2022-03-21,5092,943621,35652,907969,901518,18861,,,
2022-03-22,3391,947012,36834,910178,903724,18891,,,
2022-03-23,3331,950343,37830,912513,906052,18926,,,
2022-03-24,2910,953253,38481,914772,908303,18954,,,
2022-03-25,2952,956205,39128,917077,910605,19000,,,
2022-03-26,1346,957551,39333,918218,911742,19022,,,
2022-03-27,953,958504,39352,919152,912671,19043,,,
2022-03-28,4530,963034,39644,923390,916908,19132,,,
2022-03-29,3073,966107,39720,926387,919903,19170,,,
2022-03-30,2817,968924,39400,929524,923037,19234,,,
2022-03-31,2419,971343,38751,932592,926099,19262,,,
2022-04-01,2433,973776,37880,935896,929398,19300,,,
2022-04-02,941,974717,37301,937416,930915,19308,,,
2022-04-03,811,975528,36999,938529,932024,19320,,,
2022-04-04,3433,978961,35340,943621,937109,19352,,,
2022-04-05,2299,981260,34248,947012,940495,19380,,,
2022-04-06,2134,983394,33051,950343,943820,19399,,,
2022-04-07,1907,985301,32048,953253,946726,19437,,,
2022-04-08,1856,987157,30952,956205,949674,19479,,,
2022-04-09,799,987956,30405,957551,951016,19492,,,
2022-04-10,545,988501,29997,958504,951966,19499,,,
2022-04-11,2671,991172,28138,963034,956493,19550,,,
2022-04-12,1624,992796,26689,966107,959562,19568,,,
2022-04-13,1547,994343,25419,968924,962372,19623,,,
2022-04-14,1357,995700,24357,971343,964788,19654,,,
2022-04-15,1318,997018,23242,973776,967220,19688,,,
2022-04-16,571,997589,22872,974717,968160,19702,,,
2022-04-17,399,997988,22460,975528,968968,19728,,,
2022-04-18,476,998464,19503,978961,972397,19748,,,
2022-04-19,2161,1000625,19365,981260,974693,19836,,,
2022-04-20,1270,1001895,18501,983394,976826,19869,,,
2022-04-21,1164,1003059,17758,985301,978732,19920,,,
2022-04-22,1054,1004113,16956,987157,980581,19940,,,
2022-04-23,508,1004621,16665,987956,981378,19959,,,
2022-04-24,347,1004968,16467,988501,981919,19975,,,
2022-04-25,1558,1006526,15354,991172,984586,20040,,,
2022-04-26,1147,1007673,14877,992796,986209,20060,,,
2022-04-27,294,1007967,13624,994343,987755,20074,,,
2022-04-28,1267,1009234,13534,995700,989108,20115,,,
2022-04-29,977,1010211,13193,997018,990426,20145,,,
2022-04-30,489,1010700,13111,997589,990996,20160,,,
2022-05-01,244,1010944,12956,997988,991393,20169,,,
2022-05-02,461,1011405,12941,998464,991866,20176,,,
2022-05-03,1659,1013064,12439,1000625,994023,20218,,,
2022-05-04,1013,1014077,12182,1001895,995290,20225,,,
2022-05-05,742,1014819,11760,1003059,996451,20239,,,
2022-05-06,756,1015575,11462,1004113,997502,20252,,,
2022-05-07,326,1015901,11280,1004621,998010,20265,,,
2022-05-08,200,1016101,11133,1004968,998355,20271,,,
2022-05-09,995,1017096,10570,1006526,999913,20286,,,
2022-05-10,674,1017770,10097,1007673,1001057,20289,,,
2022-05-11,613,1018383,10416,1007967,1001350,20300,,,
2022-05-12,589,1018972,9738,1009234,1002615,20311,,,
2022-05-13,559,1019531,9320,1010211,1003589,20321,,,
2022-05-14,237,1019768,9068,1010700,1004076,20324,,,
2022-05-15,135,1019903,8959,1010944,1004319,20328,,,
2022-05-16,742,1020645,9240,1011405,1004779,20338,,,
2022-05-17,543,1021188,8124,1013064,1006437,20340,,,
2022-05-18,408,1021596,7519,1014077,1007449,20344,,,
2022-05-19,417,1022013,7194,1014819,1008191,20347,,,
2022-05-20,391,1022404,6829,1015575,1008946,20353,,,
2022-05-21,164,1022568,6667,1015901,1009272,20360,,,
2022-05-22,89,1022657,6556,1016101,1009471,20362,,,
2022-05-23,580,1023237,6141,1017096,1010465,20367,,,
2022-05-24,398,1023635,5865,1017770,1011139,20375,,,
2022-05-25,334,1023969,5586,1018383,1011749,20382,,,
2022-05-26,295,1024264,5292,1018972,1012338,20386,,,
2022-05-27,263,1024527,4996,1019531,1012895,20388,,,
2022-05-28,93,1024620,4852,1019768,1013132,20388,,,
2022-05-29,61,1024681,4778,1019903,1013266,20388,,,
2022-05-30,384,1025065,4420,1020645,1014008,20395,,,
2022-05-31,334,1025399,4211,1021188,1014548,20397,,,
2022-06-01,288,1025687,4091,1021596,1014956,20398,,,
2022-06-02,258,1025945,3932,1022013,1015373,20398,,,
2022-06-03,304,1026249,3845,1022404,1015763,20407,,,
2022-06-04,87,1026336,3768,1022568,1015926,20408,,,
2022-06-05,80,1026416,3759,1022657,1016015,20410,,,
2022-06-06,460,1026876,3639,1023237,1016595,20417,,,
2022-06-07,356,1027232,3597,1023635,1016992,20421,,,
2022-06-08,336,1027568,3599,1023969,1017326,20427,,,
2022-06-09,293,1027861,3597,1024264,1017620,20435,,,
2022-06-10,345,1028206,3679,1024527,1017883,20438,,,
2022-06-11,142,1028348,3728,1024620,1017976,20445,,,
2022-06-12,74,1028422,3741,1024681,1018037,20446,,,
2022-06-13,566,1028988,3923,1025065,1018420,20449,,,
2022-06-14,478,1029466,4067,1025399,1018754,20455,,,
2022-06-15,470,1029936,4249,1025687,1019042,20458,,,
2022-06-16,474,1030410,4465,1025945,1019299,20461,,,
2022-06-17,522,1030932,4683,1026249,1019603,20463,,,
2022-06-18,190,1031122,4786,1026336,1019690,20477,,,
2022-06-19,152,1031274,4858,1026416,1019770,20481,,,
2022-06-20,849,1032123,5247,1026876,1020230,20499,,,
2022-06-21,679,1032802,5570,1027232,1020585,20510,,,
2022-06-22,771,1033573,6005,1027568,1020921,20527,,,
2022-06-23,656,1034229,6368,1027861,1021213,20536,,,
2022-06-24,781,1035010,6804,1028206,1021558,20549,,,
2022-06-25,251,1035261,6913,1028348,1021700,20560,,,
2022-06-26,218,1035479,7057,1028422,1021773,20572,,,
2022-06-27,1237,1036716,7728,1028988,1022337,20588,,,
2022-06-28,1067,1037783,8317,1029466,1022815,20607,,,
2022-06-29,1010,1038793,8857,1029936,1023285,20627,,,
2022-06-30,917,1039710,9300,1030410,1023758,20632,,,
2022-07-01,1163,1040873,9941,1030932,1024278,20641,,,
2022-07-02,377,1041250,10128,1031122,1024467,20650,,,
2022-07-03,290,1041540,10266,1031274,1024619,20662,,,
2022-07-04,1843,1043383,11260,1032123,1025466,20694,,,
2022-07-05,1490,1044873,12071,1032802,1026145,20706,,,
2022-07-06,1642,1046515,12942,1033573,1026916,20765,,,
2022-07-07,1343,1047858,13629,1034229,1027570,20782,,,
2022-07-08,1471,1049329,14319,1035010,1028351,20806,,,
2022-07-09,516,1049845,14584,1035261,1028601,20820,,,
2022-07-10,457,1050302,14823,1035479,1028819,20831,,,
2022-07-11,2395,1052697,15981,1036716,1030055,20848,,,
2022-07-12,1886,1054583,16800,1037783,1031121,20878,,,
2022-07-13,1787,1056370,17577,1038793,1032128,20894,,,
2022-07-14,1631,1058001,18291,1039710,1033044,20937,,,
2022-07-15,1911,1059912,19039,1040873,1034206,20966,,,
2022-07-16,614,1060526,19276,1041250,1034583,21003,,,
2022-07-17,529,1061055,19515,1041540,1034872,21019,,,
2022-07-18,2838,1063893,20510,1043383,1036714,21078,,,
2022-07-19,1868,1065761,20888,1044873,1038201,21103,,,
2022-07-20,1878,1067639,21124,1046515,1039838,21154,,,
2022-07-21,1643,1069282,21424,1047858,1041179,21178,,,
2022-07-22,1972,1071254,21925,1049329,1042644,21215,,,
2022-07-23,751,1072005,22160,1049845,1043159,21226,,,
2022-07-24,548,1072553,22251,1050302,1043608,21243,,,
2022-07-25,3016,1075569,22872,1052697,1046002,21284,,,
2022-07-26,1994,1077563,22980,1054583,1047886,21328,,,
2022-07-27,2036,1079599,23229,1056370,1049670,21354,,,
2022-07-28,1519,1081118,23117,1058001,1051299,21383,,,
2022-07-29,1810,1082928,23016,1059912,1053207,21413,,,
2022-07-30,599,1083527,23001,1060526,1053817,21431,,,
2022-07-31,487,1084014,22959,1061055,1054343,21442,,,
2022-08-01,2667,1086681,22788,1063893,1057179,21485,,,
2022-08-02,1787,1088468,22707,1065761,1059044,21500,,,
2022-08-03,1645,1090113,22474,1067639,1060920,21529,,,
2022-08-04,1468,1091581,22299,1069282,1062562,21548,,,
2022-08-05,1621,1093202,21948,1071254,1064533,21574,,,
2022-08-06,595,1093797,21792,1072005,1065284,21604,,,
2022-08-07,498,1094295,21742,1072553,1065827,21615,,,
2022-08-08,2446,1096741,21172,1075569,1068837,21648,,,
2022-08-09,1728,1098469,20906,1077563,1070825,21666,,,
2022-08-10,1633,1100102,20503,1079599,1072858,21691,,,
2022-08-11,1406,1101508,20390,1081118,1074375,21712,,,
2022-08-12,1592,1103100,20172,1082928,1076183,21750,,,
2022-08-13,550,1103650,20123,1083527,1076780,21757,,,
2022-08-14,520,1104170,20156,1084014,1077264,21772,,,
2022-08-15,562,1104732,18051,1086681,1079929,21784,,,
2022-08-16,2629,1107361,18893,1088468,1081715,21837,,,
2022-08-17,2048,1109409,19296,1090113,1083360,21853,,,
2022-08-18,1529,1110938,19357,1091581,1084826,21875,,,
2022-08-19,1696,1112634,19432,1093202,1086446,21902,,,
2022-08-20,567,1113201,19404,1093797,1087040,21908,,,
2022-08-21,441,1113642,19347,1094295,1087537,21912,,,
2022-08-22,2333,1115975,19234,1096741,1089980,21931,,,
2022-08-23,1626,1117601,19132,1098469,1091704,21950,,,
2022-08-24,1585,1119186,19084,1100102,1093335,21961,,,
2022-08-25,1381,1120567,19059,1101508,1094737,21976,,,
2022-08-26,1558,1122125,19025,1103100,1096326,21986,,,
2022-08-27,545,1122670,19020,1103650,1096873,21992,,,
2022-08-28,383,1123053,18883,1104170,1097388,21996,,,
2022-08-29,2206,1125259,20527,1104732,1097950,22023,,,
2022-08-30,1544,1126803,19442,1107361,1100578,22036,,,
2022-08-31,1561,1128364,18955,1109409,1102625,22043,,,
2022-09-01,1279,1129643,18705,1110938,1104152,22052,,,
2022-09-02,1369,1131012,18378,1112634,1105847,22069,,,
2022-09-03,529,1131541,18340,1113201,1106414,22071,,,
2022-09-04,412,1131953,18311,1113642,1106855,22077,,,
2022-09-05,2542,1134495,18520,1115975,1109188,22092,,,
2022-09-06,1862,1136357,18756,1117601,1110812,22112,,,
2022-09-07,2073,1138430,19244,1119186,1112397,22124,,,
2022-09-08,1627,1140057,19490,1120567,1113776,22136,,,
2022-09-09,2084,1142141,20016,1122125,1115333,22175,,,
2022-09-10,644,1142785,20115,1122670,1115877,22188,,,
2022-09-11,612,1143397,20344,1123053,1116259,22196,,,
2022-09-12,3521,1146918,21659,1125259,1118464,22218,,,
2022-09-13,2544,1149462,22659,1126803,1120004,22235,,,
2022-09-14,2424,1151886,23522,1128364,1121562,22256,,,
2022-09-15,2205,1154091,24448,1129643,1122841,22268,,,
2022-09-16,2374,1156465,25453,1131012,1124209,22290,,,
2022-09-17,776,1157241,25700,1131541,1124738,22299,,,
2022-09-18,604,1157845,25892,1131953,1125148,22305,,,
2022-09-19,3470,1161315,26820,1134495,1127687,22342,,,
2022-09-20,2430,1163745,27388,1136357,1129549,22351,,,
2022-09-21,2408,1166153,27723,1138430,1131621,22377,,,
2022-09-22,1969,1168122,28065,1140057,1133248,22387,,,
2022-09-23,2183,1170305,28164,1142141,1135331,22418,,,
2022-09-24,762,1171067,28282,1142785,1135973,22432,,,
2022-09-25,771,1171838,28441,1143397,1136583,22473,,,
2022-09-26,3923,1175761,28843,1146918,1140103,22531,,,
2022-09-27,2746,1178507,29045,1149462,1142646,22557,,,
2022-09-28,2626,1181133,29247,1151886,1145066,22578,,,
2022-09-29,2318,1183451,29360,1154091,1147269,22610,,,
2022-09-30,2550,1186001,29536,1156465,1149640,22642,,,
2022-10-01,917,1186918,29677,1157241,1150415,22656,,,
2022-10-02,759,1187677,29832,1157845,1151019,22665,,,
2022-10-03,3980,1191657,30342,1161315,1154488,22749,,,
2022-10-04,2857,1194514,30769,1163745,,,,,
