date,region.ce.active,region.foreign.active,region.kk.active,region.kp.active,region.kr.active,region.lj.active,region.mb.active,region.ms.active,region.ng.active,region.nm.active,region.po.active,region.sg.active,region.unknown.active,region.za.active,region.active
2021-08-16,230,31,88,230,222,669,383,62,99,142,48,34,28,51,2317
2021-08-17,252,31,105,247,271,725,407,62,123,155,51,44,30,60,2563
2021-08-18,279,33,116,280,291,756,447,64,150,173,59,55,32,71,2806
2021-08-19,296,33,125,297,299,809,482,64,164,190,66,67,33,72,2997
2021-08-20,337,31,132,309,321,893,532,62,166,195,77,84,32,80,3251
2021-08-21,343,32,132,314,322,946,570,65,220,207,79,85,34,80,3429
2021-08-22,351,33,135,314,323,957,606,69,222,206,79,89,37,78,3499
2021-08-23,380,35,140,341,341,990,660,86,246,230,86,100,38,84,3757
2021-08-24,411,34,146,376,376,1055,695,94,252,241,103,102,40,94,4019
2021-08-25,434,29,142,401,395,1114,726,107,305,268,114,99,44,101,4279
2021-08-26,475,32,145,437,431,1204,767,111,341,286,124,115,40,115,4623
2021-08-27,488,30,149,466,456,1275,798,129,388,308,135,114,44,118,4898
2021-08-28,500,25,143,469,472,1334,810,145,455,312,133,113,45,121,5077
2021-08-29,498,26,142,469,480,1366,838,159,456,313,133,112,51,121,5164
2021-08-30,528,22,146,514,528,1437,838,168,457,320,128,122,48,130,5386
2021-08-31,580,22,140,596,529,1537,878,181,529,342,135,119,49,134,5771
2021-09-01,594,20,139,619,577,1630,898,192,566,365,151,115,54,137,6057
2021-09-02,637,17,138,649,616,1718,936,197,545,389,174,120,57,140,6333
2021-09-03,656,16,137,696,647,1789,978,208,615,439,185,118,57,146,6687
2021-09-04,665,15,137,694,669,1814,987,219,599,435,196,122,58,149,6759
2021-09-05,671,14,135,695,687,1844,1000,231,635,436,197,128,55,150,6878
2021-09-06,746,12,141,737,744,1988,1002,231,606,494,245,134,53,146,7279
2021-09-07,803,12,142,798,827,2023,1055,248,759,558,245,159,55,181,7865
2021-09-08,900,11,152,829,889,2153,1108,248,763,604,300,180,51,185,8373
2021-09-09,981,6,174,852,946,2279,1173,270,758,660,313,180,53,184,8829
2021-09-10,1074,5,208,871,1022,2432,1239,260,750,736,342,189,58,191,9377
2021-09-11,1098,6,211,878,1037,2557,1286,268,761,755,353,200,59,192,9661
2021-09-12,1112,5,215,880,1032,2590,1349,257,797,755,354,208,53,192,9799
2021-09-13,1241,5,261,924,1085,2788,1467,280,839,859,410,223,53,217,10652
2021-09-14,1328,6,289,933,1174,2971,1509,300,850,924,430,238,53,242,11247
2021-09-15,1480,5,306,984,1207,3113,1592,321,940,973,437,254,50,243,11905
2021-09-16,1556,3,315,1022,1266,3183,1683,344,1060,996,435,264,56,256,12439
2021-09-17,1629,3,343,1063,1343,3349,1760,360,1031,1017,439,274,61,277,12949
2021-09-18,1641,4,352,1065,1382,3428,1786,371,1061,1041,427,280,60,278,13176
2021-09-19,1633,6,354,1062,1378,3488,1836,366,1025,1043,426,276,62,277,13232
2021-09-20,1704,7,374,1100,1419,3545,1958,367,1079,1074,403,275,62,296,13663
2021-09-21,1763,7,383,1099,1382,3619,1998,380,1041,1060,409,271,65,277,13754
2021-09-22,1758,8,393,1088,1354,3615,2034,389,1087,1041,357,271,73,280,13748
2021-09-23,1730,8,404,1083,1326,3594,2068,379,1087,1035,348,273,70,284,13689
2021-09-24,1724,8,387,1076,1283,3525,2123,402,1130,1008,320,275,64,283,13608
2021-09-25,1718,7,392,1073,1286,3435,2145,407,1084,1024,310,265,66,282,13494
2021-09-26,1712,7,393,1073,1286,3441,2165,422,1049,1023,308,265,68,285,13497
2021-09-27,1669,6,365,1065,1244,3384,2143,419,1011,957,262,267,69,281,13142
2021-09-28,1704,5,365,1043,1193,3317,2148,423,1072,957,265,290,72,265,13119
2021-09-29,1627,8,373,979,1195,3283,2184,418,943,932,246,296,74,263,12821
2021-09-30,1617,8,374,953,1166,3255,2164,415,928,930,231,295,67,247,12650
2021-10-01,1621,8,363,917,1109,3185,2150,421,909,903,226,289,65,226,12392
2021-10-02,1614,7,357,918,1079,3132,2182,435,939,903,225,296,68,225,12380
2021-10-03,1617,5,360,918,1071,3074,2177,435,938,901,226,299,67,226,12314
2021-10-04,1607,4,349,875,1032,2994,2083,451,907,859,219,318,66,222,11986
2021-10-05,1643,4,368,861,1001,2984,2097,457,889,880,222,321,64,217,12008
2021-10-06,1654,3,374,831,1014,3011,2078,458,831,880,228,314,60,229,11965
2021-10-07,1651,3,363,825,1012,2985,2051,464,825,855,226,301,64,242,11867
2021-10-08,1628,3,358,803,977,2996,2030,458,793,843,233,309,65,248,11744
2021-10-09,1636,4,354,802,976,2989,2058,451,819,815,240,319,65,259,11787
2021-10-10,1634,4,356,801,975,2949,2004,449,816,815,243,322,66,256,11690
2021-10-11,1595,4,363,765,989,2948,1989,451,814,813,267,331,67,261,11657
2021-10-12,1539,5,359,779,1028,2944,1966,480,750,791,266,303,68,266,11544
2021-10-13,1531,2,348,804,1006,2945,2019,473,768,787,274,298,69,274,11598
2021-10-14,1501,2,356,830,1019,3038,1996,511,739,787,295,291,71,293,11729
2021-10-15,1497,2,390,868,1030,3102,2106,530,799,814,301,328,76,331,12174
2021-10-16,1530,2,392,872,1037,3177,2131,522,759,817,303,327,76,329,12274
2021-10-17,1535,2,394,874,1038,3230,2156,554,768,817,302,336,78,329,12413
2021-10-18,1573,2,438,984,1085,3465,2220,569,765,885,336,341,85,356,13104
2021-10-19,1659,3,450,1117,1194,3696,2366,616,823,952,354,361,89,370,14050
2021-10-20,1697,3,502,1272,1259,3897,2442,674,887,979,373,432,94,421,14932
2021-10-21,1847,3,512,1386,1378,4176,2603,707,924,1104,392,489,100,438,16059
2021-10-22,2001,3,570,1546,1512,4479,2863,762,994,1171,444,540,105,458,17448
2021-10-23,2085,2,577,1575,1625,4947,2980,803,1057,1219,448,565,108,466,18457
2021-10-24,2099,2,593,1581,1645,5090,3129,853,1140,1222,450,589,108,476,18977
2021-10-25,2333,2,608,1730,1791,5380,3236,869,1302,1338,465,618,114,482,20268
2021-10-26,2603,2,714,1897,1917,5920,3505,919,1231,1488,586,700,127,568,22177
2021-10-27,2764,2,745,1993,2056,6353,3685,1010,1443,1589,643,711,133,600,23727
2021-10-28,3036,4,790,2084,2151,6777,3837,1063,1391,1704,700,751,149,701,25138
2021-10-29,3280,4,846,2166,2309,7181,4066,1104,1513,1831,734,793,147,717,26691
2021-10-30,3390,4,859,2182,2403,7485,4203,1201,1561,1945,786,782,149,772,27722
2021-10-31,3414,5,884,2188,2482,7699,4486,1199,1676,1999,787,863,152,782,28616
2021-11-01,3254,5,833,2006,2425,7562,4573,1332,1696,1913,723,853,148,758,28081
2021-11-02,3475,5,922,2065,2551,7908,4536,1317,1749,2040,861,912,155,892,29388
2021-11-03,3800,5,991,2233,2791,8463,4969,1413,1964,2397,971,908,162,987,32054
2021-11-04,4157,6,1098,2300,2922,8880,5067,1541,2149,2492,1117,939,173,1023,33864
2021-11-05,4408,6,1145,2283,3133,9182,5162,1640,2305,2601,1167,943,187,1093,35255
2021-11-06,4544,7,1203,2271,3158,9323,5377,1793,2256,2685,1161,944,191,1166,36079
2021-11-07,4565,8,1210,2265,3227,9510,5571,1837,2255,2716,1158,959,192,1182,36655
2021-11-08,4646,9,1336,2226,3273,9773,5758,1885,2203,2851,1320,1019,194,1212,37705
2021-11-09,4841,10,1312,2227,3435,9929,5964,2003,2488,3012,1297,1019,199,1312,39048
2021-11-10,5031,10,1427,2203,3529,10192,6118,2052,2382,3157,1293,1021,200,1369,39984
2021-11-11,5048,8,1546,2167,3723,10268,6299,2168,2564,3246,1284,1051,199,1329,40900
