date,deceased.age.female.0-3,deceased.age.female.4-18,deceased.age.female.19-31,deceased.age.female.32-41,deceased.age.female.42-51,deceased.age.female.52-61,deceased.age.female.62-71,deceased.age.female.72+,deceased.age.male.0-3,deceased.age.male.4-18,deceased.age.male.19-31,deceased.age.male.32-41,deceased.age.male.42-51,deceased.age.male.52-61,deceased.age.male.62-71,deceased.age.male.72+
2017-09-09,,,,,,,2,23,,,,1,,3,5,21
2017-09-10,,,,,,,2,21,,,,1,,2,5,27
2017-09-11,,,,,1,1,3,33,,,,,,1,5,27
2017-09-12,,,,,1,,2,18,,,,,1,,6,17
2017-09-13,,,,,,,2,18,,,,,,1,8,25
2017-09-14,,,,,,1,1,22,,,1,,1,,8,24
2017-09-15,,,,,,,,20,,,,2,,1,5,17
2017-09-16,,,,,1,3,1,15,,,,,,1,4,11
2017-09-17,,,,,,2,4,26,,,,,1,,2,16
2017-09-18,,,,,1,,3,18,,,,1,,,6,20
2017-09-19,,,,,1,1,1,17,,,,,,5,5,16
2017-09-20,,,,,1,,2,29,,,,,,4,4,19
2017-09-21,,,,,,,2,15,,,,1,,2,7,21
2017-09-22,,,,,1,,5,26,,,,,,2,6,20
2017-09-23,,,,,,1,4,22,,,1,,,1,6,25
2017-09-24,,,,,1,,,30,,,,2,,1,6,20
2017-09-25,,,1,,,2,2,30,,,,,,1,3,15
2017-09-26,,1,,,,,1,36,,,,,2,1,6,11
2017-09-27,,,,,,2,3,28,,,,,1,1,3,26
2017-09-28,,,,,,,6,27,,,,,1,2,2,21
2017-09-29,,,,,1,2,,15,,,,,,,5,13
2017-09-30,,,,1,,3,2,27,,,,,,1,4,23
2017-10-01,,,,,,1,2,31,,,,,,,5,25
2017-10-02,,,1,,,,1,26,,,,,3,1,4,26
2017-10-03,,,,,,,2,24,,,1,1,,4,3,21
2017-10-04,,,1,,1,,2,21,,,,1,,4,2,16
2017-10-05,,,,,,2,2,34,,,,,1,2,5,25
2017-10-06,,,,,,,,31,,,,,,3,8,27
2017-10-07,,,,1,,,1,16,,,1,,,,1,19
2017-10-08,,,,,,,2,32,,1,,,1,2,5,18
2017-10-09,,,,,,,2,34,,,,,1,1,4,11
2017-10-10,,,,,,1,1,31,,,,1,,2,9,19
2017-10-11,,,,,,2,4,23,,,,,,2,2,18
2017-10-12,,,,,,2,2,30,,,,,,,6,19
2017-10-13,,,,,,,5,18,,,,1,,2,2,29
2017-10-14,,,,,,,3,15,,,,,,3,3,21
2017-10-15,,,,,,1,2,24,,,3,,1,5,5,20
2017-10-16,,,,,2,,1,23,,,,1,1,3,7,21
2017-10-17,,,,,,2,1,32,,,,,1,1,7,16
2017-10-18,,,,,,2,2,31,,,,1,,6,8,18
2017-10-19,,,,,1,2,3,30,,,,,,,6,21
2017-10-20,,,,,,,,16,,,,,1,,3,19
2017-10-21,,,,,3,2,2,17,,,,1,1,2,1,16
2017-10-22,,,,,,1,1,27,,,,,,1,7,21
2017-10-23,,,,,,,4,16,,,,,,2,3,23
2017-10-24,,,,,,1,2,31,,,,,,1,,20
2017-10-25,,,,1,,,2,22,,,,,1,2,5,24
2017-10-26,,,,,,,2,16,,,,,1,1,8,16
2017-10-27,,,,,,,3,25,,,,,,1,5,16
2017-10-28,,,,,1,1,2,21,,,,,,1,2,22
2017-10-29,,,,,,,3,26,,,,,,1,7,18
2017-10-30,,1,,,,1,3,23,,,,,1,2,4,17
2017-10-31,,,,,2,2,1,24,,,,,,1,4,13
2017-11-01,,,,,,1,3,30,,,,,2,2,4,24
2017-11-02,,,,,1,,2,18,,,,,,3,5,20
2017-11-03,,,,,,2,1,33,,,,,1,,3,22
2017-11-04,,,,,,1,3,27,,,,2,1,2,4,30
2017-11-05,,,,,,,1,26,,,,,2,1,4,18
2017-11-06,,,,,,1,2,21,,,,,,,2,27
2017-11-07,,,1,,,3,4,27,,,,,,1,1,18
2017-11-08,,,,,,,1,33,,,,,2,2,4,24
2017-11-09,,,,1,,1,5,20,,,,,1,7,5,16
2017-11-10,,,,,,,2,22,,,,,2,3,4,19
2017-11-11,,1,,,,2,3,21,,,1,1,,6,7,21
2017-11-12,,,,,,,,28,,,1,,,4,2,23
2017-11-13,,,,,,1,1,19,,1,,1,,1,5,21
2017-11-14,,,,,,2,1,26,,1,,,,1,2,20
2017-11-15,,,,,,,1,35,,,,1,,,4,21
2017-11-16,,,,,2,,1,30,,,,,,3,7,18
2017-11-17,,,,,,1,,28,,,,,2,,2,22
2017-11-18,,,,,2,2,2,21,,,,1,4,2,4,21
2017-11-19,,,,,2,,1,32,,,,1,1,4,8,23
2017-11-20,,,,,1,4,1,25,,,,,1,1,2,20
2017-11-21,,,,,,,3,29,,,,,,3,4,22
2017-11-22,,,,,1,1,,21,,1,1,,2,4,5,19
2017-11-23,,,,,,4,2,26,,,,,,1,8,20
2017-11-24,,1,,,,,1,21,,1,2,1,,2,9,18
2017-11-25,,,,,,3,2,19,,,,,,10,5,25
2017-11-26,,,,,,1,4,20,,,,1,1,1,6,21
2017-11-27,,,,,,1,,16,,,,,,3,6,21
2017-11-28,,,,,1,,5,25,,,,,,1,9,11
2017-11-29,,,,,,2,1,27,,1,,,1,4,2,22
2017-11-30,,,,,,,,26,,,,,,1,6,20
2017-12-01,,,,,,1,1,29,,,,1,1,,2,24
2017-12-02,,,,1,,,1,26,,,,1,1,1,2,19
2017-12-03,,,,,,1,,36,,,,,,1,3,15
2017-12-04,,,,,,,2,24,,,1,,1,3,5,18
2017-12-05,,,,,1,1,2,21,,,,,,3,2,17
2017-12-06,,,,,,1,2,16,,,,,4,,6,18
2017-12-07,,,,,1,2,2,32,,,1,,,4,5,20
2017-12-08,,1,,,,1,3,30,,,,,,2,6,27
2017-12-09,,,,,2,,2,34,,,,,,3,4,25
2017-12-10,,1,,,1,,5,26,,,,,1,3,5,17
2017-12-11,,,,,,2,2,32,,,,,1,,3,26
2017-12-12,,,,,,1,3,33,,,,1,,2,3,16
2017-12-13,,,,,1,1,,27,,,,,,1,2,20
2017-12-14,,,,,,1,3,32,,,,,1,,9,19
2017-12-15,,,,,,1,1,33,,,,,,2,4,24
2017-12-16,,,,,,,3,22,,,,,2,2,10,21
2017-12-17,,,,,,1,1,23,,,,,,,3,17
2017-12-18,,1,,,,2,8,29,,,,,1,1,6,27
2017-12-19,,,,,1,,1,30,,1,,,,,6,14
2017-12-20,,,,,,1,1,29,,,,,1,2,3,18
2017-12-21,,,,,,,4,23,,,,,,1,2,24
2017-12-22,,,,,,1,,23,,1,,1,3,3,5,23
2017-12-23,,,,,,2,2,22,,,,,,1,3,21
2017-12-24,,,,,1,,5,25,,,,,,3,10,20
2017-12-25,,,,,,,,36,,,,,,3,2,15
2017-12-26,,,,,,1,,33,,,1,,,2,5,22
2017-12-27,,,,,,,4,31,,1,,,1,2,5,25
2017-12-28,,,,,,1,3,27,,,,,1,,5,29
2017-12-29,,,,,,2,4,22,,,1,,2,2,4,31
2017-12-30,,,,,1,1,2,25,,,,,,1,2,24
2017-12-31,,,,,,1,1,35,,,,,,,4,17
2018-01-01,,,,,,2,5,24,,,,1,,2,5,26
2018-01-02,,,,,2,1,4,27,,,,,2,2,2,17
2018-01-03,,,,,2,,1,34,,,,,,3,2,11
2018-01-04,,,1,,1,3,,26,,1,,,1,5,3,21
2018-01-05,,,,,2,,1,24,,,,1,,3,6,25
2018-01-06,,,,1,1,,2,32,,,,,1,3,6,23
2018-01-07,,,,,1,,2,30,,,,,2,2,6,21
2018-01-08,,,,,,,2,34,,,,,,1,6,19
2018-01-09,,,,,,,1,31,,,1,,2,,6,19
2018-01-10,,,,,,,2,30,,,1,,,,5,21
2018-01-11,,,,,,2,1,27,,,1,,2,1,2,24
2018-01-12,,,,,,,2,17,,,,1,2,2,9,26
2018-01-13,,,,1,,2,1,23,,,,1,,3,4,24
2018-01-14,,,,,,1,,20,,,,,,4,6,25
2018-01-15,,,,,,1,2,38,,,,,2,1,2,26
2018-01-16,,,,1,1,,2,23,,,,,,1,5,24
2018-01-17,,,,,,,4,28,,,,,1,3,2,20
2018-01-18,,,,,,,3,24,,,,,,,13,26
2018-01-19,,,,,,,3,24,,,1,,2,4,3,22
2018-01-20,,,,,,1,1,34,,,,,,,5,5
2018-01-21,,,,,,,2,26,,,1,1,,2,7,19
2018-01-22,,1,,,1,1,5,25,,,2,,2,3,1,23
2018-01-23,,,,,,1,,21,,1,,,2,3,5,33
2018-01-24,,,,,,,2,31,,,1,,1,3,5,17
2018-01-25,,,,,1,,6,24,,,,,,,7,22
2018-01-26,,,,,,1,1,30,,,,,2,3,3,21
2018-01-27,,,,,,,4,39,,,,,1,1,1,20
2018-01-28,,,,,,3,2,29,,,,,1,1,5,26
2018-01-29,,,,,1,1,1,34,,,,,2,2,5,26
2018-01-30,,,,,,,7,27,,,,,,2,7,32
2018-01-31,,,1,,1,,3,21,,,,,1,3,6,22
2018-02-01,,,,1,,1,2,29,,,,,1,1,1,28
2018-02-02,,,,,,1,1,30,,,,,2,3,3,32
2018-02-03,,,,,1,1,,40,,,1,,1,1,1,25
2018-02-04,,,,,1,3,3,35,,,,1,1,,2,25
2018-02-05,,,,,,,1,23,,,1,,,3,3,24
2018-02-06,,,,,1,,3,23,,,,,1,2,4,20
2018-02-07,,,,,,3,2,26,,,,,2,2,2,25
2018-02-08,,,,,,1,2,40,,,,,,2,6,23
2018-02-09,,,,,,,3,32,,,,,,1,8,22
2018-02-10,,,,,,2,3,31,,,1,,,2,4,31
2018-02-11,,,,,1,1,2,21,,,,,,2,2,18
2018-02-12,,,,,,1,6,28,,,,,,3,7,35
2018-02-13,,1,,1,,4,5,31,,,,2,3,,4,23
2018-02-14,,,,,,1,,24,,,,1,,1,4,21
2018-02-15,,,,,1,1,2,28,,1,,,2,1,7,31
2018-02-16,,1,,,1,1,4,34,,,,,1,5,4,25
2018-02-17,,,,1,,,6,31,,,1,,1,1,4,36
2018-02-18,,,,1,,1,2,30,,,1,,,2,7,30
2018-02-19,,,,,1,1,,38,,,,,,1,6,17
2018-02-20,,,,,1,1,6,35,,1,,,2,,2,31
2018-02-21,,,,,1,,3,30,,,,,1,2,1,21
2018-02-22,,,,,,1,1,27,,,,,,,14,24
2018-02-23,,,,,,,4,40,,,,1,,3,5,19
2018-02-24,,1,,,1,1,4,43,,,,,,2,7,26
2018-02-25,,1,,,,,4,40,,,,,1,2,3,24
2018-02-26,,,,1,1,2,3,29,,1,,,1,2,8,26
2018-02-27,,,,,,,1,43,,,,,,5,6,32
2018-02-28,,,,,,3,5,34,,1,,1,,1,4,22
2018-03-01,,,,,,2,2,29,,1,,1,,5,3,28
2018-03-02,,,,,1,,2,36,,,,,2,1,2,20
2018-03-03,,,,,,1,5,39,,,,,,5,8,25
2018-03-04,,,,,,1,2,47,,,,,,2,4,23
2018-03-05,,,,,,,1,40,,,,,,2,5,32
2018-03-06,,,,,,1,3,18,,,,,1,,12,28
2018-03-07,,,,,,3,2,30,,,,,1,4,5,25
2018-03-08,,,,,2,1,,37,,,,,,2,4,21
2018-03-09,,,1,,,1,7,32,,,,,,1,6,28
2018-03-10,,,,,,1,2,29,,,,1,1,2,2,24
2018-03-11,,,,,,,,38,,,,,,1,4,18
2018-03-12,,,,,1,4,6,33,,,,,,3,3,21
2018-03-13,,,1,,,,2,33,,,1,,1,,4,26
2018-03-14,,,,,,1,4,28,,,,,,1,3,24
2018-03-15,,,,,,1,1,30,,,,,1,3,10,25
2018-03-16,,,,,,,4,40,,,1,1,,1,5,24
2018-03-17,,,,1,2,1,4,27,,,,1,,1,7,27
2018-03-18,,,,,,1,3,41,,,,,1,4,5,24
2018-03-19,,,,,,3,1,26,,,,,1,1,4,28
2018-03-20,,,,,1,,3,34,,,1,1,,1,7,30
2018-03-21,,,,,,1,,37,,,,1,,2,4,23
2018-03-22,,,,,,3,3,23,,,,,,3,5,14
2018-03-23,,,,,,,5,39,,,,1,1,4,8,20
2018-03-24,,,,,,,,31,,1,,,3,,6,20
2018-03-25,,,1,,1,1,4,17,,,1,1,,,5,23
2018-03-26,,,,1,,,3,31,,,,,1,,2,20
2018-03-27,,,,,,,,29,,,,,2,1,9,25
2018-03-28,,,,,,,2,32,,,,,1,1,5,22
2018-03-29,,,,,1,,1,33,,,1,,3,4,4,20
2018-03-30,,,,,,,4,32,,,,1,,1,4,30
2018-03-31,,,1,,,2,3,35,,,1,,,1,4,16
2018-04-01,,,,,1,2,1,23,,,,1,1,2,6,25
2018-04-02,,,,,,,4,23,,,1,,1,,1,20
2018-04-03,,,,,,2,5,28,,,1,,1,5,5,25
2018-04-04,,,,,,,2,29,,,,1,2,2,4,19
2018-04-05,,,,,,,5,22,,,,,,4,5,30
2018-04-06,,,,1,,1,1,31,,1,1,,,4,6,26
2018-04-07,,,,,,2,3,26,,,1,,1,2,2,37
2018-04-08,,,,1,,2,1,18,,,,1,,5,3,22
2018-04-09,,,1,,,,2,31,,,2,,,3,2,16
2018-04-10,,,,,,,2,29,,1,1,1,,,5,17
2018-04-11,,,1,,1,1,2,18,,,,,,5,7,22
2018-04-12,,,,,,,1,26,,,,,2,1,11,26
2018-04-13,,,,,,1,2,28,,1,,,,2,5,23
2018-04-14,,,,,,1,3,26,,,1,,1,,6,12
2018-04-15,,,,,,1,2,26,,,,,,2,5,22
2018-04-16,,,,,,3,1,20,,,,1,,,4,25
2018-04-17,,,,,1,,2,22,,,,,,,3,17
2018-04-18,,,,1,,1,,26,,,1,,,2,9,18
2018-04-19,,,,1,,,1,28,,,,1,,3,1,30
2018-04-20,,,,1,,2,1,27,,,,,1,2,4,22
2018-04-21,,,,,1,3,4,20,,,,,,,5,23
2018-04-22,,1,,,1,2,1,22,,,,,,4,4,26
2018-04-23,,1,,,,,4,22,,,,,1,1,7,25
2018-04-24,,,,,,3,,29,,,,,,,5,25
2018-04-25,,,,,,1,,22,,,3,2,1,2,3,27
2018-04-26,,,,,,,2,22,,1,,,,2,9,18
2018-04-27,,,,,,,1,26,,,,,2,2,9,10
2018-04-28,,,,,,1,4,30,,,,,,2,5,13
2018-04-29,,,,,1,,3,30,,,1,,1,2,5,27
2018-04-30,,,,,,,1,21,,,1,,,4,6,23
2018-05-01,,1,,,,1,3,17,,,,1,,2,5,21
2018-05-02,,,,1,,1,2,18,,,,,,,10,9
2018-05-03,,,,,,1,2,28,,,1,,,,4,26
2018-05-04,,,,,,2,6,25,,,,,,1,3,21
2018-05-05,,,1,,,1,2,16,,,,1,,1,3,20
2018-05-06,,,,,1,,3,19,,,1,,1,2,7,12
2018-05-07,,,,,,,3,16,,,,1,1,3,2,25
2018-05-08,,,,,,,3,27,,,,,,2,,19
2018-05-09,,,,,,,1,26,,,,1,,3,4,19
2018-05-10,,,,,,1,2,26,,,,1,3,1,3,20
2018-05-11,,,,,,1,3,23,,,,,1,2,7,15
2018-05-12,,,,,,,4,27,,,,1,,1,3,19
2018-05-13,,,,,,1,,29,,,1,,,1,6,16
2018-05-14,,,,,,3,1,18,,,,,1,3,7,12
2018-05-15,,1,,,,,3,24,,,,,,2,6,24
2018-05-16,,,,,1,,3,20,,,,,2,1,9,12
2018-05-17,,1,,,,,1,25,,,,,,1,7,15
2018-05-18,,1,,,,,6,27,,1,,1,2,2,2,19
2018-05-19,,,,,,,2,24,,,,,1,2,3,29
2018-05-20,,,,,,,2,23,,,,,1,1,3,13
2018-05-21,,1,,,,1,4,31,,,3,,1,2,6,18
2018-05-22,,,,,,,2,27,,,,1,,,5,23
2018-05-23,,,1,,1,1,2,25,,,,,,2,7,8
2018-05-24,,,,,,1,4,20,,,,,,1,6,17
2018-05-25,,,,,,1,4,24,,,,,,4,8,18
2018-05-26,,,,,1,,1,19,,,,1,,,2,27
2018-05-27,,,,,1,,1,21,,,1,,1,,3,16
2018-05-28,,,,,1,,,32,,,,,1,2,4,23
2018-05-29,,,,,,,5,20,,,,,1,1,3,19
2018-05-30,,,,,,2,4,16,,,,1,,2,12,19
2018-05-31,,,,,1,1,3,20,,,,3,2,3,3,18
2018-06-01,,,,,,,2,22,,,,,,2,2,25
2018-06-02,,,,,,1,2,21,,,2,,1,,4,23
2018-06-03,,,,,,1,2,21,,,,,,1,4,22
2018-06-04,,,,,,2,2,27,,,,,2,4,4,18
2018-06-05,,,,,,,2,21,,,,,,1,1,24
2018-06-06,,,,,,,4,31,,,,1,,3,,17
2018-06-07,,,,,1,1,1,21,,,,,,2,2,20
2018-06-08,,,,1,,,1,23,,1,,1,2,3,7,11
2018-06-09,,,,,,2,2,16,,,,,2,3,9,16
2018-06-10,,,,,,,,28,,,,,1,2,6,23
2018-06-11,,,,,1,,1,21,,,,,1,1,4,17
2018-06-12,,,,,1,1,1,23,,,,,3,1,5,26
2018-06-13,,,,,1,4,1,20,,,,,,1,4,18
2018-06-14,,1,,,,1,,23,,,1,,2,,4,15
2018-06-15,,,,,,,4,15,,,,2,1,2,7,19
2018-06-16,,,,,,1,1,17,,,,1,,2,3,19
2018-06-17,,,,,1,1,5,21,,1,,,,1,2,21
2018-06-18,,,,1,,1,3,32,,,,,,,,22
2018-06-19,,,,,,1,2,23,,,,,,2,4,19
2018-06-20,,,,,,1,1,23,,,,2,,2,6,26
2018-06-21,,,,,1,,2,20,,,,,3,2,3,23
2018-06-22,,,,,,2,4,21,,,,2,,,5,15
2018-06-23,,,,,1,,2,21,,,,,1,1,3,17
2018-06-24,,,1,,1,,4,22,,,,,,,4,16
2018-06-25,,,,1,,,2,23,,,,1,2,,5,15
2018-06-26,,,,,,1,5,27,,,1,,,1,5,18
2018-06-27,,,,,,2,,15,,,1,,1,4,6,10
2018-06-28,,,,,,,1,7,,,1,,,1,4,27
2018-06-29,,,,,,,2,20,,1,,,1,2,5,18
2018-06-30,,,,1,1,1,5,25,,,,,1,,3,20
2018-07-01,,,,,,2,1,20,,,,,,1,1,19
2018-07-02,,,,1,1,1,3,19,,,1,,2,5,3,17
2018-07-03,,,,,,1,2,22,,,,,3,1,4,15
2018-07-04,,,,,,,,25,,,,,,1,4,18
2018-07-05,,,,1,2,1,3,25,,,,,,,2,14
2018-07-06,,,,,,,1,17,,,1,,,7,5,17
2018-07-07,,1,,,,,3,21,,,,,2,2,2,15
2018-07-08,,,,,,1,3,21,,1,,,2,2,2,18
2018-07-09,,,,,,1,3,21,,,1,,1,2,1,29
2018-07-10,,,,,,2,3,24,,,,3,2,,5,18
2018-07-11,,,,,,3,1,18,,,,,,1,6,11
2018-07-12,,,,,,2,2,20,,,,3,,2,1,19
2018-07-13,,,,,,,,22,,,,1,,1,5,18
2018-07-14,,,,,,,,17,,,,,,1,4,20
2018-07-15,,,,,,,3,18,,,,,,1,3,18
2018-07-16,,,,,,1,3,34,,,,,,1,6,17
2018-07-17,,,,,,3,2,19,,,,2,1,2,4,19
2018-07-18,,,,,,,4,25,,1,,,,2,5,15
2018-07-19,,,,,,,1,27,,1,2,1,2,2,7,20
2018-07-20,,,,,,1,4,30,,,,,1,6,6,17
2018-07-21,,,,,,2,,23,,,,,,1,4,23
2018-07-22,,,,,,1,1,25,,,,,,,1,23
2018-07-23,,,,,,2,1,18,,,,,1,6,5,31
2018-07-24,,,,1,,,1,21,,1,,1,,4,10,30
2018-07-25,,,,,,,1,25,,,,,,2,2,13
2018-07-26,,,,,,,3,11,,,,,,1,3,23
2018-07-27,,,,,1,1,,16,,1,1,,1,7,2,24
2018-07-28,,,,,,,4,22,,,,,3,2,8,26
2018-07-29,,,,,,1,1,18,,,,,1,1,5,22
2018-07-30,,,,,,,6,24,,,,,,1,3,27
2018-07-31,,,,,,3,3,32,,,,1,1,1,5,19
2018-08-01,,,,,1,1,2,25,,,,1,1,,3,20
2018-08-02,,,,,2,1,1,23,,1,,,3,2,3,24
2018-08-03,,,,,,1,2,21,,,,,1,3,5,24
2018-08-04,,,,,,2,1,29,,,,,1,,5,22
2018-08-05,,,,,,1,2,16,,,,,2,,6,29
2018-08-06,,,,,,,2,24,,,,,1,4,5,13
2018-08-07,,,,,1,2,4,24,,,,,,2,8,23
2018-08-08,,,,1,1,1,4,22,,,,,3,4,3,26
2018-08-09,,,,1,1,,3,17,,1,,1,,3,3,22
2018-08-10,,1,,,,,3,28,,,,1,,1,4,24
2018-08-11,,,,,,,4,18,,,,1,3,3,8,20
2018-08-12,,,,,,1,2,25,,,,,1,1,3,27
2018-08-13,,,,,,,2,24,,,,,,2,3,16
2018-08-14,,,,,,,,22,,,,,,,8,15
2018-08-15,,,,,,1,4,22,,,,,1,3,3,25
2018-08-16,,,,,,,2,26,,,,,,1,3,18
2018-08-17,,,,1,,,3,25,,,,,1,1,5,14
2018-08-18,,,,,,2,,12,,,,1,,1,6,26
2018-08-19,,,,,,,1,29,,,,1,1,1,4,18
2018-08-20,,1,,1,,1,,23,,,1,,,4,6,17
2018-08-21,,,,,,3,3,23,,,,,1,1,4,21
2018-08-22,,,,,,1,3,26,,1,,1,,,8,22
2018-08-23,,,,,,,2,24,,,,,1,4,5,15
2018-08-24,,,,,,1,1,28,,,,1,,1,5,30
2018-08-25,,,,,1,1,1,24,,1,,2,,2,4,17
2018-08-26,,,,1,,3,1,19,,,,1,,,2,20
2018-08-27,,,,,,,3,26,,1,,1,1,,3,23
2018-08-28,,,1,,,2,3,17,,,,1,,2,3,26
2018-08-29,,,,1,1,,4,19,,,,,,2,5,19
2018-08-30,,,,,,1,3,24,,,,,,2,5,15
2018-08-31,,,,,,,6,21,,,,,,2,3,17
2018-09-01,,1,,,1,1,3,20,,,,,1,2,8,19
2018-09-02,,,,,,,4,34,,,1,1,1,1,5,15
2018-09-03,,1,,,,1,3,23,,,1,,,2,8,26
2018-09-04,,,,,,1,2,17,,,,,,3,2,19
2018-09-05,,,,,,2,2,18,,,,,4,2,3,10
2018-09-06,,,,,,2,4,23,,1,,,1,4,3,15
2018-09-07,,,,,,1,2,26,,,,,,3,6,17
2018-09-08,,1,,1,2,2,2,27,,,,1,,2,7,17
2018-09-09,,,1,,,,3,33,,,,,,,3,17
2018-09-10,,,,,1,,3,27,,1,,,1,2,7,20
2018-09-11,,,,,1,1,,28,,,,,,1,6,15
2018-09-12,,,,,,,1,25,,,,,1,1,3,24
2018-09-13,,,,,,,2,33,,,,,2,,2,19
2018-09-14,,,,,,2,6,22,,,,4,2,,4,25
2018-09-15,,,,,,1,,18,,,1,1,3,1,3,28
2018-09-16,,,,,,2,4,30,,,,1,1,2,3,18
2018-09-17,,,,,2,,2,22,,,,,1,3,3,18
2018-09-18,,,,,,1,4,38,,,,,,2,3,25
2018-09-19,,,,,,3,5,25,,,2,,,4,3,25
2018-09-20,,,,,,,2,27,,,1,,1,1,10,26
2018-09-21,,,,,,,1,24,,,,,,1,6,14
2018-09-22,,,,,,2,2,26,,,1,,,1,8,16
2018-09-23,,,,,,1,1,22,,2,1,1,3,1,3,7
2018-09-24,,,,,1,1,5,13,,,,,2,,2,15
2018-09-25,,,,1,,1,3,23,,,,,1,2,7,17
2018-09-26,,,,,1,,2,16,,,1,,1,2,3,14
2018-09-27,,,,,,,3,23,,,,,,,3,27
2018-09-28,,,,,,2,2,23,,,1,1,1,1,6,20
2018-09-29,,,,,,,,30,,,,,,6,7,15
2018-09-30,,,,,1,2,2,27,,,1,,,,9,13
2018-10-01,,,,,,1,5,15,,,,,,,5,25
2018-10-02,,,1,,,,1,29,,1,,2,1,2,3,26
2018-10-03,,,,,,,1,19,,,,,1,,4,22
2018-10-04,,,,,,1,4,28,,,,,1,1,3,20
2018-10-05,,,,,,,3,25,,,1,,,3,7,19
2018-10-06,,,,,,2,4,16,,,1,,,3,4,24
2018-10-07,,,,,,2,5,25,,,1,,1,1,5,24
2018-10-08,,,,1,1,,4,25,,,,,,,4,23
2018-10-09,,,,,,1,3,25,,,,,,4,5,19
2018-10-10,,,,,,,1,16,,,,,,1,4,23
2018-10-11,,,,,,1,5,26,,1,,,,1,6,25
2018-10-12,,1,,,,2,1,22,,,,1,,1,4,20
2018-10-13,,1,,1,,,3,31,,,,1,,2,9,17
2018-10-14,,,,,,2,4,20,,,,,2,2,3,22
2018-10-15,,,,,1,,2,25,,,,,,1,4,17
2018-10-16,,,,,,2,,32,,,,,1,1,9,22
2018-10-17,,,,,,2,3,26,,,,,3,3,4,16
2018-10-18,,,,,,,2,29,,,,,,,2,20
2018-10-19,,,1,,,1,2,34,,,,,,3,4,19
2018-10-20,,,,,,1,5,30,,,,1,2,,1,14
2018-10-21,,,,,1,2,1,22,,,1,1,,1,4,14
2018-10-22,,,,,,,3,28,,,,,,2,8,22
2018-10-23,,,,,,1,,24,,,,,1,2,6,25
2018-10-24,,,,,,1,2,30,,,,1,,1,5,22
2018-10-25,,,,,,,2,32,,,,1,1,5,3,23
2018-10-26,,,,,1,,2,24,,1,,,1,1,4,20
2018-10-27,,,,,,,1,30,,,,,2,,3,19
2018-10-28,,,,,,1,3,35,,,,,,,4,21
2018-10-29,,,,,,,4,21,,,,,1,3,4,20
2018-10-30,,,1,,,,2,24,,,,,1,1,6,21
2018-10-31,,,,,,1,3,30,,,,,,1,4,19
2018-11-01,,,,,,,5,30,,1,,,1,3,2,14
2018-11-02,,,,,,,4,32,,,,,,2,2,26
2018-11-03,,,,,1,2,6,25,,,,,1,,6,27
2018-11-04,,,,,,1,2,15,,,,1,,1,,24
2018-11-05,,,,,1,1,1,23,,,1,,,,5,18
2018-11-06,,,,,1,,4,22,,,,,1,1,13,21
2018-11-07,,,,,,1,,22,,,,,,1,8,16
2018-11-08,,,,,1,1,2,25,,,,,1,2,6,15
2018-11-09,,,,,,,6,17,,,1,,1,1,4,16
2018-11-10,,,,,,,2,16,,1,,1,,5,5,18
2018-11-11,,,,,,,3,23,,,,,1,1,1,22
2018-11-12,,,1,,,,2,28,,,,,1,2,6,24
2018-11-13,,,,,,1,3,29,,,,,,2,6,28
2018-11-14,,,,,2,2,2,17,,,,,,1,5,17
2018-11-15,,,,,2,1,1,28,,,,1,,2,6,22
2018-11-16,,,,,1,1,3,27,,,,,,2,5,15
2018-11-17,,,,,,,2,21,,,,,1,3,6,13
2018-11-18,,,,,2,1,2,27,,,,1,,2,2,23
2018-11-19,,,,,,1,1,22,,,1,,1,3,4,18
2018-11-20,,,,,,1,1,27,,,,,,1,6,21
2018-11-21,,,,,,1,,26,,,,,1,1,3,26
2018-11-22,,,,,1,1,3,24,,,,1,,2,3,19
2018-11-23,,,,,,2,2,20,,,,1,1,3,6,23
2018-11-24,,,,,,,4,21,,,,,,1,6,10
2018-11-25,,1,,,,1,,34,,,,,1,4,9,26
2018-11-26,,,,,1,2,2,20,,,1,1,,1,2,16
2018-11-27,,,,,,,2,30,,,,1,1,,8,22
2018-11-28,,,,,,,3,23,,,1,1,1,,4,19
2018-11-29,,,,,1,1,3,24,,,,,,2,6,18
2018-11-30,,,,,,3,6,31,,1,,1,1,1,12,21
2018-12-01,,,,,,,3,30,,,,,,3,4,20
2018-12-02,,,,,1,2,3,28,,,,1,,2,7,29
2018-12-03,,,,,,2,1,29,,,,,,3,4,14
2018-12-04,,,,,,2,4,31,,,,,,2,2,26
2018-12-05,,,,1,1,,2,44,,,,1,1,1,6,18
2018-12-06,,,,,1,1,1,31,,,,,1,2,3,23
2018-12-07,,,,,,2,1,25,,,,,1,,5,19
2018-12-08,,,,,2,2,2,26,,,,,,,4,20
2018-12-09,,1,,,,2,2,25,,,,,1,,4,19
2018-12-10,,,,,,,3,28,,,,,1,1,3,27
2018-12-11,,,,,,1,2,29,,,,,,,3,20
2018-12-12,,,,,2,3,,28,,,,,,6,5,21
2018-12-13,,,,,,1,4,45,,,,1,,2,3,25
2018-12-14,,1,,,,,2,18,,,,,1,1,6,15
2018-12-15,,,2,,,1,3,27,,,,,1,3,8,18
2018-12-16,,2,,,1,1,4,31,,,,,1,4,3,20
