,datum,WWTP,Statistična_regija,Različica.virusa,Delež.različice
1035,2024-02-12,ČN_Domžale_Kamnik,Osrednjeslovenska,BA.2.86* (BA.2.86X),0.5422271399107901
1036,2024-02-12,ČN_Maribor,Podravska,BA.2.86* (BA.2.86X),0.3041688699412199
1037,2024-02-12,CČN_Ljubljana,Osrednjeslovenska,BA.2.86* (BA.2.86X),0.3357471190431071
1038,2024-02-13,CČN_Slovenj_Gradec,Koroška,BA.2.86* (BA.2.86X),0.3208266499790578
1039,2024-02-12,ČN_Kranj,Gorenjska,BA.2.86* (BA.2.86X),0.3762459199664777
1040,2024-02-13,ČN_Novo_mesto,Jugovzhodna Slovenija,BA.2.86* (BA.2.86X),0.42857869644228
1041,2024-02-20,ČN_Nova_Gorica,Goriška,BA.2.86* (BA.2.86X),0.4625850000504937
1042,2024-02-20,ČN_Novo_mesto,Jugovzhodna Slovenija,EG.5* [Omicron (EG.5.X)],0.3555692444636215
1043,2024-02-20,CČN_Zagorje,Zasavska,BA.2.86* (BA.2.86X),0.404254998609078
1044,2024-02-19,CČN_Murska_Sobota,Pomurska,EG.5* [Omicron (EG.5.X)],0.3820220000643424
1045,2024-02-20,ČN_Koper,Obalno-kraška,BA.2.86* (BA.2.86X),0.4615389985922834
1046,2024-02-20,CČN_Litija_in_Šmartno_pri_Litiji,Zasavska,EG.5* [Omicron (EG.5.X)],0.4207649743531071
1047,2024-02-20,ČN_Celje,Savinjska,EG.5* [Omicron (EG.5.X)],0.357996800001941
1048,2025-12-16,CČN_Trbovlje,Zasavska,XFG* (XFG.X),0.9999997323972508
1049,2025-12-16,OČN_Šaleške doline,Savinjska,XFG* (XFG.X),0.9551513768226908
1050,2025-12-16,ČN_Nova_Gorica,Goriška,XFG* (XFG.X),0.999999951793228
1051,2025-12-23,ČN_Novo_mesto,Jugovzhodna Slovenija,XFG* (XFG.X),0.9354839506315504
1052,2025-12-22,CČN_Slovenj_Gradec,Koroška,XFG* (XFG.X),0.5833328148630117
1053,2025-12-30,ČN_Celje,Savinjska,XFG* (XFG.X),0.8375806052912504
1054,2025-12-30,CČN_Trbovlje,Zasavska,XFG* (XFG.X),0.5568178127439667
1055,2025-12-30,CČN_Zagorje,Zasavska,XFG* (XFG.X),0.9032287924413704
1056,2025-12-30,CČN_Litija_in_Šmartno_pri_Litiji,Zasavska,XFG* (XFG.X),0.8333330084673167
1057,2025-12-29,ČN_Nova_Gorica,Goriška,XFG* (XFG.X),0.6197527569893478
1058,2025-12-29,ČN_Maribor,Podravska,XFG* (XFG.X),0.8495883204684977
1059,2025-08-12,CČN_Brežice,Posavska,BA.2.86* (BA.2.86.X),0.999999977114191
1060,2025-07-28,CČN_Ljubljana,Osrednjeslovenska,BA.2.86* (BA.2.86.X),0.9999999953367076
1061,2025-08-26,CČN_Slovenj_Gradec,Savinjska,BA.2.86* (BA.2.86.X),0.9999999998701724
1062,2025-08-26,CČN_Brežice,Posavska,KP.3* (KP.3.X),0.9399142824693044
1063,2025-08-26,OČN_Šaleške doline,Savinjska,BA.2.86* (BA.2.86.X),0.971428989658585
1064,2025-08-05,OČN_Šaleške doline,Savinjska,BA.2.86* (BA.2.86.X),0.9500000583020534
1065,2025-08-19,CČN_Trbovlje,Zasavska,BA.2.86* (BA.2.86.X),0.904080755120724
1066,2025-08-26,ČN_Nova_Gorica,Goriška,BA.2.86* (BA.2.86.X),1.000000042305316
1067,2025-08-04,CČN_Ljubljana,Osrednjeslovenska,KP.3* (KP.3.X),0.901098995733914
1068,2025-08-26,ČN_Celje,Savinjska,KP.3* (KP.3.X),0.9999999993385872
1069,2025-08-25,ČN_Kranj,Gorenjska,BA.2.86* (BA.2.86.X),0.999999999693728
1070,2025-08-26,CČN_Litija_in_Šmartno_pri_Litiji,Zasavska,KP.3* (KP.3.X),0.5728377492466533
1071,2025-08-26,CČN_Trbovlje,Zasavska,BA.2.86* (BA.2.86.X),0.843373004440513
1072,2025-08-18,CČN_Ljubljana,Osrednjeslovenska,KP.3* (KP.3.X),0.982062971650246
1073,2025-04-01,OČN_Šaleške doline,Savinjska,XEC* (XEC.X),0.9629627675378584
1074,2025-04-01,ČN_Koper,Obalno-kraška,XEC* (XEC.X),0.9243899869225364
1075,2025-03-31,CČN_Ljubljana,Osrednjeslovenska,XEC* (XEC.X),0.9894739949261396
1076,2025-01-28,ČN_Novo_mesto,Jugovzhodna Slovenija,KP.3* (KP.3.X),0.9655462854245628
1077,2025-01-27,ČN_Kranj,Gorenjska,KP.3* (KP.3.X),0.9048325993470904
1078,2025-02-04,CČN_Zagorje,Zasavska,KP.3* (KP.3.X),0.9976851845886764
1079,2025-02-04,ČN_Novo_mesto,Jugovzhodna Slovenija,KP.3* (KP.3.X),0.930693000012658
1080,2025-01-27,ČN_Domžale_Kamnik,Osrednjeslovenska,KP.3* (KP.3.X),0.9819820000815715
1081,2025-02-04,CČN_Slovenj_Gradec,Koroška,KP.3* (KP.3.X),0.9811319881438968
1082,2025-01-28,CČN_Brežice,Posavska,KP.3* (KP.3.X),0.8942659804135452
1083,2025-01-28,CČN_Postojna,Primorsko-notranjska,KP.3* (KP.3.X),0.5714277587792258
1084,2025-02-03,CČN_Ljubljana,Osrednjeslovenska,KP.3* (KP.3.X),0.9545449999859028
1085,2025-02-03,ČN_Maribor,Podravska,KP.2* (KP.2.X),0.578414875065194
1086,2025-01-27,CČN_Murska_Sobota,Pomurska,KP.3* (KP.3.X),0.9999999986570188
1087,2025-02-04,CČN_Postojna,Primorsko-notranjska,BA.2.86* (BA.2.86.X),0.9999996555152674
1088,2025-02-04,CČN_Trbovlje,Zasavska,KP.3* (KP.3.X),0.9893619999875696
1089,2025-01-27,CČN_Ljubljana,Osrednjeslovenska,KP.3* (KP.3.X),0.804195962255364
1090,2025-01-28,CČN_Slovenj_Gradec,Koroška,KP.3* (KP.3.X),0.9333329999577914
1091,2025-01-27,ČN_Maribor,Podravska,KP.3* (KP.3.X),0.5567760918188851
1092,2025-02-04,CČN_Murska_Sobota,Pomurska,KP.3* (KP.3.X),0.9490739997015548
1093,2025-02-04,ČN_Nova_Gorica,Goriška,KP.3* (KP.3.X),0.8127060002605667
1094,2025-02-03,ČN_Domžale_Kamnik,Osrednjeslovenska,KP.3* (KP.3.X),0.9065419999120116
1095,2025-01-28,ČN_Nova_Gorica,Goriška,KP.3* (KP.3.X),0.9942859868369994
1096,2025-01-28,OČN_Šaleške doline,Savinjska,KP.3* (KP.3.X),0.8394499994823974
1097,2025-01-28,CČN_Trbovlje,Zasavska,KP.3* (KP.3.X),0.5492960021526392
1098,2025-01-28,ČN_Celje,Savinjska,KP.3* (KP.3.X),0.996450699271244
1099,2025-02-04,ČN_Celje,Savinjska,KP.3* (KP.3.X),0.8999999984379017
1100,2025-02-03,ČN_Kranj,Gorenjska,KP.3* (KP.3.X),0.7126290025348646
1101,2025-02-04,OČN_Šaleške doline,Savinjska,BA.2.86* (BA.2.86.X),0.9468072833957348
1102,2025-02-04,ČN_Koper,Obalno-kraška,KP.3* (KP.3.X),0.8815257751126176
1103,2025-01-28,ČN_Koper,Obalno-kraška,KP.3* (KP.3.X),0.8636359864243617
1104,2025-02-24,ČN_Kranj,Gorenjska,BA.2.86* (BA.2.86.X),0.3149240055475185
1105,2025-02-24,ČN_Domžale_Kamnik,Osrednjeslovenska,XEC* (XEC.X),0.6020410120806582
1106,2025-02-24,CČN_Ljubljana,Osrednjeslovenska,BA.2.86* (BA.2.86.X),0.6651585092907434
1107,2025-02-24,ČN_Maribor,Podravska,BA.2.86* (BA.2.86.X),0.4673291460886364
1108,2025-02-25,ČN_Novo_mesto,Jugovzhodna Slovenija,XEC* (XEC.X),0.6649297203617578
1109,2025-02-25,CČN_Brežice,Posavska,KP.3* (KP.3.X),0.8111841028673755
1110,2025-02-25,CČN_Postojna,Primorsko-notranjska,XEC* (XEC.X),0.7600586973989478
1111,2025-02-25,ČN_Koper,Obalno-kraška,KP.3* (KP.3.X),0.5619522144714189
1112,2025-02-25,OČN_Šaleške doline,Savinjska,KP.3* (KP.3.X),0.385087913802807
1113,2025-02-25,ČN_Celje,Savinjska,XEC* (XEC.X),0.9022642338532756
1114,2025-02-25,CČN_Zagorje,Zasavska,KP.3* (KP.3.X),0.6807536544714946
1115,2025-02-25,CČN_Litija_in_Šmartno_pri_Litiji,Zasavska,XEC* (XEC.X),0.5317689961166142
1116,2025-02-25,CČN_Slovenj_Gradec,Koroška,LP.8.1* (LP.8.1.X),0.2956190822966302
1117,2025-02-25,CČN_Murska_Sobota,Pomurska,XEC* (XEC.X),0.449889695985004
1118,2025-03-04,ČN_Nova_Gorica,Goriška,BA.2.86* (BA.2.86.X),0.3441339943508196
1119,2025-03-04,CČN_Postojna,Primorsko-notranjska,KP.3* (KP.3.X),0.6561712272889868
1120,2025-03-04,OČN_Šaleške doline,Savinjska,XEC* (XEC.X),0.9018152743934512
1121,2025-03-04,CČN_Trbovlje,Zasavska,Other,0.3660301428938211
1122,2025-03-04,ČN_Novo_mesto,Jugovzhodna Slovenija,XEC* (XEC.X),0.8756099716570941
1123,2025-03-04,CČN_Brežice,Posavska,XEC* (XEC.X),0.3833329696674412
1124,2025-09-30,OČN_Šaleške doline,Savinjska,BA.2.86* (BA.2.86.X),0.9999999995644728
1125,2025-09-30,CČN_Litija_in_Šmartno_pri_Litiji,Zasavska,BA.2.86* (BA.2.86.X),0.9943359994118052
1126,2025-09-22,ČN_Domžale_Kamnik,Osrednjeslovenska,BA.2.86* (BA.2.86.X),0.921951717138115
1127,2025-09-23,CČN_Trbovlje,Zasavska,BA.2.86* (BA.2.86.X),0.915788993734868
1128,2025-09-30,CČN_Postojna,Primorsko-notranjska,BA.2.86* (BA.2.86.X),0.7499999985189993
1129,2025-10-07,CČN_Trbovlje,Zasavska,BA.2.86* (BA.2.86.X),0.6639474914220816
1130,2025-10-06,CČN_Ljubljana,Osrednjeslovenska,BA.2.86* (BA.2.86.X),0.9492187765764374
1131,2025-09-23,CČN_Murska_Sobota,Pomurska,BA.2.86* (BA.2.86.X),0.9278349992711722
1132,2025-10-06,ČN_Domžale_Kamnik,Osrednjeslovenska,BA.2.86* (BA.2.86.X),0.8965909999775575
1133,2025-09-22,CČN_Ljubljana,Osrednjeslovenska,BA.2.86* (BA.2.86.X),0.9115311162043028
1134,2025-10-06,ČN_Kranj,Gorenjska,BA.2.86* (BA.2.86.X),0.999999812181911
1135,2025-10-07,CČN_Brežice,Posavska,BA.2.86* (BA.2.86.X),0.99999997073376
1136,2025-09-23,CČN_Brežice,Posavska,BA.2.86* (BA.2.86.X),0.9999999794580826
1137,2025-10-07,CČN_Litija_in_Šmartno_pri_Litiji,Zasavska,BA.2.86* (BA.2.86.X),0.9999999575544776
1138,2025-09-23,CČN_Litija_in_Šmartno_pri_Litiji,Zasavska,BA.2.86* (BA.2.86.X),1.0000001984557885
1139,2025-10-07,ČN_Novo_mesto,Jugovzhodna Slovenija,BA.2.86* (BA.2.86.X),0.9469699931404438
1140,2025-10-07,OČN_Šaleške doline,Savinjska,BA.2.86* (BA.2.86.X),0.964516016521676
1141,2025-09-23,CČN_Zagorje,Zasavska,BA.2.86* (BA.2.86.X),0.7607659876455847
1142,2025-09-30,CČN_Trbovlje,Zasavska,BA.2.86* (BA.2.86.X),0.9727889965384008
1143,2025-09-23,CČN_Postojna,Primorsko-notranjska,BA.2.86* (BA.2.86.X),0.9902440042864346
1144,2025-09-23,ČN_Nova_Gorica,Goriška,BA.2.86* (BA.2.86.X),0.6923079868780021
1145,2025-09-30,CČN_Slovenj_Gradec,Koroška,BA.2.86* (BA.2.86.X),0.922008299378716
1146,2025-09-30,CČN_Zagorje,Zasavska,BA.2.86* (BA.2.86.X),0.975609798255812
1147,2025-01-07,CČN_Brežice,Posavska,KP.3* (KP.3.X),0.5902439985702286
1148,2025-01-07,CČN_Slovenj_Gradec,Koroška,KP.3* (KP.3.X),0.7605629991317013
1149,2025-01-06,ČN_Domžale_Kamnik,Osrednjeslovenska,KP.3* (KP.3.X),0.9865634996578228
1150,2025-01-06,CČN_Ljubljana,Osrednjeslovenska,KP.3* (KP.3.X),0.893555604020389
1151,2025-01-07,ČN_Koper,Obalno-kraška,KP.3* (KP.3.X),0.841383798683591
1152,2025-01-07,ČN_Nova_Gorica,Goriška,KP.3* (KP.3.X),0.9510769900970532
1153,2025-01-06,ČN_Kranj,Gorenjska,KP.3* (KP.3.X),0.6982711787197207
1154,2025-01-06,ČN_Maribor,Podravska,KP.3* (KP.3.X),0.9959799999924608
1155,2025-01-07,CČN_Litija_in_Šmartno_pri_Litiji,Zasavska,KP.3* (KP.3.X),0.9890109999635236
1156,2025-01-07,ČN_Novo_mesto,Jugovzhodna Slovenija,KP.3* (KP.3.X),0.8499893953448894
1157,2025-01-07,CČN_Trbovlje,Zasavska,KP.3* (KP.3.X),0.8538810000127152
1158,2025-01-07,CČN_Zagorje,Zasavska,KP.3* (KP.3.X),1.0000000001553608
1159,2025-01-07,OČN_Šaleške doline,Savinjska,KP.3* (KP.3.X),0.7288526805735266
1160,2025-01-07,CČN_Postojna,Primorsko-notranjska,KP.3* (KP.3.X),0.9111347946868696
1161,2025-10-28,ČN_Celje,Savinjska,XFG* (XFG.X),0.8178193675851673
1162,2025-10-13,ČN_Domžale_Kamnik,Osrednjeslovenska,XFG* (XFG.X),0.8716928437416027
1163,2025-10-14,CČN_Postojna,Primorsko-notranjska,XFG* (XFG.X),0.7670444102240042
1164,2025-10-27,ČN_Maribor,Podravska,XFG* (XFG.X),0.8772520089563989
1165,2025-10-13,ČN_Kranj,Gorenjska,XFG* (XFG.X),0.5927117312250059
1166,2025-10-14,CČN_Brežice,Posavska,XFG* (XFG.X),0.8607108279726327
1167,2025-10-14,CČN_Zagorje,Zasavska,XFG* (XFG.X),0.899110833846388
1168,2025-10-28,CČN_Litija_in_Šmartno_pri_Litiji,Zasavska,XFG* (XFG.X),0.7151402235407189
1169,2025-10-20,ČN_Domžale_Kamnik,Osrednjeslovenska,XFG* (XFG.X),0.8766357970006025
1170,2025-10-14,CČN_Trbovlje,Zasavska,XFG* (XFG.X),0.8436493326807543
1171,2025-10-28,CČN_Zagorje,Zasavska,XFG* (XFG.X),0.971300325799361
1172,2025-10-21,CČN_Slovenj_Gradec,Koroška,XFG* (XFG.X),0.8472954146380975
1173,2025-11-03,ČN_Maribor,Podravska,XFG* (XFG.X),0.8232240781133848
1174,2025-10-27,ČN_Kranj,Gorenjska,XFG* (XFG.X),0.7844107054631122
1175,2025-10-20,ČN_Maribor,Podravska,XFG* (XFG.X),0.9930062736983388
1176,2025-10-14,ČN_Celje,Savinjska,XFG* (XFG.X),0.955880276704023
1177,2025-10-21,CČN_Postojna,Primorsko-notranjska,XFG* (XFG.X),0.9225089636618738
1178,2025-10-14,CČN_Slovenj_Gradec,Koroška,XFG* (XFG.X),0.806451273832665
1179,2025-10-28,OČN_Šaleške doline,Savinjska,XFG* (XFG.X),0.7530119256335556
1180,2025-10-21,CČN_Brežice,Posavska,XFG* (XFG.X),0.7602927424206284
1181,2025-10-21,CČN_Trbovlje,Zasavska,XFG* (XFG.X),0.9429771211862652
1182,2025-10-21,CČN_Zagorje,Zasavska,XFG* (XFG.X),0.9715296002871686
1183,2025-10-14,CČN_Litija_in_Šmartno_pri_Litiji,Zasavska,XFG* (XFG.X),0.7850311879375754
1184,2025-10-14,ČN_Novo_mesto,Jugovzhodna Slovenija,XFG* (XFG.X),0.4999999462975907
1185,2025-10-21,OČN_Šaleške doline,Savinjska,XFG* (XFG.X),0.6666665627971052
1186,2025-10-28,CČN_Trbovlje,Zasavska,XFG* (XFG.X),0.9301076485381616
1187,2025-12-02,CČN_Litija_in_Šmartno_pri_Litiji,Zasavska,XFG* (XFG.X),0.9948179945052826
1188,2025-12-02,CČN_Trbovlje,Zasavska,XFG* (XFG.X),0.993045860239938
1189,2025-11-11,CČN_Trbovlje,Zasavska,XFG* (XFG.X),0.7777779773470982
1190,2025-11-11,CČN_Zagorje,Zasavska,XFG* (XFG.X),0.5763598597857756
1191,2025-12-01,ČN_Maribor,Podravska,XFG* (XFG.X),0.7346939853479802
1192,2025-12-02,CČN_Zagorje,Zasavska,XFG* (XFG.X),0.8333328185184727
1193,2025-11-11,OČN_Šaleške doline,Savinjska,XFG* (XFG.X),0.8056701454539029
1194,2025-11-25,CČN_Trbovlje,Zasavska,XFG* (XFG.X),0.9009698244687392
1195,2025-12-09,CČN_Zagorje,Zasavska,XFG* (XFG.X),0.7692967978727574
1196,2025-12-09,CČN_Trbovlje,Zasavska,XFG* (XFG.X),0.8749132533681525
1197,2025-12-09,ČN_Celje,Savinjska,XFG* (XFG.X),0.9810519410058894
1198,2025-11-25,CČN_Zagorje,Zasavska,XFG* (XFG.X),0.8589987635482884
1199,2025-11-24,ČN_Maribor,Podravska,XFG* (XFG.X),0.904760483060396
1200,2025-11-11,CČN_Slovenj_Gradec,Koroška,XFG* (XFG.X),0.8358386449463324
1201,2025-11-17,ČN_Kranj,Gorenjska,XFG* (XFG.X),0.8085108953875313
1202,2025-12-02,ČN_Celje,Savinjska,XFG* (XFG.X),0.9900815287811908
1203,2025-12-01,CČN_Murska_Sobota,Pomurska,XFG* (XFG.X),0.4357110181201788
1204,2025-11-25,ČN_Novo_mesto,Jugovzhodna Slovenija,XFG* (XFG.X),0.8553285969209509
1205,2025-11-24,CČN_Murska_Sobota,Pomurska,XFG* (XFG.X),0.8947099251237363
1206,2025-05-26,ČN_Kranj,Gorenjska,BA.2.86* (BA.2.86.X),0.5946019954422928
1207,2025-06-17,CČN_Trbovlje,Zasavska,BA.2.86* (BA.2.86.X),0.9999999981705856
1208,2025-06-10,CČN_Zagorje,Zasavska,BA.2.86* (BA.2.86.X),0.9864859989211316
1209,2025-05-27,CČN_Litija_in_Šmartno_pri_Litiji,Zasavska,KP.3* (KP.3.X),0.9999999991293332
1210,2025-05-27,ČN_Novo_mesto,Jugovzhodna Slovenija,KP.3* (KP.3.X),0.584906093468211
1211,2025-05-27,CČN_Zagorje,Zasavska,BA.2.86* (BA.2.86.X),0.9999993956053246
1212,2025-02-17,CČN_Ljubljana,Osrednjeslovenska,KP.3* (KP.3.X),0.9130429922628822
1213,2025-02-18,CČN_Murska_Sobota,Pomurska,KP.3* (KP.3.X),0.9302329996253416
1214,2025-02-18,ČN_Novo_mesto,Jugovzhodna Slovenija,KP.3* (KP.3.X),0.956011999765239
1215,2025-02-18,ČN_Koper,Obalno-kraška,KP.2* (KP.2.X),0.5384619959159987
1216,2025-02-18,ČN_Maribor,Podravska,BA.2.86* (BA.2.86.X),0.9717802596127724
1217,2025-02-17,ČN_Kranj,Gorenjska,KP.3* (KP.3.X),0.8999999653357551
1218,2025-02-17,CČN_Slovenj_Gradec,Koroška,KP.3* (KP.3.X),0.7295239995642002
1219,2025-02-17,ČN_Domžale_Kamnik,Osrednjeslovenska,BA.2.86* (BA.2.86.X),0.6874999332027559
1220,2025-03-10,ČN_Domžale_Kamnik,Osrednjeslovenska,KP.3.1.1* (KP.3.1.1.X),0.5714289990652613
1221,2025-03-10,CČN_Ljubljana,Osrednjeslovenska,XEC* (XEC.X),0.4406779986106063
1222,2025-03-10,ČN_Kranj,Gorenjska,LB.1* (LB.1.X),0.4333330235250228
1223,2025-03-11,CČN_Zagorje,Zasavska,KP.3.1.1* (KP.3.1.1.X),0.968749463246327
1224,2025-03-17,ČN_Domžale_Kamnik,Osrednjeslovenska,XEC* (XEC.X),0.9999999519127292
1225,2025-03-17,CČN_Ljubljana,Osrednjeslovenska,LP.8.1* (LP.8.1.X),0.9921879999165036
1226,2025-03-17,ČN_Kranj,Gorenjska,XEC* (XEC.X),0.8044813215869195
1227,2025-03-17,ČN_Maribor,Podravska,XEC* (XEC.X),0.9649119885186896
1228,2025-03-18,CČN_Brežice,Posavska,XEC* (XEC.X),0.9999998693162648
1229,2025-03-18,CČN_Trbovlje,Zasavska,KP.3* (KP.3.X),0.5855259057754426
1230,2025-03-18,OČN_Šaleške doline,Savinjska,KP.3* (KP.3.X),0.9999927673500264
1231,2025-03-18,ČN_Koper,Obalno-kraška,LB.1* (LB.1.X),0.9999999996675364
1232,2025-09-09,CČN_Litija_in_Šmartno_pri_Litiji,Zasavska,BA.2.86* (BA.2.86.X),0.999999996796502
1233,2025-09-09,CČN_Zagorje,Zasavska,BA.2.86* (BA.2.86.X),0.9782609130870288
1234,2025-09-01,ČN_Kranj,Gorenjska,BA.2.86* (BA.2.86.X),0.9565219987764668
1235,2025-09-15,ČN_Domžale_Kamnik,Osrednjeslovenska,BA.2.86* (BA.2.86.X),0.9599999998889318
1236,2025-09-16,ČN_Novo_mesto,Jugovzhodna Slovenija,BA.2.86* (BA.2.86.X),0.9890109969399236
1237,2025-09-09,CČN_Brežice,Posavska,BA.2.86* (BA.2.86.X),0.9999999996336574
1238,2025-09-16,CČN_Trbovlje,Zasavska,BA.2.86* (BA.2.86.X),0.9411765128734668
1239,2025-09-16,OČN_Šaleške doline,Savinjska,BA.2.86* (BA.2.86.X),0.9599999996434614
1240,2025-09-02,OČN_Šaleške doline,Savinjska,BA.2.86* (BA.2.86.X),0.9747970541682672
1241,2025-09-08,CČN_Ljubljana,Osrednjeslovenska,KP.3* (KP.3.X),0.5228519999792786
1242,2025-09-15,ČN_Maribor,Podravska,BA.2.86* (BA.2.86.X),0.310490256298623
1243,2025-09-16,CČN_Zagorje,Zasavska,BA.2.86* (BA.2.86.X),0.9999999886072504
1244,2025-09-09,OČN_Šaleške doline,Savinjska,BA.2.86* (BA.2.86.X),0.9292034934459
1245,2025-09-08,CČN_Murska_Sobota,Pomurska,BA.2.86* (BA.2.86.X),0.9999999931861278
1246,2025-01-14,CČN_Murska_Sobota,Pomurska,KP.3* (KP.3.X),0.7261149999941064
1247,2025-01-20,CČN_Ljubljana,Osrednjeslovenska,KP.3* (KP.3.X),0.9195400001629904
1248,2025-01-21,CČN_Trbovlje,Zasavska,BA.2.86* (BA.2.86.X),0.6675761094739727
1249,2025-01-21,ČN_Koper,Obalno-kraška,BA.2.86* (BA.2.86.X),0.706387619589644
1250,2025-01-20,ČN_Domžale_Kamnik,Osrednjeslovenska,BA.2.86* (BA.2.86.X),0.5729690187110573
1251,2025-01-14,OČN_Šaleške doline,Savinjska,KP.3* (KP.3.X),0.5933289999379681
1252,2025-01-21,CČN_Postojna,Primorsko-notranjska,KP.3* (KP.3.X),0.9485034970238224
1253,2025-01-14,CČN_Postojna,Primorsko-notranjska,KP.3* (KP.3.X),0.9999999452530745
1254,2025-01-21,OČN_Šaleške doline,Savinjska,KP.3* (KP.3.X),0.8684869890212605
1255,2025-01-21,CČN_Zagorje,Zasavska,KP.3* (KP.3.X),0.9999999999480949
1256,2025-01-21,CČN_Brežice,Posavska,KP.3* (KP.3.X),0.912790465217884
1257,2025-01-20,ČN_Maribor,Podravska,KP.3* (KP.3.X),1.0000000138798768
1258,2025-01-14,CČN_Trbovlje,Zasavska,BA.2.86* (BA.2.86.X),0.8403360128949914
1259,2025-01-21,ČN_Nova_Gorica,Goriška,KP.3* (KP.3.X),0.9098770995384688
1260,2025-01-13,ČN_Domžale_Kamnik,Osrednjeslovenska,KP.3* (KP.3.X),0.90403999723137
1261,2025-01-20,ČN_Kranj,Gorenjska,KP.3* (KP.3.X),0.5687830098249494
1262,2025-01-14,ČN_Maribor,Podravska,BA.2.86* (BA.2.86.X),0.8124660790418198
1263,2025-01-21,CČN_Slovenj_Gradec,Koroška,BA.2.86* (BA.2.86.X),0.67632798729152
1264,2025-01-14,CČN_Zagorje,Zasavska,KP.3* (KP.3.X),0.9944750017666528
1265,2025-01-14,ČN_Nova_Gorica,Goriška,KP.3* (KP.3.X),0.8823530016376715
1266,2025-01-14,CČN_Brežice,Posavska,BA.2.86* (BA.2.86.X),0.6796119951944408
1267,2025-01-21,ČN_Novo_mesto,Jugovzhodna Slovenija,KP.3* (KP.3.X),0.9999999999448684
1268,2025-01-21,CČN_Murska_Sobota,Pomurska,KP.3* (KP.3.X),0.8050307871607884
1269,2025-01-13,ČN_Kranj,Gorenjska,BA.2.86* (BA.2.86.X),0.7403640255075449
1270,2025-07-22,ČN_Kranj,Gorenjska,BA.2.86* (BA.2.86.X),0.98936199986877
1271,2025-07-22,CČN_Slovenj_Gradec,Koroška,BA.2.86* (BA.2.86.X),0.999999998101936
1272,2025-07-01,ČN_Nova_Gorica,Goriška,BA.2.86* (BA.2.86.X),0.7283951172500708
1273,2025-07-22,CČN_Zagorje,Zasavska,Other,0.7313889018939781
1274,2025-07-15,ČN_Maribor,Podravska,BA.2.86* (BA.2.86.X),0.9999999981997882
1275,2025-07-22,ČN_Nova_Gorica,Goriška,BA.2.86* (BA.2.86.X),0.5263159947565639
1276,2025-05-20,CČN_Postojna,Primorsko-notranjska,Other,0.6833330040536449
1277,2025-04-28,CČN_Murska_Sobota,Pomurska,BA.2.86* (BA.2.86.X),0.9224139516526476
1278,2025-05-12,CČN_Ljubljana,Osrednjeslovenska,KP.3* (KP.3.X),0.3676202213741937
1279,2025-05-20,OČN_Šaleške doline,Savinjska,LP.8.1* (LP.8.1.X),0.5162786584831228
1280,2026-02-03,CČN_Slovenj_Gradec,Koroška,XFG* (XFG.X),0.9061659999157256
1281,2026-02-24,CČN_Slovenj_Gradec,Koroška,XFG* (XFG.X),0.862063885262329
1282,2026-02-10,CČN_Zagorje,Zasavska,XFG* (XFG.X),0.799916844220246
1283,2026-02-02,ČN_Kranj,Gorenjska,XFG* (XFG.X),0.8069304298583143
1284,2026-02-03,ČN_Koper,Obalno-kraška,BA.2.86* (BA.2.86.X),0.6642712793911086
1285,2026-02-03,ČN_Novo_mesto,Jugovzhodna Slovenija,BA.2.86* (BA.2.86.X),0.6234458976310817
1286,2026-02-17,ČN_Nova_Gorica,Goriška,Omicron,0.7092869633632862
1287,2026-02-03,CČN_Litija_in_Šmartno_pri_Litiji,Zasavska,XFG* (XFG.X),0.838043365335782
1288,2026-01-05,CČN_Ljubljana,Osrednjeslovenska,XFG* (XFG.X),0.8743897050386923
1289,2026-01-05,ČN_Kranj,Gorenjska,XFG* (XFG.X),0.8805634205165688
1290,2026-01-05,ČN_Domžale_Kamnik,Osrednjeslovenska,XFG* (XFG.X),0.791553583494522
1291,2026-01-06,ČN_Novo_mesto,Jugovzhodna Slovenija,XFG* (XFG.X),0.928570058804916
1292,2026-01-05,ČN_Maribor,Podravska,XFG* (XFG.X),0.8571429213818438
1293,2026-01-05,CČN_Slovenj_Gradec,Koroška,XFG* (XFG.X),0.4956301031735201
1294,2026-01-06,CČN_Trbovlje,Zasavska,XFG* (XFG.X),0.9456180480421305
1295,2026-01-13,CČN_Brežice,Posavska,XFG* (XFG.X),0.8262891287194596
1296,2026-01-13,ČN_Novo_mesto,Jugovzhodna Slovenija,XFG* (XFG.X),0.9925369662521916
1297,2026-01-13,CČN_Trbovlje,Zasavska,XFG* (XFG.X),0.9850728625714006
1298,2026-01-20,ČN_Novo_mesto,Jugovzhodna Slovenija,XFG* (XFG.X),0.9343428432488806
1299,2026-01-20,CČN_Trbovlje,Zasavska,XFG* (XFG.X),0.9036248398948508
1300,2026-01-26,ČN_Maribor,Podravska,XFG* (XFG.X),0.7479219688656215
1301,2026-01-27,CČN_Slovenj_Gradec,Koroška,XFG* (XFG.X),0.6323529532195757
1302,2022-11-07,ČN_Kranj,Gorenjska,Omicron,0.0075471699995678
1303,2022-11-07,ČN_Nova_Gorica,Goriška,BQ.1* [Omicron (BQ.1.X)],0.0047169799999057
1304,2022-11-08,CČN_Slovenj_Gradec,Koroška,Omicron,0.0441766099533366
1305,2022-11-08,CČN_Litija_in_Šmartno_pri_Litiji,Zasavska,Other,0.0057470000590418
