"datum","WWTP","flow","conc_SARS_N3_raw","COD","norm_vl_SARS_N3","estimated","aktivni_100.000","ime_protokol","lat","lng","Statistična_regija","preb_2022H2","Delež.preb..priključen.na.ČN"
"2022-09-07","CČN_Brežice",4158000,63775629.9889321,639,1197664412937692.3,1730.7514940481342,766,"BR",45.9002,15.6401,"Posavska",234884,0.102
"2022-09-12","CČN_Brežice",1532000,132507275.333273,696,2284608195401259,2607.363556160801,819,"BR",45.9002,15.6401,"Posavska",234884,0.102
"2022-09-19","CČN_Brežice",2560000,42766066.5789994,1350,380142814035550.25,835.6017399508745,1001,"BR",45.9002,15.6401,"Posavska",234884,0.102
"2022-09-26","CČN_Brežice",4350000,51457842.5889174,649,951454716590152.1,1495.6043941530065,984,"BR",45.9002,15.6401,"Posavska",234884,0.102
"2022-10-03","CČN_Brežice",3540000,35915297.0857729,600,718305941715458.1,1251.2839350595534,1157,"BR",45.9002,15.6401,"Posavska",234884,0.102
"2022-10-10","CČN_Brežice",3215000,30250414.2662944,1010,359410862569834.5,806.3903588467167,1087,"BR",45.9002,15.6401,"Posavska",234884,0.102
"2022-10-17","CČN_Brežice",1700000,77177729.7534593,662,1398992080123129.5,1910.0816125258284,865,"BR",45.9002,15.6401,"Posavska",234884,0.102
"2022-10-24","CČN_Brežice",1860000,7884699.87853454,460,205687822918292.34,565.913015356748,618,"BR",45.9002,15.6401,"Posavska",234884,0.102
"2022-11-02","CČN_Brežice",1730000,85242778.0072298,1180,866875708548099.75,1409.8159926689589,548,"BR",45.9002,15.6401,"Posavska",234884,0.102
"2022-11-07","CČN_Brežice",1770000,9244764.31694762,687,161480599422665.84,485.36619127606167,350,"BR",45.9002,15.6401,"Posavska",234884,0.102
"2022-11-14","CČN_Brežice",1930000,3681797.3662865,1100,40165062177670.9,200.74712672899065,321,"BR",45.9002,15.6401,"Posavska",234884,0.102
"2022-11-28","CČN_Brežice",3010000,33243406.6206247,668,597186945280683.1,1112.930960437887,597,"BR",45.9002,15.6401,"Posavska",234884,0.102
"2022-12-05","CČN_Brežice",6320000,29384405.4574683,225,1567168291064976,2052.7393275592513,972,"BR",45.9002,15.6401,"Posavska",234884,0.102
"2022-12-12","CČN_Brežice",7000000,4387948.73855849,51,1032458526719644.8,1575.1873293111025,951,"BR",45.9002,15.6401,"Posavska",234884,0.102
"2022-12-19","CČN_Brežice",6540000,21187689.3623215,145,1753463947226607.3,2204.378959101814,1038,"BR",45.9002,15.6401,"Posavska",234884,0.102
"2022-12-28","CČN_Brežice",3780000,7907507.39508762,358,265056113801819.66,664.7042386239586,1215,"BR",45.9002,15.6401,"Posavska",234884,0.102
"2023-01-04","CČN_Brežice",2230000,77370452.3472277,706,1315078510151178.5,1836.5660684374984,762,"BR",45.9002,15.6401,"Posavska",234884,0.102
"2023-01-09","CČN_Brežice",3410000,21230920.4532769,357,713644384984097.4,1246.1252832759808,469,"BR",45.9002,15.6401,"Posavska",234884,0.102
"2023-01-16","CČN_Brežice",5950000,5703889.12934201,41,1669430964685466.5,2136.746795910089,218,"BR",45.9002,15.6401,"Posavska",234884,0.102
"2023-01-30","CČN_Brežice",3990000,1092241.33675564,137,95670774022391.83,348.19135375160715,33,"BR",45.9002,15.6401,"Posavska",234884,0.102
"2023-02-20","CČN_Brežice",1720000,16979921.9240942,916,222444392018701.3,594.7458197318348,66,"BR",45.9002,15.6401,"Posavska",234884,0.102
"2023-02-27","CČN_Brežice",5120000,641686.17511765,126,61112969058823.79,262.00648793430275,78,"BR",45.9002,15.6401,"Posavska",234884,0.102
"2023-03-13","CČN_Brežice",2510000,4182263.566334914,1250,40149730236815.18,200.69850046604307,185,"BR",45.9002,15.6401,"Posavska",234884,0.102
"2023-03-20","CČN_Brežice",2370000,48653330.98734568,478,1221422535247172,1752.458061175574,82,"BR",45.9002,15.6401,"Posavska",234884,0.102
"2023-03-27","CČN_Brežice",7270000,29514903.46280213,153,2314894389239383.5,2629.2426869562846,181,"BR",45.9002,15.6401,"Posavska",234884,0.102
"2023-04-03","CČN_Brežice",3780000,11652882.140604109,533,262353819300655.38,660.3962156452703,189,"BR",45.9002,15.6401,"Posavska",234884,0.102
"2023-04-11","CČN_Brežice",2480000,6791364.541468314,1940,42008440462690.59,206.5450820308022,124,"BR",45.9002,15.6401,"Posavska",234884,0.102
"2023-04-17","CČN_Brežice",7010000,24055917.655363366,157,1838668865378091.5,2271.7551728407357,86,"BR",45.9002,15.6401,"Posavska",234884,0.102
"2023-04-25","CČN_Brežice",4440000,36879288.73330844,810,546359833086051,1051.8550432475797,29,"BR",45.9002,15.6401,"Posavska",234884,0.102
"2023-05-03","CČN_Brežice",5800000,21265675.487756006,407,626997803078801.25,1147.8677720735384,25,"BR",45.9002,15.6401,"Posavska",234884,0.102
"2023-05-09","CČN_Brežice",4600000,4127567.929690276,181,273650912465653.66,678.3006799053607,16,"BR",45.9002,15.6401,"Posavska",234884,0.102
"2023-05-15","CČN_Brežice",7330000,1381814.948672563,145,114357099200488,389.9264709636699,21,"BR",45.9002,15.6401,"Posavska",234884,0.102
"2023-05-23","CČN_Brežice",3870000,3506820.5664578737,1130,37240572387163.26,191.34488105062744,4,"BR",45.9002,15.6401,"Posavska",234884,0.102
"2023-05-29","CČN_Brežice",1850000,1766130.0225822814,1220,17371770713924.08,117.94587517404545,4,"BR",45.9002,15.6401,"Posavska",234884,0.102
"2023-06-05","CČN_Brežice",3630000,1168494.01433835,608,23062381861941.117,141.17777680001322,8,"BR",45.9002,15.6401,"Posavska",234884,0.102
"2023-06-19","CČN_Brežice",1220000,5964318.233318417,659,108606705310805.78,377.368323411189,4,"BR",45.9002,15.6401,"Posavska",234884,0.102
"2022-09-05","CČN_Litija_in_Šmartno_pri_Litiji",3803000,83868512.3043025,620,1623261528470370.8,1583.6360614663859,652,"LSL",46.0602,14.8486,"Zasavska",175830,0.616
"2022-09-12","CČN_Litija_in_Šmartno_pri_Litiji",1350000,107334730.353078,540,2385216230068400,1929.9013370631926,1011,"LSL",46.0602,14.8486,"Zasavska",175830,0.616
"2022-09-19","CČN_Litija_in_Šmartno_pri_Litiji",2105000,38063488.7915066,150,3045079103320528.5,2187.945819210795,1086,"LSL",46.0602,14.8486,"Zasavska",175830,0.616
"2022-09-26","CČN_Litija_in_Šmartno_pri_Litiji",2320000,146325880.399581,154,11402016654512804,4311.744837851911,1081,"LSL",46.0602,14.8486,"Zasavska",175830,0.616
"2022-10-03","CČN_Litija_in_Šmartno_pri_Litiji",2852000,28341600.9465535,180,1889440063103566.8,1712.1394730032591,1048,"LSL",46.0602,14.8486,"Zasavska",175830,0.616
"2022-10-10","CČN_Litija_in_Šmartno_pri_Litiji",1200000,40707488.2732548,540,904610850516773.25,1172.6878209673,1076,"LSL",46.0602,14.8486,"Zasavska",175830,0.616
"2022-10-17","CČN_Litija_in_Šmartno_pri_Litiji",1260000,8387193.76715287,520,193550625395835.47,530.9982455055156,885,"LSL",46.0602,14.8486,"Zasavska",175830,0.616
"2022-10-24","CČN_Litija_in_Šmartno_pri_Litiji",1883000,5040478.88147137,590,102518214538400.75,383.0731414983713,745,"LSL",46.0602,14.8486,"Zasavska",175830,0.616
"2022-11-02","CČN_Litija_in_Šmartno_pri_Litiji",2229000,57403470.3017113,710,970199498057092.25,1215.632215273994,648,"LSL",46.0602,14.8486,"Zasavska",175830,0.616
"2022-11-07","CČN_Litija_in_Šmartno_pri_Litiji",1330000,45523951.1018582,410,1332408324932435.3,1430.851636330114,349,"LSL",46.0602,14.8486,"Zasavska",175830,0.616
"2022-11-14","CČN_Litija_in_Šmartno_pri_Litiji",1410000,14707745.8018818,350,504265570350233.06,868.5069090972785,354,"LSL",46.0602,14.8486,"Zasavska",175830,0.616
"2022-11-28","CČN_Litija_in_Šmartno_pri_Litiji",1420000,56823136.9271756,1070,637268825351502,979.5127274644767,508,"LSL",46.0602,14.8486,"Zasavska",175830,0.616
"2022-12-05","CČN_Litija_in_Šmartno_pri_Litiji",2238000,12474574.7425904,53,2824432017190279,2104.9962552848638,629,"LSL",46.0602,14.8486,"Zasavska",175830,0.616
"2022-12-12","CČN_Litija_in_Šmartno_pri_Litiji",3938000,4266073.04033757,310,165138311238873.7,489.403169247555,787,"LSL",46.0602,14.8486,"Zasavska",175830,0.616
"2022-12-27","CČN_Litija_in_Šmartno_pri_Litiji",1624000,5613961.52089181,310,217314639518392.66,563.553856879237,834,"LSL",46.0602,14.8486,"Zasavska",175830,0.616
"2023-01-03","CČN_Litija_in_Šmartno_pri_Litiji",1894000,14311039.11639,630,272591221264571.44,633.150868214086,610,"LSL",46.0602,14.8486,"Zasavska",175830,0.616
"2023-01-09","CČN_Litija_in_Šmartno_pri_Litiji",3672000,741998.815181039,285,31242055376043.75,208.02632961250131,564,"LSL",46.0602,14.8486,"Zasavska",175830,0.616
"2023-01-16","CČN_Litija_in_Šmartno_pri_Litiji",4342000,2107144.96563165,95,266165679869261.03,625.437785033951,280,"LSL",46.0602,14.8486,"Zasavska",175830,0.616
"2023-01-30","CČN_Litija_in_Šmartno_pri_Litiji",2402000,1134042.18179679,273,49848007991067.69,264.4702842626766,200,"LSL",46.0602,14.8486,"Zasavska",175830,0.616
"2023-02-13","CČN_Litija_in_Šmartno_pri_Litiji",2320000,27263135.9661781,410,797945442912529.9,1099.4741184443328,121,"LSL",46.0602,14.8486,"Zasavska",175830,0.616
"2023-02-20","CČN_Litija_in_Šmartno_pri_Litiji",1620000,27497760.5065936,497,663929831145117.1,1000.3589257756248,135,"LSL",46.0602,14.8486,"Zasavska",175830,0.616
"2023-02-27","CČN_Litija_in_Šmartno_pri_Litiji",2057000,3897039.57966124,280,167015981985481.72,492.2545500938089,149,"LSL",46.0602,14.8486,"Zasavska",175830,0.616
"2023-03-13","CČN_Litija_in_Šmartno_pri_Litiji",2505000,18029922.93869591,480,450748073467397.8,819.8551069074286,102,"LSL",46.0602,14.8486,"Zasavska",175830,0.616
"2023-03-27","CČN_Litija_in_Šmartno_pri_Litiji",4533000,4863402.250118623,1000,58360827001423.47,286.78741969957485,168,"LSL",46.0602,14.8486,"Zasavska",175830,0.616
"2023-04-03","CČN_Litija_in_Šmartno_pri_Litiji",1850000,23046091.82285316,190,1455542641443357.5,1497.3349839171565,163,"LSL",46.0602,14.8486,"Zasavska",175830,0.616
"2023-04-11","CČN_Litija_in_Šmartno_pri_Litiji",2205000,26400960.82530412,470,674067084901381.75,1008.1781441143016,51,"LSL",46.0602,14.8486,"Zasavska",175830,0.616
"2023-04-17","CČN_Litija_in_Šmartno_pri_Litiji",3120000,17148108.451146662,500,411554602827519.9,782.4162563488059,23,"LSL",46.0602,14.8486,"Zasavska",175830,0.616
"2023-04-25","CČN_Litija_in_Šmartno_pri_Litiji",2850000,8889759.593768766,370,288316527365473.5,651.662454442517,19,"LSL",46.0602,14.8486,"Zasavska",175830,0.616
"2023-05-03","CČN_Litija_in_Šmartno_pri_Litiji",2489000,4494208.978376908,570,94614925860566.5,367.60334722630614,9,"LSL",46.0602,14.8486,"Zasavska",175830,0.616
"2023-05-09","CČN_Litija_in_Šmartno_pri_Litiji",2410000,1018943.8008108995,290,42163191757692.4,242.66922651523268,9,"LSL",46.0602,14.8486,"Zasavska",175830,0.616
"2023-05-15","CČN_Litija_in_Šmartno_pri_Litiji",4200000,1589793.1960705074,389,49042463631995.086,262.2655961899902,9,"LSL",46.0602,14.8486,"Zasavska",175830,0.616
"2023-05-22","CČN_Litija_in_Šmartno_pri_Litiji",1850000,918825.1314892193,420,26252146613977.695,190.23322511601006,28,"LSL",46.0602,14.8486,"Zasavska",175830,0.616
"2023-05-29","CČN_Litija_in_Šmartno_pri_Litiji",2123000,2536233.3462012615,840,36231904945732.305,224.48303167979068,19,"LSL",46.0602,14.8486,"Zasavska",175830,0.616
"2023-06-12","CČN_Litija_in_Šmartno_pri_Litiji",2650000,1189694.9758698288,220,64892453229263.39,302.85396441556145,0,"LSL",46.0602,14.8486,"Zasavska",175830,0.616
"2022-09-04","CČN_Ljubljana",43778000,179801311.087382,968,2228941872984074.5,1365.3520851310684,499,"LJ",46.0621,14.6228,"Osrednjeslovenska",1783651,0.536
"2022-09-11","CČN_Ljubljana",5931000,210278546.930191,838,3011148643391757,1691.4330817551854,585,"LJ",46.0621,14.6228,"Osrednjeslovenska",1783651,0.536
"2022-09-18","CČN_Ljubljana",132000000,24879675.7971453,154,1938676036141192.3,1236.239118398158,667,"LJ",46.0621,14.6228,"Osrednjeslovenska",1783651,0.536
"2022-09-25","CČN_Ljubljana",117184000,53134690.3598651,214,2979515347282155,1678.7623248451687,619,"LJ",46.0621,14.6228,"Osrednjeslovenska",1783651,0.536
"2022-10-02","CČN_Ljubljana",117752000,32122569.4557356,130,2965160257452517.5,1672.9996072771162,800,"LJ",46.0621,14.6228,"Osrednjeslovenska",1783651,0.536
"2022-10-09","CČN_Ljubljana",56788000,83470299.3562641,877,1142124962685483.8,848.1884490910633,813,"LJ",46.0621,14.6228,"Osrednjeslovenska",1783651,0.536
"2022-10-16","CČN_Ljubljana",49856000,23326569.8495094,574,487663481174412.56,462.747711834829,726,"LJ",46.0621,14.6228,"Osrednjeslovenska",1783651,0.536
"2022-10-23","CČN_Ljubljana",71674000,21022077.7795798,1020,247318562112703.5,285.3667588651193,574,"LJ",46.0621,14.6228,"Osrednjeslovenska",1783651,0.536
"2022-11-01","CČN_Ljubljana",45574000,10433570.2354361,533,234902144137398.16,275.09093531532176,365,"LJ",46.0621,14.6228,"Osrednjeslovenska",1783651,0.536
"2022-11-06","CČN_Ljubljana",53740000,38343924.2497376,557,826080953315711.25,673.4746793156269,273,"LJ",46.0621,14.6228,"Osrednjeslovenska",1783651,0.536
"2022-11-13","CČN_Ljubljana",56880000,20863440.9074099,651,384579555896956.6,390.7630744500548,258,"LJ",46.0621,14.6228,"Osrednjeslovenska",1783651,0.536
"2022-11-20","CČN_Ljubljana",78270000,27311079.9467898,673,486973193702046.94,462.2812473237047,273,"LJ",46.0621,14.6228,"Osrednjeslovenska",1783651,0.536
"2022-11-27","CČN_Ljubljana",60992000,48992841.2409669,629,934680596012087.25,735.3820772217117,376,"LJ",46.0621,14.6228,"Osrednjeslovenska",1783651,0.536
"2022-12-04","CČN_Ljubljana",92316000,139599292.188391,509,3291142448449297.5,1801.9721776700048,529,"LJ",46.0621,14.6228,"Osrednjeslovenska",1783651,0.536
"2022-12-11","CČN_Ljubljana",119906000,20281645.7751616,81,3004688262986904,1688.8484956854386,729,"LJ",46.0621,14.6228,"Osrednjeslovenska",1783651,0.536
"2022-12-18","CČN_Ljubljana",119806000,11588213.4527406,200,695292807164435.9,595.6965612580916,745,"LJ",46.0621,14.6228,"Osrednjeslovenska",1783651,0.536
"2022-12-26","CČN_Ljubljana",56360000,24143773.339245,927,312540755200582.6,337.1145347722491,735,"LJ",46.0621,14.6228,"Osrednjeslovenska",1783651,0.536
"2023-01-02","CČN_Ljubljana",57986000,63353306.2008241,782,972173496687838,756.2654865265183,475,"LJ",46.0621,14.6228,"Osrednjeslovenska",1783651,0.536
"2023-01-08","CČN_Ljubljana",76926000,20345940.301177,770,317079589109251.94,340.5929991661168,342,"LJ",46.0621,14.6228,"Osrednjeslovenska",1783651,0.536
"2023-01-15","CČN_Ljubljana",89588000,4969392.70487947,322,185194759188054.8,232.2507121949063,184,"LJ",46.0621,14.6228,"Osrednjeslovenska",1783651,0.536
"2023-01-22","CČN_Ljubljana",102340000,6302194.62122021,666,113553056238201.97,163.9488524338453,125,"LJ",46.0621,14.6228,"Osrednjeslovenska",1783651,0.536
"2023-01-29","CČN_Ljubljana",79068000,23794936.4561868,698,409082002112094.06,408.3308172288277,101,"LJ",46.0621,14.6228,"Osrednjeslovenska",1783651,0.536
"2023-02-05","CČN_Ljubljana",60874000,10020951.1461503,618,194581575653403.9,240.5723477577439,86,"LJ",46.0621,14.6228,"Osrednjeslovenska",1783651,0.536
"2023-02-12","CČN_Ljubljana",56128000,33135236.8107141,1680,236680262933672.16,276.5719315205515,66,"LJ",46.0621,14.6228,"Osrednjeslovenska",1783651,0.536
"2023-02-19","CČN_Ljubljana",54462000,32049388.9818721,785,489926965327981.06,464.27593826770635,84,"LJ",46.0621,14.6228,"Osrednjeslovenska",1783651,0.536
"2023-02-26","CČN_Ljubljana",77284000,17366063.2368321,616,338299933185040.9,356.6700756660147,85,"LJ",46.0621,14.6228,"Osrednjeslovenska",1783651,0.536
"2023-03-06","CČN_Ljubljana",55042000,18500000,725,306206896551724.1,332.23597218656454,107,"LJ",46.0621,14.6228,"Osrednjeslovenska",1783651,0.536
"2023-03-12","CČN_Ljubljana",51320000,44100587.9729139,838,631511999612132.25,556.2546345791083,126,"LJ",46.0621,14.6228,"Osrednjeslovenska",1783651,0.536
"2023-03-19","CČN_Ljubljana",49072000,36459287.23241498,1120,390635220347303.3,395.1341252951143,135,"LJ",46.0621,14.6228,"Osrednjeslovenska",1783651,0.536
"2023-03-26","CČN_Ljubljana",72736000,27001984.295518953,531,610214334362010.25,542.832083487123,125,"LJ",46.0621,14.6228,"Osrednjeslovenska",1783651,0.536
"2023-04-02","CČN_Ljubljana",73534000,40915973.25462384,602,815600795773232.75,667.3801592045404,130,"LJ",46.0621,14.6228,"Osrednjeslovenska",1783651,0.536
"2023-04-10","CČN_Ljubljana",60918000,25290999.794160977,763,397761464652597.3,400.25302144574147,46,"LJ",46.0621,14.6228,"Osrednjeslovenska",1783651,0.536
"2023-04-16","CČN_Ljubljana",95912000,20394340.643188596,244,1003000359501078.6,773.2625870414724,24,"LJ",46.0621,14.6228,"Osrednjeslovenska",1783651,0.536
"2023-04-24","CČN_Ljubljana",55480000,30481847.22071581,774,472586778615749,452.51568603084246,32,"LJ",46.0621,14.6228,"Osrednjeslovenska",1783651,0.536
"2023-05-02","CČN_Ljubljana",92452000,31938978.40933198,404,948682527009861,743.2088342013483,27,"LJ",46.0621,14.6228,"Osrednjeslovenska",1783651,0.536
"2023-05-08","CČN_Ljubljana",52906000,11125229.322122505,706,189097382245708.28,235.72489667984604,17,"LJ",46.0621,14.6228,"Osrednjeslovenska",1783651,0.536
"2023-05-14","CČN_Ljubljana",107960000,10961504.496823234,250,526152215847515.3,488.46536646447936,14,"LJ",46.0621,14.6228,"Osrednjeslovenska",1783651,0.536
"2023-05-21","CČN_Ljubljana",61794000,21093043.759911165,606,417684034849726,414.4258154533322,20,"LJ",46.0621,14.6228,"Osrednjeslovenska",1783651,0.536
"2023-05-28","CČN_Ljubljana",53064000,24322361.316691305,706,413411240510333.75,411.40287889636306,16,"LJ",46.0621,14.6228,"Osrednjeslovenska",1783651,0.536
"2023-06-04","CČN_Ljubljana",61200000,7493297.754210687,437,205765613387936.5,250.33787361248946,7,"LJ",46.0621,14.6228,"Osrednjeslovenska",1783651,0.536
"2023-06-11","CČN_Ljubljana",89426000,17483026.50727156,420,499515043064901.8,470.72708500396124,4,"LJ",46.0621,14.6228,"Osrednjeslovenska",1783651,0.536
"2023-06-18","CČN_Ljubljana",52360000,9441725.909528587,596,190101863950240,236.61575037892706,3,"LJ",46.0621,14.6228,"Osrednjeslovenska",1783651,0.536
"2022-09-12","CČN_Murska_Sobota",5311000,18240783.3320709,790,277075189854241.5,889.6712888088163,607,"MS",46.6601,16.1762,"Pomurska",350669,0.152
"2022-09-18","CČN_Murska_Sobota",4248000,59826798.7492801,760,944633664462317.5,4603.991942787733,784,"MS",46.6601,16.1762,"Pomurska",350669,0.152
"2022-09-25","CČN_Murska_Sobota",16245000,68546207.8490116,470,1750115945081147.5,10521.021284705488,1090,"MS",46.6601,16.1762,"Pomurska",350669,0.152
"2022-10-03","CČN_Murska_Sobota",4958000,29814485.4654035,630,567894961245781,2327.7996732894417,951,"MS",46.6601,16.1762,"Pomurska",350669,0.152
"2022-10-09","CČN_Murska_Sobota",4157000,29065429.0059266,1000,348785148071119.2,1211.159568049908,790,"MS",46.6601,16.1762,"Pomurska",350669,0.152
"2022-10-16","CČN_Murska_Sobota",3870000,83249737.2069514,2400,416248686034756.94,1535.0611152966846,655,"MS",46.6601,16.1762,"Pomurska",350669,0.152
"2022-10-23","CČN_Murska_Sobota",3803000,2028116.91396446,860,28299305776248.277,41.81009904982234,494,"MS",46.6601,16.1762,"Pomurska",350669,0.152
"2022-11-02","CČN_Murska_Sobota",3673000,186732067.1161419,1200,1867320671161419,11475.951687967057,387,"MS",46.6601,16.1762,"Pomurska",350669,0.152
"2022-11-06","CČN_Murska_Sobota",4103000,13297116.082314,980,162821829579355.13,436.30087658960576,354,"MS",46.6601,16.1762,"Pomurska",350669,0.152
"2022-11-14","CČN_Murska_Sobota",4158000,9397256.55993071,730,154475450300230.84,406.5904289791973,290,"MS",46.6601,16.1762,"Pomurska",350669,0.152
"2022-11-21","CČN_Murska_Sobota",5931000,17427842.1131805,750,278845473810888,897.2979003527314,301,"MS",46.6601,16.1762,"Pomurska",350669,0.152
"2022-11-27","CČN_Murska_Sobota",4343000,16681007.4782344,640,312768890216895.06,1046.5534604876761,312,"MS",46.6601,16.1762,"Pomurska",350669,0.152
"2022-12-04","CČN_Murska_Sobota",8945100,13128747.1436376,600,262574942872752,827.8321935080244,274,"MS",46.6601,16.1762,"Pomurska",350669,0.152
"2022-12-11","CČN_Murska_Sobota",5635000,3642629.80842722,350,124890164860361.86,305.7808449079196,473,"MS",46.6601,16.1762,"Pomurska",350669,0.152
"2022-12-18","CČN_Murska_Sobota",4805000,2387403.07649448,390,73458556199830.16,150.14184840707753,408,"MS",46.6601,16.1762,"Pomurska",350669,0.152
"2022-12-26","CČN_Murska_Sobota",4638000,6006773.58123691,560,128716576740790.94,318.4020895795178,639,"MS",46.6601,16.1762,"Pomurska",350669,0.152
"2023-01-03","CČN_Murska_Sobota",4503000,8262629.60190878,590,168053483428653.13,455.1916233378301,317,"MS",46.6601,16.1762,"Pomurska",350669,0.152
"2023-01-08","CČN_Murska_Sobota",4123000,21209460.8468534,570,446514965196913.75,1686.4780179123659,279,"MS",46.6601,16.1762,"Pomurska",350669,0.152
"2023-01-15","CČN_Murska_Sobota",9526000,3024474.15802274,350,103696256846493.95,238.32237713607856,215,"MS",46.6601,16.1762,"Pomurska",350669,0.152
"2023-01-22","CČN_Murska_Sobota",10775400,1043469.9210913,320,39130122040923.75,64.55081894273117,91,"MS",46.6601,16.1762,"Pomurska",350669,0.152
"2023-01-29","CČN_Murska_Sobota",9737000,1278912.6006492,270,56840560028853.336,106.46806665966133,102,"MS",46.6601,16.1762,"Pomurska",350669,0.152
"2023-02-12","CČN_Murska_Sobota",7025000,2248085.71098769,620,43511336341697.22,74.41756998223914,113,"MS",46.6601,16.1762,"Pomurska",350669,0.152
"2023-02-19","CČN_Murska_Sobota",6441000,7616938.1391963,470,194475016319905.53,553.5895899970589,124,"MS",46.6601,16.1762,"Pomurska",350669,0.152
"2023-02-26","CČN_Murska_Sobota",6664800,4543978.51478492,560,97370968173962.56,219.04381410163754,118,"MS",46.6601,16.1762,"Pomurska",350669,0.152
"2023-03-06","CČN_Murska_Sobota",6161100,19400000,460,506086956521739.1,1994.691220164525,226,"MS",46.6601,16.1762,"Pomurska",350669,0.152
"2023-03-12","CČN_Murska_Sobota",6043700,18831481.8944254,670,337280272735977.25,1157.9182364181977,226,"MS",46.6601,16.1762,"Pomurska",350669,0.152
"2023-03-19","CČN_Murska_Sobota",4446700,24758531.782113247,740,401489704574809.44,1462.5563949829102,199,"MS",46.6601,16.1762,"Pomurska",350669,0.152
"2023-04-02","CČN_Murska_Sobota",6296000,10725320.639451383,440,292508744712310.44,956.71079342147425,188,"MS",46.6601,16.1762,"Pomurska",350669,0.152
"2023-04-10","CČN_Murska_Sobota",6172600,8628852.3195862509,380,272490073250092.2,869.9951869830152,64,"MS",46.6601,16.1762,"Pomurska",350669,0.152
"2023-04-16","CČN_Murska_Sobota",11899900,7991276.477287169,330,290591871901351.6,948.3174386242007,54,"MS",46.6601,16.1762,"Pomurska",350669,0.152
"2023-04-24","CČN_Murska_Sobota",7619700,6316714.268140827,560,135358162888732,340.61229333120195,48,"MS",46.6601,16.1762,"Pomurska",350669,0.152
"2023-05-02","CČN_Murska_Sobota",12343100,8779990.921089541,530,198792247269951.84,570.122305271953,11,"MS",46.6601,16.1762,"Pomurska",350669,0.152
"2023-05-08","CČN_Murska_Sobota",8775300,8715301.891040724,380,275220059717075.44,881.6969215478821,21,"MS",46.6601,16.1762,"Pomurska",350669,0.152
"2023-05-14","CČN_Murska_Sobota",13671000,3437397.1569157518,250,164995063531956.06,444.1234152208213,16,"MS",46.6601,16.1762,"Pomurska",350669,0.152
"2023-05-22","CČN_Murska_Sobota",9600000,1141013.4087529767,170,80542122970798.34,169.85793730193157,5,"MS",46.6601,16.1762,"Pomurska",350669,0.152
"2023-05-28","CČN_Murska_Sobota",12623200,1221615.7550792112,400,36648472652376.336,59.12409798877942,5,"MS",46.6601,16.1762,"Pomurska",350669,0.152
"2023-06-04","CČN_Murska_Sobota",9878000,1161644.5976631893,420,33189845647519.695,51.76854095248985,5,"MS",46.6601,16.1762,"Pomurska",350669,0.152
"2023-06-11","CČN_Murska_Sobota",12623000,3393000.1771534835,350,116331434645262.31,278.0281949769985,0,"MS",46.6601,16.1762,"Pomurska",350669,0.152
"2023-06-18","CČN_Murska_Sobota",7864500,3051316.1786419293,390,93886651650520.89,208.60306834003754,16,"MS",46.6601,16.1762,"Pomurska",350669,0.152
"2022-09-05","CČN_Postojna",4958000,53551673.9652767,810,793358132818914.1,1277.4952530191642,555,"PO",45.7541,14.2049,"Primorsko-notranjska",165562,0.171
"2022-09-12","CČN_Postojna",3301000,269773832.648706,489,6620216752115485,2432.999765014457,892,"PO",45.7541,14.2049,"Primorsko-notranjska",165562,0.171
"2022-09-19","CČN_Postojna",3716000,97954410.8158599,952,1234719464065460.8,1461.133524234992,1501,"PO",45.7541,14.2049,"Primorsko-notranjska",165562,0.171
"2022-09-26","CČN_Postojna",4044500,21580388.3442821,316,819508418137295,1290.1372824345526,940,"PO",45.7541,14.2049,"Primorsko-notranjska",165562,0.171
"2022-10-03","CČN_Postojna",3721000,60641538.241966,819,888520706841992.75,1322.2034492288956,792,"PO",45.7541,14.2049,"Primorsko-notranjska",165562,0.171
"2022-10-09","CČN_Postojna",2554000,55466508.8456628,1090,610640464355920.75,1179.884216395805,774,"PO",45.7541,14.2049,"Primorsko-notranjska",165562,0.171
"2022-10-16","CČN_Postojna",2106000,187155823.782253,1110,2023306203051383.5,1697.541950733832,685,"PO",45.7541,14.2049,"Primorsko-notranjska",165562,0.171
"2022-10-23","CČN_Postojna",3143000,9928384.27426942,1450,82165938821540.03,641.7013203390945,502,"PO",45.7541,14.2049,"Primorsko-notranjska",165562,0.171
"2022-11-06","CČN_Postojna",2168000,694311.194056324,473,17614660314325.34,402.0197372499154,225,"PO",45.7541,14.2049,"Primorsko-notranjska",165562,0.171
"2022-11-13","CČN_Postojna",2427000,12689222.907464236,750,203027566519427.78,844.5499025538259,213,"PO",45.7541,14.2049,"Primorsko-notranjska",165562,0.171
"2022-11-20","CČN_Postojna",3700000,2908758.19938901,457,76378771099930.23,627.6267620159108,278,"PO",45.7541,14.2049,"Primorsko-notranjska",165562,0.171
"2022-11-27","CČN_Postojna",3678000,8172058.88023431,927,105787169970670.7,692.8762818605155,425,"PO",45.7541,14.2049,"Primorsko-notranjska",165562,0.171
"2022-12-04","CČN_Postojna",37008000,17371238.5034836,380,548565426425797.94,1142.0953829040188,431,"PO",45.7541,14.2049,"Primorsko-notranjska",165562,0.171
"2022-12-11","CČN_Postojna",3676000,3247913.02878431,269,144888313551716.44,762.3145549088088,532,"PO",45.7541,14.2049,"Primorsko-notranjska",165562,0.171
